disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,fold_number,disp.ratio_median_02,ela_level.mmce_lda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,nbc.nn_nb.mean_ratio,ela_level.lda_qda_10,ela_meta.lin_simple.adj_r2,ic.eps.s,pca.expl_var_PC1.cov_init,ela_level.mmce_qda_50,ela_meta.lin_simple.intercept,disp.diff_median_25,ic.h.max,disp.ratio_median_10,ela_level.mmce_qda_25,ela_distr.kurtosis
0.09441795599017104,0.06607565168333296,0.299356134364243,0.006672639767255603,0.0011084447887022228,0.011363830318409795,0.00963780606014486,0.03747533431987457,0.0006433010417903603,0.03425630565282522,0.0091552588379459,0.011117450107021646,0.13866686367114925,0.0014955634645340548,0.016826704466085307,0.00470939236456397,0.05752659513808675,0.011430628799514168,0.008111493071821862,0.03344871049340219,0.04247089467148547,0.003244781960279138,0.00568692332571571,0.04207580295552871,0.03959272565795548,0.013432807028160654,1,,,,,,,,,,,,,,,,
,0.05043115834232362,0.16376756863986502,0.04596109998620561,0.008758570513927786,0.02485252634006339,0.0036694555398685967,0.013746914961024417,0.008829484745846916,0.0315943423805437,,0.010929529216922959,0.09499690775057988,0.0027665969817993307,0.0011926826471108439,0.010755384730480322,0.03408453095639622,0.024009721347037827,0.031310227595877434,,0.10817925722558576,0.025707272040169583,0.0005711396587896647,0.01305643555205907,0.025380718690848503,0.039289432201035784,2,0.08142191605587684,0.017797803451406524,0.015262127788604096,0.04202423544333406,0.06965295921641634,,,,,,,,,,,
0.05703429195885994,0.02883554287099416,0.0851749125613421,0.039580625845277335,0.003691278688026643,0.007169365690427736,0.023288413357205492,0.0003717956048809498,0.017367233897387743,0.028039312651645772,0.011678732049838852,,0.05697263742710489,0.019862506068557176,0.10218460814241853,0.15873856636546016,0.00410875275595134,0.010511941809311672,0.11031535419422576,,0.01628907836376262,0.005370007443872284,0.0064631900266846,0.016798270763765884,0.054718214111489666,0.05987931314309396,3,,,0.03804058913766522,,,0.03751546507074934,,,,,,,,,,
,0.052979527250004606,0.10682900948043521,0.10013559551684227,0.005630494597417236,0.01798067402601141,0.012082722141085455,0.014028786541647064,0.010349859602998954,0.008936862020918023,,0.010559674084306253,0.09040880953283938,0.024254664823418818,0.031083620121879617,0.06410629167040188,0.08226523352063772,0.002812013668382836,,,0.028184694661092382,0.06334215041171022,0.010314551833725977,0.03189229495740238,,0.03970638727924404,4,0.005724899134705314,0.0330986652935087,0.008180909305446965,,,,0.03990859400435489,0.10520301451958235,,,,,,,,
,0.01931251812371952,0.10056074748491538,0.1654114652584429,0.0204831533309912,0.015404355941449142,0.01415521686488889,0.04918786982731966,0.016447043384563834,0.042824769928816196,0.0011202929096295205,0.017283670117376644,0.05722800999542272,0.0012528220960026717,0.012265338211167518,0.015431529764393898,0.0917659758652415,0.0020906893433583207,,,0.04892317770672296,0.022484795805084293,0.018862097276982338,0.11107894863494597,,0.001348099737326945,5,0.0688777281667327,,0.008586153845858539,,0.01731198520094552,,0.04815163113399048,0.012149914043710784,,,,,,,,
0.03421167869338178,0.03487427644944629,0.10245895701270308,0.14259522164536587,0.01049379270998453,0.028398562797644685,0.0038518233293834184,0.053071886058272226,0.0035158280458019897,0.0030348790211669114,0.017142036878619465,0.0017780126518975824,0.09340933095130816,0.020422977460046045,0.0020958971192360596,0.08350333897183276,0.049695651705579276,0.026332216761456084,0.060071505193336656,,0.006795719925385637,,0.0022618399742492835,0.05486350483191879,0.05858696495532107,0.0005628890154948464,6,,,0.0214408901073395,,0.08453031773382812,,,,,,,,,,,
0.08261923889492807,0.06423931145682481,0.13894166377319347,0.07494770341341173,2.627401445208672e-05,0.09339291155078025,0.04084739261406586,0.04083645227288216,0.017393009410060598,0.0056560914510315405,,0.0046338338874340156,0.0010021830632340302,0.024118590066649417,0.002328571403017156,0.025617247976918146,0.030771555585868738,0.033811044204120025,0.06085884833493964,0.04782519565929788,0.021791959070241593,0.011632611994125444,0.0066717309397544946,,,5.976843007675587e-06,7,,0.024472388568682252,,0.048004612191451516,,,0.010058571675347669,,0.08749502968427991,,,,,,,
,0.016185853070027692,0.14185261856025952,0.0809742257242767,0.019368979711815764,0.04034258080535652,0.028378509321832408,0.016489223667039157,0.0011433761808733887,0.00911667584239424,0.03461102014875837,,0.003275226208501116,0.03780489599797128,0.00208797844593367,0.035800092906988844,0.056013743352362984,0.013911380896607994,,,0.04280133781698558,0.01176437679474355,0.006388574186893491,0.0049904756840416006,0.01988827190890769,0.05397350882740859,8,0.05939225889583082,,0.025351251181594397,0.020662154854812455,,0.17456110113766232,,0.042870307870120056,,,,,,,,
0.04583846557251085,0.06232737744911833,0.15778974544967075,0.0896543053851743,0.018385477737066228,0.06795446331425126,0.0214732601564835,0.047855438773966245,0.0032576535641760953,0.006143267253632799,,,0.07749387269053647,0.036980725279552366,0.04607692881657763,0.026964411514007487,0.02643029507457099,0.006808408863008438,,,0.04284580090852815,0.0016432388886161791,0.007655424797192451,0.04815995586580308,,0.0007885996559479872,9,,0.0056408461410673814,0.037127980647519786,,,0.09950625367262916,0.009980937202355098,0.005216865326037029,,,,,,,,
0.03427561325700238,0.030045674353542967,0.17231146247099866,0.09778836597182095,0.006223294410974293,0.0353121535187869,0.036155753740210406,0.036995314604953006,0.003955137131977589,0.025185065312382543,0.021178935132879738,,0.0885334879748112,0.006438316846893525,0.023638001179719488,0.008171104110291975,0.015826928456876315,0.08152015048807394,,0.021961376181487715,0.05885914096705474,0.007302612425600256,0.0012586985487961554,0.0395760692278024,0.025628004660208835,0.014201038870563454,10,,,,,,0.0410857333205963,,0.06657256683569424,,,,,,,,
0.04836619528286032,0.004495207323709727,0.10765852190028398,0.08664773829631749,0.04023619935242353,0.010083460406228317,0.04017755162713967,0.028689782458838093,0.008096049643867948,0.03745830945140163,0.021065072624441322,,0.007944889561599942,0.007621375474914563,0.04208886186484022,0.049107169615544614,0.05887255457975718,0.018421109507352897,,0.03544134303911021,0.06077152872439916,0.04236749176756498,0.003360620787671467,0.02223427055402747,0.0052866446141488985,0.027818867899525493,11,,,,,,0.0022232954633233755,,0.18346588817870754,,,,,,,,
,0.07430412872892443,0.0781290028677886,0.0945995830793917,0.02996581263211886,0.049577942022201844,0.00887160706974764,0.0373205271897782,0.005019777231396533,0.010669919665235608,0.005245311399180859,0.03464323788210801,0.05182861653608705,0.0554583381460011,0.012516122459840563,0.010699108345120825,0.05130725784741065,0.041375690828773806,0.035985885254846584,0.12329457795899894,0.0689452317734087,0.01118426419849273,0.002488053674233901,0.009111725628960225,0.021489326266678748,0.043159213735585705,12,0.032809737577688285,,,,,,,,,,,,,,,
,0.06373022633921005,0.06413480320275049,0.0674613556149981,0.031745498430986174,0.08743371850392614,0.01923557698253806,0.02004874182290502,0.017941878301254377,0.00987491145058489,0.04931871027630208,0.012656090852455929,0.09003051590078819,0.06062905576255179,0.025719718302692218,0.06546304285585923,0.03109466261945537,0.016424582880208965,0.009277712404668579,0.012232022250442214,0.07903937292676623,0.03840792079048043,0.00538497463978492,0.03079311528315944,,0.01945039945622008,13,0.0463054152047236,,,0.02560929996949435,,,0.0005566769747930534,,,,,,,,,
0.06354740668067868,0.060019307123809845,0.09234735235543065,0.13379298013527335,0.02319001757661935,0.02506041101996463,0.02029695671558499,0.012540036201782125,0.004710839219578936,0.0003776536943786404,0.09167865317201604,,0.0020258739334883683,0.05773013625679604,0.030536993640925165,0.024957010569455748,0.09123258501912024,0.02952602868708885,,,0.013826203469782245,0.02817735488622892,0.010260518543173749,0.010004751864269495,,0.012763198083301727,14,,,,0.005025573502972069,0.010554436379082835,0.005524446350322208,0.047197337135687675,0.040468281892298966,,0.05262765589088832,,,,,,
,0.020264600165227232,0.11572414561507517,0.07080419379856771,0.023482359842381437,0.04375231208379466,0.0356866470031889,0.0015889328276339203,0.009604617216605762,0.010122350080125839,,0.0234900086888108,0.09316618949436223,0.08275685820091301,0.004716991331617217,,0.0019280644551891292,0.09305689044248336,0.01122014324618493,0.0027670873977701602,8.595767353035767e-05,0.05771397431248311,0.005040857865810192,0.05750704510878454,0.04589315765973193,0.017380454499753603,15,0.011244334640810746,0.007093267122331035,,,,,,,,,0.1539085592268331,,,,,
,0.043212267946566144,0.15810134401198805,0.11540878360752313,0.002645128074693599,0.01684465914579727,0.015364445962584168,0.0038139849634982975,0.0009188385227540867,0.02861246456578075,0.017957445634291188,0.008279911409375569,0.05118316964803614,0.05945401310694252,0.019049821631532668,0.06619176531195259,0.054106680849531685,0.0568227094150649,0.03371179414447728,0.06960971173410346,0.02401057495830118,0.0145903171422623,0.006567053844635947,0.017679279281878024,0.013532739562217802,0.04600658665032875,16,,,,,,,,,,,,0.056324508873882774,,,,
0.001204059000069001,0.0553034874289158,0.2118614733213831,0.09283961737005675,0.020435914036300115,0.01460419614027146,0.008267476477389214,0.010648808758516759,0.0066295648965761095,0.0552939191483013,0.009960234978473469,,0.14629715525046097,0.1014594471807159,0.03219357430982203,0.03153095726021011,0.06263759127814607,0.016335969943827456,0.021128397128192516,,0.009960216762932662,0.004750761126214577,0.0033665920964239286,0.01778916895233919,0.01399822824350559,0.005601207520215916,17,,,0.011276739980016083,,,0.03462524141072372,,,,,,,,,,
0.006850109803690371,0.03918532600065401,0.13074080438286068,0.06693507339559716,0.017890295257641877,0.04794171105064801,0.03156296929497182,0.013138088834686552,0.011937729148271186,0.008715830213674123,0.00730266634768534,0.004053820891632683,0.10037639326730115,0.05699730545566686,0.040888064826305005,0.00420288429646258,0.09757648783091237,0.05252734137683308,0.05575563914792671,,0.02680752660969574,0.04047886021301489,0.0030497898076684554,0.10280122817328734,0.02932086288019763,0.002839732795151133,18,,,0.00012345869756301024,,,,,,,,,,,,,
,0.06560063882773091,0.07142647886993143,0.07582860329672897,0.0342536145670305,0.06188282074264159,0.02815642937076513,0.03249401283727609,0.01828373205492378,0.01888121633244536,0.012025703583570023,0.033178841883983706,0.0815941326578226,0.022672890321004863,0.010889789885419053,,0.05417853605398519,0.024275003121643428,0.028533442798380795,,0.03228153772213153,0.032911043491922046,0.0006487971633706818,0.0924161802122256,0.06995247313399638,0.0008168400614963937,19,0.011210271576628602,,0.014251681618945803,,,,,,,,0.07135528781399958,,,,,
