fold_number,mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test
1.0,0.4439864551476101,3.757862324433352,0.23689025391173324,3.757862324433352,0.7287162854297712,
2.0,0.3767730977549912,6.407729849747816,0.2807289567021285,6.407729849747816,0.8111456583009142,
3.0,0.49448358215005916,0.9712708355123061,0.29679532890709703,0.9712708355123061,0.7910609383032774,
4.0,0.46968657018210763,0.2550269165333283,0.30669892809323507,0.2550269165333283,0.8397931542064412,
5.0,0.5577735044752118,0.46152439826586966,0.2824704687093197,0.46152439826586966,0.762172677611221,
6.0,0.38553631637951125,0.3012561629526428,0.17642832942328512,0.3012561629526428,0.8574200248315726,
7.0,0.5906697745800706,1.0841720418846552,0.3271202412756884,1.0841720418846552,0.6950898881544623,
8.0,0.43889205287032884,0.304187442260488,0.23894709187959506,0.304187442260488,0.8391487860816078,
9.0,0.39951883065532184,0.7086819346673743,0.24801438681454924,0.7086819346673743,0.8639274392480728,
10.0,0.5631185427050995,0.3358789711407937,0.4448757639110945,0.3358789711407937,0.765571980764159,
11.0,0.4328182747508917,0.6349405667164296,0.26180157804985726,0.6349405667164296,0.8388497988166241,
12.0,0.4110472350190978,0.8348682641077485,0.24871113518829513,0.8348682641077485,0.8502271123815452,
13.0,0.557833960471727,1.2544464067200363,0.437562173414225,1.2544464067200363,0.746692641653504,
14.0,0.38113549194729446,1.8091316047618224,0.2506742445437662,1.8091316047618224,0.8574652424098632,
15.0,0.3617714660052664,1.5781825265594382,0.21274107980538592,1.5781825265594382,0.8666609361475301,
16.0,0.5329806261914972,0.39530258440248,0.36876066504996574,0.39530258440248,0.7711402668294312,
17.0,0.38627145333106927,0.9287575926012952,0.267554628312471,0.9287575926012952,0.8880355615016677,
18.0,0.45122088581336484,0.5190383337951374,0.3149332807659051,0.5190383337951374,0.833281256007524,
19.0,0.5022001153573667,2.002080166855386,0.3198997657029794,2.002080166855386,0.8083913048802128,
20.0,0.42835390538440776,3.2089684096672717,0.2840212680152814,3.2089684096672717,0.8605928872899298,
21.0,0.5041367288414482,0.08513254423010963,0.32007181013301,0.08513254423010963,0.7692746905350287,
22.0,0.5788877779853949,0.1540372359083899,0.3394880279672927,0.1540372359083899,0.759207992075839,
23.0,0.5882884358070453,0.13546665364913535,0.36244847307022254,0.13546665364913535,0.7658280956332338,
24.0,0.43890860498698,0.28836943901037193,0.2618617712005642,0.28836943901037193,0.8538799482460167,
25.0,0.4558082328581497,1.2703571042853583,0.32338492123070006,1.2703571042853583,0.8490016079512752,
26.0,0.4796067263966389,0.3568050630935289,0.3733115195081367,0.3568050630935289,0.8444897041049285,
27.0,0.37142111654869525,0.40142676695389623,0.2546853182909583,0.40142676695389623,0.8871427724554448,
28.0,0.5133596414549974,0.4678574901412422,0.32248846902021855,0.4678574901412422,0.7894105373794208,
29.0,0.4587407124299025,0.3890142276679991,0.3345173812367641,0.3890142276679991,0.849571502332439,
30.0,0.4060319037353784,0.289405919900243,0.2774940527741705,0.289405919900243,0.869180106260523,
