disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,fold_number,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_mda_10,ic.eps.ratio,pca.expl_var_PC1.cor_init,nbc.nn_nb.sd_ratio,disp.diff_mean_10,ela_meta.lin_simple.coef.min,ic.h.max,disp.diff_median_25,ic.eps.max,disp.diff_median_10,pca.expl_var.cov_init,ela_distr.kurtosis
0.052910508404042204,0.020875264731685952,0.009859200115738693,0.005326064438172599,0.0,0.0038065340147353417,0.0003941224868381914,0.026423195959975707,0.007790596106506114,0.0008722521819767971,0.0006769802187557225,0.0015918032076098646,0.006950456215052945,0.00398815732708197,0.0004126755974919753,0.0017952833682700563,0.008327884408723576,0.005711113830241898,0.3467564580271213,0.009452829261228769,0.00012715680044312868,0.42317300981314276,0.0005250670928985903,0.024512783711140237,0.0010097676186862914,0.002645144279828583,0.03408569078261066,1,,,,,,,,,,,,,,
0.0781220749214644,0.029048428248798587,0.019777436658348073,0.0350202003558615,0.025978629120907485,0.009037826941914323,0.07232696233034001,0.03545835810940287,0.010976631117066088,0.0010821334607930627,0.0028133335222457266,0.0019208731345007931,0.03869850693524624,0.044847532314726914,0.003833001797296991,0.0029192006284748722,,0.008922330153097447,0.23403374171836233,0.01037322134045995,,0.19209169816841223,0.0017268729273477012,0.006076305730035138,0.007052886423695582,0.001436691770082859,0.050655096641317926,2,0.055831408136440885,0.01993861739335995,,,,,,,,,,,,
0.03709329190614077,0.029297970465862033,0.007542893746011889,0.019382252362599266,0.00048825704621782706,0.00018689242045189945,0.009037644312484465,0.0077352181402551585,0.002774063180873317,,0.0,0.0,0.0049812030666600456,0.020364755578761783,0.0013068908955362682,0.0007516500187608418,0.007946709929685955,0.005329557220445798,0.4734245400790066,0.007406945568553687,0.0,0.32888705902331605,0.0011620948653996933,0.006664729384468499,0.0002309485701818196,0.005627635965448896,0.020305149908757304,3,,,0.002071646344120093,,,,,,,,,,,
0.037776151887813275,0.02278965133757197,0.004774565508267598,0.024322707397765528,0.0013170550273939278,0.007805536214484909,0.010321548185321348,0.016966547518935136,0.005803595371443674,,0.0,0.0022951958631775298,0.007133037786014116,0.02400269415899047,0.00013651927705158443,0.0014122114156818687,0.00414840847702798,0.005072167254827874,0.43690238568953177,0.008656725034682487,0.0,0.3321021315068017,0.003419907693841595,0.011532571416537992,8.953871330992992e-05,0.005409178053607087,0.018882197080687047,4,,,0.006927772129231833,,,,,,,,,,,
0.052359389884895545,0.019609243255939244,0.002805689399857537,0.01773637073138156,0.0024710166842390456,0.006837127490555278,0.02210947517245203,0.013399538755237674,0.008376915353783555,0.002229129655150768,0.002849228299410725,0.0010691171176524935,0.003967645968279045,0.013106581988379686,0.002538644247399397,0.001057693179313646,0.001137754185052133,0.007441699998047476,0.40678860181554444,0.007241236915934764,0.0,0.36150552320308244,0.001952205115771322,0.010708395624258056,0.00033699395333642375,0.015218453529656424,0.015146328475389225,5,,,,,,,,,,,,,,
0.06839384285028025,0.011239024704678555,0.0059666883474935924,0.018390307947029432,0.0033188149552104327,0.005522824155448234,0.02017087907827014,0.019460745198328244,0.004684464488003692,0.006411331746860389,0.0034124524095791825,0.005387245276632726,0.006787086642669627,0.007354538710771263,0.002545290333002599,0.0015744035906984039,0.0017116345804674687,0.007454793345468187,0.4930708753289388,0.017753910773569633,0.001807401795807017,0.2504667174402013,0.001998473198408163,,0.0041408361913220035,0.017317433143892558,0.013657983766967991,6,,,,,,,,,,,,,,
0.0322767342329924,0.01991543317347144,0.0075197086907066914,0.03185364293676786,0.007354023354563558,0.009951432521844987,0.019203461484171996,0.012543678891438658,0.005423308597553443,0.0053466760898188345,0.003910141949264641,0.001999290425478264,0.005259315572234221,0.013202335072376446,0.0005751175194191358,0.0014515348369035128,0.013750278304826216,0.01060810723454899,0.40429132383633387,0.01033780396615348,0.0013676297936971724,,0.0015934180886734738,0.01641972749001621,0.0001091431675337424,0.0015275813882435515,0.04051199706176397,7,,,,0.3216971543192029,,,,,,,,,,
0.03384039458812159,0.022612602866839294,0.012002859792214571,0.027068208734177545,0.0031537638928655362,0.008066331153591982,0.029242180388241397,0.01762905864324912,0.005571999092771528,,0.0,0.001672295317345073,0.0037955522122962095,0.0065346797383033384,0.0,0.0014334638656506077,,0.0054746107235120346,0.4128580646811505,0.006864354467733013,0.0015438612564816663,0.3333073963677342,0.0016371354629037156,0.015674092594605938,0.0014273009948767826,0.012731011485729181,0.03217339465552813,8,,,0.0003438926488708686,,0.0033414943752063,,,,,,,,,
,0.025336569297870263,0.012044441066570571,0.016903290581263473,0.002260476620279947,0.0067573395540190965,0.025300449711114104,0.017864870309108907,0.004266369943166669,0.006017178626390787,0.003840334485597314,0.0,0.0055940820900509435,0.009862414868836664,0.0006041097739793252,0.0007704711618412035,0.004754830802535091,0.004145193495632812,0.49495042021958374,0.005597299271471703,0.0,0.2793097730053186,0.001831831082383041,,0.00838472655170065,0.015717469091261482,0.023999785400682757,9,,,,,,0.02388627298934084,,,,,,,,
0.054625892981680545,0.019999162008837848,0.018442305661798507,0.0106238168266714,0.0018525813255543535,0.005036652414715985,0.029486380864813738,0.016334552335532663,0.007517498404555201,0.0005460225630500501,0.005020122592116023,0.0009659333917619474,0.008602116575755853,0.009616713266321901,0.0007460708655203119,0.0030868819188215398,0.0014723358357228798,0.004071575524390003,0.40179234064880776,0.009304810279380255,0.0005167852561915931,0.3617690523995273,0.0008355529688064843,0.00786950790439185,0.0006582402666447945,0.005121908627667557,0.014085186290961407,10,,,,,,,,,,,,,,
0.030935863400476726,0.02496355322586953,0.011581591507518148,0.02230206852868101,0.00351484406400035,0.011896761234233506,0.020224139266371524,0.0155459244535205,0.006765107844776996,0.0009513553833630877,0.0010660486035923812,0.004946608791384088,0.004405090285875131,0.014491920275929904,0.0023683135154488793,0.00119654818856712,0.0039661291418950995,0.013694759533710101,0.4627206478459405,0.006020310800025477,0.0002964311920955511,0.2901187725035483,0.006058209361356981,,0.011659408904597789,0.013697201978162916,0.014612390169058437,11,,,,,,,,,,,,,,
,0.015249267195453987,0.007586923671165719,0.012605202890628515,0.010095133429011608,0.007017845247905975,0.023170706176574678,0.02171088902337814,0.009665927383574253,0.0018579846487617859,0.0,0.004619857275031474,0.00711758182305975,0.016025117282792645,0.0018384730463976843,0.002724475075333677,0.0026513040551834903,0.00267761519585867,0.39239979673901654,0.006616398523975451,0.0012352975046691448,0.358311602921124,0.0033548427332487293,0.01301932400607355,0.00025051563558799194,0.007356771236347695,0.01443713328663479,12,,,,,,,0.056404013993210135,,,,,,,
0.03603440622685562,0.020305462134648178,0.008291538705246453,0.009191521818535584,0.012132024000396282,0.008328067260362598,0.027862191886543933,0.023880346058557614,0.010369004723720725,0.006434989503770933,0.0,0.007141104493875299,0.02169667142187721,0.010935634755768961,0.0015907460593231912,0.002699683012677051,0.010912287929776096,0.0036976763371541405,0.384623233033284,0.008301352226392705,0.0004141101305165302,0.3323474083837616,0.004154465999299384,0.027333147573291965,0.0,0.009295695286064531,0.01202723103829926,13,,,,,,,,,,,,,,
0.0470631423365227,,0.008712645437648468,0.017856046706636097,0.005132891109077076,0.010041230859819903,0.012981540678263114,0.009877132738311851,0.0061373366249104135,,0.0007347865625930493,0.0010474393578751647,0.007615668760485652,0.010501873437007305,0.0026464091911553816,0.002518262668321337,0.006697212374945331,0.0035915266221438597,,0.004019622070355755,2.6731802962680994e-05,0.3670811901938034,0.0022888826295614467,0.029658190001738808,0.008156080645430962,0.008244578075841596,0.03216942074519152,14,,,0.005933307637898523,,,,,0.3655431119276035,0.0237237388038952,,,,,
0.01195209407973827,0.00224337043718698,0.013728522392597708,0.01622694081505741,0.003755565930653545,0.004608889209688092,0.014435198925321021,0.014744403501800639,0.0033549660200696144,0.008875652564382929,0.0,0.000586759709760991,0.004416810138078568,0.020741191941729707,0.0011339974292474643,0.004243769695249424,0.0,0.0040335626212199115,0.4106124339958228,0.015086770079703694,0.0018426975208354404,0.4152263339004018,0.0015989742536242672,0.007614228135069912,0.0023297614165112093,0.00018983389032870368,0.01641727139591985,15,,,,,,,,,,,,,,
