disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,fold_number,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_mda_10,ic.eps.ratio,pca.expl_var_PC1.cor_init,nbc.nn_nb.sd_ratio,disp.diff_mean_10,ela_meta.lin_simple.coef.min,ic.h.max,disp.diff_median_25,ic.eps.max,disp.diff_median_10,pca.expl_var.cov_init,ela_distr.kurtosis
0.09407690069414235,0.070458476275056,0.15092923428693553,0.01939004609091909,0.01588409338106728,0.010037821897820964,0.018098608071796366,0.13005208679382033,0.03803796847330641,0.009067275601827927,0.00563090061312546,0.004252916032404851,0.007763940747287276,0.034360416010242714,0.0014604122348122126,0.01696508445837476,0.008019162922594409,0.00327335552766103,0.05243953052491682,0.03433355603276356,0.019053764040237134,0.08459436385229653,0.0009414345628832373,0.08663016499018762,0.02017743833998808,0.007248889138695497,0.05682215840483648,1,,,,,,,,,,,,,,
0.023576927420639375,0.037253514376242004,0.127847354273821,0.01864942261733085,0.02546192268837159,0.0017395740512441713,0.05840888807397392,0.10542198014317115,0.022570364309011184,0.007147163514551617,0.0078287496902279,0.023192887437156022,0.038754498509360163,0.023485609302830952,0.0008320586016717881,0.012563432214983176,,0.009694581327105016,0.0080017384805138,0.01611360515735281,,0.24242630989061095,0.004197335196614538,0.0008709303423539487,0.03490466466277328,0.011340948136277255,0.0540806092878288,2,0.02409935568818317,0.059535574605799606,,,,,,,,,,,,
0.06726901778638171,0.08137717342348862,0.11715399434972071,0.015496746975379361,0.000670603973694514,0.028543436037046618,0.008956274338292783,0.06497813810275056,0.01955198198849785,,0.005047413309442068,0.005143026902492431,0.020589836091387953,0.015135455934691414,0.006317057156560898,0.0025908470856289617,0.007037821646231254,0.006231819007620198,0.24174755716998034,0.023390371313639684,0.00187069007636006,0.10973369629882082,0.0009473951631935425,0.055574095464392126,0.00067099741125127,0.011259412811301418,0.0492851626588399,3,,,0.03342997752291297,,,,,,,,,,,
0.07328244767655318,0.061558067324249024,0.09696900700138526,0.048081886190558185,0.03977408042385143,0.050279307267500004,0.004783902650260361,0.08793599801539632,0.01220515547103443,,0.006991296313896347,0.0064231677467004545,0.0010703743866219218,0.03169116317623826,0.004288262539507364,0.0015542003118589824,0.013494029266341395,0.005268941433923847,0.21689561724319942,0.012652998629642101,0.0045202008578060305,0.10193460915011086,0.010303289295675876,0.011271106549150941,0.005394263666310191,0.0029983418028746143,0.08501858306028028,4,,,0.003359702549073045,,,,,,,,,,,
0.01744089886067206,0.07167556758702306,0.04773130230610571,0.05021051226612246,0.00884586344262799,0.01441876084456138,0.048191715763665446,0.09431161703193666,0.012930729317648606,0.007835637612913933,0.002240434043005345,0.0024979969195869102,0.012105978714220474,0.012181676367570254,0.009869418138946102,0.010726120455940853,0.012509736417972773,0.014349994742031606,0.18039054393100717,0.01786972590162141,0.024795085611204127,0.15942286736976286,0.007707602174740805,0.02965079793864407,0.011887629919343095,0.030045935866565076,0.08815585045455977,5,,,,,,,,,,,,,,
0.0735453144788501,0.03794276691343139,0.11659128143515342,0.04505296553531,0.0027835133509299405,0.027361032126351763,0.022173863135607895,0.1111926530726593,0.016939182679405047,0.0017815655063960663,0.0011195931753857555,0.007667734972448138,0.01549796836433863,0.0011807867245790605,0.00649737582210348,0.005599362691854571,0.0013903541275025156,0.0021668258118147815,0.2874025239328516,0.07632825983743433,0.007071255793881929,0.048855316951849304,0.004110541490471451,,0.008632391703159359,0.018500936056481294,0.052614634309748866,6,,,,,,,,,,,,,,
0.0023390662956378045,0.0820740159669728,0.06662152677467871,0.12786271946256508,0.0040882598235100496,0.003869023723137261,0.019496240827231764,0.039227881282286936,0.010458339515796226,0.0012184670919099456,0.0005767809689246704,0.0010803934117170812,0.008880215990362414,0.016075681864586657,0.0020281932819196276,0.0003184430073891613,0.0035122024483144527,0.014812494067651475,0.26421465733862676,0.049622258895137696,0.01807656111149026,,0.009780999814966412,0.0042551584627215045,0.032126307144184595,0.011843475020069657,0.07264893838411572,7,,,,0.13289169802409528,,,,,,,,,,
0.00402448918828637,0.06308436279538762,0.05002321709472406,0.07868857817005773,0.0093117198462318,0.03928659123955482,0.016702779363502313,0.08106957596962046,0.0067061496718980144,,0.010531688836405793,0.010446199212719028,0.019240437634821722,0.004496439575968953,0.0041526394852992995,0.0027321189731229077,,0.028503613274149315,0.2852538685450892,0.035128344508006254,0.009661976908215516,0.07696320211241112,0.017340157965932555,0.014405572910794725,0.010862515377166334,0.00970612483646348,0.08775699356634063,8,,,0.009279062381541652,,0.014641580556288376,,,,,,,,,
,0.09770461044670231,0.1548183568709146,0.06083484868686439,0.005115381034872121,0.004260829988712134,0.03194457622845928,0.04853068337699137,0.008907012894246042,0.006079695016924596,0.011456312047548925,0.0027591811616802854,0.01773567540504558,0.0034561078479649877,0.01602123831875401,0.004201050515071355,0.016097290614687662,0.013213400339659218,0.24691312618135441,0.03787085384943974,0.011514859690597743,0.10947789523198616,0.011681856327350608,,0.0142667487386742,0.012146904622535325,0.03019779791645105,9,,,,,,0.02279370664651182,,,,,,,,
0.031663918025750165,0.056459594672392366,0.048127637569099435,0.07684939200535441,0.02104410336268129,0.0406330211073635,0.009147310303188928,0.0030677062200695207,0.022053564556865406,0.007924986249632726,0.0002440739412517133,4.9565907962698717e-05,0.007354460586308932,0.013553356705316877,0.015892569319280004,0.00795188591885307,0.031264719274777635,0.005043220466674742,0.2724783818213153,0.036132063114278704,0.0020942892159016113,0.19009248324440473,0.00464347616628282,0.010489978526208999,0.009368580187422964,0.015284143754141472,0.06109151777721997,10,,,,,,,,,,,,,,
