f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.016740917551957057,0.08812690153911625,-0.03873088553546835,0.2871119924442851,0.0026376330571119076,0.04628256147809185,0.13911693128781824,-0.060634182932831036,-0.025691278733022033,-0.009178139726299503,-0.02146789672325607,0.04113175265898507,0.024577998192508256,0.2937640922828151,-0.008200313880996445,-0.003707049629339764,-0.026867732364206587,-0.007145125532777933,0.8328134861333367,0.009128902653972894,-0.011827659357891153,0.44542982672715814,-0.004500790294914433,0.007816917253616227,-0.0008494098013511153,0.021599670596934985,0.07983587954551384
2.0,1.0,-0.07726403612721554,0.07736930352135862,-0.03021794259443433,0.07167161931353185,0.022330951042823254,0.05348042726994342,-0.007799608759183902,-0.026785066501532465,-0.016289900871345773,0.012976078327793685,0.006025870544675044,0.02879689023526001,0.03362780968787945,-0.009273320412719128,-0.0022618406366848687,0.005228446332108177,5.0814321674715556e-05,-2.5845927629057912e-05,1.8731351390219475,0.007652117551863753,-0.010735287974903713,1.5815322545258292,0.01522484352987269,0.05724379283504547,0.0013063638192617006,0.030873165397401266,0.057613331495475
3.0,1.0,0.11967044359199148,0.00737012034548134,-0.011485583667345062,-0.008294732765939837,0.012807827648671704,0.06330032448162781,0.07284028451619944,0.25455841269547363,0.039563418352198336,-0.0007596998744952215,0.04199825061328141,-0.008211872036201264,0.07694229518498798,0.04017058902524702,0.0024609131554598567,0.013477674738891943,0.026045696756420187,0.009277398102867766,0.28190878615794107,0.019757769848542293,-0.0026040153332691496,0.21242520562883338,0.003998798195789536,-0.006615324659071133,0.0032960118608334186,-0.0013229384482049407,0.08067112390911368
5.0,1.0,0.06425817567678949,0.025658937429724415,0.05485353373199122,0.001004312276644612,0.015352066312031775,-0.010257995222145249,-0.008543672924533478,-0.030951642570981198,0.013918388236707257,-0.00017905950065939252,-0.023253739199952068,-0.007464871715275115,-0.007587240594589069,-0.02894688048693523,0.003594009162188509,0.0087292968050228,0.008274534958264558,-0.0005145997321361197,-0.646671851191913,0.004576250124540285,-0.005398662236101792,-0.5702432394516428,0.033887590637593994,0.011661083760482402,-0.0030333403567412097,0.0008953187704303616,-0.13605595004949916
6.0,1.0,0.03242933761518505,0.023254669120817785,0.04687510625205274,-0.0016237767815817984,0.0161576462113856,-0.017154940852652064,-0.015510395475061911,-0.031287223508096186,0.006220777228663939,-0.00196032111238434,-0.009590130211279184,-0.0073835118904510225,-0.015615064873968207,-0.03349617027425154,-0.001359463349803297,-0.008132698834202484,0.003439079043807275,-0.025038341417926296,-0.6506872441558944,-0.008908371068576575,0.007802460376557034,-0.5906664736544004,-0.005915736505356172,0.007165090778609726,-0.0024102580737340724,4.8510849683614464e-05,-0.14785820951625667
7.0,1.0,-0.2604163381714147,0.028363213853915003,0.013389997267856456,0.007430692850130412,0.00789847844533305,-0.010695285849804038,-0.013231311506045354,-0.025463996855633633,-0.01669879750256721,0.005233058539297294,-0.010879599489194399,0.00284691261052754,0.0021304890336564858,0.00686486580200677,0.008382209806131581,-0.006765714436043169,-0.027258845316850147,0.018497588023188027,-0.5965101458169844,0.004172955291149784,-0.010410212984975681,-0.3698217066125193,0.008074285448572053,0.01874228566376861,-0.008495799189285518,0.0029405154158870022,0.05010200521564274
8.0,1.0,-0.21800088332724832,0.023696666285064047,0.046532033352028754,0.009623125219399297,0.018260931365901987,-0.006380651594062119,-0.004383817886752072,-0.029236113139925718,0.010007321508881853,0.005839204704139911,0.01027488580453391,0.00483294072550736,-0.004337229676352075,-0.017396698334724944,0.014614949628893852,0.0055043119709924405,-0.023171230620738816,0.08161351340697812,-0.5349507040581618,0.024636360151731755,0.008204713160583715,-0.4588921419588003,-0.00042284212704913764,0.020072830050513676,0.001683041798681689,0.0004957825327479873,-0.1002975570758482
9.0,1.0,-0.17626764365806397,0.016749366387655902,-0.1135087324765151,0.008937992113206072,0.014449860379660426,-0.012102372965963362,-0.006515755157219343,-0.02802947041900205,-0.009228653457656685,0.006311454067970333,-0.004856579618989735,0.002615949957809451,-0.005173522460827067,-0.021201331982291037,0.014607536150083087,0.0019360493388530925,0.0025753250244858993,0.08243279409097855,-0.6175590298415845,0.02380364074869553,0.012757616549756615,-0.47520102703904393,0.002208969369166953,0.019695209042537853,-0.0002486853886485057,0.012710875192602285,-0.10961381944717932
10.0,1.0,0.10549546935533474,0.049014841570352186,0.0009839779441507997,-0.00689979119363653,0.01425739119855448,0.003091067538514594,-0.01458515035848878,-0.051706249170283214,0.021895505544338695,-0.0023510935461201754,-0.007356102533542096,-0.007455767893937261,-0.019987799023057345,-0.03554693000413688,-0.00038017139500918194,-0.006245060076609938,0.010380955598908137,-0.010593038014052206,0.013193711168302289,0.02497132638211348,0.00586552226389158,0.061391576417852665,0.01531770649295191,0.008238534947115137,-0.0026661241065093428,0.002569498939236873,0.08417977201130754
11.0,1.0,0.10745342329288499,0.05030279364730374,0.00535637090503295,-0.00647727932394004,0.01627891117521417,0.009350050264095543,-0.013040778671768121,-0.047185758728136115,0.02717238740597134,-0.0023995909773729786,0.014496835587850573,-0.006697239304797141,-0.019212199181335505,-0.0370420859348651,2.7631712163445586e-05,-0.0034542716720454905,0.011807705829982687,-0.002748010720387041,0.014619834696901274,0.008901346520440489,0.007475193862687622,0.07415204331702904,0.01629022116773047,0.008936658312287274,-0.0020634026397465207,0.0192349471418108,0.08910354610550857
