f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
21.0,1.0,0.062041847258138105,-0.046891193007927726,0.0030343297492496897,-0.058794485329434036,-0.01786292469317414,0.022959232946591454,0.06936828011204166,-0.030933973138096295,-0.016805796786081725,0.022593179703359792,-0.01853703921870923,-0.014448679654847538,-0.008241858115198888,0.015280709100703718,0.0013018402907741182,-0.030819267187082736,-0.06298808875782312,0.6587367040026649,-0.00338905138790301,-0.005478131860545123,0.6554990752370179,-0.032147637905018206,-0.0016640592747802284,0.01113914802032312,-0.012759130941812441,0.10799468386787076
