f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
11.0,1.0,0.166819828086719,0.009305030994402408,0.003753972051918435,0.017952105366227905,0.019108189244982608,0.09411384745994737,-0.03573982579739836,-0.03802227089705408,0.018333959463659705,-0.0034566876795647417,0.0036122808918930332,-0.0026606337122207922,0.013845777708138432,-0.015009547363408413,0.002190354045650289,-0.003283963953132585,0.011962398458287782,0.0021542053803057866,0.01482806241031686,0.024215773289963032,-0.13166237138136558,-0.04287950834296064,0.0010394945735630332,-0.0041578412232882896,0.00962422804486397,0.007895684328710195,0.19949287193037585
12.0,1.0,0.10507776145667988,0.0012715668553074972,-0.15255276495877115,0.0026995492905567855,0.008764848852932973,-0.005078554974702929,-0.02930918373203765,-0.036748497653560176,-0.005003515076592868,-0.007952903565054298,-0.0025862148522257755,-0.010781619611062906,-0.007563662871368161,-0.014421368226568851,-0.0027693877368794354,-0.002305180663365505,0.00712324160066193,-0.025401192282077795,-0.007252058844817337,0.016648765110615873,-0.262565191527278,-0.8072991803951778,-0.015230339203693237,-0.05798679618959919,0.002774349153054222,-0.005914102517258985,-0.4273548198579985
13.0,1.0,-0.22327237805155553,-0.002173603978044517,-0.14914628476851133,-0.0019211976908167856,-0.018167801533513918,-0.009122364907164074,-0.021887477827108235,-0.03397417900727439,-0.01527101878611974,-0.01053864719504118,-0.01121961696737786,0.012827978124249784,-0.0067504667795996835,-0.008820318125240773,-0.006499715953235443,0.0009551183732572639,-0.02838853318862479,-0.03025676115895045,-0.010905987642702135,-0.04878270583550375,-0.2693699147088502,-0.7369347972635415,0.0021066122759904704,0.037120162911120955,-0.007531571601153882,0.00018288546333126206,-0.3315870667532591
14.0,1.0,-0.21451145531751242,-0.0006546417201228612,-0.13645561322227817,-0.004605930747231264,-0.0146935064734359,-0.01649555397473319,-0.022744283968442205,-0.03432847580269687,-0.0006111796111902477,-0.008760849091362273,0.006886681615919134,-0.008045567852635037,-0.001827416352390845,-0.0014214243337970136,0.008723771104376467,-0.007445182558566787,0.007712670707702374,-0.024159926493930412,-0.005667172491033574,-0.04056140775153546,-0.268881910624988,-0.7252506044952223,-0.010655478121641285,0.03608725186832745,0.00409015832874195,-0.003824731972898593,-0.3167019712613644
15.0,1.0,-0.40221513384804286,-0.07468453992090772,0.01342856258519606,-0.015258352660559693,-0.0013005443838971704,-0.02319637729292081,-0.03669110430107346,-0.055560896815835224,-0.043584391654207986,-0.003490840282573201,-0.0003555990596264683,-0.006042657715219677,-0.008226522704270623,-0.034666806838437085,-0.006608880789305913,0.0018121307944388855,0.0019507085495978182,-0.04290835538543331,-0.0234983457770692,0.013911096255782709,-0.14605626553231055,-0.18778202223005627,-0.010936820410270033,0.019432467455224638,0.0036085317704512305,-0.036878619511310426,0.13887048845517766
16.0,1.0,0.07694781943974183,-0.005800096177923446,0.0010270436732125487,0.0015147397246798376,0.006735586699674246,-0.004489588165698145,-0.028762583304967938,-0.03777632408918142,-0.0011698543388469534,-0.0064436200364036645,-0.003214701302797302,-0.009774427911244507,-0.00534270472109142,-0.018232169234388702,-0.011434818077182102,-0.007966093649374064,0.006101465238205111,-0.017609817298541604,-0.0008364982943980942,0.013517866028830466,-0.24525662077132487,-0.7698018621093985,-0.0015951364800645248,-0.0027639761513788886,0.002641087991050277,-0.026395968016446007,-0.40836569427136227
17.0,1.0,0.13362419652000226,0.008162260914336849,0.052255709045198016,-0.0064447507026465425,-0.008245317847382215,0.00016494343133737827,-0.007248996354332104,0.24990093157571128,0.07377126582924633,-0.010988251966198391,0.0043814833749558,0.008087411561376505,0.01934493378947199,-0.0024204875662273933,0.01060823666738439,0.00810078296613564,0.017572691978305657,-0.006261924035486114,0.0033913304221480254,0.005148245124307584,0.1396421876226799,0.5231615271283492,0.021712575243690965,-0.0053408274110582354,0.005724324904268956,-0.00040413369327253453,0.19364601320406583
19.0,1.0,-0.08772872338867142,-0.05576929877278018,-0.08840961421469616,-0.00026487700565409986,-0.022731547509079107,-0.01743096939860398,-0.033375765462473554,-0.05655691138365033,-0.04209194581992539,-0.006879212572714644,-0.014758353974485945,-0.005793938953258099,0.0030857441942630675,-0.0028039973316607092,-0.003299643820646377,0.0023750461939569126,-0.06998314933500373,-0.049618410921666245,-0.0921193254870873,-0.037308073727554764,-0.12754120308973887,-0.1497712622622311,-0.005707064841390353,0.015625176947645907,-0.03376342112999963,-0.0015584961855139787,0.1498117307729356
20.0,1.0,0.06476995737449678,-0.05619854554958897,0.021961647058424898,-0.0017278300055203221,-0.01759244888955613,-0.031713661924777065,-0.002453632440716166,-0.037048302763653444,-0.020619829429394096,-0.01493842878800807,0.0027867918461565175,0.012881867446036643,-0.003764119251629343,-0.010363911391707215,0.004646333551963932,-0.020028326208583334,-0.009475137532697171,-0.016713818758746824,-0.0038857152563927934,-0.000129859383745803,0.19509963010408085,1.0578107898430742,-0.018216968913789627,-0.03116483737150498,0.0006944393948309982,-0.00016183261536090784,0.15197753136858685
21.0,1.0,0.1159324091305733,0.00992399481946125,0.020956483465273644,-0.01570638034372913,0.00766596122668207,-0.004052374780985722,0.1185810247963967,0.17388430644543806,0.0025960124543976644,-0.012364509858595144,0.0005629384091006787,-0.004345385362389486,0.01296435715718966,-0.010745943054681666,-0.0016609747480517416,-0.007381339132955272,-0.05755019320074922,-0.019846106205579316,-0.003937729489184529,-0.008560218738138673,0.15979446746579187,0.46008340751219295,0.015225477273493675,-0.019513434636627046,-0.01230871776383561,1.6109931343224375e-05,0.17327315389211445
22.0,1.0,0.023311498599357543,-0.050853993816214124,0.039905634071038094,0.02098519194991779,-0.008714964712308032,-0.016003437622273006,-0.035768024211124926,-0.043495299799888684,-0.03729726374138189,-0.000921868483545028,-0.003038785729716287,-0.008604558835803635,0.00023308134966745948,-0.00250217347129529,-0.004033607708843696,0.0002946505038726999,-0.00035723417093509247,-0.02839879825578537,-0.013991528716563072,0.016167323636395885,-0.12709881126442366,-0.08183021028399086,0.016447899250293704,-0.0009557876125025455,0.005468237572643806,-0.03119517529298613,0.16783726957881306
23.0,1.0,-0.024782712712057432,0.02764298129228113,-0.043177500004708234,-0.009578438103609754,-0.013432789080200666,-0.01111682652198175,0.02234721641824676,-0.04545737222015547,0.0052090142191779645,0.036018354875073266,0.0036133023609696644,-0.004745645096584226,0.010778668151949498,-0.00303611718456847,0.0037372924440565334,0.0010333301263927945,0.012754844973588439,-0.005354075204068026,0.025403425666758343,0.030113172388296333,-0.12474819167956809,-0.10357975261470084,0.012919766323893005,0.03275748499521026,0.009677985431114729,0.0013032842164557561,0.19710702831921548
24.0,1.0,-0.11191949216732296,0.019370818940171414,0.02022372927046487,0.002680588789953016,0.01228078152793518,0.004615490717005006,-0.029312747357054376,-0.052071808902190486,0.0016545700002903892,0.01673370676916236,0.01883596471315299,0.010691922668170355,-0.0025936814211587294,-0.008866681791882084,0.008499923935752706,0.0016861766965325573,0.020423730356640996,-0.007770763169551294,0.016598358176223068,0.02491894511857746,-0.2096998829064147,-0.17859490190814079,0.014256711472862933,0.020015543133277483,0.003955761148405736,0.036548906566633406,0.19177948842821962
25.0,1.0,0.031997249381306575,0.014792966825883897,0.029537999495935368,0.009993449641154863,-0.015389669435178084,-0.014810855978730613,-0.031917533441083695,-0.046570318441434604,0.016623668943177777,-0.006326743330025217,-0.003961602625918379,-0.0076503903036503045,-0.006737655121530681,-0.0008853179229302711,0.005639361795370427,0.014153308762106733,0.008384097213176886,0.033328413529622854,0.006409346902595543,-0.0015751427948794555,-0.22189678185925168,-0.16783698445763065,0.004581765880245899,-0.003290818119639838,0.004549528302836354,0.0013390876774856085,-0.08932880032633486
26.0,1.0,0.014397231194329277,0.014926610471989253,0.028721327153096308,-0.005294450231009249,0.010876137970537804,-0.015025962757492357,-0.04639921306558308,-0.051953158702185503,0.00815609882879365,0.01098983508879135,0.004176764230508053,-0.005652948080114673,-0.00795167833798195,0.0030341229353799265,-0.00273690704941753,0.003837023394645346,0.0028013106204393,-0.0051442288232083685,0.020907818958396905,0.0242390713989786,-0.20354531948249058,-0.12388566759266932,0.012593878868764976,0.013142146186231331,0.006347826717488271,-0.00515848639399884,0.1858634691753016
27.0,1.0,0.0481673902719957,0.01010451400123151,0.03370836148282732,0.008159115737054919,0.007021297463294169,-0.013257840158298445,-0.0355788599747215,-0.05338997128404069,-0.004519767523427864,0.010856737659585234,-0.005361149141633364,-0.007961419271890946,0.003425062352368703,-0.00033004847753532736,0.002232736048551825,0.000629796556851443,-0.0006350518361193692,0.039207762221023935,0.001420262982234354,0.026409930159924995,-0.11989954381096021,-0.0844227905970326,-0.0017448921884572514,-0.004404100355883792,0.005417864477369003,0.032940250992652964,0.17803502379777786
28.0,1.0,0.16403380223368205,0.022965697621734966,0.028224533467205333,-0.0034019727499888614,0.014722417473932752,0.009346865167336831,-0.029378818915340207,-0.05070702282223332,0.0030769487278538123,0.0005243410652260643,0.009705523101351525,0.01688315562744696,0.0033145766211183513,-0.0020128114140082823,0.005304890373516392,0.006145061431487805,0.007064597632652623,0.039462673669476346,0.018815769908598304,0.02149846425626662,-0.11772386073718147,-0.04049784097592743,0.012295519642991212,-0.0025746819935940704,0.0027031445062089474,-0.002301376329689427,0.19123245847452727
29.0,1.0,0.1398641291813038,0.01510353614814796,0.03407028130357056,0.005079479534236259,0.01643641437336492,0.011906073693532353,-0.038576644173098126,-0.04813597843253364,0.003732499869048855,0.001292309926294733,-0.01841026113187274,0.010159248590915985,0.0019415875382082684,-0.008313541410132961,-0.005487945272306256,0.018511711899157533,-0.001293524556488441,-0.007552220550484415,0.02087741843835411,0.012651947049162348,0.07047813944691295,0.12338677391471856,0.011836371288328108,0.026585377495303757,-0.01624653199983749,-2.5453084658997194e-05,0.18500653638143455
30.0,1.0,0.10659592893237842,0.02177019296057092,0.03685249944701936,-0.0077594108903052735,0.011609983570698042,0.005605366083203833,0.09419814872541833,-0.051549058662290315,0.011879772599688778,-0.002408639557084004,0.01693054120572453,0.011846385129410218,0.0023062887773035276,-0.004462726541309005,0.000861013414084398,-0.010844558538727215,0.005905162549404924,0.027292237342357625,0.011638453540180557,0.014924431867183039,-0.02527828176912042,0.10188774637292874,0.01382249266366348,-0.00888392992162415,-0.012615867387507992,0.0030553710016024745,0.18607561336556647
