f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
19.0,1.0,-0.0001981151205233904,0.026816937238626225,-0.013662244153332172,-0.0007360588923427151,-0.023641793143493545,-0.011764196102493506,-0.01988982590244283,-0.05242885145826254,-0.027140678160436436,-0.003819939183416514,-0.005666425966139293,0.03244402069435463,0.05564381470199788,-0.020707206620280125,0.004876974832391171,0.038104925753663435,-0.019433180562190535,-0.030001163581066737,-0.01581588806586465,0.012992979431772893,0.1885637424987064,0.006370575124674082,-0.0029668073612532254,0.007530007899950492,0.007147440569231815,0.01574294795246621,0.11199588028338506
