f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
11.0,1.0,0.11261735721990365,0.05759366999733196,-0.025371272207757107,-0.0009463794244486295,0.0065346140316318475,0.06984671473348256,-0.012328235703629172,-0.007990071526417517,-0.0020269533971421644,0.004207618323882671,0.00873713487918589,-0.00013078457115450184,-0.00953982857346871,-0.007098163002550983,0.0022762695774923214,0.02131682120349315,0.003040978088673405,-0.2435318902573061,0.01675864896405062,0.00734491559646018,0.18787408498107142,0.012387875907887338,0.0058837847941007404,-0.0038037345239871497,0.008792507006947437,0.15266779673473632
12.0,1.0,0.06255933874112107,0.024751921659131423,-0.1531948372525738,-0.00781893062553707,-0.006848319698295734,0.005209087513781438,-0.010993432064692483,-0.04359488668362216,-0.004324403169358082,1.5723691438324495e-05,0.010995955439995967,-0.00891824979384267,-0.015998072244506254,-0.009891856813500426,-0.011854987563139045,0.0033495281119309325,-0.01915104505741967,-0.306294737545399,-0.0008258186761232832,0.0035309013801497367,-0.9695385889730009,0.008208553663954638,-0.04911089226901095,-0.0037037032829961222,-0.0017077058632332172,-0.29414815075080686
13.0,1.0,-0.16550022160520483,0.024817611781672445,-0.1321755362154872,0.003637447765115089,-0.01096872973813422,0.00531168131190422,-0.01589693546887199,-0.04119383815963773,0.001281652691204943,-0.002876716841509564,-0.011510600219708197,-0.02003273402192574,-0.006785967270785462,-0.013274700050632044,-0.011598517238998038,-0.003601155993490586,-0.033286471864806336,-0.3479551238855976,-0.020001374531438545,-0.007390066481301298,-0.8847111934301378,-0.007461790537606578,0.1286219762886385,0.004293878032059791,0.0035463817269845766,-0.20880304997079302
14.0,1.0,0.01984996640373149,0.026417506654765697,-0.12930686798120272,0.001831018998600437,-0.015354336686560653,-0.014925526503397792,-0.016766046406464615,-0.04328805202343476,0.007352234061723516,0.010064616136160878,-0.0006033374865639542,-0.006710561693285974,-0.0055780711443830025,0.010839095929228774,-0.020033312368750656,-0.01386911230631517,-0.020108492078939017,-0.33368073284700683,-0.011182275473535168,-0.006701731659041797,-0.8862216404972469,-0.0045677439608541506,0.12649079182501172,-0.004483308104232338,-0.003962552294636833,-0.18806692209122294
15.0,1.0,-0.28133817138914313,-0.16662079871583116,-0.0447214995707441,-0.03577859341749545,-0.015271807541733056,-0.02225942080448174,-0.0161244738530265,-0.09550215120395032,-0.017893304627315178,0.002513092059924021,-0.0015738755884787594,-0.005941968288680318,-0.020194723227628206,-0.008137908463261852,-0.011417676235839518,-0.004309130702509443,-0.07296312613138714,-0.20349142127563258,-0.015580839108430227,0.005713992669104917,0.05054649514820818,-0.04468577359927714,-0.019485274711054268,-0.0026121689772346424,-0.019984894898831183,0.11241176464836061
16.0,1.0,0.04236832475200292,0.019322511593213746,-0.004621520062180579,-0.007754100278350899,-0.005663130481644943,0.009647897809294767,-0.012124401645334806,-0.026557285066456222,-0.004536106842223543,-0.0028578989588268927,0.00326861305448539,-0.0054208691039701485,-0.017474095173927052,-0.02134391219414258,-0.00734316968855341,0.004819649111902115,0.007559042894949518,-0.2992371624145783,-0.015914391696564254,0.001652800414462854,-0.8882795786984586,0.008873946395860085,0.0034539298465787404,-0.004403617570342268,-0.015931962349418623,-0.2829981775888117
17.0,1.0,0.08408463148109308,0.0229724367256686,0.02751773690902547,-0.05100295657904385,0.05114378176497495,0.03292246721584655,-0.01565533100410862,0.2982763235270781,-0.017522007470532987,0.007878115875103262,0.026484128547005856,0.051504465431840264,0.004322269033631964,-0.01198705219203539,0.03270553163009776,0.03536112443474673,0.014504463138796579,0.283734487103537,-0.003733181432183436,-0.00032008661005892316,0.3654991872849555,-0.016815376263363206,0.006981859834920747,-0.0027731598048651106,-0.001376730015050934,0.12861865626581123
18.0,1.0,0.050159244654834706,0.043481765359514514,0.03806237304486541,-0.03348742437372373,-0.02149558251988968,-0.016103038204277848,-0.014365367587372025,-0.0704674314304663,-0.0031351383110466845,0.00968451540976216,0.002765184641950281,-0.004464465853000211,0.010642532591230363,-0.005073366798794176,-0.010085647042287782,-0.010993694044338946,-0.07394143852080871,0.028488596188497597,-0.004388120338870651,0.001998984295379766,0.3786540353218863,0.008002312080151749,0.0044793367149298996,-0.004855350608357591,-0.002002152475345571,0.1284148761392943
19.0,1.0,-0.09298572933026031,-0.1479128948188267,-0.0222027585574806,-0.015035982533180026,-0.038722700576698146,-0.018449251911663248,-0.018821029062141375,-0.08333909857661034,0.003280835543056613,-0.02030490473426911,-0.012555093452751822,-0.0175261174641629,0.0008713017620865485,-0.021471993810722304,-0.0005506732921616973,-0.05569536891335401,-0.08780298381642858,-0.28699051333278053,-0.10216309362140835,-0.008943519014137981,0.07283780380272026,-0.00594768323891629,-0.022685927314963363,0.007313893628573507,0.0009816341513929243,0.11846687078126149
20.0,1.0,0.05783911728213866,-0.0530338559446339,0.008061914538718087,-0.06250725826446855,0.006770750771092848,-0.01410065000597349,-0.018207883681523953,-0.06689246420913547,-0.02004764049318757,0.015186807688184667,-0.024268660806238684,0.021268996702519888,-0.001548839325164583,0.009552752720299491,0.021993111363417646,-0.051262380115215375,-0.048512083076391745,0.5389147279298493,-0.005650017733157889,-8.821969560776876e-05,0.6798417184479462,-0.042460396348484065,0.0032948411050760596,-0.012816268980346695,-0.019009376840648008,0.11356695082228876
22.0,1.0,0.03426852267178293,-0.10548570863867572,0.01571169440672469,0.009208447417205504,0.0403503069366787,-0.025311426618758265,-0.009660497303178694,-0.09529766996223316,-0.006743484999051965,0.001604709190409157,-0.010994387753036055,-0.013914916606330109,-0.004511387850644959,0.010749342121795758,-0.002697351100624513,-0.0032312108176097004,-0.05865784934144903,-0.1737166282228434,-0.013925474419760456,-0.009065442069998306,0.14386457697776764,-0.002125582895159814,0.004275033781331912,-0.0034162419535738366,-0.021281233351259653,0.1449122081618997
23.0,1.0,-0.06629103458160615,0.06533906020714977,0.019348995949535923,-0.018592952859813213,-0.018006353420004933,-0.02574037533341458,0.018281690684251974,-0.07277189159739103,-0.002594788401789018,0.005639702116428686,-0.0017204501754865538,-0.00856112466075594,0.0005158527577279017,-0.00892711831414775,-0.0011134840270734803,0.01028889946747352,0.0004742113806892032,-0.22436834441353193,0.01262136985707361,-0.01130841846142602,0.1705961573409686,0.008099417793368442,-0.004288343459100028,-0.001966469055836159,0.002729560468134605,0.13920460993228087
24.0,1.0,-0.11034818206988889,0.06249478620036573,0.025607902003127098,-0.009152202579598865,-0.005560797032651509,0.014927011825930897,-0.014808788306600243,-0.02370624769024103,-0.006163890108514243,0.01197887567318016,-0.008314639912837773,-0.013369892815587208,0.008913023188075181,0.01331024983227589,-0.014755548179314399,0.0033649594780712083,-0.002972763204324104,-0.2267087095408284,0.016160122675337906,0.008009885620511277,0.1774771889610838,-0.0019252426083483775,-0.013005662750770707,-0.003987819726229075,0.021585954398479133,0.1418656409424761
25.0,1.0,0.03294187395977731,0.03557168663280207,0.009571613481417704,-0.004230724583800636,-0.023059581271742645,-0.024964258816581562,-0.01851106539142917,0.02758796329638543,-0.0040731087831198266,0.002640751329109017,0.013762761338360043,-0.008703364848161161,0.000720617659265924,0.009160955923294557,-0.015403376456497338,0.015617401149778875,0.021257336467237244,-0.2638798848965247,-0.006013279944046298,-0.007301632345942582,-0.03519253034163701,0.006756756618220873,-0.013537836123293309,-0.0030054737654101093,0.003540561128854,-0.06597200018772208
26.0,1.0,0.01826254233853488,0.05211890214754846,0.02297278344452174,-0.012674468541351723,-0.00433620939631789,-0.030167542913664826,-0.011190056073428314,-0.0705986592883502,0.013123467429515364,0.008243962268278142,-0.0047970736983607865,-0.004990286498519391,-0.0067256122947081535,-0.0055425775085120995,-0.014585044150136403,0.000657833649277113,-0.0008515341979378392,-0.24237402857223758,0.009908874823274048,0.00883173400000939,0.15545536740073193,-0.004863278351513884,-0.0159831529035469,-0.0035409738232833653,0.0005801839560734105,0.14225075709014223
27.0,1.0,0.05837979168698376,0.04077577611031924,0.02718173409808198,-0.0018995573654879828,-0.009122491774194021,-0.024231142528094947,-0.010017429505378128,-0.06021612787656335,0.022754682680710667,-0.020050570623775073,-0.0030295426790835933,-0.006050572593454821,-0.003665679585281699,-0.005799148427635619,-0.0005368861201113764,-0.0011758455574896486,0.03195394497964978,-0.1908578952672536,0.010033950313096198,0.008031674503422301,0.16196243449600997,-0.004787281398339739,0.0010319621057905063,-0.0037802542082911545,0.029945791933441743,0.14689919657115671
28.0,1.0,0.11123360695401768,0.055408712769187095,-0.022701442822221224,-0.026495249653893105,0.0024099815841804933,0.01876714251791591,-0.009333914469554103,-0.01260896983309447,0.009255167128376233,-0.0020778936556429613,-0.00867387615715454,-0.011933934846154902,-0.0009379277716324102,0.005228692664286012,-0.008703739818254373,0.005035339881901874,0.030925435904896614,-0.18200116252052878,0.008176243918523838,0.008483659179918846,0.19090631119441653,-0.0393052792957082,0.0032507324994729653,-0.0036459864236196094,-0.0008437660095758986,0.14503607588364578
29.0,1.0,0.09299302208424848,0.057124298243884916,0.016785708320553146,0.003172574845166692,0.004110972235864099,0.02014512886662146,-0.008478873674755003,-0.02814587521903378,0.02233537441301892,-0.0179237881627363,-0.014030090375164301,-0.013110452247299679,-0.00013812879672812472,0.001831868004656597,-0.00915171916037958,0.03412956569239416,0.0036293092020776535,-0.005397520962243072,0.017258019586797287,0.00793647190502486,0.20451723246035958,-0.0030925620657196733,-0.01897108000626978,0.008702975591172819,-0.0015985341946921363,0.151239235912132
30.0,1.0,0.07365628899707156,0.00902265886919895,0.012015838160208856,-0.03146468371883615,0.005513928751526981,0.021873057917704344,0.0663954479283159,-0.013112522101639669,-0.027569668482855646,0.006526281324792696,-0.016952847394729194,-0.011426350283520728,0.006297001978160423,0.02071811099913424,-0.005270480317469622,0.0005445633709982801,0.029479871034994734,0.253660888270608,0.014504332335518486,0.009344601212391885,0.17595494587321045,-0.028996910765595383,0.0013092822976911935,0.006256024632692865,0.002026380215430644,0.128831000640601
