f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.01777370076672046,0.052077723968671094,0.032549790175132216,0.10438632638873895,0.02789293093315993,-0.020439326115128588,0.12822358569940548,-0.061261845078790976,0.029202090719584427,-0.00802623351121928,-0.014821593185294022,0.023789531734901507,0.11541023152485569,-0.015263869232546029,0.0017020844420827389,0.003715262273952112,-0.020431852944915504,0.7794806609252227,-0.0025601683006312667,-0.003338235136939844,0.678045296937834,0.0398074231270614,-0.014037489428362469,0.010017997322421939,0.009649897877827397,0.10554243905708463
2.0,1.0,0.011139307436572982,0.0549825884958539,-0.012968832828887372,0.07544180216030444,0.012896905468771914,-0.0006909291012001655,-0.022371334463090673,-0.04768297950876739,0.04838894733174344,0.03193923796481948,0.030804822360457697,0.00319522483696368,0.014355361376141558,0.025064098238201115,-0.0061926419824231155,0.04395032618269412,0.003042354256355438,1.5490704327418625,0.016338056806571428,-0.003035287741775995,1.8950078083019788,0.05314171894455564,0.14415977236231625,0.013990426410637585,0.011088756916014358,0.07630035875417315
3.0,1.0,0.08483506508836695,-0.015296320786206205,0.015081180092822355,-0.05499772747891192,0.04563634145556858,-0.002480086734099579,0.07778834490630378,0.29268978948535745,-0.01722138113690305,0.012918391501856452,0.02608010438430988,0.03301845608239038,0.012462264509856404,-0.015210906948485358,0.03352156405274598,0.010784812651888383,0.01514535930780783,0.5729721959628881,-0.001765198000132471,0.0027330965799791844,0.3410695338504544,-0.030651718946544417,0.003884739402599638,-0.01072594450643957,-0.01392653977926312,0.1263146407972911
4.0,1.0,-0.08071262176216437,0.05815394575266699,-0.0006195837564920744,-0.018147425672313675,-0.02280776377117378,-0.0327388365112926,-0.013670896077678985,-0.059575141571747196,0.005055528534859095,0.0008676669289651829,-0.005468863666829514,-0.0078215854395128,-0.006900194707657059,-0.0036381840576329323,-0.010586168098199115,0.005008840477194637,-0.0014939332651591388,-0.2252561704154806,0.010673716614482038,-0.01414365434914882,0.13809092040593043,0.0052386069098933705,-0.011256351804886848,-0.003156042888488252,-0.0011832197464907,0.13656138475818863
5.0,1.0,0.06321692094973085,0.025885795603828907,0.01438887284348478,-0.007651466757251227,-0.005595280245751625,0.007984029864473196,-0.010718614363804767,-0.029471009123608494,-0.003358055463073085,0.0014398771290628429,0.017699742439120796,0.0005443752084994358,-0.0136784180716479,-0.005494505707899026,0.004514358142437536,0.0029751598251439903,-0.0032567472099772027,-0.2910703318723793,0.002616675272755194,0.004537706018022352,-0.852253938030546,0.025284379599542404,0.02153585955575942,-0.0043034135221302425,0.0027224746534090854,-0.26548791063117244
6.0,1.0,0.047019248953644524,0.024896842713421404,0.004152733717093911,-0.008649480621911282,0.0005237784499330292,0.008271854241555998,-0.013861568906204257,-0.03161065196323757,-0.004919611149351904,-0.0012879739295140217,-0.00479138782061022,-0.0014038094151847438,-0.012068666899489827,-0.006925798678225125,-0.016785922520344405,0.007215727031085073,-0.03222740047279937,-0.29314694355971815,0.004604931804852674,0.004661456852455115,-0.8758449601084072,0.007525840001738253,0.004292645998814159,-0.0045082072070329335,0.004409503119359547,-0.2700474498674162
7.0,1.0,-0.15906707044944435,0.03419194796823456,-0.0046599699071512455,-0.004080844361149146,-0.01495260961477736,0.008138769200056833,-0.018155227113772803,-0.0565916048720573,-0.00040190436022779824,-0.006902371762655318,-0.011653510556886687,-0.017159693083984098,-0.002614533931106826,0.008476944649287728,-0.002767665103807864,-0.02306359202959021,0.017805187347847456,-0.31272526886093,-0.010469907997278257,-0.007753212054814209,-0.47325883318279005,0.0025108730842257317,-0.0028060810269357936,0.004374708440254868,7.847840991350832e-05,-0.044910908511203024
8.0,1.0,-0.10647297707539388,0.026797663458972686,0.013590941853863012,-0.0024664910556615608,-0.003669151905819707,0.007491897429649567,-0.009288994806199678,-0.01810478241217769,0.009301127448446276,0.018930907592307228,0.0157127139881619,0.006391004493468329,-0.0033466837610476004,0.00019554604674894055,-0.005851590869124525,0.017754144175128963,0.0657444004877274,-0.31609034742455355,0.027784476962809362,0.005785285284492327,-0.7338468601791374,0.010830505390152595,0.01022801021564279,0.004656204640994427,-0.000146026010359403,-0.1513363253741587
9.0,1.0,-0.0544736140824388,0.030614061057699933,-0.12139464334492221,-0.002843659341105323,-0.005432202710484918,-0.01300970171404547,-0.008181888626363274,-0.048793559333325055,0.00596751590797716,0.009795997316067288,0.002450598031967232,0.008029486842200033,-0.004418325526320954,0.014277636214097684,-0.008877462343621228,0.00012262519658336782,0.06214147963607066,-0.300984586715347,0.02474410657350855,0.004830132138913937,-0.7072564977510325,0.01176308007607091,0.002111788685301128,-0.004766227487671755,0.013259951376368364,-0.18816848244080858
10.0,1.0,0.10610848878575622,0.054016638183069975,-0.02536564451119483,-0.00022777111685387687,0.00502702621562161,0.06602549667859497,-0.0123962299353052,-0.01638564340877074,-0.00256822627142047,0.003845890753989298,0.00639497890158129,-0.00425379609545447,-0.010563008244161936,-0.0074860237302979225,-1.4425833115048803e-05,0.010669096632931746,0.001703824482566737,-0.24121151009884692,0.009504349582823054,0.006368279581047077,0.16713455326941126,0.00958752221482271,0.004024309684824202,-0.003774779366698911,0.004120819463713843,0.1476044932600424
