f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.02104734746255719,0.03445233924050659,0.06680095618522232,0.11564596937252479,-0.009997342879587763,-0.014432996126368128,0.10592853536726239,-0.0376732509269303,-0.04129084830940876,-0.016610377111009506,-0.02231953400985635,0.03518575488124477,0.04588948613083633,0.2538410481510785,0.00013958969080128152,0.03625962201437727,-0.005407035775199642,0.8088404371721126,0.002277976171010911,0.01326909322139391,0.4981958335650832,0.010376607203623354,0.008154371809244582,0.00575664368587697,0.0049168448077350855,0.060649314588432215,0.10843670241869426
2.0,1.0,-0.22977243976032768,0.023684926123694272,0.06550145433491315,0.08726147799252273,-0.0041085990867316445,0.0016275938566128096,-0.028163118261630413,-0.033493015199820265,-0.011885065797070802,0.02120749502871222,0.015212804996186548,0.01805040374925685,0.0031187111989069726,-0.013562720868755082,-0.0033633354840351395,0.01127593200167272,0.0130434294606583,1.777071527449684,0.0008656918650147103,0.002950281414738934,1.749251766731518,0.017275821153409792,0.20040977563060147,0.004698903237519891,0.001901213276653092,0.06929965152932907,0.07513697057767814
3.0,1.0,0.1278072992493777,0.03116065600499021,-0.022823139120774615,-0.018624062568288368,0.025032765370372516,0.030952070412426615,0.10330870713741462,0.23666771072172127,0.03653579673904073,0.006171640334826265,0.02182958849875557,-0.004238919800595041,0.08993368957904267,0.011214631831048445,0.008264868878006943,0.027168840551079522,0.006872648107167337,0.27509329205749616,0.003308553432042885,0.02224937863818561,0.33419902625428805,0.004129852340193254,-0.01544688965743967,0.0007015648240417836,0.014443050290648376,-0.022235721454739486,0.10717548923158705
4.0,1.0,-0.014295200006623694,0.0167991640506953,-0.01756698645485614,0.030799403193195497,-0.02444122936407081,-0.017035611616688172,-0.035606480631666146,-0.06754511177538204,-0.0655082090492225,-0.009333759003667326,-0.005739984118730182,0.02972381028663408,-0.031691254195403806,-0.0020373776683171385,-0.0010396336710364836,-0.008562777002650615,-0.011092488822756676,-0.04745036807314867,-0.0037804703312046798,-0.011507736945534789,0.16623505626910562,0.007394618463614307,-0.010102500734501375,0.0004518169802263734,-0.004538257845620156,-0.006024595611857717,0.10407192512699419
5.0,1.0,0.08171291554899539,-0.001479223274886106,0.07129290154464037,-0.003456175194590169,0.00814660620649373,0.007753423842656237,-0.020385848410804246,-0.02460230438086577,0.0193721853818349,0.006652761856435305,0.019669718569801622,-0.001483150580334383,-0.006200010983306176,-0.015254247764629743,0.004357651291562162,0.0128039591149196,-0.015206963669079249,-0.6298065379064448,0.0037553360905185603,-0.002164947427280738,-0.7119507216110946,0.014850763112187526,-0.0011820178546340706,-0.00486414687603876,0.005984559105786903,-0.0046966188272801156,-0.18308209148059285
6.0,1.0,0.062360880904864135,-0.0010249738275448024,0.06974419826361263,-0.0038445872097159417,0.008042572301489475,-0.005102695249433401,-0.021762890342598804,-0.02465443719554988,0.013811774891372551,-0.01038678638333735,0.0015007291972090895,-0.0016996682192856154,-0.007870780995562657,-0.017443384877477,0.0055484058036057,-0.014820319405080185,-0.03768174188715603,-0.6495763867604056,0.004977201596496066,-0.002723468412226638,-0.7484724139409498,0.004002388182025711,-0.004349203680546801,-0.0052766455158961174,-0.0026654862035075757,-0.005498438687894894,-0.19143443141706815
7.0,1.0,-0.21268207165983144,-0.002396572846462774,0.08291498639700999,0.017608298458973572,0.009969703768559776,0.001124687920309506,-0.019635893406599884,-0.031578256176033395,-0.006417123295363549,-0.011731689469266742,-0.008378267152099913,0.013821762969239003,-0.026410245119635682,-0.003607583411875028,-0.009589629660671482,-0.0036083961069726172,0.016496759676018262,-0.6047991188359317,0.0022828740656875932,0.00374310166657487,-0.32497856588000035,0.0029661970341542665,0.007263592524324587,0.008310070645916493,0.002562915233440652,-0.00449050555215135,0.03732709378578729
8.0,1.0,-0.18971460890552672,-0.0013816629843804266,0.06939897414413841,0.011397021806263086,0.01293161287935721,0.0015102148386085849,-0.014967521577828866,-0.016982984322023487,0.01572786852651756,0.007516441693168299,-0.007941056360224597,0.013842152303679904,-0.0049348768740416545,-0.004918563712478802,0.007439164785359286,-0.012956928684913709,0.07409048255153114,-0.576349129241946,0.0287118110392538,-0.0018738996436280589,-0.6275417604720278,0.005520035102906339,0.0027005037567051815,0.010433451260019325,0.002490943884392866,-0.005545376391732013,-0.14785462779936134
9.0,1.0,-0.07449512748949531,-0.004373524850779301,-0.04518987280500813,0.011220966755891529,0.012958337247154256,-0.0015501031933056898,-0.015071689469809458,-0.015686823954865602,-0.013555086620971124,0.006974881496030519,0.006254125225695429,0.0002682136907311811,-0.005085530711483132,-0.004328028512534575,0.005341290460994425,-0.0026898421264610335,0.07531622664608777,-0.6379024041401521,0.019974498468369146,0.0022452840084898878,-0.5963984287204633,0.0049042541663438955,0.023255407776540324,-0.004852891077302385,-0.003989780986943677,0.0155113840904795,-0.1435355493260327
10.0,1.0,0.1021976848759606,-0.002506843128618705,0.06917550387284163,-0.007928345709874938,0.006309199477060889,0.02322961067225877,-0.029069892857544778,-0.05574973650660554,0.040220569925460956,0.0018866832825128604,0.0017844414685343187,-0.0050738086084459845,-0.02078461624154485,-0.019282739494869697,0.002928560701817855,-0.004228293529940327,-0.004760736440233882,-0.007649445221352669,0.0002509601294049678,-0.004972372433763597,0.1713527908148062,0.00963583530195977,-0.00921102427911014,-0.0051381275768353244,-0.0010061709065546185,-0.0020943120993544184,0.10791110694612617
