f_id,i_id,disp.ratio_mean_10,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.06840248969633499,-0.004302585425052761,0.07022899619551487,0.01760591362829885,0.023963365770720578,0.04472668083072568,-0.020396429536351072,0.18622220489570476,-0.011275124101157849,-0.009499803067403789,-0.00921551908671393,0.02433645393116191,-0.013044406952072927,-0.0022125716400274763,0.1022905841101474,0.01641064140446164,0.0012098281795500541,-0.027590439152062926,1.1116242230823783,-0.006540410357212083,0.32143778888420405,-0.00792899965162323,0.003457548676803418,0.03615161047361125,0.0745335317968906,0.04568477096560233
2.0,1.0,0.07895629484146137,-0.012852570205421255,0.07903684584487293,0.01894107801323146,-0.03896943949950477,-0.011535089930506785,-0.011846488719892983,-0.03407371041873044,-0.04035981457369626,-0.010579209143367616,-0.0008017277060522693,0.028532760081952182,0.01105939451547203,0.005537821457747111,0.00458941403522046,0.078985315486812,0.00496752777080428,-0.003253370559551629,2.363581909648546,0.015387211398551074,1.1621470948027761,0.0041516689077615385,0.13216799969725412,0.05155630705604914,0.093932619248011,0.041658723114209005
3.0,1.0,0.078010887551172,-0.01323968681401307,0.007374262039679983,-0.007717256437833441,0.026011468126894137,0.07018602598088128,0.032696822014595,0.08177109462335069,0.2638696933231374,0.05425970153837781,-0.003991298636782702,-0.00232431751086462,0.027946797196514196,0.03457981396073316,0.03845104856437577,0.009888591452256878,0.013008242571804003,0.025136480002107393,0.3130301728244442,0.005967195211235114,0.34715228281131133,-0.010668239333585619,0.008735480703518133,-0.003726537951350471,-0.02902657797784666,0.06535420437807367
4.0,1.0,-0.10053717721960817,0.006628296357141399,0.03452123724444451,-0.02050224847864772,-0.0501350598601252,-0.02783695542960645,-0.029889416718685866,-0.034970868024344244,-0.08640034976416561,-0.01055212786343121,-0.00200756623520887,0.00659075385362321,-0.0030061208324624936,-0.01450185567303567,0.007084522916617817,-0.005127417519999239,0.001036255921772006,0.007759452079260496,-0.13645875507522695,0.019633950457707453,0.11167568245201574,0.006518907265092185,-0.001717280700675036,-0.0076897851103266196,-0.006132061607153169,0.056821308447042466
5.0,1.0,0.05295937591676632,0.003887390085946748,0.02099518800714859,0.06131334065616703,0.012924572975982249,0.004912829549910491,0.008307840617551675,-0.0050362226709438004,-0.033336468733607,-0.0006772465367590796,-0.004331793630417256,-0.0013380600743127947,0.020009112454833448,-0.00876336324376256,-0.021162207713113886,0.0003510768751777849,0.011867966816457303,-0.00432840360736907,-0.695386642962759,0.0074639623341600965,-0.5959012187754038,0.007423574970827792,0.010022101900659108,-0.01026772623001726,-0.004598492142808931,-0.1590851404064876
6.0,1.0,0.050249948735836526,-0.04031179065139035,0.020943375088150157,0.052093792890291916,0.014250739277881112,0.003655571755027596,0.004900594608874259,-0.004618609721225334,-0.028382879795176428,-0.008575139380680932,-0.003831478501539608,-0.0020397232406668426,-0.004832785119490633,-0.0005728820163001368,-0.021284523749289363,-0.0019387043157561225,-0.004158923811538999,-0.021294649596436305,-0.7052817520872133,0.003666164995255407,-0.6139392425761878,0.0013806992907651552,0.002891837481428592,-0.005461711247608255,-0.0054798488695030475,-0.16221900622804428
7.0,1.0,-0.1259673893007988,-0.04758376289502551,0.02254825994414988,0.017330042681670037,-0.03763661924764285,-0.013748599214650749,0.0033955491944563437,-0.03141417044986838,-0.049907526147795686,-0.020984646417240096,-0.0034736362013934987,0.01571218641403373,-0.024313965476227974,-0.005218627364969471,0.010968634403835296,0.002570056266635028,0.0037771096411186537,0.016180995084007728,-0.6520628607232072,0.009918690537019305,-0.32414262587336434,0.004985539924347068,0.01512067515913951,0.027160730912180152,-0.0053987920015654825,0.01274167035089271
8.0,1.0,-0.10463337792406016,-0.02378019221740266,0.022701614489271296,0.04094290969525666,-0.02601793103314984,0.003859759499506789,0.0025353767263555974,-0.006560148675951699,-0.03135975695726376,0.0012447217810054197,-0.0037132833286476273,0.024873960443536545,0.0006166408169570647,0.0034088547463649093,-0.00453818896423108,0.003918877394836101,-0.0063635305618009496,0.05631966354180584,-0.6253901093604199,0.03998512857533306,-0.5413816386995696,0.0063897738296480626,-0.0002510533049988453,0.04265533323668117,-0.005525187820836143,-0.09655920348057816
9.0,1.0,-0.06215496896151629,0.013214761772164406,0.023373618776759742,-0.07803070071520232,-0.019944446471583915,1.7839209623685668e-05,-0.003230892441623624,-0.0040395082164842505,-0.0367915173682842,-0.018559123485854277,-0.005571113892805955,0.014400967909269112,-0.007417814182944387,0.005658761973093869,-0.005486106651959066,0.009563231451154714,0.0014886945304697862,0.054657857565803936,-0.6631878811452362,0.03902423541832804,-0.4758447217080168,0.009062059101422102,0.005148927046572745,-0.00464835525152714,0.027292529320397052,-0.096837204377688
10.0,1.0,0.07896668386607032,-0.04604056816399227,0.033293550720096106,0.008083065587161051,0.026882407315509314,0.005512861248088179,0.0448251875682808,-0.013105093293505938,-0.03907812844797503,0.00037789522279646747,-0.0033762206768196724,-0.000522106043013558,-0.00039874708756269047,-0.0077170228044929675,-0.01715656603320971,0.003767846856289268,0.0003454347819073049,0.007017892896894665,-0.07349542755996623,0.02047157151802959,0.12869906086904231,0.0035875420537575596,0.009626460175792486,-0.006322481411610448,-0.005425741517303222,0.0785505708153155
11.0,1.0,0.08063991555695621,-0.033506099668003955,0.035556618742642994,0.01286909313655295,0.027239680416512792,0.005817112609777762,0.050677756871949114,-0.010592434805827408,-0.004183718721096976,0.0064571177910787625,-0.003399821638176208,0.00034351294466098857,0.00333307978929391,9.864543469089928e-05,-0.016348713088919074,0.0035296903829448905,0.0007468372203571787,0.00953289145592285,-0.0851113072656379,0.02564521878429083,0.13572212779029527,0.004378840015255702,0.012433489667983999,-0.005960870224441352,0.022566793403148513,0.08038630532533628
12.0,1.0,0.049332179462961874,-0.06353345640423383,0.02043129989526554,-0.10492887312590221,0.012493689691420562,0.0015245561768601553,0.005796846118542841,-0.006946278920857973,-0.0336833023762735,-0.005730235432317551,-0.0034285292241412447,-0.003627599205449009,0.0020496094964564493,-0.026186945335998784,-0.021491198276953928,-0.003055814610343621,-0.0014151784062424086,-0.015372512715609913,-0.7508383555579023,0.003912065803955258,-0.7007056512405623,0.0013773072219115119,-0.010612278914759162,-0.010471009157675489,-0.006378251343711437,-0.18046809127548794
13.0,1.0,-0.15881865583323915,-0.04668644761899782,0.019667537750826348,-0.10443630346636015,-0.026074937085941326,-0.025786280995075173,-0.0010764311322981528,-0.0276319446348956,-0.04606390872624803,-0.005931001285516883,-0.004257774288813948,-0.001309701263562946,-0.02021391178175905,-0.011604351538334019,0.008052987444137712,-0.004606881518296653,-0.007746749667455208,-0.03255141721201174,-0.7509043196041987,-0.0020084577493244037,-0.6342262210527091,-0.0016040053207738638,0.0497497955570232,0.022224257219808995,0.02143024033966662,-0.1463531956122036
14.0,1.0,0.03887221480517866,-0.0392503444357881,0.021226189347868452,-0.10009214387830014,-0.026437302701329185,-0.021711406605703806,-0.012533894972787424,-0.024739223794299877,-0.046828722877438174,-0.022083701203185,-0.005710522682954109,0.008380824635824133,-0.009186216874587311,-0.0030763965952719267,0.0022044017666831284,0.07457605086293435,-0.0035122741603403505,-0.011153360240246744,-0.6997261781782484,0.0020363362155177292,-0.6030769897666738,0.003942625248116966,0.0463550866076084,-0.005475643559649348,-0.007707082766350285,-0.10501669250037654
