f_id,i_id,disp.ratio_mean_10,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
15.0,1.0,-0.26398698019639005,-0.02006831744683228,-0.13908879194272775,-0.04752655277834283,-0.055054164223195506,-0.014932048558957352,-0.02898926901211794,-0.012125086164025758,-0.058815045794586206,-0.043110431164795765,-0.00896722099561642,-0.0003150731872861377,-0.006939322417870774,-0.019707308835455652,-0.02486309687317313,-0.006640562627453311,0.0038478592257106883,-0.03078449025136918,-0.15874111699374274,-0.023559734521590523,0.12102847472040373,-0.06829531025899391,-0.01168400201486139,-0.008006355559062244,-0.033254429433070526,0.05174104482375601
16.0,1.0,0.04177250094974075,0.0028470253297053594,0.00867266201627004,0.04392122565072659,0.014064754672254903,-0.0037273862455369034,0.005571319253103652,-0.007053512896436156,-0.01482857581012655,-0.002784141117580592,-0.006084518453289097,-0.0021972157052566298,0.002064573581083953,-0.029427497196315704,-0.03199519469621107,-0.016153828005602465,-0.0028636793936159415,0.006227338704069952,-0.7101887667152129,-0.0008202683771771386,-0.6110093424657665,-0.0013922605198298129,0.0009008944090506996,-0.01059837819748353,-0.024382121563937435,-0.18037950619180856
17.0,1.0,0.07238371942094868,0.015701713014175722,0.013534945775097139,-0.006684736521161652,0.021028488709492373,0.052233780770909836,0.03760611810847259,-0.02549919605091553,0.25503370928441943,0.04483616611890485,-0.003323032078332057,0.0007768243237053797,0.00833016456854375,0.048774231865067914,-0.000301971165533946,0.0034382069387023455,0.011491312562173445,0.01978144612907368,0.3112581653678477,0.010472604173495825,0.3330703615705857,0.017719093798032833,-0.011250957388713052,-0.0015249651246996537,-0.030057856366144116,0.06665248500118316
18.0,1.0,0.051460325748740335,-0.0024705345488657596,0.023805211464568734,0.003962782520308891,0.019027282425951194,-0.017485354667722067,-0.024955170133553535,-0.015768764646165813,-0.06732689937378183,-0.019710430721529365,-0.004158666823606194,0.00884289296367109,0.0008387069712914673,-0.0030769788496591175,0.0058171499895365904,0.015637434858926724,0.00043186079656224656,-0.033015876876033155,0.3538382208071363,-0.0055551322638710335,0.3429440948410983,-0.0067266316791792825,-0.016834248333630078,-0.006563711064295591,-0.03358901356359054,0.05599201668091845
19.0,1.0,-0.10966485979024328,-0.038837386337306753,-0.12409827107110226,-0.028380906113874574,-0.06536208959742967,-0.034417491242711346,-0.026971421072148036,-0.0357134308178733,-0.08767933057432173,-0.040004553733278464,-0.009176031789719548,0.009178105197877984,-0.011381867732056919,-0.008444223050140708,0.005959668099119219,-0.006748066820269672,-0.01039033082972098,-0.05999491436991706,-0.18041468382611875,-0.1900710362429723,0.07185967649039413,-0.002391781035651155,-0.009168758019011137,0.03242939852325993,0.021267337650300942,0.043600594016086666
20.0,1.0,0.04589891705743116,0.004865597710110527,-0.10773862195459158,-0.022367667595287535,0.026630623966609545,0.051268379646192436,0.010837243758054636,-0.01332631310119361,-0.04250312351288749,-0.03234388738431374,-0.010475401749890964,-0.00257637643007834,0.006266708015814258,-0.013826887747448644,-0.00365344245792564,-0.006463805996000623,-0.004669754313444904,-0.02997622792459404,0.8781727310007175,-0.01447225288264208,0.3745950374723587,-0.01263433684896378,-0.02546018604723082,-0.010745828012614797,-0.03633875897121427,0.051864910487489146
21.0,1.0,0.06626464091485297,0.002696968226881867,-0.01397817853408866,-0.016637897828405687,0.02362157096605859,-0.022243063352080483,0.009827571583071298,0.0779799666888657,0.17366442355492287,-0.005159797593137335,-0.003966251340175971,-0.007967161069130905,-0.027576938270443153,0.007635634493391033,0.011292497486960084,0.050106766899862654,0.004739483531646611,-0.04819200451930355,0.363049926060171,0.0013540218235810714,0.3198231312894941,0.01419677507880467,-0.02512594991582578,0.024253750164743012,-0.03228851136050678,0.060894027235122626
22.0,1.0,0.03961822891684067,0.016262199816441107,-0.10050144471342073,0.00836457475279125,0.03566841444985753,-0.015319951530228245,-0.032802010220331045,-0.03378817554427576,-0.08781303103030505,-0.020444874751151244,-0.003889693746672658,0.0016045110631502724,-0.007659288501379632,-0.004401901047959018,-0.008060933167638031,0.0034287850364960563,-0.003280175165330962,-0.04293542295384565,-0.09280961539844991,-0.022204372724982786,0.1397955409529435,0.007182134554975455,0.0059252711093029905,-0.006791464088068971,-0.03770271829423645,0.054114459292854834
23.0,1.0,-0.08383413990787575,-0.01811444827970968,0.038681216567572146,-0.013009968609638812,-0.03778274939547302,-0.020946561101912835,-0.020604158252672308,0.06709938887695252,-0.08014316902519607,-0.024808006686046595,0.027364566777146757,-0.0006074044328581194,-0.0028945536966466065,-0.013303121380831718,0.000935730468570917,-0.003437721468620992,0.0021116503317557514,0.00802139395915678,-0.15088724379548693,0.023949949140349383,0.11553460417332766,0.008216785710143813,0.0035471087213042886,-0.005747429734239954,0.024046752664827014,0.06907521104886546
24.0,1.0,-0.13611534277605766,0.02644211974087428,0.02841597576902569,0.014910138239146895,0.027509321168098188,0.0026280346295873623,0.018898594575011307,-0.025020048553791835,-0.04672359533885734,0.006834797052250067,0.032042794161664966,0.013666463437611426,-0.003607677711883076,-0.004446621597288542,-0.004578485910935279,0.06177792459127086,0.0026601387698937306,0.0016420810707484376,-0.1349157089741824,0.023364181428691913,0.12664053869004135,0.005683645023262559,-0.007756651955501321,-0.004719108237452734,0.022580457233275453,0.07282305563137181
25.0,1.0,0.04716521212790549,0.014548799158696906,0.01328854644039626,0.00011828858134808233,0.027861962568523982,-0.03163842139444263,-0.03626019700607928,-0.03069415318534871,-0.0861131950147615,-0.0012424832266481004,-0.0023871058890366746,0.000996130510100407,0.005097282195991876,-0.006314892772128213,-0.00791783322020077,0.0660613117577034,-0.0003315016673637698,0.013548532535153243,-0.10716045939334912,0.013169142018883287,0.041572412399436424,0.0013248000100906708,-0.012776118964691814,-0.007041664362117461,0.02219490291646052,-0.014412024815806983
26.0,1.0,0.04038138530100892,0.024552886405394297,0.021498791462480616,0.013439253606735292,-0.04300811443408628,0.0015439050112896666,-0.028519849982651575,-0.010625770824989979,-0.041114652865299105,-0.01501394972742829,0.0019954267143400244,0.008358680991993531,-0.00496865352955317,-0.011050010061999092,-0.0045264305286363375,-0.004960392676943969,0.000894609817103775,0.009061036810566844,-0.1076122171584449,0.023135678460490014,0.1339855189281749,0.007372211079812102,-0.01229116578476339,-0.0064195329033711395,-0.0064276293496243675,0.07621518455605944
27.0,1.0,0.06278593966631288,0.02209122922541579,0.027826063694202322,0.011299064447161378,-0.04949217576009358,-0.004438644646663346,-0.022851101568691582,-0.015224584102658078,-0.04084143291708602,-0.004626347571566302,0.0044249818803116184,0.010425277744836856,-0.004590072578926993,-0.003394366119886339,0.004764812431065347,0.0021670646398459625,0.0030396196184942275,0.028150247326321712,-0.08356229707301072,0.02309443386845412,0.1514267197220115,0.002877391949459642,0.0034742252570975217,-0.007012925435014514,0.023757538353123855,0.07726671158217084
29.0,1.0,0.07085051631018309,0.02430416046412994,0.021392869794736338,0.010838821682450097,0.030659996346991365,0.009837506900957296,0.009960030006851462,-0.01460169519417353,-0.038753670475165966,-0.003015249357189196,0.0035286921261299424,0.007026365483636275,-0.011205077228782296,0.004171082987451918,0.0018611094887290471,-0.0009728895276295158,-0.0013886934626553722,-0.0012465125289581806,0.10973341593354544,0.023279970283697788,0.1791046147331662,-0.0008783214109004025,0.02580733984268807,0.029354418728856205,-0.014439861134759743,0.07467665351638164
30.0,1.0,0.09031833615850557,0.02361456249320172,0.02855044331119187,0.01091186290679784,0.03427589222929895,0.000334305267552802,0.028676851018362315,0.08253841465659827,-0.040500175961950186,0.013494421253801432,-0.0036225449061819456,0.01532267170718095,-0.019217839921529506,0.0029162162125321994,0.025062611006168422,0.05282120701442603,-0.0002220381573034426,0.028555805182763624,-0.018696281921211685,0.02309517350974833,0.1844958772467072,0.012214365415928302,-0.006534610945163138,0.033845142340629145,0.02162552053423374,0.08195581942991154
