f_id,i_id,disp.diff_median_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.040888678809194806,0.09216258468393385,-0.0083597471913154,0.06775038316507401,0.03321713154561884,-0.02255084783780885,0.193024370707831,-0.016526011451167607,-0.018465539900113008,-0.0005865188869185376,-0.0036318433331644097,-0.007869723693794519,0.050698470501707345,0.1999289470338607,0.007615464799020411,0.022734541751945083,0.07681177501685409,-0.02968247765586306,0.9167993112350162,-0.011106782186555163,-0.017245789648570868,0.45071152791378416,0.009376470130966322,-0.035126334795370584,0.00443536089087795,0.03449497334069408,0.07011357522452576
2.0,1.0,-0.06662176163688596,0.07833043021656702,-0.03314446664513294,0.10926912803448592,0.01028231486348305,-0.001003203825003806,-0.024779300270438172,-0.0541907348294198,-0.026268308600439504,4.124272654858858e-05,0.039773863499496236,0.002056891867605465,0.0220587846418682,0.0016246479918074874,0.009269583549110188,-0.004261269873485718,0.0702164966256517,-0.0037151888600599715,1.8551679958122222,0.014480848437742472,-0.020414119289414338,1.671558450566665,0.00022126958917143886,0.10749303126347524,0.0017263619550693912,0.045344148465273446,0.043957589579252096
3.0,1.0,0.1381197449269957,-0.01473661762254895,0.002001170599880974,-0.018137633734158352,0.049571996524496696,-0.010691068958094676,0.10684961071512206,0.317805827413709,0.06682744065725957,-9.191840356802267e-05,0.0021164861369794563,0.02775054408982738,0.050505235610528734,0.030665153903392944,0.016903674353424845,0.01036825025872481,-0.019296490361535544,0.020924354784250247,0.41323579639252045,-0.00636451363906416,-0.014254045769661215,0.2572183425538233,0.0028537811502271715,0.009816697252763162,-0.0006976942308551295,-0.015391540259242385,0.07863513310018289
4.0,1.0,-0.2081361060064188,0.04681458442595742,-0.034217888184790005,0.015047230878616657,-0.008114529488421418,-0.03291379236659576,-0.0027263432908504475,-0.07607604620862599,0.012284476948293033,-0.002772476026245156,-0.0034770046662822083,-0.00379787013343444,-0.0028393482123621502,0.03912270304558726,-0.003849716603160579,-0.010051668629857827,0.004712418627250771,0.006753582360270039,-0.05620773389544915,0.014252953561446468,0.0013650964420246286,-0.017858680887365176,-0.0014017872087827997,-0.04830311994483873,-0.0009657994615089789,-0.0022055660272134463,0.07763222727920478
5.0,1.0,0.0883856423215619,0.016441434226434053,0.03124956556290729,-0.0043595383216482216,0.008850478754925853,0.005278337145045258,-0.029472150877627293,-0.041123519525775594,0.008612655892365827,-0.001288747419690328,0.0035857025987764274,0.009493143656741967,0.0019870516911531647,-0.01804430248376063,0.007529631033211369,0.018822091629558658,-0.013174258079677922,-0.006105791207465084,-0.7802439228626145,0.003856350706023157,-0.0040013400934170735,-0.488257350212183,0.020454663866271965,0.023562784635448624,-0.0043050812910830445,-0.0014359701309224079,-0.12717303685252734
6.0,1.0,0.054952087785715246,0.013613454466012911,0.016917649402386742,-0.0031199375617148566,0.006746820243238919,0.0027095545773173062,-0.035510030817390924,-0.041737043353577,-0.018778704242968743,-0.002120933287272197,-0.004292083602774157,-0.0024257946313819894,9.229908306710116e-05,-0.020467621646840243,0.0075191173236233986,-0.014571001500345983,-0.013891129044206252,-0.016971018625092094,-0.7855867280150766,0.002030761514768351,0.012542455799978112,-0.5257657305328963,9.503238682044671e-05,0.015127097772697847,-0.004651418199337793,-0.0014198887614489844,-0.13712663904646122
7.0,1.0,-0.22948582005968868,0.0181393405875456,-0.00925316671952534,0.01116547191682951,0.004405629171422848,-0.0059014758700885565,-0.023885725382727763,-0.0478761843144272,-0.028549411976320983,-0.004360076168193479,-0.0070992332509893655,-0.0035991044528096896,-0.005138818966326322,0.035842694080378726,-0.0019286977035295986,-0.0012698692487270666,0.0689333190018595,0.019635780682761388,-0.7114003926301197,0.013922839833545345,-0.02866554871358427,-0.23021341330354045,-0.0004263165180284255,-0.016950624792486126,0.005492898644107723,-0.0028671403075697793,0.01890970705145767
8.0,1.0,-0.17415399720927044,0.01783321453142414,0.00500462781422015,0.018840099366365784,0.010360640266368936,-0.0009741537254146871,-0.01790730283597093,-0.04143938310739665,-0.007542934527749375,-0.0016248979109918476,0.008739981549551338,0.0036345788620991974,0.0055703519233562555,-0.009902219101754015,0.006346541968729132,-0.012513965974832883,0.0681310866379754,0.06802312424677974,-0.7265576200314896,0.03951622051278385,0.017383332685169492,-0.4106560319447878,0.0005683741793241899,0.017350311146475988,0.00553738495526648,-0.001885950421137792,-0.07179337067494701
9.0,1.0,-0.1714216470290176,0.015206204868641437,-0.09653763166520825,0.016912776253085376,0.011158028495174842,-0.008514183783896265,-0.01853168840059908,-0.039715435198329235,-0.029707347088179462,-0.002043979823640055,0.011611885801294056,-0.003584414079288232,0.004364835748121167,-0.009758704258619766,0.0024271339635926225,0.0009390929637489358,-0.00751327260832607,0.06922637765107723,-0.732989140010565,0.039882677697393114,0.01918964187674972,-0.3454929555597579,0.002677814928232571,-0.0013914810906580156,-0.004082619884560504,0.016664343239797097,-0.06208825025591129
10.0,1.0,0.14180567031682442,0.023813707395184753,-0.017972814605801826,-0.003664680271694947,0.004887180125776361,0.0502341080531857,-0.027474020684534,-0.06820088280220325,0.006839549044510878,-0.0013621336699588854,0.00302086084638053,-0.007145487313370624,-0.0062013764137283925,-0.018534637742956543,0.003971001250659162,-0.001252443436698926,-0.01697402828369245,0.010470224767138865,-0.010210698743356186,0.018227424677160715,0.01943831017385465,0.04096170916478115,0.016748213409745628,0.0297785135923105,-0.0026806112982178418,0.000363966538215792,0.08341946866285066
