f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
12.0,1.0,0.08409751308056675,0.033987824293585524,-0.1295740236109984,-0.003974062563575231,0.005435162226381674,0.005743591339455494,-0.004893748032342759,-0.012351748081847646,0.01988244449104142,-0.0022462274076772855,-0.011961785162105705,-0.006498273483530427,-0.04753389697267316,-0.016686914576928183,-0.0006014076855117736,0.0008540267690922807,0.0006823859552054614,-0.03129395373276684,-0.7303885039270136,0.0007236986549887644,0.0021604222483417057,-0.6922331855830262,-0.0011392572630905288,-0.04200311470734227,-0.004384701336562252,0.003347294255885577,-0.15505308750682323
13.0,1.0,-0.2625954631222586,0.030054171307694964,-0.12797799531398102,-0.011776727883169186,-0.006360231940182217,0.007606278645003589,-0.0072578286786182476,-0.009270628791068838,0.0022407185287204204,-0.0007331124272120781,-0.005104174278900165,-0.0028415232420215273,0.0030773224827661634,-0.013060247711302833,-0.005126823479449562,-0.003115127149282619,-0.01156387048651693,-0.036146508422849576,-0.6796317585274146,0.0006119994551308466,-0.007407712727679882,-0.5802551211890902,-0.012389520324033308,0.041091726499806004,0.005525134986153669,0.011156843839142283,-0.13914999985144588
14.0,1.0,-0.19711730339546754,0.03252569915151021,-0.10560030226225676,-0.015283045479418928,-0.012047479559952464,-0.007600318574395361,-0.015320836511944862,-0.020964644766910526,-0.010917625882377368,0.0015798640445640632,-0.0020756578280261588,-0.011876645739369623,-0.02158833840455517,-0.010014320345699382,0.006344379569988019,0.0005856996126471917,0.0017958474053587433,-0.038497475585216864,-0.6331052985671226,0.007263400280044875,-0.006735432921499745,-0.5305294737465751,0.005004454747735794,0.04103015466614833,-0.0024076716821413865,0.0020243932696414496,-0.1342262873524422
15.0,1.0,-0.43534862130434815,-0.2572386858897886,-0.026325102401722793,-0.014416305986662688,0.0004868635239044177,-0.021207570574172788,-0.014178116072748645,-0.030504372619729953,-0.037000543232082905,1.6269693576534926e-05,-0.004074579364131864,-0.018657207341269424,-0.0231154583106512,-0.017366943440132065,-0.010665964381786111,0.0012256458802125721,-0.007880732344419732,-0.02299598249458468,-0.046798304700912854,0.0051476528522844765,0.0006191077055197668,0.015499705563335008,-0.01813208341205482,-0.03692348788427697,-0.0023721499904304365,-0.06296456483619471,0.04876414846275402
16.0,1.0,0.07161043800023839,0.0048696541369249585,0.04958863888248637,-0.003057993424045418,0.00254223522177839,0.003208392083058186,-0.006105883127325545,-0.01387058441666748,0.011852184325526061,-0.009584272409472407,-0.011177854626351758,-0.007899580122510455,-0.05004558187302947,-0.019735033465142462,-0.04726999293769374,-0.003833479787132789,-0.0034171112848402105,0.0012054682328270468,-0.6735042130077605,-0.00313519835432779,-0.0028619230343847157,-0.6068446507107199,-0.0015712597938660863,0.013223514227138685,-0.006345613239981182,-0.03946647666598674,-0.14879360826135674
17.0,1.0,0.20777720812787012,0.07484878733170283,-0.02134225308978624,-0.009037658325379809,-0.0004443926103413722,0.018575110917655593,0.007584624404581328,0.21150897467907548,0.061929690537696785,0.0018874981319695937,-0.0007899924983224241,-0.002425270024235684,0.07461782697276356,-0.0030308927488436185,0.004641758149865681,-0.003417430371237468,-0.0029774401965064583,-0.00041373840094707066,0.21723646219972298,0.017965521172748945,0.0008019918193594065,0.17787834618855786,0.014790794223662251,0.04061835718613202,-0.0021957701352452136,0.0037512068309959335,0.08035627502459008
18.0,1.0,0.0670636801219537,0.047760915795816546,-0.014483748070850422,-0.009800976464726255,-0.002839715383612284,-0.015771808246988938,-0.008717003094770725,-0.04644961860884433,-0.047359188433091615,0.004584149262873646,-0.000974654159930693,-0.014883012263442283,-0.018170607759693046,0.0026722959528761676,0.00939049846060055,0.0034943259580650613,-0.017207625997459786,0.0030559644220629297,0.23109666361860481,0.005711514892037235,-0.0013505874367090445,0.1192605666000131,-0.0005480076879273621,0.023609616969199443,-0.007678271613751707,-0.004768637585735275,0.06930533114324863
19.0,1.0,-0.10363601861821853,-0.22951579505200567,-0.03421644381877359,-0.020526050632823197,-0.007415461511110072,-0.016701347033653793,-0.0018208301737767563,-0.03489338123973025,-0.029160444009084394,-0.005253121469239608,-0.005080040587016022,-0.013060820164400053,-0.0047056536731058885,-0.013983944065095705,-0.02002925512598164,-0.027158367963678647,0.01515079973904182,-0.044817568807645744,-0.024385032674849722,-0.1456524537088583,-0.009183592724227032,0.044731577418780276,-0.00978343911993192,-0.042520118908006235,0.006726840915829628,0.010591057342143863,0.04959196526803475
20.0,1.0,0.12523508716676257,-0.15058670165432167,-0.02352166595310713,-0.011034603452562469,-0.005813830044202989,-0.02347316046633208,0.002521161117152639,-0.055499663171012924,-0.03328517430579789,0.01173761429441249,0.013297697803465425,-0.017529202220721424,0.021235327762778252,-0.009990279799799126,-0.017473827939808947,-0.008487393029836306,-0.02249275660266708,-0.011886530225036518,0.7565530424447114,-0.01989564473268706,0.001084040295448128,0.6576965906003227,-0.0056837767472104304,0.035186769250922116,-0.0020515626924633543,-0.001664051516733682,0.06579265715208797
21.0,1.0,0.20576896065084913,-0.004552371991225866,-0.016091817052007226,-0.013425330089380166,-0.0030951140134387782,0.045390641793912584,0.047847169478061786,0.15423024462100918,0.019899333789634585,0.008770735358682391,0.008789686828493584,-0.021052368713843164,0.018973736614513785,-0.01684592370437948,-0.003523003062672051,0.006942546050310443,0.034809757647606916,-0.014445159375921321,0.32401725617439214,0.017107527124070633,8.931613049758063e-05,0.4130866854971894,0.005886036424764951,0.01927960431705622,0.01861377024363094,-0.0036611327662975906,0.07825772682554506
22.0,1.0,0.022776803296572102,-0.1972335130105154,-0.026180105068799645,-0.014877906395039192,-0.005415877160882898,-0.011665618451092569,-0.014991967486468569,-0.0397555012147447,-0.03306766838836493,0.001256813407956965,-0.003708725172799289,0.0158573402665744,0.0014271379768078605,-0.009042456436603057,-0.0021321435723677114,-0.012104428879458739,-0.008908365516662922,-0.03177467040337545,0.020470220050695515,0.0014668030648912974,0.003316698250191833,0.05929456431023576,-0.0015486934553198967,0.04389608180709596,-0.004871246061961267,-0.06575968711280182,0.058355188888315916
23.0,1.0,-0.08088342450552337,0.06938695656948186,-0.019498850561412442,-0.020847525489387713,-0.00533540066894847,-0.004728186509726849,0.008355550066726634,-0.03108410897398651,-0.023973744049335312,0.0028235853979455255,0.0050430895618943155,0.02389446646915214,0.0020907780059155772,-0.012652191193573775,0.007969890288450875,0.006652663086886526,-0.001981600552152075,-0.002778151774126774,0.001875963960980256,0.016531327297973394,0.005151089864795478,0.07954929677736641,0.001362008842171508,-0.016844983325739013,-0.004049055530279746,0.014008216208259507,0.06565878309057327
24.0,1.0,-0.1732889556807477,0.06608775384731388,-0.01958692376093502,-0.01227085097307837,0.0025570251992751503,0.03273140594019345,-0.0075793238834641246,-0.0286511649190958,0.023960588736928825,0.0042278898539777204,0.025768415940038213,0.030827184321577404,0.014100984517391335,0.0007923039437016765,-0.003858864745580559,0.004191251834013927,-0.0018179421526886125,-0.006776208501778078,-0.009134869233942949,0.012269525083217535,0.004217526108091503,0.06216053978851277,0.0028313870561418337,-0.015729398099199116,-0.005706383174062038,0.02626622849763715,0.06880589887794616
25.0,1.0,0.05674923947266998,0.051729631325047966,-0.038992222464942314,-0.009428698713474588,-0.008460091919161184,-0.017652679641894937,-0.02194136394835177,-0.04443978862645256,-0.027799140035416968,-0.0011853484128200266,-0.006195789287688718,-0.006611655009571924,-0.008021400172459186,-0.014248864456796875,-0.006844483435860804,-0.00142452083301353,-0.0005134913272394582,0.011413378200368371,-0.017230563603517414,-8.237782122934545e-05,0.0018974573833236907,-0.055557347928453085,-0.002803068232175392,-0.0017678629624737706,-0.005433352871909579,0.011484036070817674,0.004197719009185924
26.0,1.0,-0.021545491025735396,0.05149888277565732,-0.026185612077870183,-0.023099265246250198,0.002323468871254151,-0.0076573561917784765,-0.008096799674264176,-0.0260635337863152,-0.04530307240051898,0.0016511030260581011,-0.002426203613458653,-0.008407616757893182,-0.024976298615082528,-0.016193514208979232,0.00019667152604156885,0.0006053519126351753,-0.004736539299681705,-0.004750392234677964,0.025178713698561502,0.017000741293156263,-0.002073835934325817,0.07686412322112286,0.0031938147976530735,-0.003931957562517212,-0.005617085346275676,0.002108752329588844,0.06507505801421064
27.0,1.0,0.07741712572721533,0.05140048701774979,-0.0212756247471753,-0.016623561194804855,0.0043433742824564945,-0.009697649470076602,-0.004253522097063803,-0.030515972794594608,-0.029720006430670996,-0.0034710113460536887,-0.0024428213612939387,-0.002682046202956746,0.0015025312116545625,-0.014672380656865765,0.008402931768855544,0.005732010552923172,-0.0069867668651287535,0.021307592843789826,0.02663780514753802,0.003008596005807318,0.003235055742945197,0.08337248777911127,7.195166702372423e-05,0.01482743695958973,-0.005999765616586188,0.026964695262098874,0.06867168648702662
28.0,1.0,0.15846915310981005,0.06468765338153462,-0.012626600559229055,-0.008889458830697635,0.0027703186496627254,0.021557252452711305,-0.009503099005996815,-0.026737129202593538,0.02320153820965606,-0.0003206400658437681,0.022971858676056965,-0.007312223866136943,0.010149370677206537,-0.009870419047120105,0.000634968075264454,-0.00018289485544417878,0.0019347055636845891,0.02474914593562353,0.05116813546277509,0.015187390141305946,0.00024296057493009343,0.08879581323167678,-0.0020205936869513016,0.01461599242677898,-0.0062364476753033376,0.003261083095539805,0.07465426914690035
29.0,1.0,0.17145175623116277,0.06335002431710761,-0.017287167371269,-0.008105061152548573,0.003831772914222701,0.024574683704202308,-0.007911636230288408,-0.02748578451112267,0.02077758704540719,0.0016847402199075192,-0.007567241411189312,-0.0006889921438137478,0.012349641873309761,-0.007540703834787444,-0.0006849030924934848,0.00038023478330766745,-0.02169367445442473,-0.002227934937220271,0.11856230068610676,0.017308932149995033,-0.0023088069983101265,0.10258121193339904,0.0027464758243577487,-0.02105540095363933,0.015623419304046503,-0.002757370119092725,0.0731151246608156
30.0,1.0,0.18600491793159848,0.04665018903975472,-0.013347069194233285,-0.010514775736531487,0.00892097581127782,0.030939956484704337,0.004196737208600612,-0.0210358201266198,0.038529532302467334,-0.001318829004910601,0.023785539835661854,-0.007648883203901892,0.01768147695521541,-0.009914550273384129,0.0023638162158625404,-0.001400996662583992,0.002783828890935645,0.025459006043373807,0.05931140121704633,0.018430437023488247,0.002807878850702457,0.11064987701019534,0.007999266914457322,0.014675697671483644,0.016950037102271075,0.018556952507491918,0.07608207636533316
