f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
12.0,1.0,0.06966168560678626,0.002121956543808913,-0.17550098210818474,-0.0033207853131437433,-0.012779584321233488,0.0013809635529116822,-0.04333453489159047,-0.03872654587970751,0.001369440492880077,-0.002232452540749021,-0.0006603579916188845,-0.0039403973773909,-0.0778600703058325,-0.02658938804996332,-0.0015585430050112639,0.001363528861201647,-0.023495991115911705,-0.5081728570269136,-0.03860091608860174,0.022415202447681422,-0.0031507051508155607,-0.4657098805614746,5.2189626869004145e-05,-0.048444075123152415,-0.0023572209388250925,0.005693330571514538,-0.1946694101547433
13.0,1.0,-0.2566533825350794,0.00979289319007604,-0.1801868974743808,-0.005960108500542904,-0.03464051972295483,-0.009532008510135052,-0.07687420464349348,-0.03956640125294631,-0.012462313982636964,-0.0012372489297455002,0.0008199442268445779,-0.01045533373195942,-0.04342234586662616,0.006375317935774015,-0.006024742161022234,-0.01063912028037214,-0.033914200297844484,-0.41347755570033007,0.017206018659543253,-0.10068291247953967,-0.002511987824226762,-0.3557148770765059,-0.0005095141399886658,-0.020730326670188,-0.006188744096309517,0.0019487709497628936,-0.18428970302758357
14.0,1.0,-0.23353287433368847,0.007798739078716898,-0.1644314304488356,-0.011384608678878326,-0.042138530733916525,-0.012457484972952498,-0.059207139269789474,-0.044763213127546386,-0.008765607037673954,-0.001777161007227336,0.0030493628006655646,0.002746429418005961,-0.04630564611327664,-0.016932028181978406,0.013027794774795173,-0.0006985815058990758,-0.021064243244975717,-0.3917643017448763,-0.043894074376498365,-0.10326838339136273,0.01170799833217355,-0.3094547148908286,0.0007767672164785089,-0.01984732418354985,-0.0025953251546072973,0.000634337990628684,-0.1486448679766332
15.0,1.0,-0.4199712334987531,-0.17201221053089835,-0.021700472663246335,-0.010350087979987987,-0.024185470392893618,-0.029738231351900502,-0.05436585548154845,-0.08682900754247286,-0.027613552801651283,-0.01861914894103052,0.0004977630885908259,-0.011287577881206481,-0.04645843576642963,-0.044732628888196256,-0.015425124465945388,-0.003946233909908894,-0.024773583376165895,0.09418270679391155,-0.04973957987727246,0.02572572529075942,-0.020640756463612134,0.135419168629115,-0.024554571378128595,-0.04125688981320554,-0.0020039002107637392,-0.014833676682559093,0.0612498794495291
16.0,1.0,0.05622217042556008,0.000996180629938233,0.009846333189322392,-0.005658555163168762,-0.02006848042602499,0.0009851139086415903,-0.04420146057358267,-0.03843168602540488,-0.0037535339967871653,-0.0025163493218752914,-0.002270916768857556,-0.003712087308477482,-0.07712706766216025,-0.030770182961701784,-0.03623300971676086,-0.010025384137553014,-9.922099171434608e-05,-0.4969525443707332,-0.034836733548841675,0.017687581774861447,-0.009156730653407682,-0.4121886319045633,3.9206353288624447e-05,0.014966359751912472,-0.0032896851174251483,-0.021013346562100903,-0.1720874825878114
17.0,1.0,0.14208814444617615,0.023584300724767818,0.03268037426334444,-0.01184952147246251,0.09017940356030242,0.020450359905507462,-0.030152395753945734,0.24822209169335674,0.08394692146692397,0.0018648530687585519,0.0006868812111819886,-0.0014649231565961765,0.20340724771564336,-0.029460608273440627,0.008689704108736008,0.018520534222538715,0.0013090401558879514,0.32648947329149147,0.10050725593452296,0.031815052897809185,-0.005578824075825761,0.24815767889003137,0.009421243222425362,0.0289612382941459,-0.007507363193504328,0.004396689694088589,0.07959620677479981
18.0,1.0,0.07628622279856008,0.03709054739083318,-0.006217760084895427,-0.011086171817883112,-0.017505367784376138,-0.026093923276513588,-0.046221415972629,-0.06530365666303979,-0.027301009530765828,-6.606749203067353e-05,-0.0001959144561025632,-0.004011205047779708,-0.04011666290565425,-0.012856407558123211,0.007680556568201289,-0.0028197124993801282,-0.020259486063933047,0.29039099235402754,-0.041056156666842605,0.034509120739646626,-0.007142628355622816,0.21124426180596423,-0.00016942267609913026,0.028828244236295143,-0.002395752663270258,-0.0007475928616606035,0.08019777922218965
19.0,1.0,-0.08212231078760043,-0.12515631245108574,-0.028118243244061775,-0.011877281012613724,-0.04100149182053567,-0.02949935664164748,-0.04268601886104408,-0.07575245383800387,-0.03386232391531452,-0.0019345465803770117,-0.0007125476606295758,-0.00027241728583392777,0.04672454306198888,-0.032316421679106797,-0.015922485633138403,-0.02493509337501663,-0.02565493294133833,0.08801084144456701,-0.05613146301313076,-0.17307361778797692,-0.08491553774117579,0.15259861730868926,0.0008069094241685912,-0.03224131662004098,-0.03655778753799702,0.0010529526031932187,0.05758488996642628
20.0,1.0,0.14156559225474635,-0.07534619555557867,0.01728474478673798,-0.014056859880938145,0.08034127189434122,-0.013289271926568537,-0.018791649472339165,0.0447279137795528,-0.03218269117181488,0.0007052268018759176,-0.0030356334575216298,-0.014449328473926711,0.15668694753193918,-0.025901737889325756,0.0007334282384664967,0.01253167428878561,-0.013963010724503027,0.3248582150796455,-0.0691161936752457,0.024826265613119645,-0.017782599617596664,0.21703974208433469,-0.0011797739627232343,0.026052734175159315,-0.008594847905048211,0.0010790868732708158,0.07512427259047777
21.0,1.0,0.14218187467400414,0.009566936674342871,0.027172253393866343,-0.01578171923543725,-0.009913280842859428,0.014722812373498127,0.13326163627127383,0.19497475298110623,0.0007828412025116733,0.0024602119938903926,-0.009065503034521496,-0.004184148580037101,0.08993111992397179,0.06691920324763857,-0.006621223860100705,-0.0006870837936766181,-0.016256539323271937,0.3102735068472044,0.121840263337304,0.014062666387140106,-0.005959531908126718,0.23739777962774453,0.0012299460570761654,0.00278244935483115,-0.004686598238506593,0.0013799412107443469,0.0805542029908422
22.0,1.0,0.012586852241822535,-0.1311714207051739,0.009081802081026956,-0.010209629429057437,0.08068713914940497,-0.029186837290122936,-0.04992547760449189,-0.06473466524166953,-0.028379995366682835,0.0004494086749421756,-0.0017885476555513991,0.00027067157112076114,-0.03685580261947913,-0.009023453201133158,-0.00499172866662388,-0.012502696710423412,-0.018431913445503118,0.12146016144543069,-0.03562832906061131,0.03897563072982094,-0.019804839618175904,0.1806290292199411,0.005876850226635686,0.027835848261863822,0.0008999518565410972,-0.01156796090035175,0.07252654925515607
23.0,1.0,-0.04614095507423338,0.052992627133526315,-0.009051111800389812,-0.01983959585706136,-0.016934463152678037,-0.01818794941020102,0.03712679032329844,-0.05730655346427795,-0.02733844332680815,0.003030495716604475,-0.0009463214403354366,0.0007498246386355209,-0.0428570064936357,-0.024383460558673072,0.007529132548298389,-0.0028916487745166653,-0.003177794902054717,0.1358512424875673,-0.033588948940835514,0.018325109374678655,0.02066745397285568,0.1937849008711573,0.0004888186943383415,-0.012166900228200592,0.00031908494217137886,0.0021964517074374978,0.08486869452387263
24.0,1.0,-0.1798071226324804,0.050146740116375356,0.019427130540846018,-0.013181598050724734,-0.01119610711847213,0.014622005071460118,-0.04292429836142718,-0.05533445145923888,0.011368957424405588,-0.0008743335430906396,0.004795212335252336,-0.006163006924086033,-0.03788593940685556,-0.018572891930090166,0.008511643933132989,0.0027685631750686258,-0.004661355532217155,0.10042051199099764,0.08940881335260763,0.032729999607690734,0.01617085123395943,0.19137191170506376,0.0018921142299048034,-0.032475976505140496,-0.00032696620505014466,0.009969483108825006,0.08657447840276593
25.0,1.0,0.050872129769959494,0.025340742488947497,0.0012237234785655365,-0.006659685705384467,-0.022836423844640644,-0.00628110057420647,-0.05817906597255552,-0.03193397108775507,-0.0030050501419646987,-0.00025648399216068895,-0.0028769973855292653,-0.008834260681242129,-0.04792772323270309,-0.013598231533243566,0.0015189757478679448,0.0006510375163120215,0.003322787315225115,0.09322340692660219,0.01023771191141948,0.03258906079529105,0.00026948249533278014,0.08935886031520628,0.0006073522988014478,-0.004807699175507004,-0.003821006134811348,0.002562235005359654,-0.02863931636490478
26.0,1.0,-0.008562376869007208,0.03974281312703032,0.0030243521000292424,-0.018913016101078577,-0.012127877430369272,-0.026311858914965878,-0.0361269499594579,-0.06119148723828107,-0.027721662497453746,-3.835707009802259e-05,0.002028823667313474,-0.010690228160752234,-0.04279906041810947,-0.021207061879815182,-0.002382313694597375,-0.00342161628289069,-0.0028271151250617225,0.12289106875858873,-0.031057521051353947,0.03685343300736821,0.02013738343207528,0.20148319209507098,0.004977974507203336,-0.007413965300168622,-0.002106601137110471,0.0017288856391440323,0.08751995202992707
27.0,1.0,0.07636529483742448,0.036308268061303856,0.014137628986782572,-0.01617737447621359,-0.014045839118760077,-0.02532845998451724,-0.036022654108385656,-0.05689131218035312,-0.027317070251060796,0.0024720377390030487,0.0056340934496017245,0.000888794763893847,-0.04551300741490636,-0.01630025483189615,0.006719460986139854,0.0005024416440790897,0.021539578630615727,0.13459209223146995,-0.035000021895790476,0.035837572509468604,0.0052146021083104635,0.20406313887556535,0.0008023354019383954,0.013369502925295675,-0.002335165648329326,0.015449746043889094,0.08570387376968103
28.0,1.0,0.14796739885000837,0.05058720367625796,0.00742888797802077,-0.007736507870375233,-0.005520057542950805,0.020784748929555254,-0.036852402385196964,-0.04897788996446985,0.012204722259757897,0.0006132830554027354,0.004592450132240232,-0.0027009421108491125,-0.006293439209178294,-0.012295807436587931,0.004257776623349661,-0.004006594369832362,0.020468151239831152,0.1394376920830648,-0.05475035304239129,0.03758051957819315,0.010606410950925469,0.20673044655258088,0.0007992748917401177,0.017440358410047825,0.0009054756186679257,0.002079533859047135,0.08479207502599458
29.0,1.0,0.1529201662217858,0.04199406293455532,0.022444175673734433,-0.0027201774024102213,-0.007632554588990264,0.021352776966915787,-0.04033678449691264,-0.05271216046834581,0.005921736017617181,0.0021262744922810645,0.007181933848604447,0.0006615349602951339,-0.03854875192597388,-0.017230301667010072,-0.006736613044822173,-0.006229453769241518,-0.003205056180015013,0.24168956878300932,0.023327501867012327,0.03656971475717963,0.017246589712157975,0.2207487808980455,0.0058106488909125,-0.036970763074203786,-0.014061525659502078,0.0015408611115525941,0.0877337837022456
30.0,1.0,0.1363601985341773,0.02933669810134874,0.021773021166675847,-0.012233493805218022,-0.0008407592093596014,0.024811441911299404,0.12584150031938918,-0.04854162921225626,0.017119536500024048,-0.01432801567982731,0.002509484219662978,-0.0021045583292789226,-0.03771452164093695,0.03261459772639474,0.007626731884254749,-0.0037124933022672267,0.018039441090343576,0.15237019421518452,0.030510145296065518,0.041003327647326816,0.012626396257580861,0.218322483249975,0.0012832605919811174,0.008828898114482633,-0.012502078247449448,0.0024427605376283394,0.09228571678535469
