f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.011465299465439826,0.055872459383517585,-0.014679705506964793,0.20712710151027014,0.13731076056029723,0.021280666014677787,0.4088751779119664,0.04709227123842311,-0.013504729111380346,-0.0005288899756222727,0.016212840363195005,-0.0014731098350870791,0.19131218673891548,0.24726945979009055,-0.0016784664146681078,-0.0031003530710374642,-0.011096695692439354,0.3714130964069823,0.2770337839964898,0.014382909514150877,-9.817032636739537e-05,0.2400379262185884,0.0028519391247639296,-0.02256641218195394,0.0018228306469500184,0.00043868311064289474,0.09122226897290056
3.0,1.0,0.1373583513689101,0.01907833111120949,0.03390091385996223,-0.01359017882827775,0.0875380779972149,-0.009540071805784003,0.12519489365770495,0.26612245250916594,0.07571641614347824,0.0016469964138536813,0.00018655139352307597,2.4297993708243134e-05,0.1779261872689483,0.03714184879025242,0.007172967461922486,0.019149391268479664,0.008830248976218091,0.33040854654700946,-0.028639441489488427,0.034895353592124034,-0.013815589246049963,0.2461222139833952,0.004588726451612538,0.02996380222424819,-0.009686616805351152,0.00122207351144302,0.08342042768036832
4.0,1.0,-0.08372305203088244,0.04728110597430244,-0.026090511165654563,-0.02093649029492076,-0.032328874933421355,-0.032739924686474686,-0.03419966267275326,-0.06467206502160702,-0.028739556423336064,-0.002858403743918474,0.0015275566035162127,-5.727923859669246e-05,-0.051595418253383325,0.032769804889467596,-0.0064945784789294065,-0.008479731073134728,-0.009334270938731385,0.12095122679256819,-0.04188424952183398,0.018852870366612453,0.012441626055728102,0.18678867728594192,-0.0006583405466611904,-0.03077693131027429,0.00010795055983945506,-0.001716286693972505,0.08086310541794985
5.0,1.0,0.07059087813341935,0.010205722229960568,0.034292280392601016,-0.0023010109718292985,-0.009585103344858212,0.007150708466761584,-0.038755482915618054,-0.036633906269042324,0.015666618269884133,-0.0015500404469158454,0.00017078339049445023,0.0013441654931508106,-0.06981527836012816,-0.026003226764021167,0.002884676384562448,0.008636654371863247,-0.00013414030550737194,-0.4335461252891313,-0.03331868947468218,0.023449272815197403,0.008611498438292448,-0.3758741298369823,0.00023749610855967125,0.02481897882586071,-0.0032995280066933676,0.006431128911301207,-0.15968433845516983
6.0,1.0,0.0742451865462457,0.009417041227592198,0.02408042493031299,-0.0035867643448751927,-0.013696925902325003,-0.0049193060000977465,-0.047963693987912774,-0.03882496004457019,-0.004196188791043045,-0.001482217595527456,-0.016255572644345007,-0.002613537727214668,-0.03776522904080148,-0.02610409730659418,0.002196720114888129,-0.007351768231389406,-0.02440217948284505,-0.44815768870679634,-0.0360599182391046,0.020964746659075363,0.00700013674009762,-0.39648680279302584,-0.00016915864566338694,0.01615089772750573,-0.0031404947599177188,0.005922285878125163,-0.16976929227840143
7.0,1.0,-0.23405553053399578,0.020558134015593657,-0.006269535182334532,-0.014307814308777728,-0.008813397146306473,-0.0065209061339077746,-0.06264545705045528,-0.036418641163961415,-0.020541017563221582,0.0010305815864695054,0.0013528237674039676,-0.0032184119657766783,-0.04209172837601152,0.007908223354207208,-0.0015829058650945202,-0.0023394917000764117,0.016080165896935433,-0.34630012061490995,0.026733476396577277,-0.0996315860244812,0.014072657034096932,-0.1532872373594809,-0.0018171483350976183,-0.0037778503871925143,-0.0023435716624474654,0.0016532735246792942,-0.016007518323404794
8.0,1.0,-0.19697806058226872,0.010470142281032902,0.024541708315152393,0.0022137822760896885,-0.0026943545466418207,-7.727528313446609e-05,-0.04374675778173981,-0.03470892552263158,-0.0015817430200945532,0.0024276301083221603,0.01387393694600955,0.002642120254082013,-0.03178283545893172,-0.02412325419817465,0.012267389030956328,0.009412486822485982,0.06553643529166321,-0.330106054633968,-0.021345610449313837,0.018259089491035496,0.03642922326835577,-0.264862952973344,0.000808474395603282,0.019871612601224813,-0.0025085670854077978,0.003772879170072878,-0.11887448902795472
9.0,1.0,-0.12640923428247408,0.0038402898581876453,-0.15222549044974937,0.00166025273727896,-0.006606545011623014,-0.013875816459079883,-0.044249483459016754,-0.03720767851512143,-0.014385396453193153,0.0005300008098990702,0.0070353528460267226,-0.0009102136229306465,-0.03513212746127359,-0.02344498708201333,0.004394299885268787,-0.0016830439565448435,0.06368198078340405,-0.3634022705792736,-0.02347380099419138,0.020147416463844412,0.03541223589985746,-0.2959251824991251,0.0008182543853859003,0.0013113911506940639,-0.002594876394889668,0.007047505535462793,-0.13833487304124925
10.0,1.0,0.1337435608015073,0.02753845154892293,-0.011859986952106223,-0.010602604942276267,-0.0047171068598610266,0.07269453855857858,-0.036761507709959146,-0.051924800557761365,0.011424275162330135,0.0013226549246707353,-0.0010793686537256637,-0.0043555589625293495,-0.04206750757130742,-0.03669051812393811,0.006568881023619998,-0.007246436874805535,-0.0026721543354642713,0.13033528753446916,-0.041873811887232125,0.035611367711087166,0.010276632049668619,0.19279070630006714,0.0002709656632231503,0.02289930168239241,-0.0036245304432913376,0.0038638433601031774,0.08384485287800796
11.0,1.0,0.14286316192364826,0.028358389856418354,-0.008201760206483227,-0.009935845667973679,-0.0042311683135662324,0.0801768267543993,-0.035210200257606114,-0.047856977265828014,0.018472312648335012,0.0015454595482480866,-0.002516188873284742,-0.003532738684939008,-0.04028324469917087,-0.03471476548632177,0.007139985169206517,-0.0061698919164002875,0.0025350017792670006,0.1340611240476826,-0.04147325969138317,0.04244775546914946,0.014962189720558275,0.20768387910908442,0.0011046338392534383,0.02597373220573177,-0.002634718156420223,0.009920230708271532,0.08777102866163286
