f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
18.0,1.0,0.06331346304964013,0.020736484106664736,-0.007668098998628121,-0.0027195285671802356,0.005902671360202035,-0.014630755140141968,-0.039446162720076,-0.0218679452125657,-0.01908363651677915,-0.01120458612508932,0.015009325152620328,0.02336970230381907,0.021251799317210492,0.001976280359054362,0.012221688544696244,0.02845808062257752,-0.0012077071997351927,-0.018333063267870344,-0.003471318999396773,-0.007862615421695652,0.3037718878654491,1.0365886194357026,0.023267229226750202,-0.02279252047138823,0.008589158412711883,-0.0017046982872458922,0.16416617035207373
