f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
22.0,1.0,0.04042220248039538,-0.14402064925600114,0.041311508670445626,-0.0023694403462367806,0.03580215943705432,-0.014595782489320648,-0.024642053044473124,-0.059205454963720594,-0.00012151066021964731,4.776407054159963e-05,0.00513568910503905,-0.005093066092178291,-0.020430713508241573,0.023892494483533543,-0.015542897736517384,0.013244718585730678,-0.011056279340562043,0.008629913253657166,-0.08248353272255905,-0.015713816833124238,0.004445071987246969,0.07162365255968485,-0.3322088198518695,0.002561985146509729,0.000780199989691797,-0.0032514488753702386,-0.05425935347209549,0.06501573035823043
