f_id,i_id,disp.diff_median_25,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
11.0,1.0,0.1089973907468707,0.012263015276873698,0.054902616804363584,0.008851449069817012,-0.001839184678094909,0.05936745814492783,-0.017360257997278052,-0.03541671824948722,0.011705725123733024,0.007883408184097598,0.005997597505245041,0.009716123624229106,-0.011368522320202183,0.0031871800792289337,0.005991104218753817,-0.005449669572238417,-0.004351035112082924,0.0038535846561571557,0.02553104936186552,0.01568734568592578,0.0146659708470488,0.04448864457797553,0.01926763273474629,0.00575180656242644,-0.0027547032164240365,0.02182247701002651,0.041647228985520486
12.0,1.0,0.03167685276178632,-0.019697130706045986,-0.0801726580192187,0.006981038379260477,0.0038343285735440167,0.005745378503787128,-0.02072101492960906,-0.049294175996351865,-0.01410420929008467,0.0006591782694972706,0.004422824227934529,0.00046848582850920047,-0.014302452296963556,-0.0005888236981785009,-0.002114974203849556,-0.0020430066948280085,-0.0012754327219544528,-0.029267354814041826,-0.7602689297177755,-0.007179013624034584,0.01171661655117805,-0.7297083231807654,0.0005369952610728302,-0.05550964897366678,-0.0004111463542204722,-0.0032144245946032933,-0.08958092161747676
13.0,1.0,-0.11866329687537829,-0.019723596543701604,-0.07174174146311028,-0.03547343097423704,-0.032673718847870514,-0.000994085432945711,-0.024369764379309183,-0.039735690474138365,-0.010956852412858828,-0.012246752751719782,-0.006128372221505099,-0.004523393550490383,-0.020724803595620147,-0.013993968955458505,0.0026808955103361245,0.0015821227967617933,-0.017523648246408643,-0.041410842417121056,-0.7337866959396225,-0.0004965832668478128,-0.05631646983228253,-0.7145975467128461,-0.004404045197053809,-0.014274521529556045,0.0019752983136162947,0.02045905350482934,-0.09007756261776792
14.0,1.0,0.018065494161751613,-0.01602983771761132,-0.06525960609314756,-0.03190539705474522,-0.031031250961278456,-0.026300971507598483,-0.020129395321073103,-0.04551060022271462,-0.007952216859701025,-0.009489397150405953,0.0072065606250008105,-0.004278797351914083,-0.01498019526212115,-0.008968812175644473,-0.011960583012681322,-0.014947749569175063,0.005751065321653701,-0.01895737368139267,-0.6943111104680925,0.006456999919331322,-0.05163757087551996,-0.6978568560569857,-0.0021965954313325708,-0.014443954169795206,0.0007011057327469695,-0.002243970638530284,-0.06842000867101952
15.0,1.0,-0.1605916857540154,-0.16808922387304742,-0.059953639879202845,-0.02409248400698533,-0.03299708806069054,-0.040705274264720634,-0.032480137292768524,-0.08550167936178776,-0.04579881820988416,-0.002193702493242717,0.004815398729084529,-0.0036910017017708564,-0.03328243814755065,-0.01736378743225881,-0.011435955081116188,-0.004370985801796487,-0.0035995233187427985,-0.02481111160891771,-0.00743954731246115,-0.012396706053220095,0.004691832681404858,-0.10241762444327648,-0.04890229892304024,0.009329094769099266,-0.0004476750799144281,-0.09562851335780737,0.024032967046943802
17.0,1.0,0.1206046602920002,0.08894160058757059,-0.013855335084147867,0.008294695394132015,0.07711973290941256,-0.007213370595612744,-0.03290255926441538,0.2773979766880798,0.040438988419509825,0.005650441483634376,0.0014270170269777725,0.018742053822279416,0.09872265861941934,-0.010998827699800725,0.007960746458682038,0.029909957828097185,-0.004241681226534563,0.0016153011846036197,0.29690463642163006,0.0038760420525928443,-0.00608618064817572,0.1697206914834991,0.003182647448075849,-0.004447885810262904,0.005185432079547517,-0.00500840090257355,0.04673291025531397
18.0,1.0,0.010963717503351454,0.050659689072315855,0.04932728024126507,-0.007134592678307148,-0.023685129175801543,-0.01236238465817641,-0.014067900286236525,-0.05667855256967593,-0.013727833271733063,0.008040937085811295,0.00599434807055824,-0.0022488231044109274,-0.010775012068044872,0.011879080971472418,0.007392821223975994,-0.004747442091964088,-0.025800921046449442,-0.01682184829964714,0.3328084879646601,-0.008320226160320464,-0.011700754819832418,0.13820587479897997,0.0076641435248540075,0.002840064034818997,-0.0005031510053888817,-0.00339210360319319,0.039560164531151375
19.0,1.0,-0.1042435563527469,-0.16278188868613444,-0.020162480388050803,-0.03759139988160897,-0.0454901562786167,-0.048513647670662755,-0.04064163221277758,-0.07904558985379628,-0.03385161037266694,-0.008351893218253418,0.000786063982828381,-0.004976592563016299,0.014075906760324067,-0.010660490894488612,-0.018880909256210252,0.0020798762960272626,-0.028307872472325288,-0.02931894640437059,-0.03315192374873271,-0.17618355624638068,-0.061994464315158565,-0.058641469426277015,-0.003631731042630278,0.002218644677974942,0.0034104059312649064,0.016260476232345257,0.03494460105369856
20.0,1.0,0.04674616189306767,-0.08581793965068504,-0.019261213605215346,-0.007154256082942743,0.06574162570255526,-0.03498178623598495,-0.030860895806424808,-0.056292491370838506,-0.028080868602720292,-0.007212214571153285,0.010039321284474139,-0.01174024644839439,0.034818489442496395,-0.009488708707282979,-0.005299990480823137,0.023631278430322863,-0.03810986064135606,-0.01481628321202204,0.7562902307869216,-0.03387770959820882,-0.010922635573513594,0.8290089517233709,-0.00026282387289060954,-0.024430607169749725,-0.0015958836388814369,-0.007386267517677966,0.02937594621499216
21.0,1.0,0.048492406894100115,0.03778158209183021,-0.018973461461509893,0.007763986435545182,-0.017800860945130084,0.012350970643204708,0.12878129885969256,0.242864533362111,0.023214897602879224,0.002924831443628179,-0.0016427974879607427,-0.007813000568571225,0.021431053055646847,-0.009586058865995716,-0.001751638075121582,-0.009644640085015872,0.0023419270141556165,-0.015171765515957218,0.3367447704485128,-0.0026955278210675482,-0.009118880484605255,0.29705482665375155,-0.006918738586406036,-0.026611914353620262,-0.00351882302378163,-0.00549959312750587,0.04786282658578408
22.0,1.0,-0.08468924263878004,-0.09967521734554008,-0.019878524925111177,0.012799977225489752,0.05338010978434238,-0.015134012900715066,-0.030835917627532888,-0.04772690875894406,-0.020660359377703795,0.007800727318490962,-0.0033622247642821263,-0.005253038729429782,-0.005474514258117957,-0.0010140936822673472,0.008700416897230022,-0.0007276545775834059,-0.004754670297555283,-0.020334612617852407,0.010249400669716736,-0.011956371144762312,0.011412004679460713,0.00654365456969025,-0.0010213521305870586,0.0018511013101200798,-0.0011872490880164253,-0.08525291704834323,0.037559542435988996
23.0,1.0,-0.0693475112519923,0.056954598406236866,-0.006293054702169474,-0.03138126580315246,-0.0251531397886754,-0.021570919564423113,-0.002180708071139983,-0.06084441528220997,-0.01136915804302728,0.001351377922474699,0.004036698604651864,-0.006457915721308255,-0.006299276792483604,-0.010219013779104391,0.004815006408517007,-0.0024218464465479675,0.015377801568458577,0.00040374051321157337,0.014427108599287853,0.02795951551210435,0.01698072475002623,-0.0016648739102330754,0.0026618101486773956,0.012552768284143142,-0.0011003996873166543,0.019992115678514253,0.04279389767332074
24.0,1.0,-0.13673378757671603,0.059637980412213756,-0.01711808721086551,0.011178636871373014,-0.00618124246727111,0.016958475917095678,-0.02048844689540896,-0.06004134714397915,0.02415717339424805,-0.0023925535555663724,0.006872502394786868,-0.004023887024096059,-0.005632883387344958,0.009920978642884801,-0.007093978685505508,-0.006574367185043223,0.005944149315814718,-0.0014408235285184947,-0.06932683696849719,0.021671911239918323,0.02356043991809707,0.00811724988499891,-0.0006615535686518874,0.003031649140143286,-0.0028093622140479514,0.019390289742164002,0.049403020222286174
25.0,1.0,-0.015235745781536835,0.0423007124318233,-0.03703770517157776,0.00982358919268619,-0.03434973649678852,-0.04381337022218392,-0.03281088409913339,-0.0584634169203147,-0.006832324886979231,0.006650331546429856,0.0026555961783060007,0.008291281007500774,-0.01666809960355252,-0.012619059471981123,-0.007694694419667349,-0.00692595441592408,-0.0049722497188166345,0.02023900953798353,-0.0718114429664915,0.013044799066657073,-0.023989702989896486,-0.15735647165624103,0.003782899961375319,0.003710587126374687,0.0009528506447061937,0.018758969294986227,-0.0035002645078587324
26.0,1.0,-0.014541477179239702,0.052544610151861966,-0.021583529978073824,-0.023845818351950217,-0.00739895034074899,-0.022890143196812398,-0.022277512415782314,-0.06005354069056472,-0.007512854255334545,0.005099493277288302,0.004133483926465157,-0.005603860395500668,-0.017927839454292716,-0.013396282924480198,0.0018968970258856754,-0.0033845842698725735,0.00010208610736415878,0.0005656680885838531,0.007029369852425524,0.017679039170733685,0.013490829134047365,-0.005219507260315961,0.0013111459982710803,0.017940162303121992,-0.0016140368639306598,0.005690022267564374,0.04465989607984622
27.0,1.0,0.04182793220491585,0.06538634591547582,-0.018224703814111,-0.020056041502744364,-0.007861282507888288,-0.019934199912675133,-0.022851943552023073,-0.05557842249569896,0.011065158091284302,0.0062734010788734525,0.0031846536087788272,-0.00453954958209879,-0.005824736708950497,-0.007181462247329191,0.00647023380176373,-0.001077842131596018,-0.00023725741910570958,0.015406808961002211,0.022385569615962067,0.017122731596702086,0.02911084147085088,0.010311029105234834,0.0008298063318024206,0.016477966866250967,0.0009387264112034288,0.019332554995862495,0.04295410431520372
28.0,1.0,0.10668348955899827,0.061721379559624166,-0.050526916388223736,-0.026534072841740877,-0.005396744869795081,0.014278628641213254,-0.02542984354757966,-0.05922224469963861,0.01096172304517501,0.012853841066935963,-0.0014042417159891723,0.0016642435484623852,-0.007054595067756727,-0.0017908098989477387,0.0004747636102239133,-0.002925172512211266,-0.006183074659235812,0.015144251287673825,0.042750078218306814,0.025300651890328398,0.013514912267985953,0.043125662527174764,-0.042261127889383715,0.006709621097692923,-0.004069068852000801,0.004441205025308676,0.041335113646356766
29.0,1.0,0.10032299097570624,0.0605455383929704,-0.01688686355627725,0.009466351367263237,-0.00888103688001601,0.023165283759735998,-0.029016525800148484,-0.06293493757409535,0.010534366456205393,-0.004842801680734312,-0.0013147151148566291,-0.007774365772507621,-0.0045711778164493795,-0.006318863994803458,0.0008032007655186566,-0.006766631350910897,0.020122741336181013,0.00029964172421683864,0.17357746835806326,0.021897408314383977,0.014973915702889761,0.026297521300552636,-0.001108624183688461,0.009080603982906863,0.011336865952461164,0.0008200940459571836,0.04794596305626053
30.0,1.0,0.09233484894977727,0.07121529514167631,-0.013432389237740606,0.013626430935144299,-0.005921709249104976,0.026250506306942607,0.031190203973243857,-0.06039530813181386,0.018996210335048974,-0.0020542648487761506,0.0017086223960858476,0.002301138752627922,-0.0013250454078362105,0.0007335579092182134,-0.0015770646454415557,-0.004702618240428628,0.026798600303027935,0.014023260796267915,0.05080299381812655,0.01784096116722929,0.012732019128875649,0.03584186280538767,-0.007288730511722199,0.011990682890904662,0.007302711537945882,0.02107670911995661,0.04680611468817507
