f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
11.0,1.0,0.06175952177978014,0.0304809745837909,-0.053240390691088255,0.0032093103899895597,-0.0002515412879023328,0.018953353540399107,-0.015861905525727003,-0.013045217341512868,0.019328956665676002,0.0006939887614142892,0.007493189479791341,0.006104366469526399,-0.023910191890761715,0.0040035873913721615,0.0022027192056309486,-0.005101605327763643,-0.005562068227205471,0.010947358927695858,-0.0616306344250411,0.022952555897270428,0.012141209526160043,0.10560721357126086,0.08412102972695633,0.004639377657858011,0.010709095724801457,-0.005218959211682703,0.010765834263372598,0.10854105218549862
12.0,1.0,0.04063216715773282,0.015739192848206005,-0.18189144408211344,0.002764725195603904,-0.006700303674621265,0.0016644220539976872,-0.010676031132027806,-0.024176901771888453,-0.010641897529658308,-0.00376904633873921,-0.0010317404826868202,-0.004231458796854977,-0.019299810625397186,-0.0122093824994563,4.4875672877900554e-05,-0.0045666118971568965,-0.04050607150364558,-0.020194127203876793,-0.6534094211693127,0.0006642209326462515,0.006501962653991696,-0.7008016467772575,0.031988524247356445,-0.0017022049969569232,-0.03780723722977879,-0.006455550111465605,0.0002682141927060718,-0.20242598483528415
13.0,1.0,-0.10354320066609132,0.014213157524470365,-0.1786809126261287,-0.001510554478596867,-0.022045879396633345,0.001252214400846414,-0.023228198818200287,-0.02166719749676686,-0.01369644088702302,-0.00422175408512898,-0.005853047298255296,-0.01585839680384964,-0.01993080647810272,0.0029030774790051992,-0.0017847947637711636,-0.003678354007195363,0.05720112118117474,-0.017246273708100224,-0.6824282705313953,0.0022056738003543488,-0.019298272116832813,-0.6800175063355176,-0.014048570328150376,0.0012903347104127466,0.053693950485695634,0.0012473012846678964,0.006893327499715462,-0.190986698597654
14.0,1.0,-0.03498738106661311,0.013417678130022,-0.18369518304290705,0.005541916117804226,-0.028027368815727552,-0.004282058170521151,-0.029256738213869836,-0.024899365900630976,-0.007860740526687312,-0.003336059746994368,0.0071146426822541456,-0.003144007034968636,-0.012793010145757275,0.007282076415916684,-0.008795803894478134,-0.010598196725713757,-0.01224548619738113,-0.01898024620531384,-0.6436357695023952,0.004921939086370544,-0.018633452519004758,-0.6504891778761086,-0.0077080686497952786,0.002063004909080374,0.05305994643495918,-0.0049770846102877965,-0.0005772929788694825,-0.165493175191195
15.0,1.0,-0.13541474730463235,-0.1550143100001273,-0.01213048865468424,-0.004293953345130603,-0.011847397129991716,-0.015024387736758082,-0.031763688330094846,-0.05297105628258682,-0.03483279105878693,-0.0013213377603581728,0.004157406528459958,-0.008282585596481172,-0.02319617667898227,-0.026436973918205826,0.00015133637070844996,-0.009714068997418902,-0.02178636478105588,-0.046067576478462074,-0.15317185777921186,0.004661910408011943,0.00394101889867615,0.04491937234238273,-0.3152871506699395,-0.026175499407344073,-0.004262124595508635,-0.0027225625354498992,-0.05287006913533639,0.065775845872764
16.0,1.0,0.03284194255743036,0.0031587254184423006,-0.040795826177922975,0.004402859740298635,-0.008414088885015502,7.174878488145736e-06,-0.010047761529386598,0.006963252822618724,-0.00313466451864317,-0.0023634827893641713,-0.0013953636655731588,-0.0016449721264777332,-0.019583790220200396,-0.014668281133820252,-0.0017926618643865904,-0.007735013024059514,-0.039733004415167146,0.01447837286031835,-0.6083793737582943,-0.00989910869539067,0.0014467829536864308,-0.5934632362474422,-0.003852153079491889,0.006595738461324996,0.004294568908799982,-0.005557676716610402,-0.024818996287660933,-0.18898094710278082
17.0,1.0,0.04423316031437294,-0.0021556974434606404,0.05887337408032961,-0.004422605736720737,0.02683304203279448,0.04085316824939564,-0.03179358968724156,0.2340396829643405,0.07776432929695995,-0.00022731503721836778,0.0006608047779055938,0.013791398833749675,0.12825970049307345,0.012356251329995432,0.007061883261466988,0.019500314049454775,0.007301033213456241,0.004645383660064852,0.3026742923572378,-0.012386943071389095,-0.00607182240570373,0.29334639854280015,0.09453331438033614,-0.015880436762354868,0.0032186056539221216,-0.00833507391179778,-0.005594957214678231,0.1031751175787136
18.0,1.0,0.041253757114265224,0.018789668602571908,-0.013240911385479327,-0.004950811450546218,-0.018243710011526144,-0.014441279067781306,-0.022610181690013078,-0.060548712997970655,-0.034690250591036934,0.0005409324688425391,-0.001741721563871269,0.000542048951242673,-0.017986498567893597,0.023321906067506826,0.017081075022977704,-0.011179983173026386,-0.020398954304300474,0.0010138599008157865,0.2840468901545317,-0.027859717917082017,-0.008184469135649046,0.3534240224609233,0.03586634017477593,0.019781557328784914,0.005235290902650971,-0.016927571075013782,-0.005811799529977294,0.084213998507349
19.0,1.0,-0.04149605007312059,-0.10816809693920729,-0.03147936759900146,0.007155432512835268,-0.018763139056616782,-0.017804000048167918,-0.04082964837752528,-0.05218373396996403,-0.007903043974684658,-0.004707958382112715,-0.009761249880137884,-0.0059645354550760515,0.013648638723131932,0.0036743894665919397,-0.014173416179296692,0.019687923336850547,0.042402796819338416,-0.009023102597855801,-0.12831880988890493,-0.11853607926127432,-0.01195671047801976,0.015812114629362932,-0.3359817789769736,-0.0004903138368225497,-0.004306281120996196,0.0032277195904353486,0.008149534749417063,0.06547413218303788
20.0,1.0,0.009109240364317879,-0.04798981330150577,0.01288424644737294,-0.009256222961649758,0.010334615277617403,0.01530200226139233,-0.031613040019416214,-0.061484181166788845,-0.044535306673059126,-0.0007469019813532009,0.002496202846702635,-0.01144335824478417,0.06613938702806611,0.005507228397703095,-0.021505191407239298,0.014148633347860764,-0.025387666206024617,-0.040378193138804,0.756200846608363,-0.03875180781404266,-0.005627920167522323,0.4335480066930955,0.002570061164925227,-0.03231513612940764,-0.01651258058657743,-0.019212580298409738,-0.006806004551555998,0.07708615614352478
21.0,1.0,0.025938495737393708,-0.03214587091682864,0.022886051636906397,-0.007959488905297102,-0.023370624639681925,-0.000732674068444615,0.07667733312769219,0.1489718857727061,-0.005401333945707222,-0.0004355589593481417,-0.0031382406608888537,-0.011017511357064075,0.04716991539697449,0.009323780230007959,0.0004732070618262661,-0.0024508675446073113,0.062139488460669204,0.019264159879978936,0.29362664550819134,-0.020875795366706636,-0.008148855953777508,0.382575762781788,0.07053526844518632,-0.02364562669981321,0.0013576232999678258,0.011336318039386655,-0.005635224915147839,0.09866349019042239
23.0,1.0,-0.032276889633273693,0.028161808739986156,-0.009369362087563423,0.002349432218574016,-0.023949327871810325,-0.01781608942268559,0.024091258151823506,-0.052350871816202904,-0.006540519957186676,0.013437637121308509,0.012976292299043525,-0.0030752288136919907,-0.022706531060825767,0.005941624966904743,0.010404982222471866,0.0014693419791109961,-0.01689494639588669,0.004929240961254059,-0.0982133639389003,0.017809944523134943,0.0037107394565376517,0.09396226223127378,0.02947027040576618,0.006119811164444812,-0.010053845059701645,-0.004223005303431596,0.00957914709190228,0.1114576848352388
24.0,1.0,-0.05450824922844601,0.01660895437235001,0.05340769445170058,0.0032937254206940095,-0.0034644404874843424,0.006022792174185456,-0.024248268683624907,-0.04821806662350752,0.009748474793364721,0.013882501858088297,0.008679371602964251,0.011146424209622951,-0.021405923609912218,0.009095191278789681,0.0004191648746110679,-0.012519556035710581,-0.013718620138192656,-0.00043040353242782,-0.08871140323284116,0.014139230391794676,0.005810138621054411,0.10056751515713776,0.04158311914250905,-0.0011550910282270776,-0.01172731831628118,-0.0055258615606086055,0.009058915774612685,0.10845127175275568
25.0,1.0,0.022244893869899737,0.014893213801875225,0.041017189909684185,0.00018892447783045027,-0.02019516508688948,-0.017747023768800465,-0.04658123549088793,-0.05460389109792126,-0.008417042032819568,-0.0008847402298596894,0.002723003738614896,-0.0008432818081850402,-0.027342504201064287,0.006300335742620459,-0.01011009299374279,-0.009800217146794687,-0.010929805835057574,0.009028767953329582,-0.1197959589104124,0.008181292610673687,0.00024108005936079348,-0.00564039326773309,0.01695993341294008,0.004966796156398101,-0.009947826399852727,-0.0033785086247078685,0.008452368325137925,-0.07830199816952223
26.0,1.0,0.025296409840648397,0.02009573570857383,0.05472929133417235,-0.0018533827989719296,-0.0036897938230194658,-0.016439713383147057,-0.024531227707335984,-0.05044307570288453,-0.0352185045986696,0.0017417154071558982,0.01055202095589065,-0.005029021712558894,-0.028506986708601696,-0.0003195087566615451,-0.00342686506902903,-0.008819789708443857,-0.009867415188719903,0.007531024845485653,-0.08208207646380805,0.0195047162009236,0.006442425029541634,0.0794856255188631,0.03305227215434282,-0.0022982620416885685,-0.011495796206772964,-0.005558777262992804,0.0008231209942134604,0.10564915964015512
27.0,1.0,0.034170143106441016,0.01892288223621701,0.06333314471552517,0.005275039715237812,-0.001459790949196466,-0.01728136985411704,-0.02034058316368434,-0.047148903459955656,0.023575128185243134,0.011124047189888627,9.74595508292734e-05,-0.000878671727853806,-0.021717142174511605,0.012583828930330337,0.008080277843901439,-0.00361149566835038,-0.010036424210318787,0.024993086270345858,-0.057586433685281255,0.01639763123721932,0.007106222759744586,0.07491672564104722,0.09194136128179316,0.001921824667221085,0.007593092171080747,-0.004442452601467689,0.009110367965539688,0.11040453835786994
28.0,1.0,0.06515673519005347,0.02542552896121689,0.03196621597328737,-0.00018164022997404442,-0.004072806890373299,0.008295271767280479,-0.0233487120214261,-0.04277946151180505,0.021342452254995953,-0.0007911164866677399,-0.0001115371882168423,0.005590919531091431,-0.009041597838520673,0.017990691197301296,0.0006818216680937572,-0.007600688684182785,-0.021661941475995698,0.02872022468999249,-0.04350248601954061,0.02020063869474216,0.009020010915088207,0.1068380696760233,0.03866518276551818,-0.021838797211397757,0.008551289577957415,-0.005417340095306283,0.0025459169332702632,0.11479010670205587
29.0,1.0,0.05362148526511513,0.020270898823298234,0.05586891173899266,-0.005236035554118176,0.00220675599791524,0.008839249372600886,-0.018361730210433188,-0.04005597839583857,0.02390410350468897,0.012897869705979056,0.0024265078760327477,-0.000527492943195269,-0.021682802217864807,0.0021169640384086754,0.0004210593636813523,-0.009787542259271077,0.04532075620026934,0.007330648322472962,0.0707161021735831,0.01589853608373127,0.001027530233488895,0.13068387374913779,0.03488391434785724,-0.000699996384347917,-0.013476247510763366,0.0061426406616008535,-0.003455149008000256,0.10194635689293996
30.0,1.0,0.04628630044144102,0.012870835100670327,0.05530560390544407,0.003101255064591737,0.0043014409690690335,0.011418960547477146,0.07677504097593318,-0.030671606328688743,0.009650707090301813,-0.0011589296269408705,0.0028992704938057673,-0.0034950475342602327,-0.02038497020249963,0.01466359707662141,0.0036329920661182496,-0.005949079056806832,0.015095387238768366,0.020155892472445064,-0.029680446812987524,0.01965286012320614,0.005171181960838882,0.14513210581001712,0.08714446865314333,0.0028819941475827287,0.005592938385760971,0.008715438213567234,0.008232443279272571,0.12111885768486672
