f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.08644903383232654,0.04272076634851408,-0.013420298242431013,0.06443108863395562,0.04221667174157357,-0.017758539815575042,0.27133868835469754,-0.03387907732848515,-0.016432271752680496,0.00013037332122575545,-0.014400688821974568,-0.023259080492765385,0.07891397092605758,0.009341393456862433,0.003747876540867876,0.020037802469725963,0.06589662128863374,0.03745370929133055,0.9218741390142546,0.03463229989363984,-0.004931219557273976,0.3971432227929269,0.032889912969877595,0.020322443508844622,-0.0012744321761823168,0.015627398360727345,0.022175753029753366,0.08048314873796258
2.0,1.0,0.06070277239339644,0.027163743242488003,-0.059923191123593546,0.04672207809271799,-0.007183491626109173,-0.01217878473293277,-0.030910564443900494,-0.024567878298095546,-0.01831936390541513,-0.002366039435900009,0.040879017490192696,0.010299609460636521,-0.0026504800458808423,0.006182188412332831,0.001301905826119352,-0.0007649524120886917,0.07904099196020749,0.00901451198855592,1.8725635888983025,0.03458767063687548,-0.008183032570219762,1.6768674936703813,0.07478206161932927,0.0254474168339001,0.08844730276989377,0.009771635591386631,0.028601520068682024,0.06496575974827729
3.0,1.0,0.032782888639514875,-0.006213880459562042,0.029699571919397292,-0.004318525196546298,0.02789223071485084,0.031440025004911006,0.10079908174047972,0.2262878317133831,0.05453255564758605,-0.00024472486673430974,0.0008310319989451114,0.013703038413588558,0.11555894401910614,0.011446494620494414,0.01039556592663823,0.023036709377291704,-0.013842202133434163,0.0161979297237723,0.30864009139416887,-0.010340049556931923,-0.0054960433569697514,0.2931317304545035,0.09987856769435598,-0.013588635313663456,0.004393124908245632,-0.005698139882845305,-0.0059130199507305865,0.10475895008472944
4.0,1.0,-0.0314408468346272,0.018629105067838773,-0.022625643922190238,-0.005890675915371582,-0.028024056124650667,-0.029374126465519106,-0.020407263705429408,-0.056716494239485944,-0.019056628905588874,-0.004203822991927747,-0.004668812798316809,-0.003798383873660855,-0.028798871078807745,-0.007194737145374103,-0.008290453633008349,-0.013605720472468755,-0.01977271241990512,0.00105202853236233,-0.08990480459166621,0.01302520412613414,-0.001756537342226513,0.056651798070358306,0.026109927216471086,0.00015780640411488194,-0.021038065563481728,-0.005374408782299833,0.0010747044788720005,0.1055603884595579
5.0,1.0,0.04267915781087975,0.018256336448105055,-0.021738735565395653,0.002836528269536488,-0.004640360112596387,0.0036704633889263574,-0.008504840617102405,-0.023952545352233724,0.001054996159026161,-0.002875199106646616,-0.0009749935790518821,0.006754157776458473,-0.012868653551535554,-0.00959387020204377,-0.0005312789163794795,0.011699122952260546,-0.038271488343320594,-0.0037616260493658136,-0.6089240609820763,0.006466905715315108,0.006750656978463934,-0.5941756274845955,0.051634767853330016,0.01243496632192142,0.012107854499915093,-0.005447114810490883,0.0018660725654910321,-0.17056962204543333
6.0,1.0,0.024962973843421492,0.01719587072129357,-0.03318864977964749,0.0020189358893456942,-0.002906464912635733,-0.0008720655993090462,-0.024812312193492253,-0.021874942684175603,-0.01818512335874728,-0.0024771997841943876,-0.017689943899564298,-0.0012217067759754715,-0.015013763752833406,-0.010651144992125171,0.003029103156120696,-0.011855873094901142,-0.011553856729289174,-0.014704528169719264,-0.6167074449293425,0.0042789412108256986,0.006995527142403396,-0.6264801832648218,0.04741275904090303,0.001953306409075472,0.007776833843227796,-0.005739818542588103,0.0018394763901853491,-0.1849965187922705
7.0,1.0,-0.07638990417762752,0.023576173459387072,-0.052280160525459064,0.0020896156881252273,-0.007036343030554847,0.0033309364168904957,-0.02920633747262726,-0.021234117093127027,-0.008939305947788339,-0.00835132943380211,-0.004974925472995493,-0.004717784009228516,-0.01211513131164511,0.0012660436069493334,0.003487622443792135,-0.0013051606490675678,0.04300280850760681,0.015527561920618717,-0.6116907672558022,0.007594349194600411,-0.022185964459925073,-0.3046000102935814,0.005939813691353798,-0.0004313909651130087,-0.0011212361798238883,0.007622309651647247,-0.0002242848313441536,-0.0557090946174619
8.0,1.0,-0.06409276730498152,0.01815746230098404,-0.02923441626831184,0.00641670172893412,0.0001270782561493489,-0.0002569010517119298,-0.009480055699701062,-0.009780806486526603,0.0005345719651349762,0.001103514119965042,0.0236415170958935,-0.000793712858304817,-0.008965112550072228,0.0005045171835056986,0.005040269685325832,-0.013149570583380963,0.0682028953818493,0.04224974835608169,-0.6026936321604962,0.05630442552173925,0.006646747239937519,-0.5725599233440661,0.05426677195915547,0.005316067345324514,0.016435021621961827,0.007406915538473167,0.001382391768525645,-0.1422942563538397
9.0,1.0,-0.03133929202055203,0.01926328845333256,-0.1469496430602526,0.004935531821361999,-2.40656806212888e-05,-0.002289364535154985,-0.010603106301541515,-0.007951602036049976,-0.022062551534963504,-0.001393514907207242,0.007419252775759159,-0.0013903350903395192,-0.010187654776618375,-0.00345985506813733,0.003027697744896757,0.0017710772936692656,-0.008947443005926982,0.04057089589012231,-0.6133198312295995,0.04775429063417102,0.006300608627104204,-0.49378645561380263,0.056535303805687005,0.004960977536586277,0.011803637230449075,-0.006440680909623884,0.009137691891051644,-0.1460358442990577
10.0,1.0,0.0596762848867167,0.02974157997527754,-0.06153951621274428,0.0032896975629083665,-0.0010483885756519726,0.01260970698542267,-0.01689952620202617,-0.046445189603660286,0.00994523352451489,-0.0003766969909835597,0.006533434981535625,0.004938216489588304,-0.025788503946325345,0.0028735935657034327,0.00019793921162662503,-0.004526373787291751,-0.017161689506929062,-6.883738755360605e-05,-0.0630344697171205,0.016773765644550635,0.010478778260817587,0.08214455089796462,0.0821191426461056,0.0030845955473629825,0.009317405654709208,-0.005343473557383316,0.0022631325909552562,0.10718089082277997
