f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.07964806521402648,0.054708590345069315,-0.034206362026760605,0.015626273493128128,0.05531246791623959,-0.01068584569948259,0.19985749753228266,-0.01072849803683231,-0.00787944129787034,0.01854913269697801,0.018059999501963717,-0.023580617817943995,0.04493009402158409,0.10165680647400738,-0.004957834384698144,0.011531962794954428,0.012872760251013367,-0.016799361736847075,1.0613263706840947,-0.015346616373816995,-0.0018635164796439326,0.3203763956219092,-0.008132399269702053,0.005275805823066934,-0.033947019164076775,0.05336450623290525,0.06150018645199055
2.0,1.0,0.08718225112664484,0.05218312003201573,-0.027613536789166216,0.012723694573895132,-0.0024646479518769457,-0.012799809130653391,-0.02067000006053947,-0.05694475225662296,-0.012948029913858086,0.01742859492490628,0.008189915276654207,0.015539131583020891,0.017381416378267057,0.01449774222348167,0.004622982071085574,0.01020130882381571,0.08512136762238351,0.0044718376366104555,1.8476512198679635,0.011368411201225604,-0.00782775414706638,1.596090130284474,0.005067457269384045,0.20139920844810608,-0.0283559885289996,0.05837606686713303,0.040964474246727285
3.0,1.0,0.036328214321682206,0.0206800125617141,-0.005831369057994341,0.0030624969181324247,0.061285612080309686,0.005944920558210321,0.06977576366150093,0.3299655095398392,0.03916849708311236,-0.01121852196473275,-0.007586546108762316,0.017212861044783163,0.09081788602714763,0.019388419356130514,0.008118311888228251,-0.00899299906959453,-0.005747579413708885,0.009546848869609085,0.4820823908238533,-0.00844223477437211,-0.004347780522608827,0.2494788700133455,0.004736278461877552,-0.009380129140315826,0.0037035350871645195,-0.007497561877407129,0.06717029615068468
4.0,1.0,-0.040828359443809165,0.04327219696137825,-0.045366503264651505,-0.021859054437375663,-0.022913645993655595,-0.025751823124018577,-0.016433812159979536,-0.09389292335341617,-0.0073003067671671236,-0.0016956122826091058,0.00172263541113529,-0.002562656417648645,-0.030210505082893954,0.01468612134606772,-0.004789500642439446,0.0039368365677542125,0.016606539771840016,0.0009136309399412085,-0.10375340617325962,0.004009517704267408,-0.02165744002128953,0.05022707709174982,0.00280800671199053,-0.013860703119753957,0.0025733564553481222,-0.00096071145791128,0.07533059268110287
5.0,1.0,0.05667566507370332,0.014984676557990068,0.029531416402241446,0.0054084252840257115,0.010318341233286291,0.012790163855747393,-0.009517546341894417,-0.03899276034321352,0.016110578873378724,-0.0014231391936599968,0.002289100999631622,-0.009191702700188889,-0.005716078406920357,-0.013113835605486509,0.006357261016108409,0.017807593037988918,-0.005836839205900658,-0.007215037045471608,-0.7121744571572078,0.0017192590293574946,0.011323140793781095,-0.5253785075307879,0.01888985316373969,0.0031757571108709743,0.0012129214915691648,0.0002868455159707767,-0.15179380675964346
6.0,1.0,0.012266896511560826,0.014990945962541807,0.01229057485669088,0.01304605543580096,0.0076201371271495035,0.004499679477095746,-0.011348622572621508,-0.038879115594019444,-0.013076312565891568,-0.002241232308671343,-0.00739012600916162,-0.008535942018040699,-0.00861015048529861,-0.016369521341141745,0.005858379667482764,-0.006672958004694473,-0.008871000593020954,-0.02205738341150523,-0.712888942921555,0.0006195327779497285,0.011722654710134391,-0.5605274128302464,-0.004103336182353179,0.00039551625523055674,0.0007708540567980851,-0.0020335105876860726,-0.15753103891563155
7.0,1.0,-0.1424551963042573,0.02040024858978063,-0.0003865019999919552,-0.015348337862077586,-0.000477223914081897,0.006797865508706242,-0.017957480470384934,-0.057103900484906496,-0.01384112270576527,0.0012076864345526885,-0.0020414270453997818,-0.009342304711279273,-0.015906459642006193,0.018254924769631434,0.001497981762775388,0.005973514913126355,0.019758731959236393,0.019544450691128673,-0.6312855944956042,0.015844025893366986,-0.020615782738054395,-0.2301899488863926,-0.0007666198611125292,0.0029306212968755766,-0.01692438678460803,-0.0025498732907360713,0.0033884914575611222
8.0,1.0,-0.1014438397303752,0.01564237379288964,0.019334800401333913,-0.005701597694261612,0.01030279128478384,0.01002516555260161,-0.001711129176280181,-0.04204674321809745,0.0005156795048468239,0.0034729359059114456,0.0057116091459345816,0.013386940748375077,-0.005083413822949307,-0.0020192830706158003,0.007450439022183503,0.00039158426149598215,0.03485045244561918,0.07207112840277216,-0.6556054899197917,0.035668838398951276,0.013885823141323233,-0.4671906536034667,-0.0029163213322911203,0.0012977684358681807,-0.01874684131609547,-0.0008878664532655102,-0.0739831858238703
9.0,1.0,-0.03576153484618782,0.014772156223856239,-0.09667102255762128,-0.003813180845929031,0.0100714297724801,-0.004677266366747857,-0.002716411056762412,-0.03744353024507049,-0.015230866702026787,0.002309942713210535,0.011670380706100705,-0.013090604162943458,-0.005382873259797992,-0.005073776305053607,0.006264403159291139,0.0052428209019199125,0.003509510066160785,0.0741882782075202,-0.7345156045278117,0.036212144021669126,0.015451544748564302,-0.4354766453597947,-0.000719407591807579,0.005760178061153426,0.00035902392392639474,0.0216463136220692,-0.07585360173097705
10.0,1.0,0.0719689776141895,0.034809964742677606,-0.011013835981378202,0.01219100871585347,0.012311146052788909,0.08582470179575419,-0.00438587769703987,-0.05826060524445274,0.00806400009764391,-0.0005189429082566824,0.0006558290609407878,0.0007148722272555219,-0.023013231008812127,-0.01528366863776546,0.0024910321044386524,0.006532398192266922,0.005904292760306069,-0.007684283037649238,-0.02736449854020572,0.02521883657312462,0.01391298827915711,0.09674244839394229,0.014678647138911354,0.00301547558697202,0.0028200393584263384,0.00016155265328918395,0.08592154707284137
