f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
12.0,1.0,0.07380254245419166,-0.009324050940804582,-0.12283088447413364,-0.0073246825212350515,-0.004429621651471926,-0.0016573263996542897,-0.017784338547112317,-0.03426547504548541,0.0009498270119045933,-0.0049238601428123795,-0.011276864316949114,-0.056408941953918386,-0.0800464476690005,-0.033250369649002055,-0.005358679224130805,-0.0029425425828286146,-0.005942097416320925,-0.03903485726608515,-0.7746299221882916,0.019153892521679337,-0.011982773087268889,-0.5369616432658206,-0.0007146286900897018,-0.006376308364185427,-0.005802036768647789,-0.16710747692550945
13.0,1.0,-0.3923653657318062,-0.0007336705334096429,-0.09111339418345303,-0.014001152173494152,-0.009908584311834974,-0.012500808805516486,-0.03618109591578535,-0.04000974770865436,-0.01205871459679933,0.0011281950450622072,-0.027701576623373414,0.00544346348437617,-0.0059440964733277505,0.03388167585648597,-0.003292364383910908,-0.017568580163915954,0.006144155310758036,-0.05578860076676903,-0.7087534007805576,0.010929057415642787,-0.03354889953607087,-0.45035013409838553,0.002499921706946854,0.008855316991983237,0.01911954290208204,-0.14055615660366383
14.0,1.0,-0.0946073390455968,-0.01049364124168212,-0.10208296526866925,-0.007447850944054435,-0.007378968336660925,-0.02377020668637656,-0.029052551290454805,-0.04313160436041559,-0.013511736850754403,0.001966398343707407,0.014791704786921451,-0.008447260640100651,-0.015621893505574832,-0.009005876027835378,0.0037645462697954097,-0.00622325963804573,-0.002606179525914814,-0.04820271664533844,-0.6614738565018713,0.020810690620174953,-0.02693331699627364,-0.456112929737146,0.002188459647516145,-0.0045814310895905454,-0.007857350264711705,-0.10102352551888816
15.0,1.0,-0.5313821284903912,-0.12387010324517674,-0.012532646344593773,-0.030697978149181578,-0.02086633955369159,-0.018183524379268148,-0.028484669822227165,-0.0792587750779508,-0.016178837183304443,-0.00716965599582325,0.001440445759313466,-0.00027273224133536286,-0.025220608927815434,-0.02370764932951597,-0.002834464715600533,0.0015378141047659084,-0.004230627700216886,-0.04530754722789805,-0.09851997622605038,-0.007701128219852674,0.01402884878345061,-0.02342634475019871,-0.020589198828721837,-0.0047834331683958495,-0.026150689016584617,0.04861273230764307
16.0,1.0,0.06810425562521764,0.005997915950022138,0.003003032180632504,-0.00767769252257296,-0.001334585752604982,-0.00018870423792810158,-0.01822891769128444,-0.022257536130764106,-0.0047729987442096935,-0.004304430502189898,-0.00789229275553973,-0.05140924208472075,-0.08131424547110015,-0.0377832764391677,-0.021975287667346143,-0.004350506088027616,-0.006134900642279514,0.01112913092275908,-0.7356414567769507,-0.005097224194827157,-0.01772352338102861,-0.4894753553915974,0.0032766394333927015,-0.005651623123577014,-0.02044020469762621,-0.15095026909537657
17.0,1.0,0.21175567217142816,0.04437683698827374,0.006654122850862478,0.0049271718380398555,0.04357849437861746,0.055895264643373445,-0.022063636029373793,0.28159716882802177,0.08327517549184142,-0.006460396541093136,0.0041186674329179215,0.005485736693007389,0.14739086615119565,-0.002700023602889218,0.005420085166502976,0.025466865668884436,-0.00021479573711343826,0.0006300884526192287,0.263357719737399,-0.007000575680913388,-0.011797481381055262,0.14655778793807414,0.013204747695412994,-0.012629802453739278,-0.029767725335612186,0.07186048040047603
18.0,1.0,0.0923711937092183,0.03575134066735469,-0.009537888028214985,-0.002550463191374488,-0.012794841033307296,-0.011110534841698685,-0.015584651673389786,-0.07733218381307638,-0.013245217646788794,-0.006420032491220983,0.0030265633384672134,-0.004371315957282476,-0.010680484327495928,0.002633226917831917,0.013777900116476083,0.005182754035794568,-0.01063461383358217,-0.024348923207677814,0.2983303051266292,-0.041010613185530446,-0.013752397009607894,0.09642697149681066,-0.0005919351267091389,-0.016397261045940036,-0.03772206723505259,0.056026729690713824
19.0,1.0,-0.13658880878212654,-0.09810606439258472,-0.042177744851668135,-0.0055054283973578755,-0.017774418613654565,0.0002969259214367548,-0.03820875931002478,-0.08498093466703373,-0.0195281527017893,0.0020465708200845265,-0.026061361773629003,-0.0023540434314980115,0.022553163070455184,-0.0034749220080659855,-0.025283769102599895,-0.01865621812002003,-0.01358827765967603,-0.06746789816245174,-0.11341049415982325,-0.2071335941775586,-0.03901647279912621,-0.012735271294994441,-0.0021344406757179287,0.005771032984764011,0.018050118749417983,0.055261668608009906
20.0,1.0,0.11487347396497524,-0.03729119609447993,-0.004961188299289878,-0.0031561323298983975,0.03217553500718915,0.011871808367190921,-0.012569346777675508,-0.009853499321922567,-0.01632796130254759,-0.030191736561951173,-0.005887278319344397,-0.02653512233534011,0.08831537095115848,0.0017504540425183131,-0.013288167188972258,0.007510323252631376,-0.007668930583690089,-0.02350670317902442,0.7448674817331986,-0.04657760887946584,-0.012256085485954936,0.5929073278690067,-0.0038194458471337623,-0.01605985429798313,-0.03547778116577953,0.046596579623053413
21.0,1.0,0.1682740369893442,0.031075657526309905,-0.002576356181996658,-0.0007825567019357313,-0.01831477229777687,0.0018257603833379552,0.056751167269399286,0.20552933191308373,-0.011037320509369017,-0.010635444971112974,-0.00270383312132278,0.018122581572991455,0.04162776556141903,0.013380085308104262,-0.0033148340652748233,-0.0025871149195643576,0.022770821295321535,-0.03440616806411172,0.27171495582647726,-0.03348481009340977,-0.011318947909114193,0.25695665009306057,-0.00821819329281459,0.016363777092879825,-0.01787941727318964,0.07270696856182883
22.0,1.0,0.03992414574554281,-0.0872588191204504,-0.007442724408347949,0.004227620966927331,0.006234846644124778,-0.009804734847798252,-0.022473272351385132,-0.05126689753947959,-0.01778826773200044,-0.005383349330733345,0.007520894485420053,-0.001936618040994046,-0.013172920439662084,-0.010111178469911603,-0.01062205857700847,0.00649342996716593,-0.006544519719830919,-0.0475058031605163,-0.04387653672974362,-0.026533579102737775,0.004472021157195324,0.0020438491206625515,-0.01581222326227795,-0.004276645911936911,-0.021592453858868977,0.058275116219693376
23.0,1.0,-0.07504641159408275,0.042291470239296955,-0.02623380949003404,0.016893892010153982,-0.01259619068357799,0.009629470465184056,0.01951001760752121,-0.0646224371086388,-0.015450529692179521,0.014366789010117188,0.01311116559976698,0.004425093215563595,0.002580131892753623,-0.006911963253170333,0.010964659491738528,0.00037306576343435984,-0.0002717202872949213,0.004667104966534032,-0.07070195602980252,0.04410454710687131,0.00987523006958067,0.02172542080802055,-0.002178478900063316,-0.005917269305909869,0.03119734416377358,0.06863783059989235
24.0,1.0,-0.22757055902407097,0.04336893851934945,7.097081225674147e-05,-0.010004334718454307,-0.0045552102340727044,0.006995460955528813,-0.022589065070255817,-0.0646038594104874,-0.0015720798714655192,0.021565755980838822,0.01782055630210788,0.01814087172033163,-0.014894416469541545,0.0012956293586723893,0.005635255356233796,-0.009355718036765527,0.003934221394119385,9.257852060164294e-05,-0.08224094626521854,0.041497785360304566,0.012709678278106196,0.011784650291193514,-0.01757471214580937,-0.0067614667658562055,0.023826709217196516,0.06082624664180483
25.0,1.0,0.07725271727580434,0.02455371366899055,-0.015464974634754054,0.00030406530554628625,-0.012731425276295484,0.01721872804470455,-0.03196773111628687,-0.07208985911880963,-0.00045327845092097015,-0.004686745460128541,-0.006151841608246035,0.004806878230883052,-0.00886542164377351,-0.012903240742101973,-0.003375869177397763,-0.002735921581459847,-0.002050981591550371,0.031279146319821774,-0.10403054932092425,0.02473799934696023,0.0018393668044552399,-0.06414087446827854,0.0016262123705318469,-0.006335860599577135,0.03691967909282978,-0.049758290632151106
26.0,1.0,-0.00708059368532105,0.03780636145296562,-0.006006175901417491,0.013286110204787278,-0.0012600222256437077,-0.0066334781569911214,-0.02090220357930811,-0.06427637643677835,-0.022431288993154844,0.0023817268840602614,0.013366970087765271,-0.006596149281354922,-0.01200543967789305,-0.0037593805723360406,0.00043494235222673477,-0.009221716887894478,-0.007886404464166528,0.0024703361171485943,-0.05465572581580874,0.041244993774968534,0.025223770854968946,0.025229698848650537,0.004695879124205952,-0.006704984105117945,-0.01756874508929691,0.06514981111554463
27.0,1.0,0.08523494502861705,0.04056349594442218,0.006437012783913014,0.02056798233446436,-0.0040521208861305225,0.0077527008276210025,-0.012316450603083002,-0.06470706595484706,-0.013751794547207688,0.004944017810789703,-0.021048088864901837,0.0018379577927522075,0.003371560300195562,0.0017867252952501178,0.011579359944745323,-0.00041031296307683353,-0.008402953364999594,0.05352950839972305,-0.06639572692614068,0.029431960020618375,0.025870255119426196,0.02131329146487501,7.63333638074316e-05,-0.007718637128563028,0.045201084073879065,0.06223025087819992
28.0,1.0,0.19592069242855054,0.03858869151961734,0.0013845927889813508,-0.012472867780627499,-0.0018173982993876794,0.025195184408572577,-0.019283017696062252,-0.0612387515604431,0.002532634526086911,0.0015899609958998718,0.007489534879947994,0.023165059512620337,-0.009581491276289789,-0.0053964495976693136,0.0014284241741467315,-0.008086414774831779,-0.00581567458653781,0.04794758931571137,-0.015954224478795305,0.04192171950824165,0.02169933933042714,0.043000832802113746,-0.016376110175056108,-0.008210539233510965,-0.005893809173864872,0.06799466631831437
29.0,1.0,0.19577444968078145,0.04068843275555832,0.004992062105700154,0.0033384493826889685,-0.0027101943307820267,0.023243073853158065,-0.015376161668193234,-0.06487993382998034,-0.007337488457868104,0.007219018352835887,-0.027405447896351028,0.00895914898740223,-0.00484010048488646,0.006429984831420706,0.0007767941300996275,-0.006708030497691928,0.017733086083767915,-0.0033510348697088875,0.07255456569451514,0.04238071372300065,0.019584672028991272,0.05837041451432876,0.006168048464169472,0.015434148205407632,-0.020267399274490488,0.06608530106624938
30.0,1.0,0.17739386498231746,0.043206554145065204,0.004074918880949171,-0.0014891698520440623,-0.005520692936427771,0.022108650448981543,0.049382545697679005,-0.055985952779458475,0.01423781797461071,-0.0034464081364262477,0.009754391713782411,0.02396081659280578,-0.0010807226131883375,0.024274866347802588,-0.006275876829978542,0.0003975830807497764,0.012334999998445692,0.048257033472574734,-0.018040953289496654,0.03818213553310204,0.017691340615937738,0.04810831507594512,-0.006257207249997135,0.016906839317769665,0.021943002371498547,0.07163562558531371
