f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.05573376369400716,0.020626446656355886,-0.020845935654997195,0.2404348609248888,0.03918429304903338,0.008317296389039086,0.21826778196488006,-0.009982651421483546,-0.016634048213324436,0.012853903099548604,-0.005626690689816902,-0.0027117116413458925,0.05017028399327526,0.09690846394620951,-0.002128076389717199,-0.0003314029499343506,0.007132795351741054,-0.026825074272632567,0.9002964503865404,0.062264760197158556,-0.01744387701861272,0.26787198510754523,0.01695275356931361,0.017997076985302125,0.06751171177705832,0.05138237371679002
2.0,1.0,-0.09031055256577261,0.039701297895098416,-0.030342006988323917,0.055710644309542943,-0.0071658067686994785,0.01158722094543465,-0.025362618905446305,-0.05592599537190215,-0.011671949872531251,0.034702996349016774,0.03583847742958877,0.0188720259780286,0.01565738559037678,0.005889197751224948,0.00837208943615445,-0.0009777434403481914,0.008068596866668231,-0.00685273655513868,2.051918579294085,0.06400166420585975,-0.019279402761005794,1.4876681116067478,0.0003283122544033108,0.01899115251015038,0.0952254573439264,0.03363771376937941
3.0,1.0,0.19329543250387923,0.019325222634049205,0.00034996036950427794,0.004212009783259735,0.038846424028676066,0.04479651294211059,0.06927542819205078,0.2825633912575835,0.054908521973643334,-0.006490529326554927,0.004753642688558593,0.032344089111728945,0.13139855015637614,0.022993504452503914,0.013333631980434732,0.02445208534817845,0.005167142555498959,0.015999366416988656,0.26306180543385943,-0.01694071417234908,-0.011198087669552943,0.13804738437475755,0.006604700318462533,-0.01250864745518523,-0.029172745888298178,0.07225773234289908
4.0,1.0,-0.11775228513359347,0.03280994152635332,-0.045483230282581694,0.012791417806952015,-0.01195815440394028,-0.0182249557491221,-0.005762221166864235,-0.07488350323458261,-0.021459207367186803,0.002474688001336482,0.0055506152487921085,-0.0018399718586260992,-0.01276162999873616,0.02155048685806629,-0.00218994027648153,-0.0038102160941132987,-0.00646656708589445,-0.002978112334788006,-0.06955825944653901,0.03019801276101728,0.0073821959193522205,0.006492140368366325,0.0035479507436451648,-0.007476139827536588,-0.02203156435298027,0.05728981087467987
5.0,1.0,0.10623995605406565,-0.006733204435673222,0.030316460146326066,-0.0058526447593368405,-0.0041700746919089374,0.0011973076156883702,-0.017765280068712853,-0.03257985407615967,0.014012032798577012,-0.004124610228103624,-0.0041224621812542385,-0.04324915249649846,-0.07699447556531526,-0.03093338646188821,0.004228913346803297,0.003991543239093185,-0.005266490191873265,-0.023750211096195142,-0.70363271413894,0.03405508310353917,-0.011092852997159085,-0.48215426761399954,0.023999253418905186,-0.006351119635437628,-0.004356635107569119,-0.13661846192085866
7.0,1.0,-0.36345934164399857,0.005168246224402348,0.005702155806758053,-0.009154033948898854,-0.007601135735592761,-0.001511453860956524,-0.03450819574309771,-0.038993022231270914,-0.012231477541760138,-0.000745638054183455,-0.02096785637403201,0.0020915708363491137,-0.0021786462737070603,0.02854423643280373,0.010500328305459718,0.003097644889643928,0.0010697496234992774,0.0303755485537073,-0.6029928444773586,0.02463287643259428,-0.03056064660938934,-0.2508090418543651,0.005789586585301926,0.008640604062553618,-0.005917558433483712,-0.03275459472210183
8.0,1.0,-0.31143446031897254,0.003895857862758625,0.02610328933811293,-0.011509560067952125,-0.0008420866271791365,-0.0031930846326975633,-0.020199373532762736,-0.031681326071322444,-0.004922170818822704,0.004528635544787659,0.017782416348672232,0.007873669677626913,-0.002477340215684973,-0.013902925065765051,0.021359946217881034,-0.00026423673486477813,0.013032806916339276,0.09810835604580496,-0.5986793553947725,0.06151672970098954,0.018889239111140266,-0.3793445593808918,0.0067532270027252095,0.009531938426565197,-0.004784943693362156,-0.0861748501066535
9.0,1.0,-0.2227476268063245,-0.004541280712811691,-0.09802675154362922,-0.017982142145206978,-0.0025551881875287316,-0.02652506050362877,-0.016554620320221983,-0.03234489044285964,-0.01290698405755086,0.000899584139383373,0.0203151514652319,-0.005141430175005359,-0.006426749439195873,-0.014819479852086008,0.01291923645605579,-7.492105648937062e-05,-0.007260487139395104,0.09729649353815739,-0.698515671123203,0.05382216309467009,0.017671759476219913,-0.3835394724438213,0.007622609777880613,-0.004929475948791599,0.025208009590626794,-0.09269807429738555
10.0,1.0,0.16720587940697695,0.007878273482433674,-0.015585356399259592,-0.0030743402697155416,-0.001466478620171098,0.010130759373470358,-0.02098037005294258,-0.05746757645975164,0.0038373781535306927,-0.004551161832858198,-0.008315070454103197,-0.007684368718412349,-0.023520647440028433,-0.024840987289717648,0.0032863165051258657,-0.007174695878532136,-0.0033327507067780603,-0.009746462316806733,-0.02467978612580119,0.04167952898263085,0.01709167580285941,0.02215350458976247,0.003621503686361672,-0.009443211683397314,-0.006616802300466213,0.06393728583160313
11.0,1.0,0.18171320665393048,0.009229686913595957,-0.015231925352285375,-0.002125502843913194,-4.7641053548322636e-05,0.011209347570322565,-0.019178933608859312,-0.03362968102154822,0.00734073658924782,-0.004280949554922705,-0.007084226106621554,0.005325142992556651,-0.018421873053487425,-0.021949640996200486,0.004444943432490641,-0.004848965849206959,2.1386944631592215e-05,0.006522768681055361,-0.047932321741566225,0.04421831557941331,0.018735553638273252,0.039610504747040934,0.005737312891821239,-0.00827588401300659,0.02703560964613087,0.06869933752685854
