feature_name,feature_importance,rank,fold_number
ela_meta.quad_simple.cond,0.0130721566016565,14,7
ela_meta.lin_simple.coef.max_by_min,0.0106755867722438,15,7
ela_level.mmce_qda_10,0.0104046477976246,16,7
ela_level.qda_mda_25,0.007153548167868,17,7
ela_meta.lin_simple.adj_r2,0.007106789319805,18,7
ela_level.mmce_mda_50,0.0063893303760458,19,7
ela_level.lda_mda_25,0.0055164750598275,20,7
ela_level.mmce_lda_10,0.0047013778213946,21,7
ela_level.qda_mda_50,0.0038160139058772,22,7
ela_level.mmce_lda_25,0.0036410629936761,23,7
nbc.nn_nb.cor,0.0036015268400902,24,7
pca.expl_var_PC1.cor_x,0.0035326044110613,25,7
nbc.nb_fitness.cor,0.0017924910096314,26,7
ela_level.lda_qda_10,0.0006095965390854,27,7
ic.eps.s,0.5864364508945958,1,8
ela_meta.lin_simple.intercept,0.5491226014571262,2,8
pca.expl_var_PC1.cov_init,0.1754904442026263,3,8
disp.ratio_mean_10,0.1619380979703585,4,8
ela_meta.quad_simple.cond,0.0359258480742204,5,8
pca.expl_var_PC1.cor_init,0.0334579850539522,6,8
ela_level.lda_qda_25,0.0300335525805147,7,8
ela_meta.lin_simple.coef.max_by_min,0.0287663386141779,8,8
ela_level.lda_qda_10,0.0255699873055281,9,8
ela_distr.skewness,0.0240718872416286,10,8
ela_level.lda_mda_50,0.0173687961495914,11,8
ela_level.lda_qda_50,0.0152257733750646,12,8
ela_level.mmce_lda_25,0.0125554515240155,13,8
ela_distr.number_of_peaks,0.0122286191257119,14,8
ela_level.mmce_lda_50,0.0099965444426118,15,8
ela_level.mmce_mda_10,0.0079291821527601,16,8
ela_meta.quad_w_interact.adj_r2,0.0075092544585336,17,8
ela_level.mmce_mda_50,0.0074270992327141,18,8
nbc.nn_nb.cor,0.0061051254925549,19,8
ela_level.lda_mda_10,0.0043210673856619,20,8
ela_level.lda_mda_25,0.0042691571123697,21,8
nbc.nb_fitness.cor,0.0039192706332591,22,8
pca.expl_var.cor_init,0.0038724202868152,23,8
ela_level.qda_mda_50,0.0037364010591669,24,8
ela_level.mmce_qda_10,0.0019526041726064,25,8
pca.expl_var_PC1.cor_x,0.0017029254300361,26,8
ela_level.qda_mda_25,0.001666152993174,27,8
ela_meta.lin_simple.intercept,0.7648898125104587,1,9
ic.eps.s,0.562523678070472,2,9
ela_distr.skewness,0.2113809472653174,3,9
pca.expl_var_PC1.cov_init,0.1474389537954287,4,9
ela_meta.lin_simple.coef.max_by_min,0.0505641331041138,5,9
ela_level.lda_qda_10,0.0427228245073205,6,9
ela_distr.number_of_peaks,0.042382786842105,7,9
ela_level.lda_mda_50,0.0382727781207854,8,9
pca.expl_var_PC1.cor_x,0.0238193295549988,9,9
ela_level.lda_qda_50,0.0219403161217219,10,9
ela_level.lda_qda_25,0.0209453337712471,11,9
ela_level.lda_mda_10,0.017861404118582,12,9
ela_level.mmce_lda_25,0.0126843932994562,13,9
ela_meta.quad_w_interact.adj_r2,0.011866538358743,14,9
ela_level.lda_mda_25,0.0115409839778513,15,9
nbc.nn_nb.sd_ratio,0.0088624921032523,16,9
ela_meta.quad_simple.cond,0.0081398484458577,17,9
ela_level.mmce_lda_10,0.007810370303534,18,9
ela_level.mmce_mda_50,0.0067082584445414,19,9
ela_meta.lin_simple.adj_r2,0.0063518602215099,20,9
nbc.nb_fitness.cor,0.0062984955410177,21,9
pca.expl_var.cor_init,0.0060405756303853,22,9
ela_level.qda_mda_50,0.0056500988534635,23,9
ela_level.qda_mda_25,0.0050276901800473,24,9
ela_level.mmce_lda_50,0.0019250770203659,25,9
ela_level.mmce_qda_10,0.0005974830809067,26,9
disp.ratio_mean_10,0.1366662260505608,1,10
ela_level.lda_mda_50,0.0754471269098701,2,10
pca.expl_var_PC1.cov_init,0.0692735921145981,3,10
ela_meta.lin_simple.intercept,0.0608394951170649,4,10
ela_level.mmce_mda_50,0.0495514354568136,5,10
ic.eps.s,0.0356120773242452,6,10
ela_level.lda_qda_25,0.0346322421634453,7,10
ela_level.lda_qda_10,0.0294722321622491,8,10
ela_distr.number_of_peaks,0.0292785129892605,9,10
ela_level.mmce_qda_10,0.0273971573832563,10,10
ela_distr.skewness,0.0246397812914914,11,10
ela_meta.quad_simple.cond,0.0185750326502008,12,10
nbc.nn_nb.cor,0.0173298307528277,13,10
ela_level.qda_mda_25,0.0164676956678838,14,10
ela_meta.lin_simple.adj_r2,0.0142751512098279,15,10
ela_level.lda_mda_25,0.008143343478295,16,10
nbc.nb_fitness.cor,0.0066334519549197,17,10
ela_level.mmce_lda_50,0.0058490831947525,18,10
ela_level.lda_mda_10,0.0056978108010312,19,10
ela_level.lda_qda_50,0.0053651742794659,20,10
ela_meta.quad_w_interact.adj_r2,0.003926004112167,21,10
pca.expl_var.cor_init,0.0024533170947448,22,10
ela_level.qda_mda_50,0.0019180197371355,23,10
ela_meta.lin_simple.coef.max_by_min,0.0016406492624864,24,10
pca.expl_var_PC1.cor_x,0.0011822275370754,25,10
ela_level.mmce_lda_10,0.0007877112623067,26,10
ela_level.mmce_lda_25,0.0006463344920038,27,10
ela_meta.lin_simple.intercept,0.1286441425190203,1,11
disp.ratio_mean_10,0.0896839291834749,2,11
ela_level.lda_mda_50,0.0863085045491289,3,11
ic.eps.s,0.0818909114977361,4,11
pca.expl_var_PC1.cov_init,0.0705256553658836,5,11
ela_level.lda_qda_25,0.0452746771995235,6,11
ela_level.mmce_qda_10,0.0412426765103768,7,11
ela_level.mmce_mda_50,0.0325436525640903,8,11
ela_level.lda_qda_10,0.0259254137981317,9,11
pca.expl_var_PC1.cor_x,0.0191455190238307,10,11
ela_meta.quad_simple.cond,0.0172959376900883,11,11
ela_distr.number_of_peaks,0.0170326201199954,12,11
ela_level.qda_mda_25,0.016368940537147,13,11
ela_distr.skewness,0.0124306262074293,14,11
pca.expl_var.cor_init,0.0118091853304849,15,11
ela_meta.lin_simple.adj_r2,0.0099853686614144,16,11
nbc.nb_fitness.cor,0.0094101692520777,17,11
ela_level.lda_mda_10,0.0077864550497183,18,11
ela_level.mmce_lda_50,0.0065419448785102,19,11
ela_meta.lin_simple.coef.max_by_min,0.0038085526029316,20,11
ela_level.lda_qda_50,0.0027514969190875,21,11
ela_level.lda_mda_25,0.0026376316983656,22,11
ela_level.mmce_lda_10,0.0019249593952599,23,11
ela_level.mmce_lda_25,0.0017091603897221,24,11
ela_meta.quad_w_interact.adj_r2,0.0013489610680455,25,11
ela_level.qda_mda_50,0.0003839986989324,26,11
ela_meta.lin_simple.intercept,0.6409001807974288,1,12
ic.eps.s,0.568882301719289,2,12
disp.diff_mean_10,0.1360027177409542,3,12
pca.expl_var_PC1.cov_init,0.1288279250380312,4,12
ela_level.mmce_mda_50,0.0410685781231578,5,12
ela_level.mmce_qda_10,0.0313006856892263,6,12
ela_level.lda_qda_25,0.0285501287466904,7,12
ela_level.lda_qda_10,0.0254846389998036,8,12
ela_distr.skewness,0.0236442852831476,9,12
ela_distr.number_of_peaks,0.0221267675596325,10,12
ela_level.mmce_lda_25,0.0121218417665522,11,12
ela_level.mmce_lda_50,0.0114842183295171,12,12
nbc.nn_nb.cor,0.0097998511665735,13,12
ela_meta.lin_simple.adj_r2,0.0070028564201357,14,12
pca.expl_var_PC1.cor_x,0.0063904603047094,15,12
nbc.nb_fitness.cor,0.0062102797211636,16,12
ela_meta.lin_simple.coef.max_by_min,0.0059241919893175,17,12
ela_meta.quad_w_interact.adj_r2,0.0053802118151421,18,12
ela_level.lda_mda_25,0.0045871636009658,19,12
ela_level.qda_mda_25,0.0041192298825642,20,12
ela_meta.quad_simple.cond,0.0037326048788337,21,12
ela_level.lda_qda_50,0.0037021154789447,22,12
ela_level.qda_mda_50,0.0032032263585028,23,12
ela_level.mmce_lda_10,0.0025216879265496,24,12
ela_level.lda_mda_50,0.0024359075210673,25,12
ela_level.lda_mda_10,0.0019125924558344,26,12
pca.expl_var.cor_init,0.0010090210442345,27,12
ela_meta.lin_simple.intercept,0.5967907561474824,1,13
ic.eps.s,0.477606149382245,2,13
nbc.nn_nb.cor,0.208558971073086,3,13
disp.ratio_mean_10,0.1228060585212537,4,13
ela_meta.lin_simple.adj_r2,0.0825164823941718,5,13
pca.expl_var_PC1.cov_init,0.0734580525444649,6,13
ela_distr.skewness,0.0556190530121144,7,13
ela_distr.number_of_peaks,0.0296894699082984,8,13
ela_level.lda_qda_25,0.0272927545082535,9,13
pca.expl_var_PC1.cor_x,0.0239870487309379,10,13
ela_level.mmce_lda_50,0.0197276707564986,11,13
ela_meta.quad_w_interact.adj_r2,0.0169245736186098,12,13
ela_level.lda_mda_10,0.0163724552216546,13,13
ela_level.qda_mda_25,0.0135557362372389,14,13
ela_level.lda_mda_25,0.0123393797821194,15,13
pca.expl_var.cor_init,0.0084357904889209,16,13
ela_level.mmce_mda_50,0.0082646171702018,17,13
ela_level.mmce_qda_10,0.00587379973464,18,13
ela_meta.quad_simple.cond,0.0057699193075542,19,13
ela_level.lda_qda_10,0.0051465313762526,20,13
ela_level.mmce_lda_10,0.0036852479442025,21,13
ela_level.lda_mda_50,0.0036686075944568,22,13
ela_level.qda_mda_50,0.0029514842518216,23,13
nbc.nb_fitness.cor,0.0027297104834377,24,13
ela_level.lda_qda_50,0.0019740401809859,25,13
ela_level.mmce_lda_25,0.00144786782665,26,13
ela_meta.lin_simple.coef.max_by_min,0.000843371790375,27,13
ic.eps.s,0.6115181227246429,1,14
ela_meta.lin_simple.coef.min,0.3465408210506588,2,14
disp.ratio_mean_10,0.2595468792483591,3,14
nbc.nn_nb.cor,0.1902318466703521,4,14
pca.expl_var_PC1.cov_init,0.1292380993080527,5,14
ela_distr.skewness,0.0819872379252324,6,14
ela_level.lda_mda_10,0.046179833095715,7,14
ela_level.lda_qda_50,0.0322284239659015,8,14
ela_level.lda_mda_50,0.0254966971104634,9,14
ela_level.qda_mda_25,0.0181378087183849,10,14
ela_meta.lin_simple.adj_r2,0.016717366583026,11,14
ela_level.lda_qda_25,0.015367921904852,12,14
ela_meta.quad_simple.cond,0.0139967244541612,13,14
ela_level.mmce_lda_25,0.0077995714207882,14,14
ela_level.lda_qda_10,0.0068440549489115,15,14
ela_level.qda_mda_50,0.0066562515188422,16,14
ela_level.mmce_mda_50,0.0056489452432043,17,14
ela_level.mmce_mda_10,0.0052234520256343,18,14
ela_meta.quad_w_interact.adj_r2,0.0032103426603759,19,14
ic.h.max,0.0028579252772343,20,14
ela_meta.lin_simple.coef.max_by_min,0.0027231185726978,21,14
pca.expl_var_PC1.cor_x,0.0025923104018214,22,14
ela_level.mmce_lda_50,0.0023454948683033,23,14
pca.expl_var.cor_init,0.0014567954483992,24,14
ela_level.lda_mda_25,0.0013363314761012,25,14
ela_level.mmce_qda_10,0.000511614960392,26,14
nbc.nb_fitness.cor,8.047875821207593e-05,27,14
ela_meta.lin_simple.intercept,0.1622306511405756,1,15
ic.eps.s,0.1482798087449826,2,15
pca.expl_var_PC1.cov_init,0.064046362851273,3,15
ela_level.lda_qda_50,0.0488405108107977,4,15
ela_level.lda_qda_25,0.046179366498122,5,15
ela_level.lda_mda_50,0.0337658459395077,6,15
disp.ratio_mean_10,0.0330663366141795,7,15
nbc.nn_nb.cor,0.0303956769972614,8,15
ela_level.lda_qda_10,0.0241090245642382,9,15
ela_distr.skewness,0.0236691140257911,10,15
ela_meta.quad_simple.cond,0.0199988013734025,11,15
ela_distr.number_of_peaks,0.0191524810207238,12,15
ela_level.mmce_mda_50,0.0173650672098278,13,15
pca.expl_var.cor_init,0.0170187644110712,14,15
ela_level.mmce_qda_10,0.0146860580222948,15,15
ela_level.mmce_lda_50,0.0120539270577603,16,15
ela_meta.lin_simple.adj_r2,0.006790235486333,17,15
ela_meta.quad_w_interact.adj_r2,0.0063836910298815,18,15
ela_level.lda_mda_10,0.005098644418266,19,15
nbc.nb_fitness.cor,0.0047017525782279,20,15
ela_level.qda_mda_50,0.0030763791796251,21,15
ela_meta.lin_simple.coef.max_by_min,0.0028652416924906,22,15
ela_level.lda_mda_25,0.0021592540417665,23,15
ela_level.mmce_lda_10,0.0015162945587177,24,15
pca.expl_var_PC1.cor_x,0.0011200570005845,25,15
ela_level.mmce_lda_25,0.00065952962454,26,15
ela_level.qda_mda_25,0.0004117401641258,27,15
ela_meta.lin_simple.intercept,0.6588945970764448,1,16
ic.eps.s,0.610668821232338,2,16
ela_distr.skewness,0.0871407661957859,3,16
pca.expl_var_PC1.cov_init,0.0788802295636217,4,16
disp.diff_median_25,0.062305187349546,5,16
pca.expl_var_PC1.cor_x,0.0494754389291254,6,16
ela_distr.number_of_peaks,0.0299375386496902,7,16
ela_level.lda_qda_25,0.0295497950642416,8,16
ela_meta.lin_simple.coef.max_by_min,0.0229523475326577,9,16
nbc.nn_nb.cor,0.0210271115266503,10,16
ela_level.lda_qda_10,0.0188715289565639,11,16
nbc.nb_fitness.cor,0.0176460113421744,12,16
ela_level.lda_mda_50,0.0152962803140611,13,16
ela_meta.quad_w_interact.adj_r2,0.0136639948916779,14,16
ela_level.mmce_mda_50,0.0110625894778926,15,16
ela_level.lda_qda_50,0.0102001047621059,16,16
ela_level.lda_mda_10,0.0093929324177279,17,16
ela_level.mmce_lda_25,0.007759204487285,18,16
ela_level.lda_mda_25,0.0048115273436643,19,16
ela_level.mmce_lda_10,0.0026184921811936,20,16
ela_level.qda_mda_25,0.0008341031680881,21,16
ela_meta.lin_simple.adj_r2,0.0007618963608974,22,16
ela_level.mmce_lda_50,0.0007134456543257,23,16
ela_level.qda_mda_50,0.0006634346888224,24,16
pca.expl_var.cor_init,0.0003104209322394,25,16
ela_level.mmce_qda_10,0.0002483754471226,26,16
ela_meta.quad_simple.cond,0.0001734318868929,27,16
pca.expl_var_PC1.cov_init,0.2974838662566956,1,17
ic.eps.ratio,0.268115737860171,2,17
disp.diff_median_25,0.117768357355911,3,17
ela_meta.lin_simple.coef.min,0.0979518091327453,4,17
ela_level.lda_qda_25,0.0854024159601686,5,17
ela_level.lda_qda_10,0.0494316754411609,6,17
ela_distr.number_of_peaks,0.0459945347111358,7,17
ela_level.lda_mda_25,0.0415619866259635,8,17
ela_level.mmce_qda_10,0.0281375606485774,9,17
ela_level.lda_mda_50,0.0246800708834083,10,17
ela_level.lda_mda_10,0.0224140932110501,11,17
ela_level.mmce_mda_10,0.0132070226888942,12,17
ela_level.qda_mda_50,0.0110110712413903,13,17
ela_meta.quad_w_interact.adj_r2,0.0100341681756171,14,17
ela_level.mmce_lda_25,0.0093480415832571,15,17
ela_level.mmce_mda_50,0.0086607623251052,16,17
ela_meta.lin_simple.coef.max_by_min,0.0060902975478859,17,17
ela_level.qda_mda_25,0.0053876752782004,18,17
pca.expl_var.cor_init,0.0039060751113434,19,17
pca.expl_var_PC1.cor_x,0.0034065300820174,20,17
nbc.nn_nb.cor,0.0028448579434922,21,17
ela_level.mmce_lda_50,0.0026257331343745,22,17
ela_distr.skewness,0.0018564698398716,23,17
ela_level.lda_qda_50,0.0014956485175755,24,17
ela_meta.quad_simple.cond,0.001232403573313,25,17
ela_meta.lin_simple.adj_r2,0.0007632748855536,26,17
nbc.nb_fitness.cor,0.0002229351887328,27,17
ic.eps.ratio,1.0365886194357026,1,18
ic.eps.max,0.3037718878654491,2,18
pca.expl_var_PC1.cov_init,0.1641661703520737,3,18
disp.ratio_mean_10,0.0633134630496401,4,18
ela_level.lda_qda_10,0.039446162720076,5,18
ela_level.qda_mda_50,0.0284580806225775,6,18
ela_level.mmce_lda_50,0.023369702303819,7,18
nbc.nb_fitness.cor,0.0232672292267502,8,18
nbc.nn_nb.cor,0.0227925204713882,9,18
ela_level.lda_qda_25,0.0218679452125657,10,18
ela_level.mmce_mda_50,0.0212517993172104,11,18
ela_distr.number_of_peaks,0.0207364841066647,12,18
ela_level.lda_qda_50,0.0190836365167791,13,18
ela_meta.lin_simple.coef.max_by_min,0.0183330632678703,14,18
ela_level.mmce_lda_25,0.0150093251526203,15,18
ela_level.lda_mda_50,0.0146307551401419,16,18
ela_level.qda_mda_25,0.0122216885446962,17,18
ela_level.mmce_lda_10,0.0112045861250893,18,18
pca.expl_var.cor_init,0.0085891584127118,19,18
ela_meta.quad_w_interact.adj_r2,0.0078626154216956,20,18
ela_distr.skewness,0.0076680989986281,21,18
ela_level.lda_mda_25,0.005902671360202,22,18
ela_meta.quad_simple.cond,0.0034713189993967,23,18
ela_level.lda_mda_10,0.0027195285671802,24,18
ela_level.mmce_qda_10,0.0019762803590543,25,18
pca.expl_var_PC1.cor_x,0.0017046982872458,26,18
ela_meta.lin_simple.adj_r2,0.0012077071997351,27,18
ic.eps.s,0.1885637424987064,1,19
pca.expl_var_PC1.cov_init,0.111995880283385,2,19
ela_level.mmce_mda_50,0.0556438147019978,3,19
ela_level.lda_qda_25,0.0524288514582625,4,19
ela_level.qda_mda_50,0.0381049257536634,5,19
ela_level.mmce_mda_10,0.0324440206943546,6,19
ela_meta.lin_simple.intercept,0.0300011635810667,7,19
ela_level.lda_qda_50,0.0271406781604364,8,19
ela_distr.number_of_peaks,0.0268169372386262,9,19
ela_level.lda_mda_25,0.0236417931434935,10,19
ela_level.mmce_qda_10,0.0207072066202801,11,19
ela_level.lda_qda_10,0.0198898259024428,12,19
ela_meta.lin_simple.coef.max_by_min,0.0194331805621905,13,19
ela_meta.quad_simple.cond,0.0158158880658646,14,19
pca.expl_var_PC1.cor_x,0.0157429479524662,15,19
ela_distr.skewness,0.0136622441533321,16,19
ela_meta.quad_w_interact.adj_r2,0.0129929794317728,17,19
ela_level.lda_mda_50,0.0117641961024935,18,19
pca.expl_var.cor_init,0.0075300078999504,19,19
pca.expl_var_PC1.cor_init,0.0071474405692318,20,19
nbc.nb_fitness.cor,0.006370575124674,21,19
ela_level.mmce_lda_50,0.0056664259661392,22,19
ela_level.qda_mda_25,0.0048769748323911,23,19
ela_level.mmce_lda_25,0.0038199391834165,24,19
nbc.nn_nb.cor,0.0029668073612532,25,19
ela_level.lda_mda_10,0.0007360588923427,26,19
disp.ratio_mean_10,0.0001981151205233,27,19
ic.eps.s,1.4448361737620825,1,20
ela_meta.lin_simple.intercept,1.2840358291050349,2,20
ela_distr.number_of_peaks,0.1391448993294588,3,20
ela_level.lda_mda_25,0.1274864564749337,4,20
ela_level.mmce_mda_50,0.1215535700643744,5,20
disp.ratio_mean_10,0.0997232512151893,6,20
