f_id,i_id,disp.diff_median_25,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
17.0,1.0,0.117768357355911,0.04599453471113582,0.0018564698398716765,0.02241409321105013,0.041561986625963554,-0.024680070883408366,-0.04943167544116099,0.0854024159601686,0.0014956485175755267,-0.009348041583257187,-0.0026257331343745626,0.013207022688894276,0.00866076232510524,-0.028137560648577448,0.005387675278200439,-0.011011071241390353,-0.0007632748855536887,-0.006090297547885997,-0.09795180913274537,0.0012324035733130316,-0.01003416817561717,0.26811573786017107,0.00022293518873287466,-0.0028448579434922445,0.003906075111343443,-0.0034065300820174064,0.2974838662566956
