f_id,i_id,disp.diff_median_25,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.052964629842708846,0.030064465129521715,0.0790756619096166,0.0042485280213583,0.06614222047459585,-0.0194116130197001,0.2331152866485163,-0.007532586019540143,0.0036884558035647783,0.00471661582366557,0.01923209335040514,0.015333149974115497,-0.023097603164811256,0.1988771451611655,0.014346958807596316,0.004611339025220438,-0.026042829681922588,-0.01267053447142928,0.8756603570867413,-0.002299747850274455,-0.010494984924581634,0.2603830820195319,0.019164378158833716,-0.03378321364820582,0.0073291767129579875,0.03780396887817051,0.2671908625975684
2.0,1.0,-0.10416212761393732,0.009869515049915706,0.011014265599458947,-0.05743178432997117,-0.002686474010299688,0.002409285373481433,-0.03756560584688843,-0.006287821789323294,-0.027971539247108317,0.06316105089733935,0.00413726008659961,-0.007599968977708201,0.0159558849332175,0.004100933008871886,0.028703668178965577,0.007151319221714766,0.029567414381545993,-0.0011302256285655797,1.8745011258655673,0.0011843381096536781,-0.010430472654862695,1.623272889575882,0.03709723554301671,0.09784156513416419,0.00980355672692995,0.0458843495575647,0.19667077264353836
3.0,1.0,0.12615684642458772,0.02549601048049392,-0.0012291451039062864,0.03561397900492706,0.05211017277724434,-0.04198274879927053,0.17542098347067295,0.09334542543938075,0.015515121948102709,-0.017748110197660313,0.03634755413443642,0.01032479086935836,0.006792154918530979,0.04704403116447442,0.024043286771714613,-0.001223625770958494,0.022936113135651855,0.005687350426224816,0.2603808694252083,-0.00020772821205538417,-0.009778666479916284,0.28186774649727114,-0.015300527481863693,0.030971112802198206,0.0029080382350829973,-0.008189154792239597,0.2995180482218276
4.0,1.0,-0.10386111479665862,0.037084057108885723,-0.0006716236368392496,-0.07769624130711095,-0.024420739739196347,-0.017060249751740406,-0.05962288974560286,-0.02244259226179705,0.010518142145910913,-0.005406793962305845,-0.00833303083677664,-0.020213305854948852,-0.0008481548557651077,0.004256061602155036,0.004763932641496833,-0.0008769999926274241,0.0006782078467782816,-0.0008895269253466547,-0.23098001801000653,0.006322112433212855,-0.0016479490594068892,0.014013484571033638,0.00432289035322183,-0.0274634420307888,0.0017699724686700662,0.001882795496103416,0.24752655974810603
5.0,1.0,0.0839838236641856,0.0019647690637787487,0.04900284103206257,0.014601071581739178,0.011642214235329473,0.010077062046853305,-0.03360493205238877,-0.011338371332849964,0.008474048975881845,-0.0018681109050845551,0.021907578611514104,0.0038051350265811113,-0.008878179372385706,-0.021229884892662265,0.0021269240197933294,0.022546446045159922,-0.003896536163172453,-0.012412648152229196,-0.25457456338322054,-0.000773255206561503,0.005736616888238392,-0.5834170011867533,0.01796983157816252,0.020459488989231094,0.0004920480294228136,-0.0016986647935414835,-0.5814725673423136
6.0,1.0,0.04383760330649249,0.0028625018193555027,0.04195129977102037,0.017856616694872773,0.009827373603850133,0.0012369976227478326,-0.0558041644738431,-0.009289405880833733,-0.0010451622393664486,-0.005614717577828613,-0.011410997861873488,0.0029362134225981045,0.0033438298330647565,-0.01742300921998406,0.0034007148651403938,-0.015523113053998271,0.0017769941958686363,-0.012947100382001258,-0.2597998855378815,-0.005518489060272148,0.008398117010193792,-0.5967737019254875,0.005102584114809278,0.010415395238126512,-0.0005977347351322293,-0.0008701117092068329,-0.5852258146483055
7.0,1.0,-0.19827136135713166,0.012497052795833165,0.00201618702245062,-0.08764826112921173,0.0018863953463905375,0.0032897949766898193,-0.04862645518433558,-0.010581920511904135,-0.044178338259957886,0.0004490435844837282,0.005842830310695308,-0.02226473840555419,-0.0015916218412896014,0.0016176115912678365,-0.0005988870466822223,0.0025315691174624885,-0.042730656775499254,0.004078106282332168,-0.26462423502213134,0.0014183609202945225,-0.023583201569968897,-0.031258128865886387,0.002455943781424349,-0.016669495230229172,-0.011531982655548856,0.0011637666565162748,-0.0912113575366935
8.0,1.0,-0.12762991664503232,0.0023707883120378066,-0.00040077843785246573,-0.04248598659236395,0.009518161313582598,-0.0004280303722235101,-0.027659361821747393,-0.0049754506485190746,0.001942158080865341,0.012448227359806408,-0.005517231449272271,-0.0013240990374858124,0.009216667089503248,-0.0007698087042326165,0.008487368355324496,0.001429386925837326,-0.015027478664034274,0.05129045057485962,-0.28188697401956625,0.03133302837695736,0.00687904356925229,-0.4916822194433663,0.005092322939730406,0.014712387293871677,-0.002471078353124948,-0.00166564812570302,-0.4349969495424119
9.0,1.0,-0.12999637478044151,-2.3202299288516468e-05,-0.06441129986099836,-0.0451391229377996,0.008973796694164208,-0.006163691564533597,-0.028734686438276827,-0.006509125523615799,-0.028080293423163635,0.013712827722579628,-0.0033646417776971357,-0.008978273229178598,0.005870435659705765,-0.0024805894267717586,-0.00279193636280579,0.0009716618513934341,0.007013680132644891,0.05817985327037149,-0.2872294312087598,0.03619973002798836,0.00817313439094689,-0.35818055082062794,0.0075405610604825386,0.011274404007742458,-0.0004741030237287605,0.012733090765467947,-0.42953617148707757
10.0,1.0,0.12411542419154802,0.019343544673183763,0.00832591197188104,0.025994686459698064,0.01080138008720903,0.02886017610497079,-0.0374122668858541,-0.014606854306413867,0.029500628839253543,0.0007645573435741734,0.004058193595709004,0.006435499683205757,-0.0035247905442781836,-0.02721890985260042,0.006410838615244801,0.0003114384616171267,-0.005619843987474205,-0.0020327248068998335,-0.2199300081634305,0.012742751119058138,0.005904632991374625,0.046488847737008385,0.016911958965440788,0.01478017191573729,-0.0003960576447719958,0.0058771193075241555,0.2871496057815598
