f_id,i_id,disp.diff_median_25,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
11.0,1.0,0.13045739645276724,0.020186687987217723,0.010379099536961083,0.026938192827716898,0.012447097477970548,0.03953300548483191,-0.0352495808892188,0.010204561979439674,0.03921249730622178,0.0005960130993106676,0.005049663004481025,0.006819020015647024,-0.002170712426702169,-0.02544721541414375,0.008597266614593549,0.001094807689614923,-0.004613857224994789,-0.0022650093747950675,-0.2240663335847853,0.006997637158103175,0.007382807970768488,0.04498572570636472,0.01737085883912785,0.01629320395459221,-0.0006607659706196996,0.017652568228841523,0.29257359990774934
12.0,1.0,0.05632217142105797,-0.0015874119528971014,-0.11808825528978677,0.01427357315682533,0.01057988857703136,0.001701286507611764,-0.036607555312944386,-0.012608488516771916,0.002235620791116635,-0.002271432546465184,0.017684214199873746,0.0023068428044372984,-0.013384628083559301,-0.02358782155820374,-0.001064071518973921,0.0010670723147407732,-0.003746236028860885,-0.016943484799080085,-0.2632218720802601,-0.01035174793781109,0.005452946333066862,-0.6541813779606469,0.004560716751812685,-0.04262159729098969,-4.371193692033796e-05,-0.0026578052635336763,-0.6528795086485418
13.0,1.0,-0.14681603926305778,0.0002731921979126167,-0.09867474157822827,-0.05755746743857045,-0.017013284490375206,0.00042832257015001994,-0.03980911078695924,-0.010194478343210257,-0.015035769011018201,0.0013875908412598068,0.002018038439339777,-0.011714482693815597,-0.010651543935561858,-0.010217549693938767,-0.0005282282239204036,-0.006990440498895427,-0.0331525668153874,-0.027657152730763388,-0.2986577216706792,-0.007793857831382315,-0.031281391042484986,-0.5973024263024259,0.0014400345733904328,0.045177126165450804,-0.003105171004127069,0.010590023436559718,-0.5087697838992471
14.0,1.0,-0.06517405856073803,-0.0010422334238494725,-0.10720409074433847,-0.061728069319859434,-0.017358419316342657,-0.01823448465099193,-0.037387118289756306,-0.008893055225058786,-0.004740430889725627,0.011517440122659869,-0.016463477828902905,-0.009640020397922612,-0.005285677227115696,-0.008842591198108051,0.009168354438111183,-0.016133207779189314,0.00464470893786036,-0.01705464167902268,-0.30180968482060305,-0.0012504683071035084,-0.02855875431392833,-0.5598095381774507,0.006437650178362812,0.05005915201519892,0.000475644753556504,-0.0018444383893856781,-0.48755016638502185
15.0,1.0,-0.23733579832422122,-0.1287034395967626,-0.024221246150905377,-0.05023281375542568,-0.025290380890672554,-0.03510764494141521,-0.04712750505829894,-0.01961641835955096,-0.05977569384938949,-0.011129730424394739,-0.0070217567034086366,-0.003933463907633279,-0.010017102548446555,-0.026158435903746512,-0.006066266180370812,-0.0006145535576208014,-0.0020926502338466397,-0.026123385878173207,-0.22423209511149125,-0.025262992727439686,0.0013415438894783488,-0.03286145145488804,-0.018951962765287236,-0.029844286137880514,-0.00012177946272396768,-0.07960780958163569,0.20314428069961757
16.0,1.0,0.046408647622936866,0.01955573383187175,0.030883091344331804,0.014322090427438983,-0.0018431377559476173,0.0006945549553383672,-0.038038690612934,0.004350189998187339,0.004931686259967824,-0.0027583602390773075,0.01641234189809959,0.0024092390732536055,-0.012937475940020985,-0.02366394192512754,-0.01037422086699054,-0.006799458292758286,-0.003856607613734685,-0.010614932550571153,-0.2596333395963718,-0.0166803712712868,0.006998597269587555,-0.6116001849887925,0.017904924619759933,0.01472222282744821,-0.00013557537042136402,-0.03421793867252959,-0.6023798284114884
18.0,1.0,0.04099896421815863,0.040622444634973484,0.06959919696129035,0.017885461480466734,-0.021056266343492044,0.0009739507638475451,-0.04127720854655938,-0.02396601591206845,0.00024093146555558866,0.0005792911969885117,-0.007401911149893398,0.006117834868418857,0.0036526364020405587,-0.02137526106622851,0.0014692563799669541,0.0011199767584544526,-0.008188718829398102,-0.018108353091622263,-0.1502278704048999,0.001169938850659167,-0.010229236245227865,0.285156561670808,0.007839730862220924,0.011842461335327603,0.0033066491513536523,-0.0008899879628845903,0.29324237464639274
19.0,1.0,-0.09642646538967863,-0.12156219974761037,-0.01727584475813309,-0.07043068847233973,-0.044886068756300565,-0.01569275128601098,-0.04970529640268103,-0.021425772652659027,-0.050728385681235215,-0.0002290095793558958,-0.015919629421019838,-0.02380989765896997,-0.019104320880230615,-0.015820627395918854,-0.023913879415488132,-0.004457831994725787,-0.017692403965485763,-0.029786462598359258,-0.260283837551326,-0.08781197624750693,-0.024419066125700932,-0.01913252775138436,-0.005701858247767508,-0.035003081080581776,-0.008745818566339306,0.012851969634632449,0.21241965856374506
20.0,1.0,0.06914730681805716,-0.043347368246441316,-0.021883126514914752,0.02008720760323281,0.04750109294606615,-0.044444424468265326,-0.04015509474724989,-0.012693881755095457,-0.03863151890362492,-0.005724124454889487,-0.030452053395906207,-0.011710712935136423,-0.013657429609057322,-0.007482343131388651,-0.028259455649054417,-0.00307834637728251,-0.006108951748252697,-0.017808937893697672,0.7156000064654462,-0.007350415103653287,-0.009932395814437577,0.6474984168001584,-0.01887395066250685,0.007449691971129305,-0.013193378508774573,-0.008711339312172542,0.2305376851531768
21.0,1.0,0.12289423547165836,0.010551357105030771,-0.017244680629984722,0.04591605391357661,-0.02052221310382155,0.020053627896548125,0.19165206350094907,0.07746862458458899,0.028915600085704866,-0.012924452276350909,0.02232411168804677,-0.0033164422333528563,-0.0073794823863914324,0.008253220628131636,0.0176948417319583,0.018327349713103253,-0.03349135578730637,-0.010042248823134228,0.37516947498285347,0.0017183936802514157,-0.010022860643871978,0.25856805926790727,-0.007636553673341069,-0.013082275185206943,0.005963422382922778,-0.007513550832356563,0.2878476254394814
22.0,1.0,-0.06935493875019429,-0.09578118182360001,0.0008745621627296765,0.026799599730042943,0.033253388591623134,-0.0072029556852517915,-0.04756898676252181,-0.007972192143118947,-0.03040933425487001,-0.003462316364778629,-0.007164073368094434,0.03736924792885203,-0.0013210011747898658,-0.01708197828749206,-0.0037220568250382635,0.007058713603159739,-0.0010308459065138042,-0.01586748537338078,-0.19520420999113747,-0.0056615987371608405,0.0013269357815053479,0.02521047907598281,-0.0028586262466310077,0.007529128589677526,2.937685089826614e-06,-0.062151402937646566,0.24183047025520038
23.0,1.0,-0.07625228428242513,0.038908751973083154,0.01631142228474071,-0.06750413546583751,-0.02267029004601581,0.0023967633616747298,0.013795837803984069,-0.02156158543761146,-0.008381185025588062,0.012966362302876826,-0.007831296135882343,0.03252245321934334,0.007935821591499897,-0.011099081913212214,0.012452544363832896,0.008277651925411902,0.008241137636846883,-0.003037151870693397,-0.2221058366666447,0.026509042897240404,0.0014394380141002179,0.029033974836400488,0.004299567263227874,-0.023873131137678777,0.001468439501280434,0.016295835698952113,0.27300000548998854
24.0,1.0,-0.18020930836516977,0.04275056909597381,0.008718363404946241,0.026989299194930604,0.00531724006816911,0.009023119746579615,-0.04127543236224807,-0.015181014936853744,0.035825473933870935,0.010091159225133336,0.01614364839478992,0.032913659926994125,-0.000958663164557624,-0.015935204696799432,0.004693930549037675,-0.008899234777428667,0.006265694236026353,-0.005577182060664611,-0.23210812570311767,0.016638542550376414,0.0031967015795060253,-0.04250211954497156,-0.0030902529701951993,-0.00834140599868851,0.0007858341831754773,0.028811986021835427,0.27493896155196335
25.0,1.0,0.028922158648225105,0.03162435857168478,-0.010574948669070118,0.01854825258853379,-0.022317232109269374,-0.024861815584969364,-0.0422088490708216,-0.004763138395829085,-0.003955119099354906,-0.0037378188677586388,0.011049982985337006,0.004717171259582769,-0.002117109221983232,-0.0223730137503842,-0.005240123215039081,-0.003645934342832945,-0.0038454205974986543,0.04797731502804717,-0.2386342510044643,0.0026798679989011604,-0.02867764879046074,-0.03720391318859918,0.004884925113648423,-0.003464174845023142,0.0010283353388774038,0.012807895032772281,-0.13552406704521075
26.0,1.0,0.0505263718642383,0.03985151041016208,0.0025055140131395722,-0.06332166589633609,0.003532557443319881,-0.00014719026936682437,-0.04153485417299335,-0.013904892755450348,0.0001536670826644196,0.009139174963703867,-0.004022375964356346,-0.016391138614800876,-0.003690209353766954,-0.016610016457838845,0.008381426316368942,0.001918900872830103,0.001351888924718059,-0.0023042729072477153,-0.23693716804031856,0.01713739935234978,0.002730494278200334,0.027695470119971397,-0.0016785021384136951,-0.007261130266909672,0.001408295813449861,0.0046804756698495785,0.27728449646861464
27.0,1.0,0.10647362802069078,0.04140618592778139,0.007598442866734543,-0.057005543414977655,-0.00137177365925493,-0.0017844879572899196,-0.035228001908537816,-0.013841501447900055,0.014551478880588574,0.0031777101228279226,-0.008580836725300835,-0.015563218506298195,0.007290362228295386,-0.010307871190966808,0.008094911182733245,0.005750365595434348,0.0021603059204378296,0.024773001932432332,-0.21026640986370118,0.0023773671054065706,0.004995824957179267,0.03143714097353026,-0.0032460230756589793,0.0026974344687690542,0.0002929129161946305,0.02877799855580083,0.2658188067739287
28.0,1.0,0.12599790962543242,0.0407648708218137,0.004243123990170883,-0.04400434029639333,0.010397238889549758,0.008008162421602608,-0.03784291690692987,-0.010195548898543553,0.028908450633984194,0.0065527215046474584,0.011715623070717837,0.00840969053128814,-0.003942793842553594,-0.016376709895367925,0.006732719135591225,0.0014714674963557603,-0.0027287040965282847,0.019754282613243326,-0.19847427667267095,0.014585675249446805,0.007255941205833248,0.06270766142467436,-0.014043012153598875,0.0023875228239766785,-0.0007885519300734856,0.004710318131533599,0.2760081188693829
29.0,1.0,0.14230695718164374,0.041150127055716856,0.004965181559844742,0.03476161082265251,0.011727040106628006,0.014166071619993127,-0.03489419374768768,-0.00837259047151959,0.017688256610493606,0.00457782551125232,0.013032692289187613,-0.012299134684453858,0.013362984246743408,-0.004843095968973279,0.005983339951864207,-0.0039341916272915695,0.03688311583082875,-0.00406928457630307,-0.16042818522141086,0.025389874878221627,0.00398611914014208,0.13527910524603465,-0.0003436783186127225,-0.03186323063593971,-0.013443268887532682,0.0005138497502691344,0.30701392186969295
30.0,1.0,0.10335618668952194,0.043510923982831774,-0.007415164788272176,0.03350044534476143,0.0014598838689288468,0.012799011742186122,0.15828381693652085,-0.011470222792586821,0.03421885989941092,0.0020405769010953456,0.023065864797092613,-0.0014215164899525317,0.007532849641506138,0.02130433134056407,0.011971889929149252,0.0018895204587881544,0.0037405576402181257,0.019244002143913863,-0.024054750679974778,0.01605914621068948,0.002378619381099687,0.0802172745277755,-0.008428674396074922,-0.009475169195343884,-0.008447656822835922,0.014441352855374723,0.2995380510507495
