f_id,i_id,disp.diff_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
11.0,1.0,0.20154991985962187,0.03877227067961537,-0.004867510601251576,0.0066890996361711474,0.006033887494249589,0.025003741561570366,-0.02650989205123284,-0.04106039320787554,0.02385633190480838,-0.0029328279917809797,0.014197055598679077,0.004703790470899841,-0.04873537109719957,-0.018309740232126604,0.0025485695295585377,0.007795533038432046,0.006999453805639911,0.01261662471984633,-0.05250860978988498,0.017630895526583517,0.012332239629619227,0.016743404995118154,0.01725545330526862,-0.005421723972479476,-0.0003417563082898444,0.012186798527562805,0.07602329028020287
13.0,1.0,-0.3311896104383413,0.01898365958543062,-0.04428613207643315,0.004261721613855005,-0.020331605557513732,-0.015720905381905795,-0.005293786638693904,-0.026683991806261142,-0.012907332109822502,-0.014174275198824186,-0.034301311838262356,0.0035224515745864333,-0.006265332249254076,-0.0011897191963897381,0.0027908502223130795,-0.009834655108140519,-0.05146001733722182,-0.016803365581249435,-0.6196095084727203,-0.004462888518886885,-0.030759154634323313,-0.5361189265723865,-0.018623348940116493,0.05085735819388171,-0.008029227016031239,0.008028987523136043,-0.08471501302660903
14.0,1.0,-0.21892707592353555,0.02092250627721868,-0.030697857809503275,-0.009183199148067159,-0.020077060916360683,-0.019927720578201406,-0.041218935368352375,-0.03789893052318773,-0.00844486145683012,-0.004910561726327724,-0.0024237168453412113,-0.03303444853714301,-0.025467483212185435,-0.0015310044371000052,-0.011317667938298465,-0.02286003137501549,-0.0018963280052735787,0.01140197884076753,-0.5851489658809739,0.011578221025732445,-0.03821140658543934,-0.50069665982414,-0.0023727763641799068,0.03386962706282193,0.001126837869653459,0.002406625710257658,-0.09083117257970846
15.0,1.0,-0.40734108190194007,-0.12930714117882333,-0.027345129454685677,-0.01536031992738467,-0.019826157880098894,-0.009710950981803822,-0.039928239733208845,-0.06519874520311922,-0.047667352010352465,-0.00508701124355756,0.006927466923540893,-0.01328580456823605,-0.03790208299544615,-0.028961438597879904,-0.006549740149617217,0.004592587218478951,0.006264012570025644,-0.03151375447479923,-0.09967952742144756,0.009318487774661653,0.020508319118945427,-0.014709951688032621,-0.012780312453977743,-0.03434976086590065,0.0006618303547984167,-0.07079141987045551,0.03148717805565475
16.0,1.0,0.10184255830853534,0.001101214455605191,-0.020384383914390493,-0.0025423594048808134,0.0009729289847511454,-0.006598899316890809,-0.02688925272022478,-0.036119600785199185,-0.00811836402297115,-0.0065278196055205935,0.007734896556006105,0.011141490037014593,-0.048046192548813406,-0.03152572427017988,-0.026565643359244374,0.004456758117314639,0.005910532909586951,-0.0006304073970730161,-0.6461296930452043,-0.011732621334250034,-0.011002203835250263,-0.5949004443441719,0.0025487156978273723,-0.012828105729841655,8.940922488169176e-05,-0.04816688929826285,-0.14482647788342026
17.0,1.0,0.19031490510278148,0.03331730879788861,0.006124927509888572,0.003141943134657695,0.06980904437373588,0.06397533138548674,-0.017923936959061304,0.23656655244819608,0.04831776752634191,-0.002267948660679681,0.013359661354145787,0.017388835538541106,0.07422011364843178,0.0003687848436036644,0.005885334211132985,-0.011904290749741062,0.008727348652405247,0.006983912299795945,0.20392675445821182,-0.0001266437161435369,-0.011260376687757881,0.16736136753569333,0.0030624185950193505,-0.019232190109544467,0.001699711883227231,-0.008219398013159244,0.05521223191509135
18.0,1.0,0.07944983321555137,0.025807405305935296,0.04725095917227152,-0.005080087956494209,-0.017915930010963994,-0.009279736382181951,-0.027305288175856982,-0.0474941022683739,-0.043178161437857604,-0.002564961097228677,0.014048870642587486,-0.010288463522141947,-0.02506247601921161,-0.0056288368490559695,0.014205551727160233,0.0011889722711536763,-0.0024384817576190523,-0.01880674839898368,0.2185786202214292,-0.004155146424055404,-0.015000493293242077,0.1559907374881708,-0.0024546539729284364,-0.01276190206000861,4.810016260422737e-05,-0.006082382944524268,0.05382135128874982
19.0,1.0,-0.09174752473726906,-0.12598814945228104,-0.012229623065087097,-0.0433532340393418,-0.05079039856780031,-0.0012401636778035462,-0.015602134222852409,-0.07813531051682705,-0.04415777714362637,-0.006976437659939043,-0.017544397925188644,-0.007641884541297603,0.004619010245497411,-0.0025531391488599012,-0.03926830626900352,-0.02788071824719202,-0.020218454014937666,-0.051838558577539676,-0.12062820077778878,-0.1205893758594807,-0.02677892257570238,-0.04951215784098616,-0.008564909325253927,-0.01908816334412208,-0.018805304021441472,0.0164089910256687,0.032744484920328686
20.0,1.0,0.13471044480662897,-0.07412782479261479,-0.006434710503808153,-0.0072697340299802595,0.058550653154882976,-0.01985455174161552,-0.017364956500776248,-0.0518906840580237,-0.05883065326125616,-0.0039719211994135905,0.01765283366032225,-0.015055217813599704,0.03570206678547455,0.0017761089402650396,-0.014272090747731931,-0.020591120881466685,-0.008742557443072483,-0.01157719936383038,0.7364040293912344,-0.014950934107515065,-0.010445769460702893,0.6745504662448696,-0.027591327725867153,-0.029429591552847342,-0.0024114321914371966,-0.011029741855321976,0.044282818703208014
21.0,1.0,0.17709590565006425,0.00472891274889053,-0.00420670704850248,-0.0067110440891041,-0.019134322374108195,-0.001599232212823471,0.06339928132945848,0.19638383549205543,0.004964644255666476,-0.0036945310715323803,0.0023431729510483648,-0.011905396376430288,0.00943417644229851,0.01673874843677052,-0.0010181431260309127,0.0010896896530631318,-0.007160930215982792,-0.02253791087416572,0.2273265739764632,-0.005120730611097548,-0.009077815457626722,0.26696124922884085,-0.016953174148964995,-0.025935947590637592,-0.020380234754836208,0.0027121693654538646,0.05683983127684269
22.0,1.0,0.07757982611990707,-0.08646272363057947,0.007987496664556745,0.0013664960519865785,0.0318463692633313,-0.009168632448029734,-0.03241309139224208,-0.054557071284976257,-0.024982025997907942,4.448083327005531e-05,0.0052801122282587825,-0.008905426095137267,0.008295654941093794,-0.015979465803717677,-0.021947185574102,-0.005978912895305062,-0.003623126884810682,-0.01707021009294045,-0.07683543775927472,-0.0005541476358824811,0.010514613771704899,-0.007655549308675508,-0.00416296800093237,-0.006567865298076941,-0.0005226254287861005,-0.07313786996910193,0.054398112591166475
23.0,1.0,-0.0343298574122944,0.04368046140600704,0.030054233015688953,0.001764019005879715,-0.03176701333648495,0.00577595495289185,0.04344321022162711,-0.05632591252101205,0.0013335656812585685,0.014848992648533663,0.01121041845649933,-0.037670160614936124,-0.000690947625969308,-0.0033242222914864773,0.01092759896202658,0.0058683111696298095,0.008539395119536147,0.01131212164801482,-0.08622573377680291,0.015951631487750053,0.021671239128066597,-0.018476949144365803,-0.007969000897189313,-0.004537862340418784,0.0005689032896479729,0.01982421600002166,0.05846775191876544
24.0,1.0,-0.12820481052516236,0.03374467322355339,0.01043109087714732,0.005576908433059918,-0.0009587853914018469,-0.007515821238428373,-0.03661650845397843,-0.04455678491592419,0.012426630604105017,0.014759146618735966,0.011859795913966548,7.171625484836327e-05,0.013008274810402337,-0.015165842955832908,0.009287527803273632,-0.0014232312795313547,0.0027701393197834163,0.01081090863072792,-0.08007892023855401,0.009864105490129838,0.023200509712824006,-0.016141173736442006,-0.0005332759391402363,-0.022728851703125493,0.0007194723815570027,0.013418597667672975,0.07061200589054246
25.0,1.0,0.06857414973539337,0.02175543445986589,2.1846422241558823e-05,0.01132432073829558,-0.033631728885572136,0.005762051226372971,-0.03996535000032726,-0.06467649969450137,-0.015955480024628224,-0.003695169826105502,0.003521019270266577,-0.0007518382984836258,-0.015891459282376147,-0.01036422359856258,-0.005332971798876037,0.004294788945228741,0.004310763922596468,0.006215810505769782,-0.08712228057884241,0.004374971452827152,-0.006086417905439815,-0.14782989995577964,-0.004665631292951636,-0.01275790442022894,0.00039558508986392446,0.02017160389251376,0.0037023600199209104
26.0,1.0,0.07241828616788588,0.026024566388316663,0.000744757976423634,0.0008581223812337425,-0.002629603869618714,-0.007857859796943449,-0.03758134002551536,-0.054350021318212066,-0.01548622669007135,0.010408586218547544,0.006177438283284936,-0.03338098611961828,-0.037043790641961415,-0.004412539533468764,0.007065735562049861,0.0008286428543265228,0.005166848098446073,0.010248972188030015,-0.08093710747924973,0.01532049867835601,0.014953377897448989,-0.021677942454313478,-0.0077088313820301985,-0.008995225097746487,-0.00012200106990217793,-0.0069071880358786706,0.06339170343973739
27.0,1.0,0.0770137072348143,0.031164555203947338,0.014001596284193034,-0.028027747659982737,-0.004824092646391739,0.00839702922726137,-0.02605386478236349,-0.04920147677325712,0.0020327552141192968,0.010332517335450838,-0.007848597777405505,-0.011296825154906282,0.0026268765252316748,-0.001722843878638736,0.015102102419328717,0.00594740328545227,0.002970040734265842,0.014167530254707078,-0.05231740176758914,0.009648062250631546,0.017380328418235495,0.004410226703019522,-0.005097731040588922,-0.00010502613226295518,0.0005015396265252692,0.02740454371882019,0.07135316936760328
28.0,1.0,0.19156340047270576,0.03900400444261682,-0.011713396415966009,-0.011121030875048897,0.008135806718939573,0.002472806253450717,-0.03798955089528021,-0.04566726816908267,0.01673896034036041,-0.00026675704819093405,0.008380292769704591,-0.0003229158559962576,0.008340936588047184,-0.006127364871946452,0.011182635870164083,0.004120720982426076,0.003742006347686815,0.01177846903135322,-0.03754784332864165,0.015365057267987288,0.013446267755949778,0.02251166269659045,-0.0039002041130524632,-0.0037572733926087786,-0.0012383561074363852,0.0015455908744343833,0.07119226463803921
29.0,1.0,0.1811076743533846,0.030523392176330065,0.007828342460277055,0.00456371429161781,0.01679556804000913,0.006116005388200178,-0.04158603442396818,-0.04758983556756647,0.0030569032238618073,0.0016812179093879977,-0.014257665473221524,-0.012527281458232438,0.00806263947586696,0.002647744865597974,0.0020802150675098535,-0.0008192168262984086,0.008271488771082804,0.005865457260913385,0.12205458898284215,0.019740509466512308,0.01476761151950451,0.059263733240473515,-0.005296349760016403,-0.025246144277138546,-0.0102503068692691,0.00242739823420775,0.05940173231159687
30.0,1.0,0.15831586413885368,0.023147486486392067,0.018750112738316893,0.006352687956842056,-0.00280935343754402,-0.0017276186303149736,0.0625368478363016,-0.04373943588547974,0.02346457849829136,-0.005950742939781238,0.007147806984689613,-0.0014455912159488141,0.01299707082898199,0.018443696127324365,0.011299582543432789,0.006169022866774106,0.015600073718319323,0.014017816200956011,-0.01152161171010749,0.016129943993361474,0.008596231236171014,0.026906994203350198,-0.0022792460178486145,-0.0015615406526875084,-0.018776130229863162,0.00983307310804793,0.07026695490622298
