f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.03691180164677431,0.07644380584755837,-0.022230550416082726,0.15240782948467752,0.01839505627461453,0.0630337648315789,0.15685412218801678,-0.009978946782805018,-0.01941827819765188,0.011370956598986855,-0.0033632908931623775,0.003041114783266713,0.018456446240925795,0.18132388359489768,-0.012571069500950816,-0.005192414215693413,-0.02940005666376594,0.018520212257277378,0.9361062794423588,0.014543087093762988,-0.008583727788030264,0.2809672177664117,0.017904664523386526,0.03327777546845357,0.06626819046694278,0.040463812051935624
2.0,1.0,0.013819755714339707,0.0701407726219958,-0.05972660387260681,0.14612624677265562,-0.0055274950949832915,0.03730960411825653,0.0005608028163207984,-0.034457023444913,-0.010212094420939469,0.0034961316821085987,0.013531144609156371,0.014796209900930581,0.0017955800208502163,0.005692835040862401,0.009005455025010264,0.004499932862118461,0.001096393702650281,0.005779460593700721,1.9529974152797107,0.026039786561040616,-0.010335146610945874,1.5245851631551415,0.01242729576403123,0.04322153818728789,0.07799533715150979,0.029249513502118137
3.0,1.0,0.10758553108910558,0.033070804411611025,0.05411918153289793,-0.01346245597157809,0.04116286390874782,0.044496733582827554,0.11250277716251081,0.25123083416159564,0.06970811874822824,-0.004653748980412062,0.003513593089336753,0.028978126712277293,0.0668503528550674,0.026636959264713628,0.015626905790163334,0.031848414993819144,0.0191223389655708,-0.0009417430925155116,0.2863700013320696,0.012121471334346505,-0.004340910478307992,0.19620871538286067,-0.011369341386492019,-0.018700487819832724,-0.015557314989652786,0.06482459968982186
4.0,1.0,-0.05674469057388849,0.06388903847469912,-0.06646082257551343,0.04397875148084668,-0.01547712653029878,-0.0004896285670668381,-0.01540689316559884,-0.05062541783034166,-0.00930022817889862,0.0035111180234081033,0.0055392388478189124,-0.0065080639276289395,-0.019194290398642525,-0.001489774733256681,0.0015788682453177546,-0.007099279327934714,0.007626154678335899,-0.02489079005757154,-0.13486249685275048,0.022954878592772964,0.004724119513115382,0.06603880266924216,-0.006353811757510646,-0.023679722168665367,-0.0035926402177950513,0.05241744475979576
5.0,1.0,0.07751908303234596,-0.006415707636335546,0.008600632037318274,-0.00776892917868897,0.006215964242749365,-0.012217057087164682,-0.03028367277350307,-0.02710300205328897,-0.009357905664410884,-0.002774869497043741,0.0030724390926698277,0.024253747285886116,-0.02897452199457838,-0.05248673054118524,-0.018427609810148876,0.009473510557295084,-0.010045269459391689,0.0004360145366693567,-0.5743884592902166,0.011893794215230093,-0.0010266479819534293,-0.5275800016287497,0.025290838598582173,-0.008799240758090375,-0.00303306983061076,-0.1477784739979322
6.0,1.0,0.015792460612827273,-0.007433035801970276,0.0034804009332480303,-0.0076438389520809,0.005334757644529335,-0.021190699538723386,-0.027867158125347933,-0.024666891042030285,-0.01600249078272296,-0.003720195781803004,-0.011660707836493645,-0.0221353647140354,-0.03379749686090163,-0.04837114100654268,-0.015276003741388142,-0.013993020968914409,-0.009600001517200365,-0.009846904145933727,-0.5831318171948595,-0.004350797205160427,0.003809491261403606,-0.5480239973690203,-0.0008502398387113796,-0.00874684788793567,-0.002723385092504296,-0.1428096379747622
7.0,1.0,-0.15114606803377784,0.008419641029208884,-0.024227314738545055,0.03293218758753034,-0.002279549494480857,-0.014699020112652438,-0.0038476476494762055,-0.028148577700672618,-0.026445467217625248,0.0014287950590755319,-0.012086483470052705,-0.007000857681781571,-0.0005110134546182758,-0.0013821982672367703,0.017166273768741514,-0.0004958978866234157,-0.027479989993097288,-0.009558709615962755,-0.5358085123463598,-0.0016203746784691044,-0.0047069370098363926,-0.24974896302984498,-0.008788773848571935,0.0088081430692491,-0.004431329061761585,-0.045332296358752314
8.0,1.0,-0.12521023971246895,-0.0019245570900994434,-0.019363613778993885,-0.0037671516610541583,0.0065568549277625,-0.02963217333737142,-0.029931251194525117,-0.022093859894062293,-0.0065320024332226395,0.007457708005648151,0.010100534543048028,-0.0024195817471520603,-0.013987139151917483,-0.013074242941864822,0.012878348846581136,-0.0035879564953363524,-0.001278466168091594,0.0703356807262115,-0.5281758583699687,0.03466762254720387,0.014633553215257208,-0.4895121797269312,0.0021022756417280125,0.008825921463168627,-0.004614272171990903,-0.09047899907224766
9.0,1.0,-0.06947812807418383,-0.011165323305350376,-0.1250070679958591,-8.524249561729218e-05,0.006331425587187773,-0.0053714908951179325,-0.02700929074205437,-0.021654702638948586,-0.019404145616131786,0.005496045956437009,0.011082447786922293,-0.00031705858197213135,-0.017923302751306824,-0.013324617793587689,0.02081821108772995,0.0034683408219473356,-0.0026451780347761123,0.06643249895966272,-0.5818059409321253,0.03565924679986129,0.013169902608534389,-0.43653150905816873,0.0036182569058391565,-0.007479916812111673,0.018824060032603108,-0.07948532745347955
10.0,1.0,0.09013853141087949,0.013050564361195838,-0.014143746013573238,-0.006657628556670325,0.002595394441342085,0.089590376013079,-0.025835475373352335,-0.04540083147007959,0.0060414287077629955,-0.0018481472587236094,-0.0027990361224886602,-0.010170932092235912,-0.03266999444000921,-0.04183565980837856,-0.015947918683461765,-0.0004883865706450862,-0.0003180940861730883,-0.003068992142728413,-0.10812490550565244,0.01107615943484599,-5.259216290294218e-05,0.07961704106976754,0.009124706874663668,-0.01278373402998947,-0.0026597137432111517,0.06789981966329092
