f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.09753446974464476,0.06009277970349858,0.005244835257163072,0.01670114128775904,0.0020746048790882907,0.11394058196725516,-0.008827205564489007,-0.04018174677979634,-0.0010272202361113949,0.004637618178451895,0.026925767185464692,0.0005414165055766282,-0.018342594395770403,-0.006469354575541357,0.0009766600250354406,0.004308470653388703,0.0016125366992396793,-0.29538916811588306,0.02068784039953867,-0.0014047127803102862,0.20325818988374691,4.575069546946891e-05,0.00377752830082328,0.0033979349604509003,0.18620842959956016,0.001651707959234065
12.0,1.0,0.051389220547213676,0.030567779410159764,-0.13456846417654164,-0.0003085751238262784,0.0022802229766366437,-0.0010031361308429762,-0.0023772142534719378,-0.02606993408418823,-0.005137406682681733,0.003341430456235095,-0.006818984020468091,0.006804530394333229,-0.01864855530615404,-0.010743073107141605,-0.002152314657578313,-0.002828172046188916,-0.02135487802791683,-0.39732889839960767,0.001226331937176662,-0.007457235740324782,-0.8489869559330523,-0.007838299468507027,-0.0560750951560938,-0.0008447036919110229,-0.41166790942639797,-0.002968445766212685
13.0,1.0,-0.16232962166682643,0.03514959646803291,-0.10360852570212331,0.0010770710836826064,-0.02581812664899299,-0.0012202075758417038,-0.0148812223631866,-0.02532392686269369,0.0067684661745609324,-0.015944187652746987,0.00934834720024135,-0.02846169179601459,-0.009372417738791435,-0.014138402340479105,-0.003291326755915063,0.027682780430734286,-0.03305177421572956,-0.43811431598441447,-0.014843018457853763,-0.0024592637269023345,-0.7499949662483562,-0.009764850125346758,0.0896955606725223,-0.005083955297145835,-0.359405882211843,0.0013806720357354787
14.0,1.0,-0.028236775646896924,0.03546625949857156,-0.11577476660495499,-0.005201494120607814,-0.03384326814500482,-0.018795968781813145,-0.007811759417178495,-0.02875123037971947,-0.00010214651903072005,0.006226258576236014,-0.02009964185983682,-0.0060989605614761005,-0.0050117212645476444,0.07794768206364054,-0.01111273404517204,-0.013185714929282479,-0.014345482719716394,-0.4504034393338601,-0.005632792506632838,0.003553667211663237,-0.7455651127743074,-0.008691496037667163,0.09468617783257681,8.943457677423265e-05,-0.3365498995557001,-0.00456608241163073
15.0,1.0,-0.30787250816876593,-0.17162890583932958,-0.060295918491618306,-0.033741072580379235,-0.02348262827395016,-0.029014295121645595,-0.01401946731190513,-0.06634291015665407,-0.007995140521713259,0.004437483749276401,-0.01753953905082757,-0.001593073269405201,-0.02569104460692569,-0.001177999812232084,0.0033715102910598597,-0.0010384818681478392,-0.04964844553370702,-0.3268314479933634,0.0076394794123131205,0.0003380899341104569,0.07923062865923546,-0.017600428472126384,-0.018166884256334895,0.0036801987051133336,0.1266465117175317,-0.005934644352790418
16.0,1.0,0.04154648120104934,0.02129564793022515,0.041254890875375115,-0.0005682430874538293,-0.0034094362955689656,0.003511536571815828,-0.004531575912931255,-0.0342836753376988,-0.004457871293988136,0.002228184316307018,-0.0028689963335382577,0.0030066297308461954,-0.020293597736841168,-0.031116065690155407,-0.001725100708895541,-0.0031006341142361237,0.004168252412953766,-0.3810399079707521,-0.004788271315752022,-0.009637135908069583,-0.7772059756109528,-0.00655362794679149,-0.0026416281163779095,-0.0009220632264069625,-0.3835021358820011,-0.004826222634843402
17.0,1.0,0.08451531024004612,0.024239038776556473,0.008953413616641814,0.0018181193083873382,0.04472939572158327,0.001705471420871525,-0.010609121794027083,0.2240612346521034,-0.0042820572128532105,0.006781344666016299,0.05672779707698315,0.015449538191516175,0.010094926502204267,-0.003580269722948858,-0.009023030908510175,0.005017876598523419,0.003179751421087273,0.29337322034605506,0.014056155031925492,0.016517646642377835,0.37825216171083764,-0.0023179277453777088,0.008754775127638679,0.005502194045727427,0.20042376264180328,-0.0015412772620187044
18.0,1.0,0.0622992766193978,0.04664330475248281,0.003873434976726743,0.0025935014769098066,-0.03758722419477068,-0.014105261158480365,-0.02039374908418499,-0.07777101090636589,-0.001336195542359807,0.005672309731130854,-0.004382990456899749,0.019597854691280746,0.012112529591934025,-0.006038512577240923,-0.0007182843300856653,-0.010198904023610195,-0.03103661968210046,-0.02912072029739135,0.002013234358929723,0.027164348277157305,0.3992931718122489,0.015412469532798241,-0.0017347712827600423,0.0005684033733908416,0.1702824236417525,-0.001972600770458621
19.0,1.0,-0.10733499217469479,-0.15565305506935578,-0.019174807202522154,-0.021668086067067296,-0.03780185629479426,-0.02708629615187708,-0.015977903283735648,-0.06734186347820814,-0.004124366288788081,-0.01810933682598296,-0.01064289080762186,-0.001953696162230979,-0.004451114964655291,-0.01975956960446946,-0.024234512374277286,0.002636219990306909,-0.05039695887892932,-0.38058865573010103,-0.11433492312900967,-0.017741146758089063,0.08021666904589166,-0.0110947493281082,-0.022030189133672537,-0.014884863984602177,0.14852967891951188,-0.0042258440684037925
20.0,1.0,0.05012606134506074,-0.10001053600125977,0.002890306689636998,-0.004544402481254467,0.010777166079485935,-0.05875782939998384,-0.007778240826447704,-0.06745144461221729,-0.006964232704407723,0.0177816190793413,-0.033846893362683546,-0.04272745209671449,-0.00025542288185716677,-0.0025085298741112133,-0.016477249234167785,-0.01586179574468003,-0.03030293067178253,0.7564772138193033,-0.0012565228467756409,0.009114896470167787,0.46100607695905343,-0.012976510730896881,-0.028743013186691504,0.0022095900762739637,0.15103927756964586,-0.0017566667630725449
21.0,1.0,0.06157638594967359,-0.007686362449700396,0.0034935153781987614,-0.01585471671757687,-0.01748574485667593,0.028924724723215074,0.04830051845186402,0.1685491323962651,-0.003929188726725077,0.0014439726816340872,3.85142125593175e-06,0.008393527317269717,0.0030977237304319243,0.04845122816649967,0.002141121238119463,0.018128802994074253,-0.025353113246973986,0.4029902783755392,0.006185576150220981,0.01620371289242184,0.5290357245850934,-0.006973740599579992,-0.022423096013865305,-0.006300155460286668,0.18649031776321612,-0.00121595113963952
22.0,1.0,0.015778677368771928,-0.1264477874297222,0.00035590320124372077,0.015553528615509774,-0.02981207560386868,-0.024977734180507968,-0.02070940813627243,-0.05256486573256882,-0.010305855441679956,0.0039035889937795586,-0.011936486954365293,-0.014988872057362107,0.0015152432103840694,-0.002604800327483368,0.001185243792266377,-0.013538514121144518,-0.027795489894967065,-0.26387718569916035,0.0038661823307131657,-0.005655712986964064,0.15156977834479515,0.008025056840304884,0.0032294906866875764,0.005167580325277571,0.16214572801866994,-0.003593342628531433
23.0,1.0,-0.07878245472877955,0.06469135603638233,-0.0047343728744336875,-0.03992655630392494,-0.02772167087751174,-0.01765878937397777,0.04517630685218191,-0.0609279287206979,0.015816444043038863,0.0068938904483972895,-0.00112600589796093,-0.005260075271989668,0.001514548253941779,-0.0045493935719063275,0.0020063950749031993,-0.013153456660363303,0.0010244545816352705,-0.3421020082314685,0.02223576420361074,-0.006113955537386873,0.17389985909618663,0.003118058135540414,0.01230910574989901,0.005432910037067253,0.17693651272123428,-0.0029718821548566574
24.0,1.0,-0.137434219048767,0.05456037322060844,0.006393609056914235,0.012607589373006501,-0.0057089298696013134,0.016351518792018675,-0.01016108886173056,-0.04537873901695774,0.013214658679487333,0.006491452074071572,0.0299562531981411,-0.014049213325903726,0.00464349267505896,0.06713549600424969,-0.00041170246810768804,-0.007327827995049164,-0.003084139616581838,-0.30882450457304467,0.020522244491795204,0.0017500533769070781,0.17779510262191411,0.01657104001849892,-0.00565145366735338,0.0063666368067984555,0.18740731487766416,0.024738374646075596
26.0,1.0,-0.017511981312888576,0.04674303985463481,0.001848302111600338,-0.04273730846658832,-0.005962184833034333,-0.024331177000257272,-0.012651724497209665,-0.048484183165767254,0.028447465588492055,0.005538513154309665,-0.01875848000166803,-0.0015852538635037028,-0.015322881798934443,-0.006439721325209789,0.001984736711469355,-0.010421385055525558,0.0015655295866357961,-0.3472680641823229,0.007354336158687458,-0.0011864233598650573,0.16901402646783215,0.016040848008519355,-0.001763689135574416,0.0056287272479750485,0.1804552356142678,-0.00626723296406177
27.0,1.0,0.0734977640538481,0.024489302785819487,0.0029473642431794853,0.0005138325421080694,-0.007223809481965877,-0.019686394731243048,-0.013141090899504977,-0.04876043637633767,0.028967968537070635,-0.019536117599438428,-0.013251506806348403,-0.004876852981173167,0.0008243313174612604,-0.008970320951942314,0.002811163860745763,-0.01436084110414735,0.025482102070382814,-0.2655486317747857,0.013311944376716015,-0.00047498771463036976,0.1664339921924367,0.006338967925514478,0.007067848537195692,0.0032742790273864644,0.17382458770346187,0.020288560376724715
28.0,1.0,0.09857099009742233,0.05985292310808664,-0.05326804490974091,-0.014066399525362532,0.0022147021396236185,0.023028666563507747,-0.01392030539703198,-0.05271391270507003,0.0028362231914038738,-0.007024108449664539,0.032287244775526525,-0.013859893580764712,0.005202818162587187,0.0026947973329184186,0.0028248541999779534,1.0700171424808365e-06,0.028889442501700644,-0.24331424425707684,0.009996580891041511,-0.0031090295933788245,0.19367225418825168,-0.014032805799619647,0.004830506901054291,0.005468602777576134,0.18182790067561003,-0.0053927174737260965
29.0,1.0,0.08761422611736538,0.037560319173538546,0.006296427194868171,0.016396612857220785,0.002979417805609176,0.028844588471640353,-0.01106243026887302,-0.044148252402263284,0.005427553095542065,-0.008061129656998095,-0.0013568088331522227,-0.009704706068984988,0.00819327305425486,0.0017345927039928368,-0.0014036504353839223,0.06587160825767527,0.0005222918683705315,-0.021992850895295818,0.030016600115319033,-0.002548601799066229,0.1888017371093951,0.006666796668349587,-0.002509382455593092,-0.0019316444611772177,0.19056317746183948,-0.002061752669573376
30.0,1.0,0.07186970234488298,0.016622725809409974,0.002632098459809461,-0.007460551472882413,-0.006449146179050285,0.024715952709346203,0.05296598107635658,-0.05456897176820753,-0.011295507150400985,0.006716844141559389,0.005617797428272377,-0.006237066914813695,0.00926683512013719,0.05905352051782729,0.0002453490082585929,0.01016673654999634,0.020437558154750842,0.2818060790859469,0.02069569850324344,0.0007718361341182149,0.17080917449202326,-0.0007070634440117905,-0.0202197883597739,0.0030831873202267143,0.1672346259988163,0.001258420430878415
