f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.06659941603696558,0.09275545089201423,0.010855812343663854,0.1589394883795913,0.018948146660643362,0.0151212952239291,0.08740972968631981,-0.05856668911468318,0.015256423086351611,-0.006869990955232776,-0.0019730598900187203,-0.007155691380727715,0.16654510989346674,-0.0043895817888299745,0.008521249498144012,0.008670122687138702,-0.024572239359334582,0.9735800020087236,0.005959249456745101,0.02260411447201832,0.4988869188242444,0.039315790833881877,0.010426161787631803,-0.00471567980078058,0.1411021297263914,0.00013715764672741462
2.0,1.0,-0.013750497859247129,0.11243818940241151,0.010131178167847702,0.04720375815622199,-0.014673065049812983,0.020311051802592312,-0.008376452231783016,-0.03822393975066604,0.022333844790179806,0.02062177073980508,0.015506359266981101,0.04175138516698365,0.019702222511851414,0.06505488418655539,0.0015546867761634326,0.058180235817838356,0.0025073961625414623,1.9760505304572176,0.021122368431224187,0.0007986076648630509,1.3620552904849081,0.03361029322601363,0.18055734289317926,-0.0036304610075018964,0.12437684617906046,-0.0018505754815830186
3.0,1.0,0.07021984732573966,-0.010870751567749512,0.00879971810366987,-0.0069618209898201,0.04728910130763013,-0.01799986786909708,0.07185374053196834,0.23639313040798104,-0.006552664507558985,0.00963200591853154,0.049314165443846,-0.0032158039621436895,0.02073749144206617,-0.00012307572062650025,-0.006871769715816519,0.008098806440230998,0.008310153665855222,0.4253910875402298,0.01553052657648359,0.01736670970506167,0.32426291205306557,-0.01464994772801066,-0.018875949832921384,0.004247305153895049,0.1997197678614651,-0.0016269994761741679
4.0,1.0,-0.09984976076573475,0.05693358390176227,-0.008351501954160038,-0.021901921339133053,-0.029412172159211734,-0.03460900073208693,-0.004249112016104018,-0.06297257584524185,0.009762895713453736,0.002789978453524666,-0.005070173891305175,-0.004628979666286506,0.005887676693325438,-0.003661853983120461,-0.00026063629822443036,-0.01700055254412826,-0.001440929923554358,-0.33525612837245455,0.016303971495963895,-0.013595414614641078,0.14995826086766165,0.007268362609812096,0.003960779889517428,0.004113996360769618,0.16681212591121153,-0.0038769908585446593
5.0,1.0,0.0578741482309538,0.03168279190506251,0.061870140860100044,0.0002563211916753092,0.003205110963767122,0.008033537760912129,-0.0020535880769164397,-0.022701198745978885,-0.00439794240952953,0.004285920755262054,0.0074820160818495395,0.01564883982015582,-0.015397948035804557,-0.004705016301366531,0.009141298259592631,-0.002535392099660129,-0.007565501298443128,-0.3789635771155628,0.0036304089160766003,-0.006907598947635117,-0.7386384055864137,0.02354426386518302,0.008842921157565211,-0.0008708414911105947,-0.35726769700711136,-0.001659083752149086
6.0,1.0,0.04756279326065346,0.031232405063276826,0.050798740943718765,-0.0003646451896344954,0.002449509533442561,-0.007715349752481398,-0.011229902257400679,-0.02545260529317797,-0.0053470168980379595,0.003245882445806551,-0.015765720278507162,0.004691687901912849,-0.016857850193683254,-0.0069007719283160655,-0.012515627554830369,-0.0031534666969563357,-0.03170654598047667,-0.3859828453598677,0.006837405563052693,-0.0064237644169742834,-0.7616320022449683,-0.005574614108958098,2.2236135154198727e-05,-0.0011818850401991805,-0.3761789472940744,-0.0008628168201930114
7.0,1.0,-0.17401230260391845,0.05363805607839025,0.01718510160305602,-0.010214323148830277,-0.004542225283093975,-0.00019994141027415734,-0.00814626423670196,-0.036433827046769694,0.00828737095950732,-0.006222616049104658,0.0038836829431818844,-0.017924747013033784,0.007931220963504808,0.009194912434740413,0.0042055718964691706,0.01953825769892519,0.01067127383990093,-0.40335111744599483,-0.011607323814192426,0.010111889713284252,-0.2770230080182184,0.0029433316851683634,0.014901360080553504,-0.007655420393279562,-0.19262667853214863,-0.004490715740370328
8.0,1.0,-0.11710820406942393,0.03733322363756111,0.034270014931254145,-0.0035865597745955665,0.0009871728373468552,0.007222505786028979,0.0006331593922223988,-0.019059041489097324,0.001433449562557805,0.00755052592264821,0.0057290537846415345,0.01325544080452296,0.007464713297380669,-0.0014157427114376963,-0.0038424687505641997,0.04011496944397263,0.06163355726622364,-0.39144690493758605,0.016963216378432164,-0.0012733552682355526,-0.5901360429088525,-0.003447939680568853,0.007456447462801408,-0.001793924204186843,-0.30619576754142247,-0.003977856399362463
9.0,1.0,-0.06525584736149542,0.035554084648257704,-0.09850255180789129,-0.003296171063090901,0.0007825452464640822,-0.013253055799185506,0.001633323607659705,-0.016091834967827037,0.0014026717175791945,0.00844767061305328,-0.0175137128615704,0.01302057059393909,0.0019137671750963454,0.0129143682549354,0.001682175114700217,-0.009500686090631922,0.060177760757126775,-0.4066711489518443,0.02010346034043854,-0.0008745558224444094,-0.5411402881696794,-0.0019455938700246808,0.0047650872217472355,-0.000205727797114026,-0.33581399637742837,0.004899135336582703
10.0,1.0,0.09181744695731565,0.058120603467733116,0.004350097561853862,0.01569500028871411,0.0003004285035227261,0.10326531046999783,-0.00919522616055775,-0.04337337658395532,-0.0017177085866040003,0.004723972475245723,-0.005270495783248832,-0.005245700289946229,-0.019916349330849983,-0.006539404919109052,0.0013070782867876133,0.0030805121062053437,-0.002431642929492932,-0.29895107168461504,0.013812421928929314,-0.0052099839294725316,0.17794297598115094,0.0009382258179602052,0.0033941078716648865,0.0027712742162157734,0.18173228283745166,-0.002881126856338925
