f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.005795241325640338,0.061381522239537675,0.04399992390984132,0.21649651314433144,0.015269830928192842,0.04203676386348252,0.2728117728878302,-0.02365427562337658,-0.02365226879441289,-0.012910859280465314,-0.03239143050763125,-0.0045743656016978985,-0.006523470928826803,0.09941953163274929,0.0022605737693741504,-0.0010279620106539169,0.013622223556688403,0.7935920621793416,-0.001300479992420312,0.0031304288579086783,0.39647430427815267,-0.006891812365191517,0.02354010157995676,0.0035565899613372405,0.0066302644404971755,0.05046735526684024,0.09197419282992822
2.0,1.0,-0.013012454032898751,0.05145446331376811,0.02430107230529127,0.127581000852681,-0.010500769858240068,0.009581163865816417,0.0026463921364114355,-0.0332170355759301,0.004509404705730803,0.02458010810470217,0.025298981709518786,-0.006320701229349667,0.004947281304816319,-0.0015789945784118425,-0.007222911648660716,0.001510095250567842,0.01348184080123744,1.710959124565365,0.02181785808759166,0.004081923401227095,1.5118490718257123,-0.003665039634676786,0.10667190268431043,-0.006143121384007137,0.03368276449709102,0.04814131659712011,0.06547833551507257
3.0,1.0,0.11246081342664223,0.023021484947006586,-0.001743626561238767,-0.011619024004273441,0.01357177721817037,0.05233405770663468,0.09048695514875975,0.28286369358779073,0.0376117164284067,0.010347485851809033,0.021760564071115835,-0.0033711425835069274,0.06838856901077327,0.011923629696988639,0.003610403572550734,0.0071545633814321585,0.010602699183598251,0.23997422351629033,0.02308317291626924,0.005796124849133364,0.209064885400512,-0.0014971992347618266,-0.024080521444481435,0.0031473057504501026,0.01611780077663407,-0.005685523718864775,0.11485725627568047
4.0,1.0,-0.07393176583633682,0.06285031163877146,-0.055691425465228185,0.03966461910190689,-0.022256206650259014,0.016232936534622357,-0.025807449200592483,-0.060000181345164064,-0.043723564664041634,0.0033035387019804893,-0.0048955001324603575,0.0008948011123706267,-0.014163523116505872,-0.0035817087594524548,-0.011620743006141415,-0.0009715252528504032,0.009890254195482142,-0.09349249595767502,0.02472520461297572,-0.002995890688925447,0.06122774506134625,-0.004830341580245624,0.003188974034358443,-0.0039483879716901045,-0.008001083002168443,-0.0006911000204178445,0.09093170768024618
5.0,1.0,0.05917831465022425,0.015077441546270845,0.061793599029814975,-0.01372429512353058,0.005031280206275918,-0.00930483105747938,-0.02258536719621357,-0.03194043501298843,0.014578781683077646,0.002217888959263595,0.014505312037535311,-0.006752835395614132,-0.0007439004868264695,-0.005433021580259407,0.0036906470292588653,0.008674863999226559,0.017521108241707602,-0.6150224731790627,0.018424305866262508,0.000880065273694394,-0.6774162282273678,0.013380539819848712,0.009263946134278753,-0.0005176685301293111,-0.020819810581821602,-0.0007399162463225127,-0.21037077907625193
6.0,1.0,0.018705444413658283,0.01594747288979774,0.0460467971250147,-0.013661917691953575,0.005541042222192072,-0.016918717028494408,-0.029279703701641926,-0.03248778715904906,0.008260309960810674,0.0074113006957603296,-0.010221091281538862,-0.005506116403166693,-0.010787161883910316,-0.014732573299630024,0.0033199842834510775,0.0006061405352777183,0.005950829971095679,-0.6325991263229528,0.003924850875040328,0.0010143923155729096,-0.6841421587829165,-0.0036120308888193137,0.0025470695304659337,-0.0006795879242022598,0.0020897633294557597,-0.001650496419833219,-0.22909803611068438
7.0,1.0,-0.1761755004327108,0.019529621612499597,0.037913734074583226,0.042667270321863994,0.0010396526681570963,-0.02278970822137513,-0.007370458269164038,-0.0343086161876015,-0.0048695989569481155,-0.01575681469523156,-0.014778025878609272,-0.003418346455729283,-0.007249437035048872,-0.00795034237315799,-0.0016173663038368505,-0.0011677163419001354,0.011656868463891181,-0.5318229218016559,0.0124167613746566,-0.003212160168127419,-0.3551240893390837,-0.005114956614406801,0.0033158653990507684,-0.002733365962016324,0.035741828568964525,-0.0014065358620285809,-8.610185015624035e-05
9.0,1.0,-0.07395721205827002,0.009103462044379933,-0.06978077838317374,-0.00496596638294509,0.0020893077554765575,-0.03575972252899259,-0.028984536129636227,-0.028316237419207517,-0.006551041985774062,0.009667260467605044,-0.006861508904586913,-0.006047572315789586,-0.005616962618107057,0.001024443545296482,0.0013315442762574623,-0.004402670281432167,0.03074472544464909,-0.6052588969554359,0.04001484987094533,0.00780708668713539,-0.5365266239587247,0.0042478807562476946,0.008892973713413297,-0.00014824284451514204,0.002553152276026834,0.021527587744749027,-0.16580838586163615
10.0,1.0,0.09845139013262662,0.035945769150566784,0.00022265359788386303,-0.01408517062478914,0.008736386174192182,0.0130771900598487,-0.03603085066626114,-0.05346784961459511,0.03093324096055683,0.004939553557039587,-0.007073842930190055,-0.007720198946706768,-0.018800992748997585,-0.006095610985890582,0.0037462748992753503,-0.0027379001876633178,0.011609320452662372,-0.03976252956519369,0.01231835519347938,-0.00014895904356780924,0.08418637515886668,-0.00032714982600824444,0.0004118804691220371,-0.0030233184038340136,0.004562839668968968,0.0018152853358672028,0.10604213069374417
11.0,1.0,0.10172377080390367,0.03854903593249297,0.003349991226740766,-0.013867378545652441,0.008293218697800418,0.01711317386649202,-0.03446733499075026,-0.04978675951649108,0.034876863045431944,0.004953251421853678,-0.003911048447508102,-0.006875660406374651,-0.018658366312786303,-0.003985333409148203,0.0042469901247425565,-0.0026639979170029818,0.01801150453350208,-0.04884044165155732,0.021414348121828585,0.0008755771398194609,0.1031847162507226,0.002422579221281489,0.002436150220090469,-0.002325603927048151,0.005833558500339361,0.018586306402861137,0.10775669673251803
12.0,1.0,0.05090476639105857,0.012776982471649382,-0.08733421899220895,-0.013773814281170296,0.004242728085074191,-0.011936511761492052,-0.02441557295274112,-0.03408570680869325,0.010944620734998623,0.002200787637772681,-0.003990825789982713,-0.007306460947080727,-0.012554208850503717,-0.006129263673137097,0.0014796040290239387,0.0032487105207238626,-0.005160214382558825,-0.6819693912320164,0.00023736783697796604,0.0009301569019864187,-0.770421103811458,-0.0014735983209523344,-0.052236241296270844,-0.0004995800446412999,-0.022637697500569338,-0.0027375440013410837,-0.24584710220791728
13.0,1.0,-0.20913886532954862,0.011327059526161625,-0.07559613976943981,0.04492877664785302,-0.005859039825480656,-0.02089691683886549,-0.002500283108396887,-0.03164482031148614,0.011383751525636553,-0.01887118579371761,-0.02521397305463934,-0.0003162865795744401,-0.009996519725048692,-0.0028270415314460137,-0.004427026814281069,0.0006993288245026176,-0.008906023035147748,-0.614489781089509,-0.008790833886212176,-0.0037161040983612636,-0.6655583827837872,-0.020073400929546008,0.06993937284011607,-0.004078506100609221,0.029974157434922714,0.01766408132933507,-0.20345989085927033
14.0,1.0,0.046396263686490545,0.011439829980713294,-0.061151814915431424,0.05261127880058704,-0.0059513071818467714,-0.034455124842923186,-0.045065491727562725,-0.032816731299603545,-0.011069697533301073,0.008843978005543363,-0.006790192477835173,-0.008123886073686623,-0.010428270267952778,-0.009316593108706259,-0.001103222207675388,0.000625956137008849,-0.005122638056926138,-0.6254351488725276,-0.007911020074046473,-0.0038129746059359336,-0.6445969566416108,-0.004020179315274657,0.04898060412486878,-0.0004839938990433039,-0.006562646706684138,-0.002300357546566892,-0.1736309859997404
15.0,1.0,-0.3792140738130348,-0.203456830082218,-0.035838261350766,-0.029752568082031906,-0.014431766364758762,-0.00940730652710362,-0.05513911028137379,-0.07391711659624216,-0.029433714274338867,0.005751577959821057,-0.0032469630835235902,-0.010999206128898497,-0.016989817286283123,-0.004674343515183203,-0.008250921690864388,-0.001110358793700456,-0.04056584674376907,-0.08211985062800246,-0.00986495386033079,0.004120709756688361,0.0032876314797104893,-0.016641824405996833,-0.0007102650828855338,0.0011646843410631242,0.0005928205276353818,-0.06810963732289081,0.07463955381942558
16.0,1.0,0.04106168534291436,0.014674530146151128,0.03426990024547476,-0.017347626187755563,-0.008770651531272659,-0.015179907233020101,-0.02559316542597211,-0.030072600446446014,0.006975727328073419,0.0011039691932229945,-0.0018899378302051001,-0.007213203450071943,-0.012245953597095781,-0.011703859098419228,-0.007656110709403245,-0.009538665411126687,0.006021020325544215,-0.6371477657079857,-0.0013543894301573146,0.0006418981318552529,-0.6938085123953805,0.001335027641578703,-0.0010488629949741133,-0.0007372144053010433,-0.012496325750548197,-0.03629481598128105,-0.23367530113116308
17.0,1.0,0.1277854889739061,0.05477787045072934,-0.0017751366800373123,-0.01236796913202271,0.01663341579796666,0.07334112492907112,-0.013224339837882494,0.2783227314897987,0.035925716321484426,0.00990709719613601,0.004484389281621168,-0.0017695035529191622,0.11986310839052784,0.0028357555466166726,0.0019241748863262865,0.00506520168647633,0.00930968969088096,0.2378406595294609,0.018674119997057058,0.007598139635259558,0.2134478620755138,0.007046250601529105,-0.028038304610272437,-0.0017575538847316439,0.02836197297452796,-0.005171554391558556,0.11669922790983087
18.0,1.0,0.0065798625362568095,0.046362650520108246,0.025776283965033713,-0.02098723848707395,-0.01634301510294038,0.0015432852877069376,-0.033387652752774374,-0.05385946283235128,-0.030323547381180035,0.015028934385127635,-0.014059674728312432,-0.004968724891804403,-0.018523104480154692,0.0005916181000097018,0.00844294950558383,0.0026918188279472857,0.014307884790358234,0.25662216168489804,0.01037205494384005,0.005074632434103356,0.2001256155636286,-0.007464960237303744,-0.028318784817479473,-0.003297691505351109,0.004338170792919355,-0.0015131097095711374,0.0936060847269328
19.0,1.0,-0.08650684477808848,-0.18298006111949736,-0.04064231077069679,0.012862049393380162,-0.029286259847959007,0.016449595278482908,-0.020693506981315214,-0.07312255260486951,-0.020614396785082787,-0.028641958436822993,-0.012978772699739422,-0.008457048410581694,-0.014935713134638502,-0.004261900288635831,-0.003930548692132379,-0.01988398564152932,-0.034686848998495744,-0.1243027142200035,-0.1558573487769125,-0.007779632651588856,0.04177167589448136,-0.008253744983718798,0.0011814791932390903,-0.01678991817643966,-0.021806655239873247,0.015783804595117003,0.07139964266591711
20.0,1.0,0.08196346903531314,-0.09999908452214264,-0.019798265255624812,-0.029794197975238204,0.018630972363328398,0.025394220903530974,-0.020106651408590696,-0.01843751938385508,-0.04639872986242426,0.020167838315104335,-0.01641616307166312,-0.005722451263011799,0.014652925033360503,-0.0025392162424460493,0.007947909878570645,0.0005172581870921695,-0.020645413535301565,0.628161305013138,-0.002171919569454148,0.005131042365125503,0.7768213726747585,-0.013409340993192279,-0.03214866511983737,-0.0008271123400856899,-0.002054118268045359,-0.020138329512756986,0.07111306444443508
21.0,1.0,0.11995947819852532,0.03258836825304672,-0.009522344883704957,-0.01459899468762541,-0.01598442533206374,0.002560983443904135,0.12162626221319263,0.21144779291112736,0.04144092214378775,0.004357213279691712,0.004870157178749517,0.002542468766461011,-0.0003145083853741766,0.0032884625646816363,-0.0019614374213908006,0.0011541255183246677,0.006301960695555822,0.2745416410517609,0.012588691488173015,0.006510898993158877,0.4164766289046874,0.0012231500692155496,-0.022423452358345954,-0.0015884164219101625,0.04635029469947827,-0.0034590713648660733,0.10403989398720753
22.0,1.0,-0.013574827773852221,-0.15404552409437666,-0.010439060081690174,-0.0028153513895980706,-0.0012611131239445893,0.009394137160466668,-0.04001597447921641,-0.04903464594784654,-0.020703400228573088,0.003988726919937291,-0.016544714915848732,0.03286664578210363,-0.019322672560624844,-0.012259694427426047,0.004694709118787298,0.0011265007441359541,-0.03832871374641723,-0.05667357198685974,-0.0036575478566846144,-0.003765848718480664,0.0629611314167887,-0.001445962610197918,-0.013060200237341012,0.0007481399754784102,-0.005667742616317448,-0.07241877419255516,0.09147275938089378
23.0,1.0,-0.038621054012859334,0.06684222059018868,-0.00451732087769141,0.07113606352584433,-0.020502694869235494,0.024988795968625913,0.017314197259747095,-0.05600832508212035,-0.024382691220711922,0.006254672776183727,-0.0014034906458473665,0.017263870221538868,-0.009534483657578391,-0.005478760985502629,0.008328068171706874,0.0015519958367455693,0.013220947016110506,-0.08971584344471256,0.016663068234228015,0.0018762146444244853,0.0753573800716673,-0.00030515633156610585,0.008419822757738518,-0.0021043805080711497,0.0006571926759535696,0.01739197993883298,0.09367352685675244
24.0,1.0,-0.14617340250488464,0.05981370234282724,-0.001659906664842081,-0.010217020275701488,0.001508616387100147,-0.016220513323811494,-0.037867382596480564,-0.0536054481290022,0.03449521386795023,0.009132126373354074,0.025191067030595708,0.014167024490892223,-0.01584831892388773,-0.0028352007978205544,-0.006070047160388866,0.006598192792278426,0.013667001609542912,-0.04654105250986382,0.018916989002579907,0.0026640859607382343,0.07769367943934156,-0.0032353016919158687,-0.012904123913415047,-0.002977195151416592,-0.0167534290380795,0.021714536493984558,0.09704114251301409
25.0,1.0,-0.0047910702290276715,0.04060887633377194,-0.017537409202961284,-0.007631532876261719,-0.022988540693609564,0.04159058323427112,-0.04936224887883265,-0.06230833898136062,-0.008761078513719215,0.0038893617590716003,-0.0024532743861283486,-0.004278482916014043,-0.015355141540438414,-0.014301272508730214,-0.010274015067977123,0.00498041753948395,0.01202098523136403,-0.06976473926014541,0.013686685667402497,-0.0067508945110528904,-0.11183551290076456,-0.007109659083165393,0.021155674775281217,-0.00085693841419366,0.011107052129795604,0.016553050803519296,-0.009585003098537732
