f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
3.0,1.0,0.19482656093828665,0.0023870524382373364,-0.03010510818358917,-0.0087816011643952,-0.0048823504338318165,-0.001294511764097118,0.018370612799722814,0.20599481396902608,-0.0037604494355057906,0.00153068788033503,-0.001733952202358439,-0.00244211710891111,0.03653424815250213,-0.014466153100449148,0.005903462521010479,-0.007523201866792215,-0.006652750085941932,0.007068994418253393,0.1851413304002879,0.017235212671839716,0.0012770474740937882,0.15308989901240322,-0.004118811140702988,0.04356466700264999,-0.002209382904218317,0.002469220253921393,0.07761329606892783
