f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.0419769157927016,0.08104191298122317,0.03476491539770059,0.05285031353319908,0.07785337225720952,0.010614761010399222,0.2572557280802158,0.001895207452680001,-0.004362520854351755,0.03044014113642917,-0.013580789779654354,-0.014228930475980625,0.0878474509103126,0.11941708829310846,-0.01901312473543753,-0.0032497728033113772,0.0645216888575117,-0.01219674375142885,0.7875203971079592,0.025152583950149788,-0.011274954375519917,0.23219795692528694,0.004778728893937946,-0.035547886965839985,-0.00695435232129146,0.03588009279908001,0.03610379171190333
2.0,1.0,0.021188867399038105,0.07165975791155078,0.02173570189222586,0.05317740405105553,-0.01686059186481008,0.044170610359033476,-0.005014318797969493,-0.042256507167436966,0.014484759807961444,0.02613905584541103,0.02217024241537745,0.010236270922869651,-0.003556826397952617,0.01449022776643557,-0.0003610939949468975,0.0014492368532171248,0.09517868098373966,0.011894319163456424,1.3449061875282795,0.02421790026193656,-0.015143882512423669,1.6819037991478645,0.014793642437809163,0.2247864976045126,-0.018972978263813625,0.040140591832880136,0.024730643730481398
3.0,1.0,0.12723328522843586,0.01707530144321259,-0.0001455961138508997,0.010101972498536203,0.07563875388722419,0.02264176463197205,0.11457774846841495,0.25364105204023,0.037214599585004136,-0.01719313006114333,0.004311371792680607,0.0452940303354568,0.14911018214771207,0.03117748522063615,0.010688942161485105,0.003360490450479106,0.007969354060112446,0.0033104583357668727,0.27465295004692464,-0.005336884530850716,-0.005623623708329976,0.12541179109759878,-0.0010503274316764552,-0.016745161720879958,0.0037593227513078795,0.0011169969522519896,0.05820472092653079
4.0,1.0,-0.08061486820740947,0.051011668312273446,-0.012861367375176192,-0.009797803665074928,-0.04006498412186148,0.003898944658987519,-0.016860576027177533,-0.059200201308364044,-0.01974968710012042,-0.00414441121728087,-0.005116712477622885,-0.027608581589486692,-0.005435650224625567,0.00242298093165879,0.0012343343799195547,0.002905204600317855,-0.009995111165853799,-0.000499328976395543,-0.028728388086532802,0.01500323975010724,0.015270335759021892,-0.021094798998802882,-0.0011946882623402716,-0.024364953609463197,0.0006895326015997732,0.004014023447999609,0.04001192293879334
5.0,1.0,0.04419215471614117,0.030745664985685886,0.015442890953374517,-0.005414649547001646,-0.0014095522191241588,-0.005349542405816495,-0.03797031629006543,-0.0272459238915764,0.012244582007563816,-0.005444342181988093,0.001329335133443704,0.0067106446772349036,-0.07660469977872411,-0.04362175357260297,-0.006001365013852405,-0.007284408881179624,-0.013267350859153593,0.007770839586980254,-0.6836169649877171,0.004416761310241999,-0.011711168441518146,-0.5317405768183954,0.024532286371454864,-0.000724972244656257,-0.001359675413361301,0.0021200449901282205,-0.09903540518402869
6.0,1.0,0.02660367405276571,0.030029296697087773,0.011433280655647752,-0.005233858583457812,-0.001236791446830446,-0.011584899947974998,-0.037662632751053436,-0.025488595070137697,-0.0052034916023940905,-0.00723901790292986,-0.012696856262064696,-0.012623574054484795,-0.07927531452818627,-0.04793561813714222,0.0016556900943317616,-0.00808357666919279,-0.019064881837301106,0.002738273633584443,-0.6700817460110123,0.003030982778439144,0.006443001041663126,-0.5396936893535487,-0.0022671297385307714,-0.009361299308475901,-0.0011542717125378327,0.0014670075055503123,-0.10991338056183814
7.0,1.0,-0.2021566751881452,0.039545487628567765,0.0176643149216562,0.012176173903237341,-0.013866077772967916,-0.0036303357437530775,-0.003736409025304653,-0.02874540007019738,-0.015082136109073984,0.0043104648814396625,0.005133896607905489,0.01721760606311051,0.01220388610711128,-0.009706916275127424,0.010709321933779417,0.004307458829193742,0.07934273554751163,0.0001502344527188422,-0.549887362597465,0.011505847319945686,-0.01585020229876362,-0.319924612723283,-0.0002157456872225775,-0.01889203247538127,-0.003947516152455581,0.0008797670392782908,0.008758617630289142
8.0,1.0,-0.17547092290310687,0.030530097388637028,0.004772717100461165,-0.004073110393641161,-0.001645497918591006,-0.001302823335048008,-0.03153907167372573,-0.024201547542009542,0.0031610309537139763,0.011149464816486385,0.016901664549696487,0.00754862697840218,-0.057168571947269445,-0.01647789937740401,0.01944330604049236,-0.014303250033329648,0.10370852685640006,0.019725247930067653,-0.567558716961411,0.038553061224027484,0.016244792352143454,-0.46727648208704564,0.002306853564692486,0.003931952453327567,-0.0045030460960526686,-0.0007216130617392427,-0.08068559295815143
9.0,1.0,-0.08131142743812556,0.030046022855065992,-0.06508126362354988,-0.0029644645864650276,-0.0048752096519779995,-0.021396958235442094,-0.03256816076617464,-0.022891068350087484,-0.014737889025582795,0.006930878016271071,-0.0011463261973262962,-0.008813480071684868,-0.05398331818568698,-0.01779428948646411,0.017087996344632636,0.008988833941601734,-0.005335639623615845,0.023445348828814532,-0.6240847357144428,0.03747337441029729,0.021310646266347155,-0.4508091519315203,0.0005712133018136072,-0.004179798297522092,0.0015634813712444495,0.03357425645360113,-0.07942289303154944
10.0,1.0,0.07846234144049494,0.05014196287315706,-0.0031154089673024283,0.0040311744663367064,0.006441809607222128,0.05997822377854542,-0.03204906832738819,-0.043304823017194016,0.015369285200484062,-0.004242115416639678,0.007836205208545818,-0.0015028863437806222,-0.08493325046876668,-0.025790854835830185,-0.003777578460314559,0.012350602538316883,-0.011811464490912197,0.0020546996660679284,0.02098701575765104,0.015804189045224473,0.0055942757912842405,0.008667448742061937,0.029421682890240303,-0.003327728032101023,0.0005045255425232967,0.007929504290858423,0.06511616724433168
