f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
11.0,1.0,0.0673729196141666,0.04287482060147584,-0.010642505911100737,0.011130943724713934,0.004601713833426582,0.10925601901918228,-0.011661741414297867,-0.030229216931876676,0.0032184702443186163,0.0015770842208685776,-0.0034631032712525906,0.002337183056543661,-0.015791087298369737,0.001681414811125022,0.0029222604701282335,0.008227786864023716,0.007472992134248514,0.03616302020723782,0.018626020712977934,-0.21783231809263218,0.18462406310318055,0.00811374523410312,0.0033935578212185348,-0.0032666360636943144,0.009177887748142176,0.10935018680411274
12.0,1.0,0.04150231510770787,0.02741767946698237,-0.13390646947098866,-0.0003661119230514598,-0.01013872950423224,-0.012542513306211756,-0.008556425242008283,-0.02192748501196769,-0.005328382192647994,-0.0032644027458159763,-0.0031358351677126415,-0.015133723421005605,-0.011722175710155006,-0.0037932459886411457,0.0012207182116345894,-0.004430782050081029,-0.019394731176910127,0.016395382193038866,0.0022677812530874143,-0.33402813965147204,-1.0417824027250506,0.001957821516917989,-0.05696460330178968,-0.0009644045874245052,-0.0011799703522031232,-0.23289231631590263
13.0,1.0,-0.13188915554294564,0.028876649166514765,-0.11060144605851403,-0.01892907282917125,-0.01838987856641315,-0.01696623378793522,-0.029506658805117384,-0.029019512262047055,-0.014697696560959216,0.005887205223019784,-0.0014762342366757336,0.010320750977876651,-0.03299730649607605,-0.011051382966628491,0.0025356940793226242,0.024371926638818726,-0.036576814088392445,-0.021019401558937886,-0.005598163263518118,-0.37995373026258966,-0.9726099250764825,-0.009059291221694604,0.10117299898192232,-0.0005540947474868257,0.00594200849995165,-0.18907362039136347
14.0,1.0,-0.06467946246243089,0.027894907325911114,-0.11241306911729546,-0.010800057997912801,-0.019309886852844543,-0.02818864238568014,-0.023492650388653648,-0.032176319310555535,-0.03070746673102632,0.0009813788975912665,0.004315539221987942,-0.013255701232546841,-0.027970500372095853,0.07165741854226015,-0.008419354705206647,-0.0064878447980851245,-0.017457516997367258,-0.008256159321808388,-0.006666760990306765,-0.3710234766487063,-0.9630446931617371,0.00014708987843076296,0.10727847245732884,-0.00010845614233803859,-0.0035020957824481694,-0.15812451060264435
15.0,1.0,-0.20881212387033848,-0.1419055682220715,-0.015324840205819187,-0.05221384887599591,-0.016997050535758035,-0.020020851839707515,-0.017134569223458098,-0.04351388969111769,-0.05268421940411945,-0.0016401912693641437,-0.010755019432642073,-0.017660676699234344,-0.023007159137166753,-0.00452027917530925,0.0005132498405370126,-0.003986847709895126,-0.05588442930929519,-0.014813668316818893,0.00911227338273232,-0.2899630132739541,0.16536049867403033,-0.031430230872948925,-0.0031118768047072617,0.00015309758599517257,-0.04187653008459242,0.07737496296389228
16.0,1.0,0.02256211417568495,0.006564509151267685,0.0227582931684145,-0.0004038619559038911,-0.010417426479209615,-0.015296453648223345,-0.009070066385687825,-0.026122003781165273,-0.006696745872593841,-0.006225988763094943,-0.005121060645057482,-0.012775622881578517,-0.015692903330078296,-0.015220807114103733,0.000748607245851651,-0.0036450712476778523,0.011508421798665234,-0.008943113380989083,-0.0033806798503240015,-0.31307238961009454,-0.9437966058849248,-0.00043322420872986386,0.0007506708398813352,-0.0010526173573995323,-0.025136955201137033,-0.20210613434839036
17.0,1.0,0.047564341225128016,0.025831660376785668,0.011683209137866737,-0.0010081322118796492,0.03512272219364971,-0.0022573606554641182,-0.040317731623106645,0.20536955504277066,0.10919889323686195,-0.009351012703233661,-0.007495648249473909,0.022318835802482763,0.09778950054894052,-0.0046426953239092055,-0.0021432819189767098,0.008393178549457139,-0.0006601227104079904,0.005675280275457895,-0.011563191536450745,0.30446948079010183,0.4081453216894986,0.010685144817348684,-0.027770187570056462,0.006009667375074819,-0.006706101613080446,0.09025353288004143
18.0,1.0,0.02962627624884828,0.012480036684924084,0.027850085785794683,-0.012911557605824426,-0.03473624938201905,-0.00960990221028056,-0.01945007702735578,-0.06007246639806777,-0.022706348431325574,-0.010444094402101615,0.0009178041332821153,-0.01335728659638798,0.0017587079239149094,-0.00013980216731230693,0.0019912154037484498,-0.014400239324784587,-0.01748337536207699,-0.021765541897036722,-0.016335760423902255,0.5519059224855499,0.37634334768229255,0.01636016392128947,-0.04806142298042809,-0.0014239177841010734,-0.012910677872896133,0.08007971346645522
19.0,1.0,-0.05783346872960288,-0.11411454259540488,-0.041978363904930587,-0.03973292729715434,-0.03777014014120879,-0.016869314525084257,-0.044525176736746316,-0.05740824203429054,-0.03951763432997123,-0.006204931724880836,-0.0016826773688175113,-0.011105430647526855,0.0003287770058260491,-0.008587046388355155,-0.02375168050366722,-0.013293368923131417,-0.09738886206870366,-0.13929435928083495,-0.020560487855581146,-0.3005192249287369,0.05731393952448391,-0.01552766106273617,-0.016858578024370203,-0.003106039982152285,0.004009730967350652,0.07173116857436605
20.0,1.0,0.019879345215667272,-0.11560599996318088,-0.00600259878677852,-0.002628249690150637,0.02055881402130299,0.0020898096473734094,-0.024455126800045215,-0.04660410896923153,-0.022145558162427015,-0.010541907481338358,-0.003956851225776459,-0.027153760368587607,0.025623454658642537,0.009109319134694696,-0.016170926407837634,-0.01718540224167874,-0.042817623138161634,-0.048832348406306764,-0.012109410998788588,0.46999942062458033,0.6522148118641572,-0.02145442000621014,-0.028183252749881725,-0.0011209181797674369,-0.009219782446722018,0.07123334121334798
21.0,1.0,0.028997227149300073,-0.03382008488448097,-0.009259813419745095,0.005896017828914907,-0.022610068413111643,-0.018657789808747927,0.07297567964659422,0.16644012642380634,0.0018273427705741614,-0.007787544204347005,-0.0015211069291537053,-0.0032813074799371788,0.030983646608811043,0.05471597103886622,-0.005262283914211257,0.004400834448668624,-0.039558143011502345,-0.018169827154703805,-0.008048463088362531,0.30355615893500465,0.5585058860149511,-0.021553388111787964,-0.0311936877175253,0.00048248639654103163,-0.004495551388683868,0.08485270778483742
22.0,1.0,0.01619570809045894,-0.09498914800781923,0.0066483715345749,0.022446712466015217,-0.02190137254307727,-0.012725019485340293,-0.01901974597129177,-0.055158756800976205,-0.02904475418192616,-0.0013606991734964862,0.0009533812890419589,-0.008282992527320286,-0.02187910669234411,-0.003609765110591863,-0.002056293228699574,-0.004209506031887682,-0.07945208217753727,-0.030220342227683255,-0.02246135542867712,-0.24528255330382528,0.17508106289646763,-0.0036750164213820375,0.0021569424410414094,-0.0018565746068480845,-0.04153669099101827,0.08880673977116386
23.0,1.0,-0.024685252269265268,0.05611905177672057,-0.005027120398058657,-0.03054587670998795,-0.033073465149312954,-0.013197866112493345,0.07616861358081481,-0.05541239500192477,-0.034353766150066474,0.03667273180386878,0.0017848958481257319,-0.008514628399945807,-0.01767488337501653,-0.005464593022844973,0.0022309538369062023,0.002176280688717478,0.010237482822232021,0.034340969358431395,-0.017713959041086403,-0.26005672680902453,0.14141338964199004,0.009623834123531048,0.001878117634801446,-0.0004128327717782959,0.007629391033451099,0.11574995555384028
24.0,1.0,-0.07458406101430265,0.03509238206391017,0.0153794038836394,0.010982069549492329,-0.0010330414943677585,-0.0026619583149938763,-0.010919760538984118,-0.03711126542911272,-0.00509472324723566,0.02429122087861455,0.004859835550460318,0.04633297058484738,-0.024666105591304444,0.06323017930064388,0.000882133024372967,0.001161996159406487,-0.003991954988404336,0.03541411008180814,0.01216522155941484,-0.24210850490266697,0.15424235396842248,0.0013851922006104275,0.005352057311341963,-0.002212394909563583,0.010366676625107244,0.1170124689358868
25.0,1.0,0.02886731407831008,0.02101237471716019,0.003572311896057997,0.009221708760991243,-0.041338420960048465,-0.013760561704689422,-0.04876212677951633,-0.047277882198837023,0.009200037840287015,0.0013693888997328104,-0.002612566534013875,-0.0004301616368065533,-0.026653340773688524,0.06357122184478381,-0.0037953823438129242,0.005639904005322385,0.014445514220829387,0.013646235431094975,-0.023944101050404364,-0.2612768826608559,-0.015552425891935487,0.0031446831850084535,-0.007626967392877694,-0.001961929619173301,0.0073522125654277605,0.03260539693465467
27.0,1.0,0.039428026209831615,0.015061290633132284,0.01380262200360543,-0.013217201674859005,-0.005311099701251396,-0.009923173395889988,-0.007036485444802631,-0.025578495224408034,-0.0010053764671166623,-0.0032305149934972405,0.0005016900054617769,-0.011761252161151982,-0.01661961546073994,-0.003916999508134983,0.0020757946793937563,-0.0016526598952565073,0.04134805134905337,0.024143275643841014,0.010839754230765698,-0.23080804747141015,0.18066142287518094,0.0056029808861441325,-0.004898511715909387,-0.002910682369833249,0.01649531090021152,0.10403534721470452
28.0,1.0,0.07688515029344989,0.04524201662066517,0.008993358864679566,-0.04211880275061192,0.0055034629570378316,0.007144169170009735,-0.00910981039594459,-0.032213769209032864,-0.0018726152056234894,0.014027980386515756,0.001634345441008228,0.049918672300839184,-0.00022500902780911382,-0.0011985389853844605,0.006208005159637292,0.0009619016857226277,0.04075533490187498,0.03276655918396862,0.01515224658898109,-0.2072509374166709,0.1986662313982695,-0.031238529368191714,-0.0031560182221526873,-0.0028077885285467306,-5.219729527285177e-05,0.1109523885710617
29.0,1.0,0.04512989402161088,0.04129187233071458,0.00850727796890937,0.005204718238931518,0.003603801136197538,-0.004362944450133247,-0.013916060718396156,-0.027272546762426353,-0.01725243332787882,0.030368094332310167,0.003962035121736608,-0.008046439296728033,-0.017375086965084725,-0.004414243191302143,-0.00022940169690053094,0.030234238361524255,0.002565583822133482,0.03679995071914787,0.015340928081329338,0.16461227656494556,0.2361644311140716,0.015805645286210153,0.002891776002819933,0.00493806393362021,0.0008624423879490608,0.1000221769336742
30.0,1.0,0.0343382299810314,0.009271143937287129,0.013940938254417213,-0.0030377730879663123,0.005381933019108736,-0.0014798077090499122,0.05842671666872886,-0.027049036522987815,-0.003510926675507892,-0.008012192704105392,0.002464344911077092,-0.002592224542116439,-0.02175839808287855,0.051891343233620775,0.0037474553790868854,-0.006920978814885687,0.019020886038477403,0.022727234523100784,0.009140132978169289,0.09480392008779429,0.21491853016892792,-0.001430054143001574,-0.007417440869878212,0.004832181189325305,0.008809781010588344,0.10453295311201422
