f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.023381514595756797,0.09129318385536,0.029364282759817287,0.16355881973002925,0.040695400594262424,-0.0049999511038188475,0.15639109008815974,-0.0331179087944709,-0.009503081751633953,0.05092922078530744,-0.00943487014734064,-0.019662114598936093,0.038358561446788016,0.00429323159422941,-0.004443924040461911,0.02244071939371481,-0.00881676006106692,0.02021380076752745,-0.01094994904419406,0.6469356690058929,0.6801585766752123,0.03897696896666957,0.015860656162986174,-0.0005487102523394054,0.013282588205401843,0.06632576624922225
2.0,1.0,-0.040704030510858503,0.10761054782808373,-0.004486380759212007,0.03757622136067722,-0.012236130316479224,-0.012375195552753869,-0.03129875925330222,-0.013962237243679145,-0.018292043833111657,0.03337203892583064,0.01408709786307527,-0.006933153371302196,0.01708191908460047,0.06724776560129848,0.0026304745973384502,0.0775909525412799,-0.0004903414140701565,0.02487862417773969,-0.00818310853124677,1.5413213528029737,1.8588076834109872,0.03199805559129045,0.2001624075777357,0.0023838099832252657,0.015489816317401171,0.0825226574353783
3.0,1.0,0.05305026187563647,0.01123600365073916,0.006504138955121023,0.001555419584065786,0.03730918996824985,-0.0015071662275506193,0.1087413894672737,0.20657183395791665,0.11218309773387326,-0.01079604821587315,-0.00405495586720085,0.03202972647036307,0.07730166399010492,-0.0036193280109098223,-0.0010591391789607728,0.01060419151670854,0.007533762878775574,0.00578090682807146,-0.007700274423214604,0.2961858563994525,0.42050006843566184,-0.020198747938623696,-0.02049585613786135,0.006222213364517797,-0.005311220291409065,0.08984433321222848
4.0,1.0,-0.029421670733982424,0.04177810713412279,-0.019549145993582425,-0.009211107652430753,-0.04193665770425812,-0.01628981146651327,-0.03219519931221524,-0.061674675177797206,-0.011984470726972214,0.0008155099922217115,-0.0017565345580872558,-0.007704400389818145,-0.027252691585682994,-0.006391860277064414,0.0002513902609908406,-0.0019317931086849426,0.002681822621358075,0.0187391800896144,-0.025400443184484096,-0.30323076324618337,0.10894475327191025,0.008498978796117482,-0.006314876407462618,-0.0013072493472883577,-0.0028742179929098395,0.09773727427388619
5.0,1.0,0.05606503698450022,0.027693992368112576,0.03596949241284266,6.155460431467422e-05,-0.010333256966620701,-0.0033486851211285964,-0.008502181954733484,-0.01900972822513315,0.009034254629407776,-0.0005902413214998259,-0.003823056437795047,-0.0025616893397509867,-0.010322264775671827,0.0016281747155959443,0.01115709692811927,-0.003985695743630031,-0.007866287576700983,0.022627372432712543,0.0025473414115441844,-0.3154794798652723,-0.9147667434343775,0.011904198708704811,0.009675152489678027,-0.0009265297707387432,-0.00027454198269076947,-0.21155914281671007
6.0,1.0,0.029949453426142032,0.027909737560032545,0.028640454089926954,-0.0010294263095720717,-0.006724471745650363,-0.01984084512270483,-0.01029766246759751,-0.01865720724041245,-0.009668376899241863,-0.0005257214040640112,-0.005557609781665553,-0.01967900522990289,-0.010327946606366947,0.0006646038091536286,-0.005541234179572716,-0.007990704074736732,-0.03218419738723674,0.016827622723141897,0.004899888282788319,-0.3143717533153181,-0.9598077232413024,0.00546184924103655,0.0017535808844943387,-0.0016153172619095923,-0.0012531191564115057,-0.21554884658979992
7.0,1.0,-0.09085897066189132,0.032735254498633716,0.000912341154109545,-0.026008039397953604,-0.016469224584669886,-0.019123861730292166,-0.02973154235956574,-0.027977413680183152,-0.015983422021062836,0.00656316917594513,-0.0029466015149172717,-0.009448274883725523,-0.02584856367696341,0.0002550427708355547,0.0015170694919716394,0.019103549698707357,0.02107173019260986,0.003988959824951534,-0.009176597947568699,-0.34404166530342545,-0.5358716060054498,0.001073117685284091,0.008969406455489827,-0.0009712154384303967,-0.0011823628580504226,0.04369907139064733
8.0,1.0,-0.07711555081503417,0.02956637818713183,0.013709518391280543,-0.02073591158459373,-0.010786051960310267,-0.011789809314465475,-0.00411895523904164,-0.017369586654769998,-0.00547085399222337,0.005174733723130383,0.00803611518473336,0.0010902719225545467,-0.006606564686751561,0.0007633173056148901,-0.0021023580649094384,0.04184283338219547,0.07156597025409976,0.02843719880366345,0.007556302412103904,-0.33721108167435043,-0.7895959568853574,0.007855278252628127,0.0046407861209374,-4.2293348903780104e-05,-0.0014413730531515694,-0.12378367754839517
9.0,1.0,-0.021805039809300975,0.02967698976532536,-0.10198984906530338,-0.022079783983250705,-0.012322614541702241,-0.02487190590521424,-0.0024703625935377236,-0.016082458309423696,-0.017361853412688703,0.018047620887575676,0.006954924591839079,-0.007106644098481387,-0.007672547781453405,0.002364568550132499,0.006791455398286468,-0.008002502945442167,0.06955085781611653,0.02156491328977613,0.007948078306366202,-0.32086945163894887,-0.7947567105890033,0.011536859524102794,0.006804698956527525,-3.8952451243514806e-05,0.011242500498873605,-0.14409103610133725
10.0,1.0,0.06637095095120629,0.04139991864697347,-0.010397121215741472,0.010240222071996322,0.0028721999798633443,0.10715864040272186,-0.013027758130591687,-0.034113704785074486,-0.0019426715618369003,0.0013470861596294069,-0.003526520814008277,-0.001014361023393583,-0.020370800170695622,0.0019743240941547877,0.0024105440257349,0.005588585905965069,0.0012425712697093868,0.031877876917468954,0.01542654650620556,-0.22078306620020444,0.16963501086480437,0.006973507907869921,0.0018038967647703752,-0.004340171306472729,0.002352602956022037,0.10514846025287392
