f_id,i_id,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.sd_ratio,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
12.0,1.0,0.038521480861442484,-0.21147142181248604,-0.004951591225771287,0.010223453694945437,-0.0026209122684859314,-0.03133470940486079,-0.025424543364911293,0.02114498200347965,0.0007894046109490583,0.0003002258512469977,-0.0017775534390539775,-0.024357868015786866,-0.017841818473901126,-0.004033150671744591,-0.0037081811356023783,-0.016471669746845177,-0.00595934530693905,-0.824744991136054,0.00823720866260998,0.003926285718363702,-0.6403264778159783,-0.009160062683002965,0.01663453145270653,-0.006748954825071046,-0.0008054393653956497,-0.18892844740837686
13.0,1.0,0.0431029190320799,-0.2016437177738216,0.008901895042828213,-0.018944534944753982,-0.022379016715243113,-0.006078672882646548,-0.023956270607177275,-0.002950684384198428,0.005962109970311276,-0.026626553164761736,-0.006564029405087206,-0.008461654009855515,-0.00685539885746624,-0.004919033281535027,-0.004428998885649301,-0.007531645027947853,-0.017004243562184367,-0.7677757100991442,0.005155737023563325,-0.008591557497316066,-0.6425312767833704,-0.002270092835383769,0.054993756817515387,0.004118413677488102,0.021803927815800064,-0.1878283947141847
14.0,1.0,0.03693511467552711,-0.2106284807534966,0.01397122553256248,-0.01692217605735722,-0.04145957233922596,-0.043940413468553256,-0.02677502142565214,-0.020167337365220073,0.001630731634076,0.014705708580331723,-0.006016780192732371,-0.01789723404745038,-0.004386163532338174,0.0021507122396989507,0.0018518499306372162,-0.007710920731753835,-0.004891926260271049,-0.7555119675182065,0.0075690527865800005,-0.010995585176240079,-0.6169029011661772,-0.006677164023944384,0.040135665428547324,-0.005168168176165872,-0.0018271925186582154,-0.14638548218863945
15.0,1.0,-0.28111323951631056,-0.03997088408226085,-0.04466701386486706,-0.014215663573387789,-0.02317826164379431,-0.060111705579646894,-0.0661758079484383,-0.03574761842014065,-0.034715789946118784,0.004961382274888326,-0.005792563087730306,-0.021271911548986118,-0.03222406333216056,-0.012028037744076688,-0.003718881822947228,-0.006156878370135101,-0.046974609335843465,-0.06778049293902548,-0.015494276182182461,0.006310541416940093,-0.014668188802742552,-0.020799685868399,-0.20699353963445763,-0.0038535167311553545,-0.12028678148749085,0.05205746113828406
16.0,1.0,0.01805571591727147,0.018549433691316907,-0.006897029942449486,0.003034120028641863,-0.008270785805000203,-0.03172474899870147,-0.02010629118392856,0.008138930077890776,-0.0012163160097138914,-0.0005149726899556578,-0.0030405335236637185,-0.025982400996110818,-0.020019489031144335,-0.006857079544466007,-0.005803144771690301,-0.013233954222305286,0.0025353745388391772,-0.7350038397845378,0.0012138232227757834,-0.0005277196050310377,-0.5744477506850121,-0.010538077756702374,0.024357942654533442,-0.006767741729511769,-0.05261789938651156,-0.1818722179316659
17.0,1.0,0.04524316141179616,-0.0012344623343791903,-0.002127983807199496,0.0019112632385537495,0.041745256611340036,-0.001521606016797419,0.26576983584400415,0.060063195528148296,-0.0035844184615817292,0.009817601157843636,0.015303970285961683,0.10711419431229396,0.0024654659354414986,-0.008377385587828778,0.0013312759059653212,0.018299892204030017,0.01082716083700089,0.2685022304077121,0.011994325312633,0.001483789097325796,0.23701855742443137,0.014619564112521159,0.07518981626520911,-0.016410520243305783,-0.007111678884548186,0.08868141958798308
18.0,1.0,0.05467729537015945,-0.022122247735732205,-0.015349788464424564,-0.01744916995009237,-0.01321788496623981,-0.035366569912723855,-0.060080230176171104,-0.01510837985106886,-0.0003220509012028009,0.005160110710524105,-0.010712128911594952,-0.021567480426501646,-0.0021727097652822873,-0.00023989695427565857,0.0020473614259518018,-0.006283445440133559,-0.019616512806926684,0.20581376421130562,-1.954997367361634e-06,0.00028940078163701356,0.19307133828846323,-0.010479385944175502,0.06768634975296615,-0.020900799905838437,-0.009532490408359651,0.07063079986263573
19.0,1.0,-0.23655324771828687,-0.04784482711954753,0.011348195153285494,-0.023056204832865107,0.007117939875664207,-0.029180569166258972,-0.06784968068643991,-0.021706513852625793,0.00908762881297388,-0.030313859595501744,-0.00338443820404356,-0.002983232295907771,-9.444958879302272e-05,-0.012576382226660115,-0.01059309444061253,-0.021554735207999973,-0.062017988882141155,-0.06839314686690513,-0.15228020936172115,-0.011625956127860331,0.016884912595649466,-0.00018318183246240064,-0.14204131926626062,-0.0005427077147832415,0.025852047952738575,0.06252308404806022
20.0,1.0,-0.11292984748387533,-0.013074768500766772,-0.01180469449309076,0.003552579159649359,0.018489792611950787,-0.01863664166707733,-0.0141737801344064,-0.04080861549239453,-0.019264295312398018,-0.005647720291343765,-0.002483341334821538,0.02446846486619655,0.005122857256460215,-0.012671917704661804,0.0026142546521898064,-0.009648911518063037,-0.02771052882002133,0.7117581282966132,-0.001894357168442224,-0.0024386917324582835,0.6602411065719515,-0.029006873606473232,0.05413226943593961,-0.03911813357154521,-0.010680933917832045,0.05665346930166481
21.0,1.0,-0.008998364761214966,-0.0007607377710180572,0.007207107997361747,-0.006121426326862069,-0.005185267348511188,0.09511173808789398,0.213331173675054,0.014879473562350018,-0.008239374241591137,-0.0036091406956693496,-0.005205431701956222,0.010135866961554923,0.028489391459392884,0.00858175047270416,-0.004151755761644828,0.03332511210870633,-0.021142248532105647,0.237796980697985,0.01277152225646037,-0.0012931706484614256,0.3627097598999978,-0.003129413440037714,0.054571024598398486,0.018806181207228944,-0.008194911610741321,0.0896857852619601
22.0,1.0,-0.1874380322956888,-0.0005309205469248308,-0.0016422993934545643,-0.007347099933192115,-0.0015111365780232026,-0.04783281987688386,-0.050205805591284666,0.0027214457294786483,0.00464446566415933,0.0008335007136922939,-0.007682855142072659,-0.013592192160097978,-0.012264705392522082,-0.0027157589754248134,0.0011885486864453845,0.00023818092304633397,-0.02826961270099503,-0.008207722479957217,-0.007253416780912351,0.001252295694315409,0.039126380207381455,0.010249734054786004,-0.011878787540220285,-0.004592624864793345,-0.09897058772433598,0.06469762565707148
23.0,1.0,0.08434298155100928,-0.03351764618052398,0.05981052776340845,-0.013509165783543785,0.010989832457383367,0.042512425322071036,-0.05727139668078544,-0.02560559068206785,-0.02662909767188088,0.010985823635702467,-0.005531293986647448,-0.010475242316560057,-0.002093125879184956,0.0009446452519594241,0.0011899471794941847,0.012055765504120977,0.011261889151737368,-0.04438249688376698,0.028684018137821395,0.012942982769692746,0.04628030912901246,-0.0029060940922673046,-0.12754370714709198,-0.0035429712145094985,0.028057036371309935,0.07369349458600431
24.0,1.0,0.08641747652467036,0.0016576350122283422,-0.0025358880769993154,0.004845153063330158,0.001319783880927129,-0.05064592861760097,-0.051532094780090444,0.01913206692979041,-0.026816426389722516,0.015893463575926123,0.014032773977544783,-0.011985904967358595,-0.0033354032898117543,0.011577919325388692,-0.0012554409358362766,0.010935819137675324,0.009778329068161526,-0.06115004757845356,0.020454505962158698,0.00605661381036774,0.032279552017700795,0.009357128423363052,-0.1281444763930834,-0.006313151454396727,0.030967284781880433,0.07401913844211845
25.0,1.0,0.0541746718386671,-0.027030613760278828,-0.012989680563198207,-0.01806323862307225,0.004522358562368327,-0.04574797669701329,-0.05197731874439585,-0.009970695101102498,-0.002457623958612881,0.0027265163181657906,0.003714380143708844,-0.015499011953350541,-0.008854670245602304,-0.00040307281965757985,0.0004191649686293476,0.02116357519769277,0.030541101605358976,-0.07765123944806411,0.022172383487821547,0.0023316003961591845,-0.056227749007718764,-0.009540934189898528,-0.11686613724341795,-0.0038967179073346545,0.02641877521093072,-0.06279827009483716
26.0,1.0,0.07401908637485968,0.0022292802577648404,0.05771785791222959,0.0007225664139759633,0.005059152175937563,-0.04765850756454325,-0.04808866778073739,-0.039216969613577596,0.009921507895062583,0.01309621237961406,-0.00858959763623471,-0.02433958564660424,0.00441411183474407,-0.005976925710828531,-0.0028136646609061506,0.004135303675536382,0.01732124896010932,-0.010950710701973764,0.025956546137283903,0.01348464770310715,0.056499136421475096,0.011159829885815951,-0.11169216257588424,-0.005636975660370404,0.004338528576107014,0.07780929401596035
27.0,1.0,0.06734207745633498,0.004855227320436272,0.028184841657516987,0.0017492299744913918,0.0086779781028621,-0.04026088483050074,-0.04650261349929403,-0.029983935142587948,0.008838912332681434,-0.023703944538573104,-0.00795058535327589,-0.008957773242669793,0.006434738725748758,-0.00414119468849388,0.0009265516051290498,-0.0018926293070118379,0.03713728563917026,0.012538981845567683,0.017104354125123653,0.009236526132891833,0.07746363270824805,0.012758099352886312,0.067364513957247,-0.00643855553156536,0.029547926260220746,0.07861261394637438
28.0,1.0,0.08738208278405145,-0.01362651086804115,-0.020810524323113963,0.009184224887853231,0.0028495032552041705,-0.045580734742471596,-0.04997528561433112,0.010774701300010688,0.009248692391499398,0.011591134215361875,0.017939202149872865,-0.008040942233958463,-0.004470444588553543,0.00803443446356487,-0.0025091301089114745,0.0072212433146478395,0.04258970127719918,0.062135241801723765,0.017148951905883943,0.010952622273785233,0.0688649307976516,-0.00272330230789339,0.08480180949328174,-0.008954304260410035,0.006572462617318007,0.07851050849651557
29.0,1.0,0.078803344806689,-0.0005279379860399843,0.005432299120005407,0.008263179521228218,-0.0025180487565925145,-0.039048778837193,-0.0519314208123482,0.00435060823285118,0.010656736408692932,-0.024439565106169597,-0.004820537128223736,-0.012685512290470758,-0.004626791438691511,-0.0029387072966704387,-0.0011573977627845958,-0.008657326065610264,-0.0018781163650251856,0.13619571271410602,0.021497753274218035,0.003767904087925818,0.06517665855883882,0.011162559344620421,0.07997656516644859,0.0157753509416045,-0.0034742571122507735,0.07811837281494285
30.0,1.0,0.05784971652659436,0.01294685736446368,0.009121937538958725,0.00945794566334194,0.004115723116220634,0.12078236227902084,-0.04060152298044916,0.027547829490901322,-0.03081872997060697,0.021650623430652653,0.021233651159079166,-0.011422622694993789,0.003588417472067477,0.0076794278741120795,7.38652367917581e-05,0.0045497888826397295,0.0409787005364322,0.04472334051778784,0.02625973237723566,0.008506717338684744,0.0730784947065322,0.017731238486584616,0.08163650981981481,0.014288660378950276,0.02897530915697023,0.08003605580709704
