f_id,i_id,disp.ratio_mean_10,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
14.0,1.0,0.2595468792483591,-0.08198723792523248,0.046179833095715085,-0.0013363314761012555,-0.02549669711046342,-0.006844054948911513,-0.015367921904852037,0.03222842396590154,0.007799571420788243,-0.0023454948683033403,0.005223452025634352,-0.005648945243204373,0.0005116149603920368,0.018137808718384947,0.006656251518842289,0.01671736658302605,-0.0027231185726978692,-0.34654082105065886,0.013996724454161245,-0.003210342660375955,-0.6115181227246429,-0.002857925277234352,-8.047875821207593e-05,0.19023184667035212,0.0014567954483992928,-0.002592310401821438,-0.12923809930805272
