f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
12.0,1.0,0.056226282074621374,0.015681699950354264,-0.09276715621554656,-0.006273826009143051,-0.0036448471363075045,-0.015224531493768453,-0.038203019980306265,-0.02048474413224674,-0.0018168699044713741,-0.0015509739145587746,-0.0009589899456983365,0.012727139701411495,-0.021067215026761905,-0.025767902559011315,0.001462960408252893,-0.006772941343571535,-0.015649093966655918,-0.029838453412529463,-0.6546588935967194,-5.1919945224866465e-05,0.010045401044882283,-0.6609061969672392,0.0005117881405277969,-0.050325274899015796,-0.0005086500867017242,0.0016356077314101628,-0.310716631295741
13.0,1.0,-0.18015623374332465,0.01965338574537319,-0.08290174538848662,0.06720618633085157,-0.007079785154470684,-0.024649847198365982,0.011549127379507518,-0.018253500380306254,-0.008759773715361104,3.739862300995947e-05,-0.0014294924525906705,-0.008552032734647287,-0.009319029890421436,-0.00433976171072285,-0.004921121161976677,-0.009808841830069009,0.04449161097653398,-0.008151966766516798,-0.6459267725440293,-0.007206661699055798,-0.05498804948137754,-0.6361694125866686,-0.009649529533797281,0.13494667564256407,-0.011030287227434779,0.010126687922135922,-0.19696971533075427
14.0,1.0,0.15896304913091852,0.020378203571297677,-0.09616409303072246,0.05490827633960331,-0.004504095527547013,-0.04127663831410738,-0.029396349356239606,-0.021255890146258342,-0.0077330519113382335,0.0035582462270068098,0.0029582265733203066,-0.004881757712184846,-0.026599251940616495,-0.01106315396396775,-0.0010535254829103816,0.0025431855182137747,-0.01241561348427213,-0.05088759175923892,-0.580971586743819,0.0041502621032214184,-0.054075177753515495,-0.5862692928147776,-0.0052751533810907495,0.11853748401407241,-0.00019368774484796337,0.0014562903089813325,-0.21413856233660516
15.0,1.0,-0.29892799042701507,-0.14395151670880235,-0.029536373318855114,-0.022669816420062508,-0.010750786041710793,-0.02608171768064671,-0.03260704943820016,-0.05493176332173395,-0.04421850151983999,-0.02731054272650913,0.0006733271564618649,-0.0031404792137318667,-0.035755549860786696,-0.0515905986352882,-0.006134555282179307,0.0023163448283879118,-0.02008611736317017,-0.031215974116463322,-0.09168701096625145,-0.022239340811676778,0.008909196669125563,-0.07036049194382002,-0.03786643594613969,-0.0413692121009899,8.866439985855015e-05,-0.05111440005659014,0.08765385786165757
16.0,1.0,0.02550003336764063,0.015009480719069157,0.04772336943413813,-0.0069733594293723165,-0.004638629254495742,-0.01626167525995423,-0.03888065879471519,-0.007080438779007561,-0.006005552344071729,-0.0015674169774459454,-0.00047660741353300763,0.006090396674833601,-0.020575053394974882,-0.027688832230994317,-0.016297015697899014,-0.013348454436491984,-0.01560334225561794,-0.025907587085302077,-0.6204472748531107,-0.000623839015931552,0.008939632824230099,-0.5820652083254158,0.0032683436885806993,-0.017407420212786077,-0.0009274001826806251,-0.022006740538631206,-0.2822551802229129
17.0,1.0,0.09551874826915435,0.02911516399525204,0.007191147262850553,-0.02801487528349459,0.04288983887388575,0.09937810544105397,0.004063445902724543,0.21842834642260564,0.06968929840515664,0.00034159938381551794,-0.00041250796626977535,0.01569139756929096,0.12202594782839853,-0.0008163754717554188,0.0006627024599743786,0.0026582413622651,-0.015159240679718996,-0.001641951942221408,0.13684193841600684,-0.007385738884831216,-0.016695727021402273,0.39736931525619007,0.013356866469531914,-0.019133769229554686,-0.002747135377177534,0.006076247748529267,0.12220963181589142
18.0,1.0,-0.018467440156525336,0.037378252675721084,-0.014441711900003045,-0.03659789562884756,-0.024793796392638866,-0.01947168227186592,-0.014578206683605637,-0.04370606608569028,-0.025678594382818533,0.00267827321470081,-0.0010352978323469044,-0.009957965548350683,-0.026635903922488477,0.0010519792255475858,0.00907857448248683,0.011526591848989843,-0.03291302211463674,-0.013856250135463167,0.13666136500048176,-0.004539923095312107,-0.020225092125818352,0.3656142833784732,-0.013099322003968072,-0.023805435610671236,-0.0017010429678032811,0.006273138783071413,0.10297580247303369
19.0,1.0,-0.08633206647245377,-0.14062576269680815,-0.04134051950897744,0.04372522110804781,-0.02774908280437903,0.001780595375244978,-0.004621437022003254,-0.05322190824809873,-0.0307406173267204,0.0050610593103358435,-0.010048816790473206,-0.014964837197745051,0.013310189390684846,-0.007405172436565772,-0.006382506698796939,-0.0211317338415819,0.017335382175899895,-0.04803878913734131,-0.053665264569241054,-0.16474286745518454,-0.05329373436401703,-0.10788231841847226,0.006035591180666335,-0.033472611369645695,-0.027643768041832727,0.009259394761962771,0.07459202859473499
20.0,1.0,0.0483852844555914,-0.07975218400468859,0.0015012637937108354,-0.02663448800804132,0.029077090352627507,0.024357975976270946,-0.005185373833663554,0.007461578650351484,-0.02951587177674888,-0.019625036200449766,-0.015057166810793363,-0.016077682724579098,0.036845925198885576,-0.006935392049563452,0.003955667618986561,-0.004019050014740584,-0.03983367010981601,-0.014663399813912348,0.6513537500302955,-0.018404381739291587,-0.016334076601606903,0.6265532929976759,-0.01797205068551222,-0.026919115763830107,-0.0014393407880570843,0.005367377019312872,0.09524704739865794
21.0,1.0,0.07254748580169798,-0.0027174138256921506,0.0034833743615106643,-0.031086674529037607,-0.01649766707765059,-0.000890277838006576,0.08893241132198398,0.17417018905048362,0.001594628324932608,0.0012082140836811451,-0.01067051629277402,-0.007087013658674877,0.01681106740687639,0.013492810023140952,0.0012671685108475404,0.0054289413419205,0.049584705329105465,-0.022029955349117922,0.15121703738443518,-0.00289883228148135,-0.01316746201255586,0.38957371162008814,0.011680026720420667,-0.01536199307748901,-0.015466901993340151,0.004737516046487372,0.10714390627740795
22.0,1.0,-0.04978409264317004,-0.10293873536687037,0.0011452873038488892,-0.009616187773749675,-0.00040090351113489383,-0.0043664827526632925,-0.028678153682385486,-0.040479059456360385,-0.020378259957076105,0.0006353581525331501,-0.0021658518046296575,-0.00840828487342474,-0.006006275206035877,-0.0018579885996887543,0.013364979599265098,0.0045751900690544,-0.020328043553480665,-0.05078590468869553,-0.026642863933985805,-0.02527202602494699,0.014695189007364827,-0.038682972249383864,0.002525149034800926,-0.003356653834880801,0.0003129557629169625,-0.051761428408983,0.10207116855259572
23.0,1.0,-0.05253822899463466,0.060317973804423594,-0.02911193018875811,0.10833144866133879,-0.026700483630779252,0.010541111339896818,0.027845994297983588,-0.04402274908096211,-0.011681280926551055,-0.01930532470634061,0.003180712077555442,-0.002120022106569632,0.006062936004366797,-0.008817545154170395,0.003842550507832959,0.0028113638479976915,0.002427321338346464,0.017987816842832488,-0.02570654652507464,0.03415212178712278,0.012289587104193457,-0.04354463724069182,0.0014681059439519823,-0.007370758748827822,-0.0018699222327902096,0.008672612378490357,0.10756727522334908
24.0,1.0,-0.11653153229869817,0.04706172435369832,-0.0011016566130349792,-0.014188615233770355,-0.0032012733008761817,-0.013484736045409961,-0.028327255208950856,-0.04426392904250781,0.012972818144236913,-0.007169703687936834,0.0042949076868887505,0.0058060493536845875,-0.0003285493683701504,0.008733419461675954,-0.0019128531255453302,0.0037136498364363094,-0.0042641207203005585,0.0007749243956548166,-0.05256395745748227,0.026765640729594153,0.016462932508713175,-0.05815204981373234,-0.00037886739728521066,-0.01956301515625379,-0.000810045460340353,0.013450005871981786,0.1219561979970908
25.0,1.0,-0.027976954791907385,0.035529942415638144,-0.005505176273910601,-0.00863418350600145,-0.02962010147756158,0.013649912603204356,-0.035216540781025145,-0.0400070779039068,-0.0020212990812926044,0.0004584154739713771,0.0006307984125210575,0.006925096667621146,-0.01864410591594612,-0.006886348884144433,-0.009709729006357842,0.005058121648944073,-0.019602556869338573,0.0171484044957312,-0.0552480125343222,0.022823639513525392,-0.005904370008042992,-0.02286849228714428,-0.007349717463132582,-0.017963382973140308,-0.0013064600380508714,0.008090224732952839,0.12390194482001027
26.0,1.0,-0.0448294389802828,0.03889834398779811,-0.007526730025785265,0.08154482942816178,-0.0029355118187338416,-0.0021139308912186423,-0.04632431993616231,-0.04061552713385243,-0.01579199864896295,0.006249481453076551,0.0035043527196919,0.00022197686524963532,-0.030821392051052894,-0.008291688859295357,-0.004804805499941137,0.0009093058669585111,-0.016766128024428336,-0.021490180272705092,-0.027682915190159894,0.02438595468430538,0.014887321914468902,-0.03835293560433633,0.003522744198738484,-0.016947544678149944,-0.0016418710868541639,0.0056826216126807565,0.12529015398422239
27.0,1.0,-0.01026164787620343,0.037157961143755754,0.0011753938010128171,0.05378635425074089,-0.0034080542401364565,-0.010220650555713643,-0.01560249321641281,-0.037765423207161856,-0.0007390469129577963,0.007475352219439933,-0.003046591904761213,-0.00418747765619332,0.00013123505685237106,-0.004518504577047127,0.007095429617468488,0.005782550633525468,-0.02070125188053097,0.035157140001798606,-0.011403946364334868,0.024411869038101466,0.02026039660946923,-0.015274555379705667,0.007781861296043417,-0.009848045973543416,-0.0015588014609991946,0.015925025922045182,0.11869815038562713
28.0,1.0,0.10381521081730395,0.05939835195535057,-0.01207190827556999,-0.01096904814792293,0.004550859029508529,0.0029093424549397904,-0.013713212362070237,-0.03878975442426315,0.020987233557751835,0.006721605606062302,0.001410608916749045,0.01023550198347532,0.017021614189671297,-0.0021907295223873476,-0.0007127423255886706,0.0005346203570431973,-0.013340635209885895,0.030341594452666817,-0.0171722168650256,0.023706848561483737,0.012105311337194526,-0.006330656441238601,-0.03074085032796973,-0.007363440517328125,-0.002631821602546287,0.006265407221390775,0.13406989300908984
29.0,1.0,0.09663546997094431,0.03640981909268486,0.0033909824611999427,-0.0243479228850848,0.001716572887226397,0.0026956692911148284,-0.014456788486574581,-0.04286206164879344,0.009161795111243291,0.009124793357298428,0.0026299602250479614,-0.013596032722112471,-0.0036527660363061725,-0.005922136062215315,0.0011734897319454732,-0.0013326602119870536,0.023165272981798442,0.006457983363867418,0.025835145065211163,0.027083309743024368,0.004522177918905936,0.29892951208501706,0.004182773296751049,0.0003360816220733119,-0.021694221330395388,0.0074258056999559315,0.11290052198336863
30.0,1.0,0.06136287678450683,0.02977245391865946,0.01050898288012363,-0.020140589835383974,0.002273014216381931,0.0029866118067976436,0.045899685005837604,-0.04729536232902356,0.01827905569835182,-0.01789099532667917,0.004078688877580088,0.004898988242042368,-0.008292178252026555,0.01860804848593274,-0.0025976270909606257,0.0016944994043356148,-0.008135502124882997,0.023017592630520667,-0.0009571550036855765,0.02676008858175636,0.007295024759299603,0.23985650042115375,0.007371988338414585,-0.01617651832390911,-0.021463082277721916,0.010275780236008138,0.1189570140971894
