f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.008455154225316916,0.09378160073049809,-0.030230423000074943,0.24319308300466785,0.0636913276099109,0.03807929674645865,0.18928450828219925,-0.0052412802889293085,-0.02790685012739898,0.0016143457237391143,0.014308034726296742,-0.011474992551930817,0.0041366157836364575,0.1596384204249046,-0.006406456586845794,0.0006713054201485268,0.06426174531885663,-0.00880600008475648,0.7848208131230433,0.0224529307715773,-0.02562512346956385,0.5091595104657909,-0.00867435397878011,-0.009541775023225833,-0.015234763227001714,0.005021372843223811,0.0978132916669342
2.0,1.0,0.11623699792360387,0.0937530506422605,-0.021455932123354074,0.20595413580161484,-0.00272217935268689,0.016526272566291737,0.007695556183950267,-0.03449342666625208,-0.006593854369386152,0.03251498829680637,0.01394663454438052,-0.0033992147007354564,-0.0005957380885874778,-0.003908413942188258,0.004754409568409799,-0.0006783221287201015,0.08089917827188467,0.01888417023340746,1.915170075902473,0.028971472002233316,-0.03157046603191354,1.1573267568267112,0.0028078531233866346,0.16395558388135406,-0.012959943258544293,0.010194078113700725,0.0697649109901638
3.0,1.0,0.10043659172020024,0.0020845005704148846,0.009449750461948504,-0.02814402499756905,0.03886614913858309,0.060075406043518825,0.06756577717316609,0.21033002210118704,0.06323191995339618,0.0005298426425628406,0.00029705271718547064,0.05220586827738946,0.09807060806976645,0.020239852554535236,0.006734377522868734,0.002752089624578948,-0.014339567268078465,0.0037128861695994403,0.13850909096505037,-0.003986621627026942,-0.015987210281484997,0.39656023841929405,0.003819845490018162,-0.016659063538250248,-0.0003188315858410207,0.004791943460982855,0.11662957508555061
4.0,1.0,-0.07753525403327184,0.05902638770426059,-0.04929416016452355,0.0746239663039335,-0.02727643719527623,-0.0072033699485634746,-0.007489899612159161,-0.04797413494670074,-0.0174642828021133,0.008724862432950788,0.007618100606825759,-0.004799453091929105,-0.021102022401767354,0.007009274316022894,-0.0023521871777593775,-0.0018503402330180161,0.0006948629736372691,-0.023328564700718292,-0.05000049223604098,0.018947019671270635,0.00028226736704720133,-0.04968207111319601,-0.0006547566659063903,-0.009300090506777535,-0.0023503653656444926,0.00515660938826907,0.10807978355473204
5.0,1.0,0.062985467172765,0.01638884232162012,0.055803457311398574,-0.004961505385457978,-0.0034649120944912092,-0.01437192271265314,-0.030946295390605356,-0.01990826155268454,0.007073380086958538,-0.0019190648785691379,2.3135347455560174e-05,0.015284378571170341,-0.005235800170565624,-0.024700798942597975,0.00591904799387185,0.00980240282110592,-0.013935549162501532,-0.0003495171573254334,-0.5966131644319885,0.011103864914777915,0.011955551296416166,-0.5782826378103737,0.008124138166590788,-0.016178301644373994,-0.0012783098935331449,0.003019677027122761,-0.2724058702336717
6.0,1.0,-0.004057545578288908,0.016685262742799953,0.06017958092555461,-0.006688782410097474,-0.0027325360598859736,-0.015940690681059525,-0.050611644677645916,-0.02011380824438933,-0.0039452142295845335,-0.001063561607756409,-0.018999245457261164,-0.006768296826511169,-0.028140399219449722,-0.03255424456003265,-0.0006657314777426676,0.00013091115938410866,-0.01810943048619349,-0.017206329913316585,-0.6123165786774027,0.0027218663138263207,0.009891071358453895,-0.5906840231298426,0.001416754269912269,-0.017252544816404647,-0.0011809530849527209,0.0033966558535962707,-0.2812084004775458
8.0,1.0,-0.13837571377265478,0.028472452904965733,0.01975295143097635,0.013061788107532677,-0.0032352089268400555,-0.02282918565460075,-0.027839400887358198,-0.015631456220478804,-0.0003589740766303149,0.0036321980300612383,0.0045089125355767135,-0.005137115302935175,-0.023458730019155577,-0.0012765169502940471,0.0024172864244454656,0.013389627569327258,0.06511364883930341,0.07314542546319953,-0.5489114569934863,0.08500307874921915,0.018319818806774003,-0.5000747038388624,-0.003072605406406566,-0.00963805364456674,-0.008888874564135866,0.0038952650488726327,-0.17162486024611354
9.0,1.0,-0.09308263231263393,0.026679254967250977,-0.07151947304485363,0.012863389568700345,-0.005402405494283962,-0.03448841053885192,-0.020932601406363764,-0.01465732554406305,-0.0199409028546223,0.003337608936178312,0.004131368312473951,-0.004351601701344236,-0.026203717509951135,-0.0035845796225982937,0.006076047169845285,-0.009891358262920978,-0.013588482919738425,0.0622475021496228,-0.5884212973746387,0.07210677470994808,0.01930272800453592,-0.46741198608443973,-0.0008839501734442283,-0.014489930053532345,-0.00033934115543100883,0.011384383802199615,-0.2168466749446769
10.0,1.0,0.09586106510330145,0.033514737333792594,0.009397104804153402,-0.011339443278579948,0.0024694523125579795,0.004232777784480724,-0.030906818671856275,-0.03910708734697578,0.010484154554824127,-0.001410000775503348,-0.00032013072244801923,-0.005089638348597298,-0.02696070333633239,-0.03614143555096657,0.0027164565161838386,-0.00536798067694824,-0.009641522791608903,-0.004599755134499485,-0.015312476714675258,0.022118854597942744,0.01202947922014256,-0.0066137070236431655,0.003091434001331413,-0.010311120199311128,-0.0030374059807146947,0.005960813828426232,0.13181502258997713
11.0,1.0,0.10783469258559258,0.035656310498842964,0.015111792087639858,-0.010998356226887052,0.004412021191577235,0.011358963775213561,-0.027569770651255054,-0.01792803339420076,0.014575562068019425,-0.0012939522467032025,-0.0006373495519465526,-0.0015929244276295992,-0.020228851940000823,-0.03435320617212994,0.0037547642808990504,-0.003718378762003519,-0.005681039185586103,0.008515801795895396,-0.00915411790579495,0.03230182534003679,0.013649872974345334,0.0021447945822128866,0.004859556025137164,-0.009682765929354182,-0.0037258788879874793,0.011634376240004386,0.1366674048077735
