f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
25.0,1.0,0.06466641064155633,0.028091528936341408,-0.04334345335227229,0.004476429970966343,-0.035539115089321456,0.03245347383526892,-0.008479207920425924,-0.0328692277411939,-0.0027541606482083024,0.005703072669661873,0.02078512456703432,-0.008150103021845793,0.0031575437770315967,0.08137417497126175,0.002970569285202349,0.0035929223669366795,0.02296356668194882,-0.36460269948283397,-0.0014425291621409024,-0.023364260863069537,-0.3578820922995875,-0.003883186367301564,0.002892643678287558,0.0046163576626502955,-0.36348709151771513,0.001684360748085648
