f_id,i_id,disp.ratio_mean_10,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.03712974577067164,0.049609987591289116,0.11161257559371901,0.026081701465794024,0.03233654705813638,0.12642830190826254,-0.027123355489276073,-0.022931842403917668,0.0024626421994916217,0.0009013567692018063,0.03812259957763064,0.07902829169060194,0.16202557971035017,-0.005732720664759836,-0.0034088849409841574,-0.004077900648825712,-0.010037217040605844,0.942783471267389,-0.004274353501105249,-0.006466030045675176,0.33389288761762015,0.06620403766472922,-0.0038551295399638866,0.0020434751577002833,0.015159810675582513,0.031344597301609683,0.07824685959623695
2.0,1.0,0.22235843608093694,-4.38733401210227e-05,0.08691880918724937,-0.00763173520951253,0.01964533140374698,-0.009556935108098819,-0.01767619110618477,-0.014598638293400619,0.005497477651685006,0.006563790111225938,0.027736070754965817,0.0036465113486548084,0.0033544111595402723,0.014641094716083302,0.0148797547474361,-0.0006226435410595257,0.0008411343343342126,1.5506294583108495,0.00964981743598307,-0.0031527985734196933,1.4994416314379977,0.06510856745341961,-0.005157310269172448,0.2547340345019521,0.024229404096438593,0.04076676083305013,0.06510245227584344
3.0,1.0,0.0730632297914369,0.015888785268910043,-0.026047149746876934,0.03685826180063406,0.024573544846196324,0.08954913959349661,0.15671758363826807,0.04942023563535151,-0.0022220615584265186,0.02479115811587786,-0.005751888759709222,0.12411947458475242,0.0031315939125943623,0.013435305888275519,-0.0009839968126491045,0.011675650053943536,0.0040234764769051514,0.43228593189070574,0.002706442199327287,-0.0025707654014061596,0.27669980272975714,0.056135499491033615,0.004275035646999778,-0.030962904353133695,-0.016025988417172687,-0.012562728366509372,0.09231008031689926
4.0,1.0,-0.07276369189050558,0.0005718918817125954,0.01803045261656557,-0.020376338135845568,-0.0087881058058267,-0.05237839517153246,-0.048862109310256197,0.006129876704563987,-0.001661543906554947,-0.001463619170471053,0.00023122870961442672,-0.021328679277230218,-0.006185955728280492,-0.00877372007891605,0.010121099063708549,-0.01275134599488389,-0.005272489061078423,-0.28496608796211165,0.006410154357545128,-0.005725054452943753,0.08908493365736454,0.04136360121513866,-0.005413019213153536,-0.02047975782750045,0.004687138316363424,-0.0015986055240350314,0.09704997876504481
5.0,1.0,0.04269549923378626,0.00720503137378384,-0.008660248114442336,0.002562276853475522,-0.011682237342356813,-0.0060300186794048066,-0.02053765427320808,0.0009580686205206807,0.005948742166559868,0.022070088964718813,-0.002202103551002476,-0.006552882687074464,-0.022569384355062137,-0.009542200659903036,-0.01976685479225292,-0.005543081368208037,-0.003250273656198732,-0.3119931281018278,0.008532824497591771,-0.0016494073494593905,-0.8351841124096391,0.020986405083540393,0.012444788158980638,-0.00956001738152688,-0.004249954968215456,-0.002391625213582246,-0.21284544208719625
6.0,1.0,0.014013035679963535,0.0005427283441181721,-0.009142842774665936,0.0019253230588017873,-0.02178756085192809,-0.038538651676174915,-0.015067371843756866,-0.014133501532602741,-0.020115671954777998,-0.006919887140518751,-0.0008915370729721127,-0.009407538421858236,-0.024709607370565552,-0.01018965850961719,0.01532483878307022,0.002967261080396233,-0.01608300564320149,-0.31617462154312065,0.0039326414994506126,0.0003038976829183751,-0.8333268270873562,0.005805539284922723,-0.0035705027189678884,-0.015068651024096807,-0.004010785006509077,-0.0018789504970585678,-0.22475923284581226
7.0,1.0,-0.2321944371458231,-0.023614736394691287,0.04951248979067817,-0.003381069295521443,-0.023366080811180568,-0.0192066167336597,-0.01329787167619146,-0.01932831037940219,0.00694556366234988,-0.009735503378075102,0.001563435172175906,-0.009529329314218406,-0.00928207390805468,-0.005114377317666161,-0.00022838791638462536,-0.019116456320023983,0.0021369297055481525,-0.3537832931919481,0.010018749100546289,-0.003028803968404632,-0.5386943870379985,-0.0019942976689695715,-0.0026036168433018884,-0.00842925857171032,-0.00047185183448278205,-0.001914485961590608,-0.0038369346522458
8.0,1.0,-0.18844523522025233,-0.014018798316299942,-0.004784732958843,0.0027772417433785637,-0.019730408855713862,-0.006823765930366143,-0.011300192483219085,-0.010671979435832401,0.01303689528853808,-0.0032099422684318275,0.010315285344181314,-0.004214693654823452,-0.014310523388857084,0.003359736477535424,0.012050300717388681,-0.011226525255938879,0.03725230603951072,-0.32430189890982236,0.021229441461947877,0.0031018668192944058,-0.6071342845750015,0.017107916674220236,0.00238279611312512,-0.0008141910276962672,0.00259499685145175,-0.0020963689876173797,-0.12471847069399015
9.0,1.0,-0.10162053696013829,-0.07422424116017297,-0.0005882160440114225,0.0003453911629049682,-0.024385497769550693,-0.003648034898394102,-0.009931214613879998,-0.015859323330271492,0.008674776244134253,-0.001515025153196112,0.006484785963463991,-0.003363676350776718,-0.01660511593465027,0.004084066646677136,0.008653474545936823,0.004054638879838882,0.039244200926438814,-0.3412900088032589,0.018838385463546523,0.0035354184713318002,-0.6498140014920578,0.01934250527182361,0.0021657307732797083,0.008646518388657294,0.002793776659105658,0.011652881905899122,-0.11924895881182421
10.0,1.0,0.08817139417892801,-0.02041430839642068,-0.006514262181559935,0.00789830312904457,0.039527024332569556,-0.016134539948658586,-0.026032524932336785,0.008899722867693213,0.0012056270671248464,-0.002250008896649883,0.006066537220228877,-0.017293594172237293,-0.010337083421746239,-0.002661467779410507,0.010975917312601275,0.014184650573932733,-0.005010723390305329,-0.24989412358533433,0.02062549320835928,0.007575580021807436,0.13585456658149572,0.05046478290156691,0.022819259568830706,-0.013587411192275302,-0.0011596044409855062,-0.000384282294189732,0.12549891581285905
