f_id,i_id,disp.ratio_mean_10,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
11.0,1.0,0.1021287446982183,-0.01696783997672537,-0.0064625679812614755,0.008730595437231018,0.047549791541072375,-0.013874772977265429,-0.0208344486801121,0.011324237052700909,0.0012200627772288538,0.00017843639748872165,0.005627350855202518,-0.01562782197597253,-0.008489621264831715,-0.0013616137460672087,-0.0028063298948651947,0.011735088186444956,-0.0009691931414398381,-0.2636531822474639,0.012205129021784727,0.0074817034091154005,0.15175008377496907,0.05264958421491899,0.025541607450747437,-0.011889551833880317,-0.0013087576341161877,0.012435200980983328,0.13053711739230112
12.0,1.0,0.04140733251475095,-0.09923621968597388,-0.008687229385280777,0.002692543240758793,-0.01746603290059261,-0.007314698662571246,-0.018924318631202426,-0.01790259113268107,0.0033754723030552103,0.0013325534286700834,-0.00285235487198147,-0.015122647764577273,-0.031416120038860046,-0.012257569219564087,-0.030292654316080792,-0.008436070205874006,-0.014917424607098747,-0.3344180545324333,-0.006197345243372536,-0.0027499882790086075,-0.9310222141718276,-0.03645471536371984,-0.00796247985371561,-0.0634154750021999,-0.00325602429733569,-0.00247194530258577,-0.2479624208421076
13.0,1.0,-0.15522852745317497,-0.10351211523543136,0.042808296767405864,-0.0007786434973826908,-0.029967493320234448,-0.028705520196648848,-0.013411631249671175,-0.022022409995957816,-0.0009735102116053597,-0.012921759345319238,0.00023685475772044573,-0.01523295701487041,-0.009126825345044623,-0.005978596505249932,0.005472512950846888,-0.03179206155434783,-0.033382007549463466,-0.39164435446984874,0.00501771383975538,-0.0029143421216576977,-0.7811632632600554,-0.022407808982832053,-0.004090248235537363,0.1912035357723071,0.00054046835068535,0.010040053786875284,-0.19899014789959152
15.0,1.0,-0.3176133029295238,-0.021473792129820757,-0.012991999811262651,-0.011454524145069192,-0.010464276524104905,-0.019759044870427078,-0.04511918823446235,-0.035492787094043944,0.0019357994716821714,-0.0025082338712629497,-0.00016430793855387905,-0.016897974325516384,-0.0293649733462057,-0.0066438572140614,0.006876330973132219,-0.0021846651789984074,-0.017948385555305427,-0.3074641273330492,-0.01207159675009123,0.0030084239754997423,0.05794947208014291,-0.2117144988920081,-0.028615730555593858,-0.030384060057738724,0.0021472979305312417,-0.04442083713956625,0.07658127995277486
16.0,1.0,0.03822150690364607,0.017891508482168333,-0.009151597521385842,0.0019979135445508185,-0.018694052186922192,-0.009356788704994975,-0.020253602640955253,-0.01054330430281377,0.004275859434152197,0.0022302284173274256,-0.002347424058666305,-0.013630340231108089,-0.023032392959342535,-0.028587730431233006,-0.027705049578909933,-0.006173415650146749,-0.009213375412153682,-0.32581021548204414,-0.013760942421937535,0.0031418650204131687,-0.8637849305646723,0.018349904559598854,0.007403651937567245,-0.017713069299201724,-0.003965546116190755,-0.01939179717660367,-0.2403379588984227
17.0,1.0,0.07629003093978323,0.006972376126462995,-0.02274861225223796,0.03246550390863519,0.02677750589993845,-0.026871797592502272,0.16288679085868757,0.05872190277549807,-0.00218836431552716,-0.004444663731933912,-0.003239708824202885,0.1558997474070858,0.004098644073272831,0.0016358456360347539,-0.0028577758506561166,0.017952013468620066,0.0005287796774332825,0.33386760355993156,-0.0008376625057502085,-0.0025840472582440753,0.2541971699306652,0.04748948158614432,0.012081521250444274,-0.02149057935229864,-0.0070464627327235995,-0.0036956608632232393,0.10119065278830093
18.0,1.0,0.0399138083964306,0.03226626179156492,-0.00872820571932565,-0.017749933618816518,-8.76487078384921e-05,-0.022621922207471574,-0.03933818924671202,-0.020954722037251135,7.505331990903996e-05,-0.0032419018036036217,0.0038362877305534986,-0.017498404454171692,0.010670414376734057,0.008900628819658016,0.012081562485537187,-0.005107691454296697,-0.003033526401674022,0.027438343058496795,-0.00252164525097454,-0.003993947149097959,0.19590054277348087,0.030821548026397128,-0.002910788926074831,-0.02253560596020117,-0.0014115786513742774,-0.003664174344523782,0.10327268178920569
19.0,1.0,-0.0807624395018215,-0.006464218643154543,-0.0038089013518161465,-0.022712959546783235,-0.009593733870091811,-0.04009980278889939,-0.05624604922936696,-0.03617218128833497,0.011862069296148843,-0.020156026008606148,-0.0003230584049960284,0.009225735036586896,0.001987780254239132,-0.027510365652650196,-0.036040939690688376,-0.031305622188095614,-0.05833371708457108,-0.33098380252967025,-0.1044671913041145,-0.012737427914256536,0.05342863556168934,-0.22048238931534586,0.003662011682839172,-0.030408494414445715,-0.002531405767812754,0.011115415225851393,0.08770462737448255
20.0,1.0,0.05007560991918832,0.0013299861013865747,-0.03463708798385944,0.01499175301536652,0.002543538142752084,-0.030901710383974563,-0.05675379480054866,-0.040472491832885954,-0.0028854745874015274,-0.006207561933604746,-0.010235911708368135,0.07298539898957222,0.0058942634426877956,0.0011689779005603675,-0.013693339163410213,-0.009640871818669884,-0.005772429549416388,0.6736728228774421,-0.005603975837479146,-0.002215418837329047,0.6554987294613074,0.00036522959895866295,-0.018771843342374906,-0.04900589663012752,-0.025148427639708454,-0.014129976957451164,0.07606615594898415
21.0,1.0,0.0845604728119965,0.009824332801818051,-0.0340779778158713,-0.00923694982022156,-0.0028179518550881075,0.0439392270694893,0.11691318765115263,-0.016914390970394867,-0.0029769202379877633,-0.0035458748710445933,-0.007171731896349667,0.04211304741575744,0.001431956830823141,0.008483293132536361,-0.001932589401259142,-0.003052536479768697,-0.007329214178285148,0.4645866243191724,0.00010293008133342165,-0.00020012480488636989,0.3519615619472551,0.03574369993941444,0.007010175352085249,-0.038616307004296385,0.010240912772342264,-0.009616950088554026,0.09233910556636105
22.0,1.0,0.04118405263527036,0.004040727543586692,0.012424454615480458,-0.009622677171687381,0.0007627348952009014,-0.020483603766473388,-0.028673730875880234,-0.02698840730858839,0.0009434830981054497,-0.002942333184028986,0.001542555989384682,-0.0170906076350216,0.0045499019601681345,-0.0036023691752936227,-0.009525631303858723,0.008866643842729264,-0.02426622394860762,-0.22120595760363498,-0.009683706249230454,-0.0011446856049969895,0.1271567280661066,-0.13710112787301032,-0.014146449878229335,-0.017345219529446475,-0.0013019999113057157,-0.04603004727502721,0.10253092062619115
23.0,1.0,-0.03258914832212899,0.008612512302441165,0.02434302102440186,-0.019803521228945315,0.0006335943958276743,-0.014350799912989673,-0.04833213409029846,0.042173467475575065,0.0030147281064717086,-0.0004171769721976256,0.007060506263866064,-0.01485987884500971,0.002047730504905581,0.009208509286583177,0.0050793626826209455,-0.007392723888030238,0.0032534841332667796,-0.2770866945732938,0.02063977725682661,-0.0026058031735481093,0.11983992128698305,0.05411070435375601,-0.00027249225667945226,-0.018603630453406777,0.005806354241393673,0.011132411308905514,0.11136360137227433
24.0,1.0,-0.14582846331696256,0.013034526150294124,-0.013531683880508625,-0.002772464761266338,-0.011887801114450447,-0.01778664302102757,-0.03084685768880775,0.004284168467481742,0.007970837119972771,-0.009159030746048957,0.0022068281524680543,-0.01674485879652696,0.0027798225739939274,0.034252738780997265,0.014562456053716168,0.014231566518105166,-0.0007309931414284361,-0.27269450286487357,0.01830832709951067,0.0007405485268397038,0.106634811291208,0.03916238489722355,-0.014543690129173776,-0.026029155431580655,0.0041031326783356565,0.018355548557296812,0.11057905603840089
25.0,1.0,0.020741318107466017,0.0022837263088806396,-0.006447138612493688,-0.014000855512317757,0.03646324955002709,-0.029869804738131733,-0.044958141349422616,0.009151905054624748,-4.148762155360339e-05,-0.007119060773558434,0.0012117598452416598,-0.0143540015304893,0.0037221252812761965,0.014838969391135631,0.02316812366814721,-0.002441236197580063,-0.0055619389982908655,-0.2908506531776201,0.0029998769493706735,-0.008139741982486773,-0.05992056899083604,0.02499541116514082,-0.002679679130758285,-0.017359777111460258,-0.0007842782406307857,0.011688347941538692,-0.012477588411252637
26.0,1.0,0.012328749089058972,0.009049272262073537,0.023985430669812544,0.0009125231655996316,0.0017473245789246237,-0.024421250757254903,-0.026086438134753868,0.0010170659577846044,0.0029124094532450824,-0.0012321211824569535,-0.00048375555930980734,-0.01804801334602086,0.00030445649422785595,-0.0028707188137305157,0.018016698320030746,-0.008700437051383271,-0.0046113901188248735,-0.2660568553233299,0.02132672318654799,0.0032364105828466294,0.10792846149623984,0.024007575363796357,0.001119011173309811,-0.01777271551223969,-0.00018605498036586288,-0.0009276206922220209,0.11518529349011247
27.0,1.0,0.04539795566838715,0.016550365753546487,0.003789138110628419,-0.0017246863709984598,0.004197462245459448,-0.017001745111143312,-0.027992207187286223,0.023933556681795868,0.014089610077425752,-0.0011421708049091685,0.006908718109342268,-0.015067034286294238,0.002716904279764395,0.01193955692938614,-0.0011442331184206833,0.0056936108288336415,0.024690243599876215,-0.22313647688496857,0.009878890293015885,0.004184552586414127,0.12887947468391275,0.05738006001564768,0.005919829736263502,-0.02242852497143308,0.00044628191206877443,0.017441263910007214,0.11910159873039171
28.0,1.0,0.10344382625015167,0.005027066985358168,-0.00630499154355939,0.006515815939176427,0.0023994435253819326,-0.013662940917861192,-0.024593459216874548,0.00910799063306798,0.011059874495723116,-0.0009127031000297188,0.0008460843082412582,-0.013894076787974987,0.008501426729004533,0.0315396231678307,0.009235699580027696,0.0020906173445440148,0.02856952156422462,-0.21734796941757076,0.01696377913324238,0.0074873674956360495,0.14497872573010623,0.045774105508640646,-0.02744006814174733,-0.013850070240016806,0.00017440810028452897,0.0004960177392596445,0.12213086495989499
29.0,1.0,0.09288044737291701,0.011105361107357808,-0.009350452142303114,0.005738764687242472,0.006047935661235496,-0.024364575560270798,-0.019929119160485693,0.004718812178469783,0.007250799941632751,-0.009750914903883912,0.007789693994397438,-0.013668406465222159,0.002456428488496168,-0.0033678452645598263,0.008842391462934925,0.016304807166589566,-0.0014035879476316144,0.01700558415158293,0.018811293827170165,0.0027940477474470765,0.16383767049985543,0.02775319095996605,0.0058432646777587536,-0.00918965844750507,-0.001820382092649388,-0.0044824509787837535,0.1096395465726626
30.0,1.0,0.07492483768294739,0.008663584676593629,-0.035668799289131206,0.004114811301439405,0.0005986798814911439,0.061257897937329976,-0.02040170136836637,-0.0005293866062896691,0.00035586081733908937,-0.002804106227472525,-0.0031743142611489303,-0.01063174239466453,0.0031745222457438046,0.02189496409725191,-0.0069205022394676,0.016668232536160288,0.014015765852994593,0.3045185347787368,0.012908336787040163,0.0014858311559465178,0.17143914645282604,0.03255694273623434,0.008953627319003784,-0.03568755008287432,0.011811738061845337,0.02603278513925192,0.09687725720666568
