features,mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test,aggregatetion
corrstd,0.38407655500691934,1.0771292272016832,0.22452003328189327,1.0771292272016832,0.8643655996064363,,mean
std,0.3921739580958879,1.0548334426340564,0.24278362859540112,1.0548334426340564,0.8653119597700163,,mean
