features,mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test,aggregatetion
corrstd,0.3753339520582572,1.0230770996583372,0.29047555500310124,1.0230770996583372,0.8379093439030992,,mean
std,0.37666635610008126,1.0181234882738546,0.2832962378907201,1.0181234882738546,0.8399871457173134,,mean
