f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
7.0,1.0,-0.25241609396198683,0.055518390681143025,-0.08863106254965245,0.13919919721364682,-0.0004905246812159914,-0.03747928795403455,-0.010470821577929017,-0.018804346508133136,-0.021398756532385974,0.001734345985274052,0.009529886247440028,0.029274115933229993,0.02643385586273621,-0.013063723148990765,0.025947746935480867,-0.007917536047150668,0.059391338047870106,0.005537820338809712,0.010167597156922602,-0.05100417144238201,-0.16029420233959366,0.060839947340772235,-0.028120946084231175,0.033310177815562655,-0.004699680066431998,-0.00898579018108852,0.12676484292452125
