f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.10558661198931905,0.057635794438355835,0.0028062525558508423,0.007686352110258808,0.005179508064624543,0.09312075437571936,0.007881958743234045,0.022709115756775658,0.01381939714217776,0.008310307848089777,-0.005277798818187155,0.013025280428058499,0.03095463126058224,-0.02586434078882321,-3.499656880458266e-05,0.003110744886544262,0.023612232138293096,-0.013020318663729049,-0.19832054671764024,0.02040235439818085,0.06319081046792484,-0.025950202414768742,-0.029669748670033996,0.010850791060938936,0.0012963468498381166,0.2070700256995444,0.034790857440101346
12.0,1.0,0.046532489690060894,0.03218283154309514,-0.12176799762937177,-0.0012400730308890322,-0.0017465340405681843,-0.03131532190705144,-0.007552345649612618,-0.007847118632225645,-0.0033377697328170718,0.0006391316018250157,-0.010832565977075811,-0.0012090470711007021,0.00368493217189333,-0.02837059631490714,-0.010758870936534022,-0.0004432590440691395,0.00971116888554287,-0.04862139878023354,-0.24530174533293062,-0.0011734594581474468,0.03724449626834811,-0.6108188812171228,-0.06594310449136499,-0.007962753800284064,0.001328963987999608,-0.3915840728392644,-0.018238343954679364
13.0,1.0,-0.10260465207386035,0.026588283625162506,-0.14018197791486445,-0.017541815851485017,-0.004447866775294856,-0.012738598578259333,-0.016253622373149906,-0.010469208282053813,-0.015893304640608338,-0.01350458186783461,-0.0025011607287842054,-0.00023091123947224193,-0.019341439586250158,-0.008462875739939528,-0.006372529260587409,-0.0137552470521142,0.0635602690205437,-0.03642872039604935,-0.29907730765240526,-0.009096759757227561,-0.1541421998440867,-0.519831403219145,-0.04041830430786784,0.007798195792871523,-0.013433041436597341,-0.30049394019243864,0.012839424922116309
14.0,1.0,-0.06067072986404469,0.026342139438836287,-0.14247859700481205,-0.028396355127194763,-0.0036718678225713046,-0.01546643840903712,-0.01850025950369027,-0.013887780079266674,-0.0052632442064730126,-0.016692267041849347,0.000516940312903789,0.0037759232385728603,-0.02283013829204242,-0.0028406750895259435,0.01802927920718274,-0.014873236325878315,-0.013501335595796552,-0.05415178754863028,-0.27686800325547034,-0.010535945670705829,-0.16002914985677166,-0.46282453999271733,-0.07456866419468322,0.006565807981357828,0.0038813830615876113,-0.28948718166917753,-0.008356466916142129
15.0,1.0,-0.24865190359125275,-0.14463613810736134,0.019811645693486146,-0.05174410592172866,-0.014602593695145237,-0.030846554231466233,-0.015698045890802995,-0.027775686568321207,-0.02656328457569774,-0.009126180439365947,-0.009441022635944304,-0.009494170584206872,-0.009333885025781252,-0.03803053325272745,-0.0076016075875664875,-0.016543546220554043,-0.030539747042208888,-0.03731226059836898,-0.24792252469580675,-0.025200614222980703,0.03377392256881698,-0.0923031999973284,0.03412674568431912,0.001037188052833542,0.003949058464750647,0.13652178425447464,-0.04378925778070477
16.0,1.0,0.016032403165194976,0.00028723290630509304,-0.009964477569535012,-0.004551530443128251,-0.0031892453926360403,-0.025827568829073992,-0.006898302998495148,0.015860819574135633,-0.005117460397562014,0.0007368224075646853,-0.010891407167555493,0.0007037977804466617,0.0008127742404394147,-0.033199784847171475,-0.02970564059892978,-0.011330225037827806,0.0104160105280519,-0.0312189763596789,-0.22918539987075645,0.0024434491748712307,0.03872038858320969,-0.5573076153314679,-0.06269942963508875,-0.00020614657554159327,0.0014554827439871066,-0.3499530138845181,-0.03928735006838999
17.0,1.0,0.07991653175980504,0.04085428586661874,0.05090216512443846,-0.0075143780768948155,0.04077245298162773,0.011118620319386641,-0.0016251007800866676,0.03493183547262172,0.15835558830908233,0.011221610550317857,-0.006946989347259209,0.019325974313976715,0.031001000765700375,0.0302129910571328,0.05851080063495538,0.04528995172736428,0.011444058299851513,0.01135957127798741,0.46972072818564775,0.011395044586233964,-0.06426988629959308,0.42475725623979627,0.10409109143911986,0.00019795316524524707,0.0023142651849028537,0.19840255242338728,-0.010165365096532408
19.0,1.0,-0.07234942841447183,-0.12226898547736947,-0.08353989755686134,-0.0187346996285938,-0.009040813174842774,-0.016379269942034144,-0.02184947424400055,-0.025690398857523552,-0.023773858060816933,-0.019800730735191403,0.004747978538188044,0.001336166246066388,-0.005698701507101437,-0.0021701380514232093,-0.045892984881477986,0.0060245484002461385,0.02910952055309935,-0.01656913679172022,-0.22958993603051994,-0.05720978992096067,-0.16300324975941627,-0.127446125956171,0.014123471027350884,-0.0016015880701566313,-0.02482053644646303,0.14019648063266385,0.014931593169543535
20.0,1.0,0.031099612212733895,-0.18356593308156574,-0.023190234324523218,-0.029048520673395344,-0.00529189845780758,-0.003791795248407368,-0.023002537729170852,-0.013985076657427105,-0.009696350264088582,0.004897273818178118,-0.00761334147993063,-0.003014436174912165,-0.007989084144991354,-0.003991702106625855,-0.048428660291491156,0.02106834614107562,-0.04271455606893887,-0.04602027808582652,0.3819308479720513,-0.08283634224962387,-0.07341716058648182,0.5683840048907856,-0.025188083993224503,-0.014139481448359907,0.0024333839011136593,0.13788746426570694,-0.014776941141347005
21.0,1.0,0.024136457426690374,-0.005054533800356477,0.0027063065422568548,-0.016504819165374524,-0.00038913002261394393,0.00013510679951575407,0.013152406046758977,0.014103205883579464,-0.019263984405406824,0.005519270354797752,-0.013246419564252064,-0.005347266820473435,0.0022221681346743715,-0.017222851512397566,0.004771057911759915,0.0016700504582211637,0.06068574748513663,-0.013298405613308428,0.41152413681559913,-0.04477413727814063,-0.06742472324067436,0.3569438297920095,0.03916905422118266,-0.0027675869172249373,-0.007114952132235015,0.1739464079791559,-0.014665822107843906
22.0,1.0,-0.04283206935609308,-0.11750621295792164,0.04383086946346068,0.00540873911353844,-0.0029743149291136905,-0.00885522934175652,-0.013758380078876193,-0.02372968325132162,-0.024299745038861856,0.003519035319782664,-0.011537981055133449,0.004065119126622007,0.00806388083657056,0.009855924457666428,-0.021564312386747404,0.009477458483666743,-0.01833855564368246,-0.01543035020936546,-0.2131348967844613,-0.04736959092248786,0.04170638444623216,-0.11381139491014852,0.044806841090268994,-0.006390062253395978,0.006775111273088812,0.13972019479942677,-0.03683785265085578
23.0,1.0,-0.047316064337014824,0.04643073017698049,-0.040339153551587,-0.020654908209942344,-0.009066337524305598,-0.0006858716916957984,0.00490057874567582,-0.02326389042105243,-0.00895480628702145,0.028947772524075103,-0.007849892352041426,-0.0013221060191210708,-0.0021483126615584906,0.013710810708913968,0.015485891911330107,0.007897347397120634,-0.0036031341573354056,-0.016528393869739144,-0.2054348180608171,0.030886538444996333,0.0687647186617014,-0.06117033520496738,-0.0267459350555584,0.005655564243573061,0.004166734966482557,0.17785914059801375,0.016322931190634642
24.0,1.0,-0.08394779985345491,0.030981508698030947,0.060222400298409834,-0.008254245998338093,-0.0009058649256515179,-0.0020549152360908474,-0.014628799726075847,-0.0238981552108123,-0.012192586039876142,0.028241359672378074,0.005315704499801392,-0.0007355188357601876,-0.002332887696905132,0.01583168730057417,0.018528328043195753,-0.010928902841896057,-0.005271614996912732,-0.01657750612995757,-0.2157874408598256,0.02737944902754581,0.05539681740527416,-0.08961699257762153,0.05320741468646193,-0.0018727244517657122,0.002671376694178108,0.1791523986033676,0.035197362647006555
25.0,1.0,-0.03873345530514394,0.018041507779784884,0.06458803494052896,0.009935765800775665,0.0036734027485335803,0.010882410083012994,-0.010610720018254347,-0.013486505494719603,-0.015037441998859535,0.00363786274011216,-0.011658853190706735,0.004448040524909527,-0.005117708474533652,0.01235465250732104,0.019785632449302988,-0.0002597513472472586,0.0029356774941382262,0.07174623048821258,-0.22231320429320958,0.008706859204102683,-0.05589690464679975,-0.0663377671916285,-0.0019826910155008935,-0.0006011259385759423,0.0019665114816751214,-0.20643260978975503,0.019583050112810967
26.0,1.0,-0.06291861676105279,0.02439698334120592,0.047515417622335375,-0.01838139166602933,-0.001856084899372981,-0.011097282625999624,0.004907619561368035,-0.00067816597128071,-0.01791137054517118,-0.009437516102937984,-0.01671328572202792,0.0029865166235534457,-0.010132513660630662,0.010254630097609612,0.0031731235326411668,-0.0153928991473201,-0.003977267099301555,-0.017039459035333722,-0.21607347724892004,0.01706291138225542,0.0709898740208465,-0.07806743435017559,0.03843772504279568,0.0007462789097828517,0.005643989771110946,0.1663046888392889,-0.018212631354220445
27.0,1.0,-0.034565591881178415,0.027611079799806,0.061611689599642985,-0.020435434594264765,-0.002681029344296928,-0.003760085466455503,-0.009568224509363777,-0.0005175859820563057,-0.00960334621592051,-0.008570495050509377,0.010986618845844981,-0.0024725660600292986,-0.0012245402863809139,0.015917364460503187,0.011194046598144934,0.005393005959211485,-0.00554858407454119,0.06547665949377306,-0.1944517443521123,0.008993272984893871,0.07117660218977978,-0.05248129767642317,0.06298717005721861,5.82507862093688e-05,0.005584445999236664,0.16024883127671513,0.03231822140948288
28.0,1.0,0.11156276094986402,0.05839512087973782,0.0452890488085078,-0.048323762470393904,-0.004267587401137968,0.0034050587490598873,-0.011894578630363747,0.0015877085795654475,-0.005868329216273703,0.0028821588218855927,0.018956172136694534,-0.00025536097537264425,0.007534605471076642,0.022242643893554924,0.03543850542104896,-0.011549525652650884,0.001035108067712795,0.0613381485117214,-0.1745417398432492,0.008907573436187373,0.051035223450921596,-0.03312217215511664,0.058295784265393016,-0.0007234230740105247,0.002429660009679256,0.17852611453569153,-0.017474870060275916
29.0,1.0,0.0919294989103886,0.05388238593751968,0.045996908177980265,-0.008432815107658847,-0.004662109376898319,0.023358602371048528,-0.015145330343568622,-0.006528571201269231,0.010872178412417532,0.009829703505312933,-0.004012256235742158,-0.0006149872956702995,0.008106107253509574,0.013116265578928695,0.012842915940384014,-0.008661274375500119,0.02753375848838721,-0.009554891015863261,0.36560755292766123,0.041171575770683644,0.0354625418712604,0.18598730485319295,0.08024340411956203,0.02041990392385963,-0.005985860536745243,0.20930617193166484,-0.019459518873295552
30.0,1.0,0.03248853507266351,0.03638594831496457,0.059047437625951105,-0.020411768329804767,-0.0034348334348173128,0.00700067950537655,0.02650709055128649,0.0035284577805614727,-0.005535335544152958,-0.0008748225902269595,0.012888712697757803,0.0006760991913575204,0.003995476650861132,0.00015149247774897897,0.038273308459370665,0.0032843581931703493,-0.019727609180087587,0.04313339989017898,0.3652682098840781,0.02137637526149422,0.03215804868307127,0.08321210307905133,0.0605145044229914,-0.005456053023401353,-0.008599564310240537,0.1672109376419028,0.047088568129365536
