f_id,i_id,disp.ratio_median_05,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
5.0,1.0,0.11890987950813293,0.03079129942544039,0.005234480709689332,-0.0016747834053155541,0.0005151880667693084,0.00014793027759269612,-0.01855432994306224,-0.014104531475711618,-0.01040270092678472,-0.0035404373159284696,-0.006941626752216345,0.00918864495620561,-0.00820840572503169,-0.016386337708961477,0.02308434636345182,-0.02560423291360094,-0.017538271657042664,-0.0204547768277007,-0.5301593332471437,-0.00656904997672546,0.013234170057983979,-0.5657863196789115,0.04279189472219218,-0.0023436361279289063,0.0001369809925713138,0.008114995650191912,-0.12781397192901164
