f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.10121272274484668,0.05570803269726407,-0.04753580456233285,0.055736805527794475,0.014377247762981256,0.017125093823298212,0.052879960478283396,0.03658703110897467,0.014459321797024022,-0.005883728691694358,-0.013123999600249802,-0.004361986677823714,0.12218023315851752,0.05716298094154845,0.01769061756920629,0.006497419696321787,0.005837496906968461,-0.04352256031479528,1.3482231148501187,0.07716009648236984,0.020329732476156236,0.46096305635511053,0.0057086679154858076,-0.001234085392859502,0.047961390864297335,0.035537640464870145
2.0,1.0,0.8340381488080865,0.048590256639291965,-0.0466668976433085,0.050628770478919984,-0.017669811402061253,-0.014856991638017975,-0.001757781481999186,-0.01026929991586123,0.0026684744464910938,0.01626701693031093,-0.0023269146851075434,0.0067004692783063854,-0.019248603006024035,0.00482067648151944,0.009128038934399332,-0.00253133194060535,0.019042981074745852,0.020902306347003855,1.7679545672900487,-0.0802217754759322,-0.0014035027233988491,0.7456282757471051,0.007927865400256482,-0.0018993420618744292,0.03711334221769823,0.03111007622648575
3.0,1.0,0.15095377061920914,0.01226236448310403,0.031032719837711727,-0.008149748689313861,0.038998519715631716,0.047467123480385315,0.005161310206919963,0.02018442640210481,0.04547809550734674,-0.0048405178702895174,0.006851050789683025,0.015596707121812738,0.10605224868408149,-0.010045021198535746,0.02662446577803271,0.0005581850422997514,0.00161848956712076,0.019014293786588428,0.25643357205130757,0.004419387740389441,0.01780867244134795,0.3242170321078276,-0.009020623096737339,-0.0005303418239571362,0.058286455592696386,0.0040889940349926965
4.0,1.0,-0.23752332881772353,0.045093301098398,-0.05014000784618378,0.028343417298621918,-0.027916822387934727,-0.01811635974912104,0.013986343690383837,-0.017220121468462204,0.012292395233217011,-0.00551838226289385,-0.006945429240434744,-0.012426483009100094,-0.02911665793631509,-0.010539009272788207,-0.004687232042558787,-0.00642575618187816,0.0067091075590929704,0.02490501066529709,-0.1786877218038656,-0.05027533007722904,-0.014919680692983451,0.06921123513534605,-0.006884668527884065,-0.0005031099788213168,0.055027443877218835,0.0003231332960589883
5.0,1.0,0.04275086499287443,0.022635700692840446,0.0392737550884388,-0.005041425674783814,-0.008361579813967488,-0.005239029056543524,0.00390893583125976,0.0023008825468996165,-0.014278186040136212,0.004171598989497379,0.004297677587380501,0.014826761126545865,-0.010761061157759879,-0.017486730369503354,0.0011886742015145017,0.01164956537906662,0.0036433900451907984,-0.0018884967381104022,-0.5244137531854208,-0.04184695836674057,0.006401447808774354,-0.5412082740008772,0.02722285777485552,0.0010777503368404936,-0.09659916690791512,0.002332259971708254
6.0,1.0,-0.03413444200239333,0.020656121710357824,0.021113273533760336,-0.005305113608147832,-0.0018397904029781127,-0.005478346990700831,-0.005245497960647329,-0.0004524824717712396,-0.008880128948673616,0.006126302869079651,0.006582707721642011,-0.002781215655364846,-0.014496744214438249,-0.014427131093948968,-0.0010443413310394529,-0.004776841969273064,0.003953581069873815,-0.0065605309769499204,-0.5282099236136438,-0.02757996051043346,-0.013290724635169341,-0.5268066110984775,-0.001208330976230141,0.002701867980447116,-0.08677593585589921,0.0011086152911990179
7.0,1.0,-0.2164094276148533,0.01985606704812368,-0.12777021657786236,0.0014725209309485966,-0.018437802209507057,-0.026747242418791436,-0.017676128299558478,-0.007794692441177124,-0.01072134755094628,-0.01562714017452449,-0.01739671664479849,-0.010930131719946104,-0.019320219857102163,-0.008369051578633843,-0.011041050653277668,-3.2369597400591345e-06,-0.028404332933350658,-0.016336797947435047,-0.5735587343927451,0.025994292119577232,-0.008447938619999856,-0.3548882252484404,-0.00748263819234001,-0.0054502592211308504,-0.06903308023348209,-0.00044183444809972865
8.0,1.0,-0.15480732811797762,0.021392154425894497,-0.00929198442298005,0.0030556595506396325,0.013111229513343065,-0.006283612805627245,0.005902895014138396,0.011708546034983232,-0.0031708934863194415,-0.013895684856899099,-0.01189328858719529,-0.008459077896875375,-0.004467627062870802,0.001707241544057493,0.006672204572895873,-0.000304204948250982,0.0035398004115936507,0.07566003451647511,-0.5014839268764866,-0.011432642657698522,0.08303547333377304,-0.451326562957919,0.0050620199750804375,-0.008903183410281507,-0.09097292923773773,-0.001670774072909879
9.0,1.0,-0.16108453589760846,0.023561205583263647,-0.08653872461128928,0.0016282647018697085,0.010072323867934272,-0.022722296058151403,0.007799519616237714,-0.0008502825786667307,-0.011172463725247092,0.009836827098088296,0.007157923146144671,-0.003909554087046473,-0.006634428442227386,0.00524954411989177,-0.009329516790704715,0.0006111256373866735,0.013447271963498932,0.08448481181677567,-0.5138234363491019,-0.003993577946666027,0.08531984989828627,-0.3259265323894564,0.004297317044934296,0.004264100714738947,-0.07614109359220367,0.0220480500620861
10.0,1.0,0.10005964399541498,0.04889097152985874,-0.015663829811910814,-0.0014036417973371652,0.0019430848843116598,0.0685787014331505,-0.0029506022880005124,0.008429726664454129,-0.008207463754082232,0.004989366789566579,0.0030054545366992405,-0.0019106843294222384,-0.03521074163992642,-0.012516547191759759,0.009748893331406298,-0.006652647576644746,0.005635573608676632,-0.0006082838386735254,-0.09625481212163621,-0.033008061615348035,0.01074053508087515,0.16298421405417182,0.00985494528983636,-0.0016796436643477183,0.06561369335498246,0.0012459426344191833
11.0,1.0,0.12826207051583544,0.056300298871303424,-0.010877744464202933,0.0009819256539360531,0.0024936118395403554,0.06364388322022337,-0.0032103116069780533,0.02210128210262755,-0.001606798092376857,0.0041651636931681595,0.00552410041930901,0.022842642624441283,-0.012030953297322705,-0.010147061595174258,0.009501130016344094,0.006700319360962224,0.016303014320182267,0.02351045791543893,-0.0850009250078814,-0.02659290264978234,0.02204332884697024,0.2004331518427638,0.026460802459251778,-0.0012421967209067801,0.06963678409939442,0.026592870710849717
12.0,1.0,0.04106029403909133,0.021471708561443512,-0.1421829273301903,-0.0058632200088172895,-0.006887377771863612,-0.009731001091786052,-0.0007772086905620458,-0.0012677853274277364,-0.029201769452739605,0.003955393454234751,0.0025401980787899585,-0.0006591258497470375,-0.016102305212056498,-0.01857301365111648,-3.781275365826789e-05,0.0042527950814866084,0.004748858697287213,-0.03270559612828263,-0.5763464416202438,-0.04641699966723584,-0.015854405803250243,-0.6586265024459134,-0.0011601800274117725,0.00016202671196708035,-0.10453651240906583,-8.566556493747035e-05
13.0,1.0,-0.09035504224124721,0.018427321619239656,-0.14620042976028422,0.015411143679419578,-0.023384149821569482,-0.014801363842339573,-0.016142796935449226,-0.011452100420147902,-0.00877326707612815,-0.016525789158026206,-0.01135374001473597,-0.004488906044022189,-0.019753829991660452,-0.007139890950873439,-0.0006641911032368632,-0.0033194430985462233,-0.03170824800067631,-0.026257274188262424,-0.6168156142251594,0.029026240827208734,-0.014748604388458209,-0.6046663558005592,-0.012848797926574073,-0.010359578553526894,-0.0934183558925897,0.014410574725758206
