f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.057477436297987024,0.05278559101100591,0.01534831876563602,0.0035526420236203942,0.009184995552472708,0.10378722039263819,0.00665114207816569,0.014592469777319692,0.007866964738490082,0.009206371687277117,0.06968127393937479,-0.020687700103068626,-0.024313956387459625,-0.007213657348452581,0.009618106765735553,0.06440689540716225,0.028511051186753924,-0.03315880363589632,0.03764004809366663,0.03697530515310988,-0.052373548547805,-0.03583982735431014,0.013478283779791458,-0.0031470845929493893,0.17512552426425895,0.01777996073658614
12.0,1.0,0.0052784468631960225,0.027434323233012366,-0.13722335955602002,-0.00327217903796126,0.0049640321055226385,-0.006409959862626455,0.007393908911286421,-0.0011079602892799085,0.001409306669095606,0.010607975021467824,0.010761649061990619,-0.03332982223420888,-0.02698331361786514,-0.009856742637682936,-0.0013055099841528606,0.0019916312720300866,-0.020079264680073285,-0.3447575779198193,0.005496998339484952,0.020994259603652907,-0.5852352292001263,-0.06881850873959558,-0.005455455220905538,-0.0021045330808097604,-0.3626041770358538,-0.00726605378689893
13.0,1.0,-0.10400205503573555,0.02953253823171194,-0.12931790583277378,0.0031843981804063446,-0.01659999646620329,0.0031805345482957825,-0.0036410181837411293,-0.014296636607508392,-0.011533973462142013,-0.042901718075202454,-0.004665016444624052,-0.014107339415992726,-0.006555069300046994,-0.00690122978992722,-0.003255089374632465,0.028747227139497754,-0.008451347741435087,-0.3282824250141568,0.010303250726811491,-0.07110778688253898,-0.5625942954298953,-0.05440183611203954,0.018033030824588802,0.00586826708417453,-0.3108788643367089,0.014254628004769558
14.0,1.0,0.0238071895610422,0.027313500860398156,-0.13732127069102737,0.010067523116988174,-0.019028118139211434,-0.03000444605498525,-0.004293931998821572,-0.02095636807017578,-0.015795268386915633,-0.014686073758808876,-0.0447248395409766,-0.03359972516623746,-0.005531424775313829,0.05788103734596948,-0.0037812253899124305,-0.033084212092465023,-0.011835383898817428,-0.3294578962873024,0.0027134118654142995,-0.07620291183804066,-0.5460925580955241,-0.07613118999966287,0.012511825029316505,-0.0018114752817274848,-0.25935256738110035,-0.008134857173765688
15.0,1.0,-0.24780959370683406,-0.17443195608104464,0.01612324632576892,-0.036746426372725335,-0.038212265956931675,-0.05069652989034107,0.008832158687341872,-0.025714253992156193,-0.004991206580272666,0.0016111374285891417,-0.04312810626795885,-0.03282896109022728,-0.02974657337842517,-0.009315460229559747,-0.0001680312911914901,-0.021228894346502006,-0.06393585567389291,-0.09080351208684337,-0.0026089890254626844,0.021506594611320182,-0.11414822681367845,0.03178928552496339,-0.013827660731041929,-0.0021578875044851696,0.10967721050459116,-0.04934452463906089
16.0,1.0,-0.02281283242095428,0.013010140622870195,0.018907552528896684,-0.004107780797202778,0.0038817018138677653,-0.011779832804019005,0.003198720902765622,-0.0033729810670645763,0.0008831604031619084,0.004228298609540383,0.01662036969706919,-0.03135664979603784,-0.03620923014923796,-0.02954422856107309,-0.008185244401579549,0.002698275881664624,-0.014075360407224385,-0.31751057469626043,0.0005034372611023181,0.015877063026367804,-0.5232627191363426,-0.07201692119260578,0.0064248025730453285,-0.002057203097672514,-0.33532889107471725,-0.026732714886622773
17.0,1.0,0.04033631284636366,0.02592188765550428,0.07164826603127203,-0.013034796417859517,0.020407551790292196,0.04621112122547666,0.00659485081200734,0.04993800256983143,-0.0012444089600576224,0.014144926682251186,0.10508490512705386,0.1664705164498312,0.017363661451125726,0.022968579917494892,0.026220687043695103,0.04314880034000999,0.05076576202167835,0.15328854020746888,0.0460056053473865,-0.031991782582553516,0.5058250754619931,0.10109217772392684,0.014171076055572466,-0.0017358720685099502,0.17757130050050038,-2.786535844370105e-05
18.0,1.0,-0.05265582257219269,0.013161872142604635,-0.036335489152176055,-0.022386449693520674,-0.03068547459820668,-0.034327114664195454,0.006679959960080222,-0.017940604634183958,-0.0034674771675237627,0.015414877507860001,-0.026719122539330273,-0.022579461404741142,0.010170657099310103,0.00038884195969726785,-0.004070754947498179,-0.02582006220768771,-0.06095242341094873,0.11016868062178298,-0.08861630818944469,-0.04430430766694245,0.5171846296592226,-0.060000943830319245,0.00880294147094784,-0.00602882095702786,0.12359298442747989,-0.004045607651226707
19.0,1.0,-0.11751563910108034,-0.17297478057637952,-0.05078690805225452,-0.003983908297102459,-0.03936091675922187,-0.06039538631448134,-0.0036072079401005728,-0.024855832954831812,-0.010370154985752042,-0.02955280038928513,-0.053873939182441155,0.003890694071777443,-0.0033460924358022933,-0.029023462757948613,-0.002768460278541268,0.02757725676287178,-0.05993568890437884,-0.081535026684649,-0.08073826192759093,-0.0936019792111013,-0.23399620813620134,0.000885010513997617,-0.009176746027238157,0.005364989880385863,0.11652461251552812,0.003062373321746412
20.0,1.0,-0.043349837686447505,-0.20756278303898137,-0.038930774126867004,-0.021551949316893356,0.008414769287362015,-0.02055371272156032,-0.02109267935829513,-0.005420949069381734,-0.00652672189677733,0.01726303922519956,-0.031031920949778267,0.11177191201284076,-0.001416395181513264,-0.03331982847629121,0.004873886953990325,-0.05721729783856011,-0.07178173651066588,0.5260524247002095,-0.13154630837575704,-0.03498329385414802,0.5816205457737765,-0.04725195785422594,0.0023084534642455823,-0.00858383439650124,0.10969757080689546,-0.001701285692485668
21.0,1.0,-0.012828530806344217,0.00543823925478733,-0.01014575057484881,-0.01542769880009966,-0.023382329311769205,0.01335661603340232,-0.011635653586008139,0.035036698180453144,-0.0007520190530991343,-0.004306506600501764,0.004106903533803478,0.017964738892843526,-0.014602334200325497,0.03225090899625156,-0.0010847568266508527,0.0927559925084407,-0.06367141063907811,0.1543307591074224,-0.024044396831260775,-0.03179487366392706,0.36723623934434746,0.05648033036204803,0.010437078838906521,0.015243991696334726,0.14978463475092646,-0.0004954142648109755
22.0,1.0,-0.06063137957057537,-0.14682974761318443,0.01898690141753919,0.00503463271073822,-0.043296863646156224,-0.03226102373347359,-0.006237293457507829,-0.01421996668417175,-0.00455641761106986,0.0033389666826099057,-0.042236616115967816,0.000252143364946218,0.005918793480639407,-0.0208533407208027,-0.007380062567609107,-0.020058729302813393,-0.04563215534485839,-0.05699042330877926,-0.07763936107822522,0.015630167080595714,-0.10354661791556741,0.048985367240289214,0.022132797800769016,-0.002714430411422197,0.11790048445198334,-0.03356872253955729
23.0,1.0,-0.09912362378395267,0.05836467490272423,-0.031515753720624554,0.0032162388041753146,-0.04285656992241391,-0.038629475472789256,0.00384256026738972,-0.012819218154562708,0.013433630571118979,0.009687266584658195,-0.035923995126689715,-0.009410602865804864,0.0031947142328984687,-0.00023086035985916907,0.008180744619281548,0.008364117531312953,0.02143246854484034,-0.054702255876703486,0.03665501674336713,0.003258733818489744,-0.1361528634460384,-0.029061592854753345,-0.007787477354957725,-0.0028225402862357045,0.1482776902275205,0.008146741204071384
24.0,1.0,-0.10735192364734258,0.044139144213117563,0.04164243415722808,-0.003000662539870269,0.011285319413642879,0.029892651472171804,0.0005166766391156777,-0.015259733650018186,0.022832321735186175,0.014672590909373949,0.03427749243700187,-0.0051948633173118175,-0.0049586745699245595,0.0573347967899741,-0.0060818336987081695,-0.021613700718131658,0.016543628460494387,-0.03656101370171605,0.04491638740566905,0.03129636422168137,-0.1441675506296535,0.06413608087463392,-0.010068412551661363,-0.002571387204068509,0.1553394387915231,0.047161326265925625
26.0,1.0,-0.11611931586942134,0.03946788206098222,0.0233310706016457,0.002473294453901219,0.012391624260886159,-0.03506682454783326,0.001316817588722867,8.14169992044817e-05,0.0002516010438882634,0.009055216546835443,-0.030034645641557348,-0.03752906427381244,0.009164280408949461,-0.004349192991053738,-0.004555579890595367,-0.021867278655742655,0.013917637404449176,-0.05621649914845749,0.03604176676989131,0.02904146776577429,-0.16588802203904252,0.058688446005392185,0.0033758598782115514,-0.00496900323153079,0.146881354136102,-0.009012954758179086
27.0,1.0,-0.06533831359269539,0.04689302847442618,0.036003870671707135,0.007652859814191743,0.014755157293251693,-0.02742423799682654,0.014550264398773716,0.012366785765210272,0.002245378100707262,-0.009137892061355644,-0.027801630991672023,-0.004351018331301488,0.0006246359086807547,-0.008823107049343042,0.004481938619459893,-0.011366644194655771,0.04880022043007794,-0.03804651599978129,0.00848563435059637,0.03921606598358842,-0.10177919416802943,0.09272816565954582,0.004856011821965425,-0.003056830792615258,0.1564185242435186,0.03760716940751573
28.0,1.0,0.053070102703671206,0.06093620378780251,0.043857489288131934,-0.018167325706634034,0.016718231199571647,0.0441383051684957,0.0029448761436875887,0.012894475193369226,0.010803078984012393,-0.01338996357571817,0.031954144627594716,-0.0015096437407916767,-0.0025302553878856307,0.006769370074558187,-0.0002560096841186014,-0.006404631994412915,0.052682879820176096,-0.030480785833492938,0.0299974498551278,0.04357272168449417,-0.06466723509895918,0.06518060594821076,0.003216330499024756,-0.004593616992918642,0.1620957808397641,-0.00499598153160036
29.0,1.0,0.0784921252608959,0.02920552985635301,0.0593846059907251,-0.011028768078231544,0.006261454742186616,0.0656158276315304,0.011769446749049712,0.006426975469464099,-0.005570266155014459,-0.006072889396975995,-0.014826270629808583,-0.0028618916680359253,0.0058336303484470406,0.012499107603135962,-0.005592536561247958,0.005989168906159343,0.040806065354690814,0.10203971926167794,0.05732103394851433,0.02422108671782351,0.4448145938486361,0.10459923930229505,-0.0036115259379106493,0.01767146799593598,0.1716485332525187,0.0014774540937723467
30.0,1.0,-0.02789246855656323,0.02827465208430131,0.05818177907619405,-0.017223326772760388,0.013351830611540256,0.041934048586073726,-0.0047816917915721475,-0.003253370703378898,0.005453884630741889,-0.007638570438037519,0.016150790892878204,0.0005393390389695461,-0.0012238980845412112,0.05710017319709798,0.003557207312705832,-0.021624238621734352,0.04739545377569541,-0.03656876578654329,0.032114946218814534,0.018417704294153188,0.34362206858415906,0.07127468138971813,0.003014733141697817,0.015516633784969432,0.15840053043384472,0.0175555467387143
