f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
20.0,1.0,0.08505401207921097,-0.154062534365372,0.03173323051085896,-0.005254837169180293,0.04422918702413785,0.03202599574287331,0.00478148934573304,0.02477967123425903,0.03585075971840837,-0.0014913505341575704,0.005632357762202146,0.00107857750743353,0.13784800618068233,0.01014321156285165,0.018037065679556857,0.0011829623295216364,0.0013586543906935053,-0.03900515231330204,1.2466192288127425,-0.11793373159258193,-0.005212300538626572,0.6830189108508214,-0.011753865257694826,-2.5135424282318394e-05,0.04160836903148737,0.0010818452709119384
