f_id,i_id,disp.ratio_median_05,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
12.0,1.0,0.1143882182332185,0.03044968952140861,-0.08659952696041215,-0.00037660546954005025,0.0024624845416720896,-0.008114094564175743,-0.01812359031463972,-0.01428207972612486,-0.013816104361565357,-0.0038578393151124813,-0.007645858381506285,0.005263945135342523,-0.010138450925698133,-0.01671580944852477,0.014997556572235653,-0.02697366074131219,-0.01793358292212917,-0.025787467199194683,-0.5589568357085979,-0.013923904533478004,0.014880534276553016,-0.6183992188325798,-0.05160994382949815,-0.0011176889763456967,0.0006671348891771401,0.006323870562584872,-0.13273045123011423
13.0,1.0,-0.2851100339097103,0.028630730285671268,-0.10366684698332562,0.014146112988606555,-0.004231399649627434,0.001785126225559694,-0.031339223759960365,-0.015374989113716524,0.001372661034961132,-0.008392147293556456,-0.013077285975599387,-0.0043769242205211915,-0.006358408026694587,-0.047982250270667236,-0.0036322467032105852,-0.027783446741673077,-0.016053338122375405,-0.024697450114463244,-0.5861116757136743,-0.025709162455021323,-0.06426760232738772,-0.606578006873861,-0.025506175765876597,0.02528444444705614,-0.010089751762427381,0.005128745131883977,-0.10314223257055262
14.0,1.0,0.28157951314057617,0.029258909724225176,-0.09689802429102387,0.021925272659117912,-0.008954291363565962,-0.010074364791148633,-0.02937481041719772,-0.016182426861785625,-0.0021238924566128817,-0.008960693686330588,0.0012870185375281897,-0.0010024015701703942,-0.04095954258784121,-0.005415895989171131,0.024419616557460506,0.011518154582453045,-0.022836827633878485,-0.030211313475739212,-0.5182398650829655,-0.02322260136468791,-0.05540152800595777,-0.5977305383985225,-0.03361464349423752,0.04876048769880339,0.0006022496058724573,0.000724638917315715,-0.055924436333353124
15.0,1.0,-0.3496718465583751,-0.26090554732427557,0.010017628004373202,-0.032751590067477715,-0.01709128692208695,-0.026446478802619505,-0.02086907087725255,-0.018369231132551043,-0.008358836408977327,-0.008351570640846491,-0.009495338375581176,0.008888138146581409,-0.04285121137454115,-0.02412976225714027,-0.007935983432601578,-0.016665463725113516,-0.0035082248316996596,-0.07212961290957985,-0.14334658080874296,-0.006708635583508567,0.009716727488840678,0.07719325532989697,0.00025878889652020966,-0.017149128916920078,0.0039889834473202075,-0.06484109188608884,0.034452837853654134
16.0,1.0,0.03651441783660359,0.030356828198375346,-0.023590229262237035,-0.004676496189525016,0.0014758279254197242,-0.0059572790308635585,-0.02194878794303775,-0.008153990506694481,-0.013356112416675685,-0.004289892610929982,-0.004021976336360663,0.0028085624282733097,-0.016567997312258113,-0.02230265737871779,-0.08321007348297177,-0.026646049864811228,-0.01727566086622438,-0.0188133107879542,-0.5337432613706762,-0.010202551890571579,0.014173352686232937,-0.5556377841201745,-0.06199329740015948,-0.005157734288478981,-0.0003635395692796783,-0.03717299105154102,-0.12072042426543216
17.0,1.0,0.16175815352711329,0.05264004375961526,0.05786576156382253,-0.014938404381214004,0.015917058350161113,0.04730280568031446,-0.01756928058952712,0.0914355477259233,0.140103053202866,-0.002336630940523449,-0.0006424543031650753,0.016931509053398953,0.14776612674957432,-0.004770897217040359,0.027309878200370567,0.023209775319357254,0.04122561552068488,0.030166152400105825,0.3615632101366036,0.03588405898637834,-0.02580415223519997,0.2764260780939592,0.061031265254690416,-0.014949714662299128,0.0008631586287395297,0.007009650266804797,0.05527949264417274
18.0,1.0,-0.12173946045594784,0.04718048652930138,-0.01988620373693925,-0.03307963141678111,-0.009200044351952139,-0.011787258453614658,-0.013226061992293975,-0.012942363258599909,-0.03103093697920877,-0.0005168701442652115,-0.005369903779141027,-0.0022204020463189615,-0.028430220646809282,0.0004949602020433522,0.01646407175821944,0.020336899669344467,-0.00047256169839798075,-0.05864151901741602,0.20176526533457206,-0.08470799482615081,-0.03258500437395795,0.1628655976513456,-0.04578043490861878,-0.0259513074847345,-0.000548209972961679,0.0034967272889253774,0.04639108775207173
19.0,1.0,-0.12031468158411569,-0.1964515281223863,-0.05608394515935555,0.04160552931860593,-0.012192164839234116,-0.02201666527055091,-0.03272818895761992,-0.022265799329701706,-0.018468948119101745,-0.010346871334041347,-0.021589993183333416,-0.01439360275229794,-0.015014727490499591,-0.005126024165250345,-0.10639039744997172,-0.039140401764645914,-0.004799061642393845,-0.06248679515940191,-0.15606460454847457,-0.08498121795502434,-0.05215968001456832,0.04520472061024546,-0.014047546445498063,-0.01717304193890231,-0.01796900828263979,0.003469605458652124,0.02431011116520588
20.0,1.0,0.054276820534193616,-0.18758977767921983,0.017267109820401555,-0.033089829737334694,0.006684503695520105,-0.014219406332704253,-0.018447175167326215,0.01348550774392111,-0.015927964496619342,-0.0020167917864596244,-0.003463476643463046,-0.007342193921971668,0.044813127651140795,-0.00839730146870444,-0.08065833688452843,-0.025565818610500068,-0.015404302840475502,-0.07062809358245649,0.5948547742007733,-0.10021549404079565,-0.023619621022122318,0.4482354775880224,-0.06791482567583543,-0.03521310770154026,-0.00011112370636981466,0.004115911159478857,0.03120634200872334
21.0,1.0,0.09280944127809021,0.02724559926962978,0.02761574706685504,-0.025339893419564562,-0.011782209043925547,0.004906772959969497,0.09467887058832386,0.07974100774681916,-0.02374497933001494,-0.004329035080565739,0.008150452203411176,-0.003318389216794079,0.01655704305868963,-0.0331934886009965,0.038213758026915685,0.002111017365833755,-0.027529927539978544,-0.05866404873449856,0.14314180898836068,-0.04149951399383852,-0.02994983920853718,0.319971802976312,0.02009330854405489,-0.022125312968536065,-0.0006374078661313563,0.0005491872179243104,0.046841207069461224
22.0,1.0,-0.09650241470941634,-0.18488159452429806,0.03385631419623501,-0.016558543505233666,-0.004062719654464856,-0.011884747615282461,-0.025591812430500096,0.0003383351918490159,-0.015078836023060038,-0.0045606041948285615,-0.0003950379526088342,-0.00461556179333964,-0.00024937360996860904,-0.00853834977863557,-0.07505806472841003,-0.017011161495032647,-0.0043435649436679834,-0.05946401826031356,-0.1290844279767403,-0.06638139037968412,0.017084732018597622,0.06794742012103566,0.026203928254182836,0.010895147189967468,0.0021891698194935623,-0.0534772434985919,0.03331304431037859
23.0,1.0,-0.08484392485982607,0.0683718934215532,-0.04033294177925071,0.04904322616841724,-0.012122288774837602,-0.006797878602433483,-0.005742163696457655,-0.013982939368447038,0.004424263387601107,0.04167263558704821,-0.00245697874573646,0.000794221735903339,-0.009087813211813008,-0.010357055824332483,0.018984107197463275,-0.008635054105734286,-0.005764433328789777,0.00950304518704309,-0.12814537206999674,0.023447890659241324,0.024927164191085906,0.1287464415618299,-0.02005403639901036,-0.0022203046339498026,0.0023480330454169122,0.010686301167328079,0.060770158558248466
24.0,1.0,-0.1302860138542343,0.08793262930612529,0.05376514955921726,-0.007447203836912884,-0.0017662537690994544,0.012034179664680688,-0.02210469766352171,-0.012740803814622162,-0.006540844939683631,0.0372492803086185,0.004421092498414453,0.01503040537541815,0.01017353391216475,-0.0039745325037496455,0.04099310747611958,-0.006798520714512698,-0.015130188717915601,0.00901472767647741,-0.10115042544595404,0.02515126623425613,0.022156145957894793,0.11521688043661711,0.026974731524695508,0.0006230282684276719,0.00253900795904131,0.025880213977821084,0.055621009160637516
25.0,1.0,-0.09102411322023427,0.06527763051241371,0.025759052361750148,-0.00527500377400925,-0.013041898398249232,-0.020505810371374427,-0.024901091308147306,-0.00758904204427095,-0.021463779627778082,-0.001956277392618419,-0.01054279276755335,-0.0019164769526923292,-0.025933064974386605,-0.008536495910906342,0.03435908475556074,0.010951891376093611,0.006506763012968429,0.022362892005236303,-0.10905228129195253,-0.002682166532224142,-0.005484151364715875,-0.04351802194877823,-0.02793659642681762,-0.005275779875669621,0.0028547055951437697,0.010535239268180742,0.007942669322835496
26.0,1.0,-0.09381590989522925,0.07561712558210759,0.0407696308143086,0.0412293837059987,0.007930490345985653,-0.008417117336523925,-0.006848611319579851,-0.011039161298749505,-0.017410128316141683,-0.011234797190352485,-0.007534079641707407,-0.0004747637827874018,-0.05227664055190903,-0.007944278810969362,0.010257524983202882,-0.01327357710827717,-0.0071939398391324865,0.004846890325231963,-0.11525709533684736,0.016597304037871456,0.01747925236274306,0.11848509813777866,0.022152620713689467,-0.008139908822734606,0.0009610196450280756,0.005137188809704614,0.04872859901087911
27.0,1.0,-0.06915917672687909,0.07245301756741551,0.04497364515375066,0.04938124183404685,-0.00588741284581534,-0.009048696798875835,-0.005466751908386339,-0.012631285190565425,-0.003368281138910789,-0.005818135323988042,-0.00735514341271832,0.0028977234829909862,-0.0025213277925414746,-0.008690975816717114,0.021933370077756056,-0.003156430696547118,-0.006347576950915356,0.06346327520438666,-0.10311727993400152,-0.0048499205043646704,0.022526546430871448,0.09840401295262763,0.020326853598032074,0.0018619658721733497,0.003106119742212372,0.019999956086690814,0.03894166517171815
28.0,1.0,0.1406686512830906,0.07771038721910689,0.043070924221880684,-0.03954120097842818,0.01585613925557864,0.015318057440402832,-0.017124325658075996,-0.01173119978720137,-0.019584919407143367,-0.011073927427592842,0.014868171150629939,0.007732387502165709,0.005084115134443677,-0.0028412816508615064,0.04701927521555033,-0.014237735770389316,-0.00047567504873216745,0.06526774402716218,-0.04803886563408653,0.015240143368058597,0.019738614313430682,0.11585708874329505,0.025522582114756675,0.0009412497213594649,0.001483317129877475,0.004569890494115268,0.053165449642861386
29.0,1.0,0.19798828524775083,0.07289042285281841,0.06114721392063694,-0.013395819030271386,0.023058383068028633,0.022289653475224585,-0.007539190825280734,-0.011602887133698328,0.03152630960371316,-0.01103037475495012,0.007319173801156812,0.014197242686313482,0.00909867656755021,-0.004633339923369177,0.010092890971019964,-0.00951707235834821,0.0024437347639567793,0.024282610124993737,0.2203532481141369,0.04593989684377451,0.013486277574200688,0.16214425676439662,0.04626999359102424,0.015221976649096988,-0.001589399843793731,0.009395939070852203,0.05890084387108938
30.0,1.0,0.0981859068586497,0.07187831326777194,0.05866430747888673,-0.007059693785637529,0.007431499087706092,0.016237841899786613,0.032649850348043366,-0.011483391026488241,-0.008845523547465753,0.010398416649323231,0.016042868987771262,0.036864304797872414,0.012462618453434837,-0.004630767506547424,0.056132810107932765,0.006178860991081834,-0.0033183141854331993,0.06415423286990961,-0.01639875419399279,0.027833007927305767,0.024000344989039517,0.13259541612266276,0.034449074295172015,-0.0015342890105222303,-0.004384916743650907,0.01449346260998783,0.06185694101339799
