f_id,i_id,disp.diff_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
22.0,1.0,-0.03737648443360263,-0.2022935327652483,0.07580949155877995,-0.01217537397404655,0.018797674484574933,-0.007571898345343551,-0.002593397530797601,-0.018841804974615052,0.001868467482187971,0.009934226862636834,-0.0049414815019941695,-0.0023262208276537545,0.005559685998089304,0.005089676202282126,-0.06056910099156469,-0.006569642485625843,-0.0038166336208756233,-0.04858172469649422,-0.1409364918704512,-0.02108922293307017,0.012263866854146675,0.19522195769520914,-0.08051788902356323,0.0633995956474663,0.019381295387699095,-0.0031419353211865875,0.08084982244969817,-0.020234663367790735
