f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.004907932967679844,0.10518910376481616,-0.06084916108024676,0.1606718333907164,0.07526553575888413,0.05471571005328891,0.14351419678314342,-0.01655046836110234,-0.011067153836031917,0.0031299843850322454,0.02215836464785941,-0.005396101465814283,0.11127959993754216,0.2926653445232743,-0.00895747290281435,0.014864097616101043,-0.0036432034941860435,0.03270331760389986,0.25822792587814464,0.8302712148833886,0.007321808808172793,0.2605593395079325,0.00855273372168051,0.013381417095751543,0.01432214233125596,0.07254119229388019,0.0050001535541188856
3.0,1.0,0.16132808916243424,0.05058002739137382,0.010025298392629544,-0.004993460596225124,0.043384128418210405,0.07427986886031636,0.004494728899037564,0.01850642609050725,0.04501966998315608,0.0029007951499266556,-0.0007152810546298676,0.031491026086668435,0.08655428660841594,-0.007140281483919825,0.020292957376308943,0.00833196930897136,0.005507301651472492,0.014296575062225059,0.29667810704304104,0.007367328462507049,-0.0025180101512543287,0.24307408819698242,-0.0033947184483181193,0.0031899306206035587,-0.012526828453193516,0.07292607929629899,-0.0018195290550015895
4.0,1.0,-0.07073482613221449,0.06885227433727942,-0.06146904817709897,-0.01429835359346623,-0.026723936778889828,-0.03609434486832252,-0.019168829503052022,-0.02162334469290928,-0.023713325132254465,-0.012890858555635163,0.010859684829097636,-0.01282178097074174,-0.03883425586537998,-0.02205172002341698,0.01923979032359688,-0.020638634969502405,0.005711597635744282,-0.008993068230443442,0.19889977000459225,-0.17493970800114397,-0.0011649761484653816,-0.045055343449440705,-0.016344487848570007,0.002378020030714094,-0.0006621109673567529,0.06755350413248179,-0.002323688378267308
5.0,1.0,0.10664038559720503,0.03825992551904518,0.0477772520711833,-0.004866261224686065,-0.012683379540503486,-0.007802442872592954,-0.0031102858960016496,0.0056100113583850576,0.0001152205544386196,0.004037774985714569,0.00016967830337365588,0.023695014310431944,-0.040860540307634904,-0.03015405450708526,0.009558946401312553,0.004789199317474042,0.0026400637021727603,-0.002558106600843952,-0.4672752798031001,-0.1002651847472647,-0.0022060852580836343,-0.22736051988323897,-0.015768577949372885,0.019251668217775606,-0.0016782818996846482,-0.16170639578828655,-0.009876999015566797
6.0,1.0,0.033685494620301626,0.03631156297264911,0.012523520765537132,-0.008164057068156106,-0.014306855200256643,-0.00944133632589081,-0.016873508152857035,0.0037971935636621702,-0.012622437215266673,0.00420581923732593,0.003029572050744527,-0.003925122178941704,-0.03847992254876512,-0.034238808975383506,0.008403696954212577,0.0055169426311157685,-0.0012226443049687995,-0.012568474351571489,-0.44580831232079826,-0.11247158710925947,-0.01635047047279021,-0.24593553251450995,-0.009093424144163805,0.011942442139559157,-0.002374645837560127,-0.14590655047232354,-0.006809528612411645
7.0,1.0,-0.1999768420745406,0.04805413223133577,-0.1584871822267913,-0.012967724852741808,-0.014674050654527383,-0.025025739514890556,-0.02146392088471888,-0.01444982977428221,-0.017900381964976193,-0.011108935306529054,-0.01287053728339235,-0.01193561226023137,-0.035865429144397366,-0.02274792946886159,0.017957535833695897,-0.003676579111149649,-0.019765047758756222,-0.012133256816377481,-0.5763383933491121,0.01897343626057619,-0.008883063777626887,-0.005294072040761164,-0.007355149211518074,-0.010021540683396798,-0.0014937184952183548,-0.07884988190574398,-0.0009324675636917807
8.0,1.0,-0.043414133857273586,0.03918149259260594,0.0025476839006033838,-0.007446272188910452,-0.0097421849240471,-0.011617286726648707,0.0035266218743593824,0.0050088255263338,-0.009205266496148161,-0.01061567139429916,0.007161774799480057,0.004359026580921085,-0.026163456295418865,-0.008608262410160043,0.017874507670287643,0.01429692673940117,-0.011894993683038719,0.05036708834139957,-0.3964638848298364,-0.0945061831285822,0.09194661605965213,-0.15560598550536764,-0.010354360196380764,0.019363940786529504,0.0005461575905825792,-0.1395459079155993,-0.005129717698314806
9.0,1.0,-0.025419300157212388,0.04014973813957186,-0.14194885281857464,-0.013951832220702124,-0.010428251585551215,-0.037119366097115206,0.00389407540258756,0.003082685691877019,-0.02534519163676133,0.0001829997060605634,0.005684060698322782,0.00643279389184287,-0.02837858719457011,-0.007884190943107525,0.0159856031262824,-0.007586641664635592,0.010196670921762737,0.05651270814376096,-0.4194088445195316,-0.09019280134282247,0.0986205076836349,-0.0753575546994805,-0.006857302792831766,0.020916283140916703,-0.00019697943312028867,-0.15320949938698017,0.013322375431136907
10.0,1.0,0.13959709949283192,0.0712041855692102,-0.01975385280957384,-0.0004379611772403578,-0.008767191572025127,0.09454111967671447,-0.006931482034771753,0.004708617680821266,0.0006110441411166883,0.0018693213031304654,-0.002530242152051188,-0.006006449606189198,-0.028702831103688386,-0.03352207295672996,0.016603887689596416,0.006603313472203359,0.0007507992888614262,-0.007954621325780875,0.22886198310850153,-0.14071915656303938,0.02818957576941202,0.05590660594141819,-0.01388326811956739,0.011787354552181061,3.531391136627794e-05,0.07151075311244737,-0.007206717162418407
11.0,1.0,0.16014999363281185,0.07869388748146443,-0.015655386162498286,0.00012065217468084,-0.005876980808356702,0.1072612189082178,-0.008198540246012348,0.017597654463872778,0.01395018551624172,0.003178132523129932,0.002041523158718806,0.03373074433729878,-0.01392583580473262,-0.034656839805024924,0.018457257429355983,0.020151533681844785,0.009120924937824628,0.007880867496927886,0.24557523838526465,-0.1206579771218312,0.009473812428386843,0.06775659944997138,-5.6954794518820646e-06,0.021071310004030515,6.0718911583374294e-05,0.07561038944772724,0.018917249432780222
12.0,1.0,0.09286808743827915,0.036147106923225494,-0.17080134863272306,-0.00612782495505331,-0.01527076086163204,-0.01232496404902038,-0.004390258125672768,0.004469855750187727,-0.003714465203299816,0.0034716634190785642,0.0003117218137381516,0.00656376364725007,-0.0507296681100947,-0.03883161329751539,0.008861261224499513,-0.0050460692474058174,0.0028114276588197965,-0.017357850481763824,-0.560057511953822,-0.11367488797513083,-0.02635709676506725,-0.28008843275654277,-0.010187999138863571,-0.00943825187828021,-0.0016908010925598387,-0.18631498244614036,-0.011379446990008995
13.0,1.0,-0.20146103409077118,0.03596881399293404,-0.1914826307142501,-0.007056993250926411,-0.017245605631858372,-0.01077195356264256,-0.023333113297162193,-0.012829349638515569,-0.01084744601299938,-0.00956955312733123,-0.0128718302811879,-0.014171407802702828,-0.047283156043188876,-0.026969592259731282,0.013814352714356814,-0.017379548028351174,-0.01993734434886084,-0.006424907733708495,-0.5857243620323327,0.003660256009163521,-0.01576219358976437,-0.28990560509546304,-0.0053745583887204055,-0.027373677155870503,0.000858269434397263,-0.16030436520115157,0.004257449931199301
