f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.030693111212020587,0.1342866715235939,0.01579566834905334,0.07346880103884275,0.07770570431748637,-0.008642479540231044,0.1163753276648577,0.014721700288165926,-0.028051226020568955,-0.001461266559680058,-0.0003807313443727966,-0.0059168016134104415,0.12690656537163247,0.06488603904380828,0.006003620651622706,0.005398855640245942,0.04011035256841513,0.003951926224450535,1.0014734720220073,0.004657552097176261,-0.03138662164213638,0.43521640877388534,0.014873813420881656,0.002713168998257012,0.004525515943368471,0.041218559721846626,0.042947048806913884
2.0,1.0,1.006842154848831,0.09278964423647877,0.008019003971380662,0.060565352343301605,-0.006738130948377477,-0.01944485959764008,-0.008440116685284592,-0.01982750499927426,-0.006994635798240142,-0.005260442518140885,0.002992072601711912,-0.002820463028990371,-0.0258888975815695,-0.004670723617336763,0.0010931397041207382,-0.0013977289541473412,0.05384180667238211,0.022726082964849872,1.3328634465703815,0.02193839138121577,-0.04023132434838801,0.7671276019878444,-0.014209983324302409,0.09759613781723286,0.004717210409729467,0.0363244152844827,0.04265578937675295
3.0,1.0,0.026475798256043934,0.028990204963486452,-0.05459975257154042,-0.00411598157990421,0.042839422551768536,0.0011196071449048293,-0.003401144804695275,0.11710511992899607,0.03435079377338672,0.006997232164024644,-8.623306362256692e-05,0.025770514391333894,0.1151101097725897,0.016374274414320523,0.012316329518824833,0.0289944338527911,-0.009924133719630008,0.014258579294663322,0.40739367092960627,0.030338257077338567,-0.027193278624541014,0.2405601652132218,0.009953313391702969,-0.019538976690525126,-0.002247914857693798,0.05965074619827538,-0.004365869787674638
4.0,1.0,-0.1377253409813464,0.08704494188595344,-0.026720778918742506,0.004124378873942175,-0.013795403617286588,-0.028754330675052717,0.007818483434568996,-0.045505631460411367,-0.03281558865765326,-0.010962451931295403,-0.00864264045890803,-0.016395284600834347,-0.03427892158254802,0.021731659809737548,0.008984996264890275,-0.014261942823498916,-0.001691139303888062,0.017696561723752485,-0.02275052516273411,0.02184540885798743,0.01850384534375104,-0.10224378023122736,-0.0375198665405918,-0.025055443009486103,-0.0020692050687622964,0.04800377435441299,-0.010267703750894875
5.0,1.0,0.027300016293406018,0.04263724397015406,0.050282325952838755,-0.0005382420555474945,-0.008003801716288207,-0.007114162907937558,-0.0007656641625864032,-0.014308888295445963,-0.0004757105738696012,-0.00034944096175110265,0.002045808498914252,0.0031386552526081074,-0.004072186672266125,-0.013450484761820144,0.012473665269632339,0.013179359651389878,0.0129326593511802,0.0020886693953338846,-0.6638432622948944,0.01255193959820377,0.029053457818153185,-0.34811160667674446,-0.012823213376007215,0.0020739840861241717,-0.004018005137008927,-0.11655509082465415,-0.007639530937300894
6.0,1.0,-0.058080375676584646,0.03457855161331754,0.045726261270568225,0.00015978086351005718,-0.00516998779342686,-0.013166422425125064,-0.011354801577098853,-0.014069956623673488,0.005899115652742935,0.0037040983174711664,0.008151872177060796,-0.009651479418534819,-0.026432650941513015,-0.012895894353213193,0.005694373164985847,-0.00659661263970272,-0.003266640205820733,-0.0046511029884953835,-0.6477678146071085,0.002769846869329829,0.024845621417967832,-0.3333277246033938,-0.031245518818177193,-0.0005402009090935537,-0.0036277029005254125,-0.11077414780041855,-0.005132210056131182
7.0,1.0,-0.18583261744689947,0.03178210933266792,-0.1060698283074834,-0.0029870401600327976,-0.013955017215163226,-0.012892581890033993,-0.013519898232509698,-0.03898034931111734,-0.005089792319888351,-0.020656578695053475,-0.01672503785606378,-0.015427950426745392,-0.008636182858950908,0.02661043814275078,-0.005666379176744036,-0.005123219835993037,0.020722585892610244,-0.016479661703842415,-0.7788158562502292,-0.01452291570512378,-0.06868210832292763,-0.12022071124046295,-0.03721546399584051,-0.012222684007746258,-0.0011824778398157312,-0.07588260061569957,-0.005341264359249028
8.0,1.0,-0.09150686759052754,0.033032530756446625,-0.0032213592318439213,0.010237715939143006,0.0006443331857775162,-0.011032420283508745,0.00928842209005733,-0.010469029379797302,0.025620567603608833,-0.01885401856850563,-0.005846754376250928,-0.006909490729848667,-0.0185771904953079,-0.0006980661090060098,0.0111221172349873,0.0013723384284749156,0.043718573811735204,0.05748698069594086,-0.6472795876748726,0.06710675853890033,0.027933153331288017,-0.3036075621785044,-0.02877981691438935,0.0031384240215379462,0.0028320455485128337,-0.10337425949326441,-0.007190308571018304
9.0,1.0,-0.10444987069126843,0.030918500327791584,-0.06135112678580791,0.01134969210141328,0.003421172743483856,-0.005895052663506132,0.0067723995599107524,-0.027130620014420532,-0.019451677476328047,-0.004124713315859061,0.004396498968221783,-0.007491968615925147,-0.02078535444343839,0.00036608059560912074,0.013318417960533178,-0.006557193020591609,-0.0029336209801290414,0.06280031794192653,-0.646350935175938,0.0669555911918167,0.02797619661570065,-0.12538617513720438,-0.026022395597442367,-0.0017160755537250947,-0.001803781923606921,-0.07902383326252772,0.020488507720383718
10.0,1.0,0.0376843619206407,0.06733032035817979,0.003607304720974357,-0.0004518094283556482,-0.005398786286873424,0.08087150690921878,-0.005209820382209862,-0.007883218869957482,0.00687384274811466,0.0017848712085643858,-0.0017892880540495495,-0.01322581683157218,-0.031359479882605325,-0.006215686745160292,0.022899868833794114,0.008325761479229664,-0.0006713688037146612,0.010139899515305698,0.05934945799998827,0.009021277629065497,0.024070797606552362,-0.0021765622342315026,-0.03005717436078014,0.005956560708023851,-0.0030677063464279314,0.05238983658687181,-0.005080762251016963
11.0,1.0,0.04987061496421695,0.07529119627182235,0.006786573555857494,0.0024008699468715303,-0.004010684213182247,0.08038228918822714,-0.00367636190337463,0.01236115571008206,0.010344973288176901,0.0025920639510484105,0.0005693488872038711,0.02647200747362075,-0.00962500886732965,-0.005372316121187086,0.023558867454371246,0.01811044379883678,0.009889035533689684,0.01956488940205933,0.07369856691061147,0.03560817714221519,0.044370412524367346,0.004314070736474477,-0.016235829861936543,0.021926484563148666,-0.0027797269991846696,0.05893473435754721,0.024347713917194674
12.0,1.0,0.01910501242402758,0.03536880751493001,-0.11948386363566295,-0.003350374487434483,-0.006968058145347654,-0.012508836586379558,-0.0018269927587235366,-0.015254887840861398,-0.0021739126701210325,-0.00032100066461859285,0.0005401859355241521,-0.0105938010558823,-0.01487344324929238,-0.014772807292098657,0.011123887766997442,0.0003951169551026934,0.00898044524943779,-0.023619516133295354,-0.7229043469357987,-0.0025654964716881946,0.028050772263200848,-0.3970301747643052,-0.02277752632531161,-0.020077945906834364,-0.0036737991594279866,-0.13183785908016138,-0.007514731832726162
13.0,1.0,-0.06604415829526199,0.02959541457863346,-0.11219346426913997,0.0027813821920589198,-0.01929292744380623,-0.008522104619108331,-0.014736679346568953,-0.034288428660522015,0.009696189723808287,-0.017472578837410744,-0.013599750088814803,-0.00896630151465764,-0.011691624714157077,0.024403566166692404,0.0022829334734610425,-0.004528842149601614,0.03149107987970102,-0.024606741940332105,-0.7932641024023748,-0.017291245983829785,-0.06734170641938973,-0.3661811047652207,-0.027152307798034202,0.061662785594231564,-0.0013114033179729046,-0.10658085633890595,0.010754517693189672
14.0,1.0,0.11512281873406253,0.030016753309020025,-0.1257983224344203,0.009054415418235566,-0.01930608617812321,-0.009863051637715746,-0.024093468359260153,-0.03284962986683164,-0.015920294322178535,-0.02403309303190173,-0.0096761603083711,-0.00985610361405504,-0.022684976843145344,-0.018360525548554482,-0.0028004787183945456,-0.0018652736065080159,-0.026792107338202496,-0.010916443363022853,-0.7374403794635425,-0.006671421983406668,-0.06643389071810162,-0.34597907651457105,-0.034442137825325285,0.05553496284915324,-0.0033191509473520313,-0.09508076388645705,-0.0048735343871011945
15.0,1.0,-0.17956562776820212,-0.2835138838880884,0.005091426349004229,-0.02046406091503233,-0.021876059639175834,-0.034424427629180125,-0.0011247540608765028,-0.036749170526153056,-0.027101062438750115,-0.013875427160417427,-0.004293779646279027,-0.01002317729163639,-0.038588096370423326,-0.017825133872352555,-0.0045537369259389905,-0.011451086321773234,-0.014396032799073177,-0.04026637329718777,-0.07475311713000071,-0.016052459878269688,0.019726281690445414,-0.036968303712297784,-6.159109808439578e-05,-0.009749849793944311,-0.0023617457520042494,0.046796264985827875,-0.02090068320106073
16.0,1.0,-0.044413308297092446,0.03187928862253024,0.03528990176873066,-0.0005936364974273144,-0.009848690491120277,-0.016355778857961956,-0.002897152501286704,-0.015694247506332002,-0.0003565533156945557,-0.0024781786347580106,-0.0018589426695722472,-0.011761961518849066,-0.01960189783408141,-0.016185917885757094,-0.02355814390297335,-0.010561136973164853,0.010245182894478072,-0.020279315678008683,-0.6904947134421996,0.0040893677622444394,0.028043403695789695,-0.36209396431754826,-0.02833274685116014,-0.012601086764403996,-0.003364782306743396,-0.11654676650634858,-0.02215730522801383
17.0,1.0,-0.014121826962787623,0.07521353836329601,0.010757934068309698,-0.0003118963407457723,0.07202102209555766,0.06993777405488902,0.027731214851467255,0.13151458505468,0.10685237361249562,0.007854571489466295,0.0003314929559657503,0.03332480291319508,0.14641557196388055,0.003906980329241529,0.009729528636419554,0.106973471830638,0.0003601671378133782,0.020691639900448335,0.4968291788248512,0.04137706158306002,-0.02438335604987791,0.3037931792729011,0.027047485411594133,0.010511978777852647,0.00048593797070124343,0.06369381512324927,-0.0017076719527135736
18.0,1.0,-0.08267039672827993,0.05238098901123109,0.025915451741228154,-0.011082308934872212,-0.014700045577431625,-0.010436831661538172,0.008048027250961784,-0.028673695825135466,-0.03632317777628018,0.005589701872626151,0.0025682279850648797,-0.033176737097817564,-0.03480806267220222,0.009859196388812087,0.010061688478597217,-0.014876571692092446,-0.009989294370898108,0.005496901409835287,0.3440746073708471,-0.0879132888330808,-0.0348314721919333,0.35999367072900096,-0.01339886540248148,-0.012051456194008225,0.00011602289046231747,0.046185732431249044,-0.010795121456441683
19.0,1.0,-0.13293549632977197,-0.26792326897257135,-0.0480372494656938,-0.00871049850214751,-0.04069775152600619,-0.007127979201249859,0.0019038402424677687,-0.0368212564100871,-0.026318982596106683,-0.01956676134695102,-0.007772391872242282,-0.02010400163570999,-0.008518635398313202,-0.013774307717345684,-0.03743906503267421,-0.0017636926483533943,0.028255448592880476,-0.057455775857282336,-0.05678728123882263,-0.0691399352815077,-0.06282695524709357,-0.059175657204118284,0.01218700310399343,-0.024789811648478537,-0.007401172959207496,0.04086040611456626,0.015462993486795903
20.0,1.0,-0.051468414163001915,-0.2353652980087163,-0.06054818628511112,-0.014359651641224174,0.028218502306691727,-0.008962033911647979,-0.0004050199650419124,-0.016753276575659542,-0.03767618963218181,-0.0006068499236058056,0.0022803566990694836,-0.03737687018498735,0.10305328525798406,-0.009103026781586853,-0.016201431550554785,0.027307966268686527,-0.029607768377197623,-0.04878259152547396,0.7544794808946254,-0.08242998614121134,-0.02832863393987834,0.3516552475054202,-0.06108914972711489,-0.02848546618530714,-0.019906931795282315,0.036429590489291,-0.014236752275712682
