f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.05930637279982633,0.10312139935597395,-0.024596828708387867,0.21021480190056305,-0.02082441769637696,0.05437458049141296,0.10786224739544387,-0.01260043186039179,-0.018558570349240636,-0.0007404202377018168,0.019056770881488085,-0.019454153982653606,0.002873397731780419,0.1638908686743514,0.001476361921308599,0.0019790479377710603,0.042312039209768365,-0.021422676442404472,0.8256018521004743,0.47065639613933247,0.005179283353649791,0.35371954704424513,-0.012458973055613814,-0.020323468856492194,-7.491680674757398e-05,0.05692588249767185,0.01348108558043573
2.0,1.0,0.8505973272361756,0.11215939184349724,-0.03526844244037559,0.09181909539260905,-0.007554256053980306,-0.02635353601355655,-0.007108036949117923,-0.022227523952285933,-0.0016913707223370307,-0.004946683580162304,0.013797194792580087,-0.010357801974385928,-0.007588243672578003,-0.007155338847229148,0.00850540069890622,-0.0031896861556682493,0.033793973787223035,0.011396329254284765,1.4465376821525906,-0.13159031453233808,0.004179292270439886,0.7799290652790445,-0.007294164799005632,-0.006121792398177117,-0.004378308088271785,0.058783517565962194,0.018060524956404082
4.0,1.0,-0.13510360651746053,0.0597507085214373,-0.04413811025990525,0.01248613331813757,-0.02521748361891397,-0.04208283574709464,-0.003277080700538355,-0.014756887645053484,-0.01919854590710346,-0.0071223045698416846,0.007163890740921394,-0.015458829352069407,-0.013385783429444196,-0.01215627273870821,0.013965473337969018,-0.017256417499278982,0.0037092551661431464,0.005112843745902401,0.010834059915604334,-0.13167479987079914,0.00966039332162563,-0.13815403487916422,-0.024900347430557107,-0.025867033561188503,0.0009792428024933484,0.08679318549446181,-0.003941002979267881
5.0,1.0,0.013321814072262746,0.038573997480177064,0.04423300877399088,-0.010655331449244767,0.015563891637145246,0.0014733368560331465,-0.006689386865909808,-0.0021918648927731926,0.006259575649106387,0.00014830883712941363,-0.004680103906345882,0.027433768159000508,0.008177052720158411,-0.006383063711840338,0.013647532526239166,-0.005512417370645309,0.009152917668950614,0.007851772214411435,-0.5729391237020226,-0.06568165274280678,0.005687376367224809,-0.3228211845851145,-0.0065072659356983295,0.025727115081103254,-0.001148741346113026,-0.20112705430086025,0.004702242123151029
6.0,1.0,-0.03223968694313612,0.03937519991483989,0.012998465922356334,-0.010013117606975114,0.013809590110028074,-0.0032849005233275023,-0.0218508354900123,-0.005320753018574043,-0.0025506033067287047,-0.0016449193342854417,-0.012913021996231792,0.003943150039404368,-0.016160025310170224,-0.007583145231202333,0.012183819576730053,0.005651866411978232,0.008819193192644369,0.01626085698488013,-0.5719638600444774,-0.06976939064167877,0.0006771769003728108,-0.3258400037160926,-0.013542382726137451,0.023022173991555452,-0.0007424888544414747,-0.18661434921942166,0.003776610483017907
7.0,1.0,-0.25835741122815237,0.045698572702511896,-0.16419827749265758,0.012584966381315354,0.005581783109167344,-0.01850516764607613,-0.021294985680657408,-0.0031082529171723183,0.0065546333111586655,-0.0065522536551607955,-0.012001625843278976,-0.019026250278267272,0.001852767184253532,-0.00961080493360613,0.017796951762627956,-0.00384070775898259,-0.01132800050959511,-0.02621741896884271,-0.6296148319981583,0.027651991913266734,-0.009593892162572034,-0.1880548447519813,-0.019017511339352852,-0.02908991124223517,-0.00011790916063881426,-0.06984349638324712,0.0009975949137507715
8.0,1.0,-0.10269658094527498,0.03861907347987253,-0.005806969363731893,0.00460044118445184,0.018172610472697314,-0.0019681534546507106,-0.0035386487187589544,0.000691069508891822,-0.0018326436555863865,0.000434052115854082,0.010724455953363691,-0.005081653345755559,-0.00997363675058702,0.0045636609172572335,0.014745457755372037,0.018167365293744415,0.006097232524529093,0.06177918218965573,-0.5105810082311184,-0.05712828370404886,0.06534931825789579,-0.2585857302118221,-0.015194814462456428,0.02255540225933651,0.0003929008808129886,-0.16490384164543115,0.0018031617693168142
9.0,1.0,-0.09170405469254915,0.03980345369152621,-0.1371761157341989,0.0033398302080444612,0.00824716491390452,-0.036982094197306484,-0.006198731808750232,0.0005404867869474802,-0.009803633035160245,-0.0033729802720834697,0.010449451824373951,-0.00417095544949351,-0.014993800229101718,0.003450220569747854,0.012088467095722205,-0.010725160090939243,0.007994981743686213,0.07131279523766783,-0.5312190027072015,-0.041631950997500944,0.06812464948041475,-0.154140580849155,-0.011472796799298024,0.013932003815742104,0.0010220780446154156,-0.17203534601770482,0.00932302374564524
10.0,1.0,0.06429743660456619,0.06598529670489246,-0.02363840962488218,-0.0040295289362380325,0.031176497105494055,0.08391634921544933,-0.010445263041357528,-0.003482737429291418,-0.001466406064374961,0.001768004558306652,-0.00822475783223651,0.0036714359288539957,-0.0162034346912399,-0.00927058963078821,0.016251064384679655,-0.0026541336149687625,0.003330786019595295,-0.009723080604828153,0.09360777814825871,-0.09157081486277956,0.027197756303830544,-0.01908616450022609,-0.026553143595366698,0.02125757652426885,-0.003216416973368488,0.10221418538121284,0.0016530773691417963
11.0,1.0,0.0795651221065159,0.07159664452631033,-0.013498858749513279,-0.002803083270570773,0.03812559095899578,0.09718001404678171,-0.010785683787430927,0.02524586521657096,0.020831608626317128,0.0034995092169481175,-0.005609857415971221,0.021755858198498623,0.004104017773260097,-0.01094670558663458,0.016509157886494385,0.00673863177402635,0.007120241768706522,0.023026056339558048,0.1082207037668139,-0.06588397351352233,0.013273830679034322,-0.01251595437819884,0.0046916419273669106,0.030541409745126695,-0.002554567298960222,0.10806082263941891,0.014623612956683687
