f_id,i_id,disp.diff_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.011842508540391337,0.0515866448192186,-0.013824499926480174,0.15671298758416585,-0.004484146486171754,0.030897682390813367,-0.008462188336251142,-0.04640995644846753,0.02608585873394851,-0.0032762597764627813,-0.0005661376874611717,-0.004369255281604929,0.1896083491545093,0.05417671978654741,0.03349091121153793,0.03271643682915654,0.12322735663071528,0.003355400354333153,0.7942519218540554,0.38891333711886783,0.029159070539275463,0.4101853193954001,0.061353156022234255,-0.00387040231611923,0.0029944038274599682,0.059430087903927994,0.01276662451670278
2.0,1.0,0.8823493831872004,0.04722246278941153,0.019555608917096123,0.07227071953172014,-0.014382129304575601,-0.01861591943928221,-0.007014274358564873,-0.008765834317987168,0.0030259615433500604,0.0014068102660135745,-0.0006942962676258265,-0.010238244684746923,-0.006757396475420589,-0.005989301901658891,0.02988163487020971,-0.003650882315977616,0.1422478609929839,0.009400025466243364,1.0986470025519097,-0.025051570968436594,0.020126757971616352,0.9096093038621613,0.02824849598127709,0.06711870832529887,0.009265949417651055,0.04081162300539931,0.013410058149145674
3.0,1.0,0.05256487056586138,0.004819032412776521,-0.026637110014572397,-0.021531098562252764,0.014463721566022237,0.033193063098117245,0.0115600731132705,0.0735261568424386,-0.013563280093097544,0.04348147770974722,0.006624477945483994,0.022828818708917252,-0.010441926240336916,0.04959039719005599,0.031392662291157045,0.016566755576554393,0.004968631093704401,0.009425629129439115,0.2485114266578458,0.08512595516726845,0.011767328898292548,0.2849532543189716,0.02230129136865811,0.010531368752747919,-0.0032270572514292136,0.06129633239305105,0.00029368750427086063
4.0,1.0,-0.12768692702639323,0.036140229285519104,-0.010626567115396609,0.04141746863235851,-0.017221863798435655,-0.022640049560448253,-0.006658729637940049,-0.03121997946782835,0.0042296542000931385,-0.015059418785229043,-0.0017819984471017648,-0.023370280851367983,-0.014334833351359407,-0.0197666639881131,0.00797382259655706,-0.006016170015669391,-0.017739203932876608,0.0032053641076692056,0.10899093243776181,-0.17536742729039292,-0.004822722880588328,-0.1255089086374863,-0.012942405675042214,-0.025064483999583092,-0.002324613743280368,0.052414560554485505,0.004512818884910143
5.0,1.0,0.014090782348366374,0.023874693536568133,0.08949221481998368,-0.008539751154520315,0.00738765124514782,-0.00524091998959262,0.003609379725898213,0.00363272730128268,-0.0033158689925157844,0.028225339087656544,0.013014801539071029,0.010567514641656634,-0.012482939521556281,-0.009956116390234374,0.003187612993431943,0.005350376492721591,-0.009380795262586268,0.0007524928452421495,-0.706963359503929,-0.09596294900716162,0.010541141457686459,-0.4442856095329824,-0.004346345745471523,0.018681334000941806,0.00024805728543127214,-0.09147539195863799,-0.001970224584401469
6.0,1.0,-0.053882251203283014,0.022182855825362204,0.0760302249509121,-0.008442650724773251,0.007822679024585754,-0.015061377197757905,0.0032838040118864076,0.0013751304428429125,-0.00807150906109444,-0.0003186227007595018,0.012687321983877425,-0.01002437891057747,-0.012708899001197956,-0.0080195429722699,-0.0028063118190780633,-0.008052492176524166,-0.016174063399794165,-0.009992890113806501,-0.6855564021408007,-0.09437491638081254,0.000647829799224888,-0.45057402649517037,-0.009931121655086944,0.006095767901696121,0.00044352182552560707,-0.0892317843200922,-0.0015689666382846963
7.0,1.0,-0.2516373152606922,0.015492811845628356,-0.05323373739086632,0.03299353905116781,-0.007096037853742446,-0.03020697528775851,-0.023909178454964656,-0.013794727141875246,0.0071081054799666706,-0.008125503509430929,-0.008989097755285218,-0.0037697158525532857,-0.015466734508735891,-0.014507692638820626,0.00040857853206757223,-0.013860392366870217,0.08106829132771283,-0.02934647061866386,-0.852998540047647,0.12356164731858475,-0.008334154986499597,-0.08639819744208715,-0.02210207828246938,-0.03234228442190311,-0.006787277974952292,-0.08144415764056559,-0.020309495730039574
8.0,1.0,-0.06977369135634909,0.022691584409052605,0.042003558029058315,-0.009986067374212607,0.018113789202643733,-0.00828789139841829,0.006655793928971015,0.007234809942011018,0.003472040284727159,-0.0077447120120468895,0.0010520356941269022,-0.012851725488835206,-0.0063277905224779964,-0.005221512019444913,0.00400736931324485,0.007779534422146198,0.09754845686818334,0.07303002382028331,-0.6619146720459925,-0.10333234181459872,0.06611287969293962,-0.37368615306932723,-0.0013967151837219827,0.005938345732697813,-0.004342081292373993,-0.07168624700547958,-0.017330041668652253
9.0,1.0,-0.08305760049502552,0.02025699201299613,-0.033855923790929,-0.008425057523176247,0.002748236770915093,-0.013587338498097429,-0.006057174999160893,-0.010265815503232205,-0.001882955806925104,-0.010180538117958219,0.008035823484976974,-0.01479544636577449,-0.0032183580358333143,-0.010649399093311616,-0.009280072510556878,-0.011370631623918756,-0.0118559878728168,0.07728662062650828,-0.6370900553269971,-0.0896598340103111,0.06772087415795754,-0.13286688848148784,-0.0015998516866484699,0.008672800590832645,0.004109403242099387,-0.07950733658685913,0.011666572819139798
10.0,1.0,0.046434990027913015,0.03613011827272731,0.03997318868729569,-0.012473914007248354,0.011293681937230323,0.05081099168134611,0.010011869126267557,-0.0011673726034592022,-0.012111179651018702,0.004411414404195237,0.0057127925381875895,-0.01211390885580717,-0.013162946457736444,-0.0026043438138807413,0.010962549120705925,-0.007919693955399593,-0.007408721713393138,-0.0019897400371860856,0.2599134907601869,-0.1253853652418299,0.009841019642022828,0.023517876775776454,-0.004634078265776462,0.005343234127290023,-0.002022858883584374,0.05022230421784233,-0.0064213381890128205
11.0,1.0,0.05602428563928463,0.042576385246415785,0.04797544239562753,-0.011952685523633688,0.01626635168956983,0.04869437942666627,0.017141600724597153,-0.00046597659998099143,-0.011162374259873598,0.036869638693610186,0.005203197123676638,0.013415494755013036,-0.013371546024570975,0.001186779544656027,0.011199703255063179,-0.0050408486226542065,-0.0007132625555668577,0.016540642788953,0.28234475105297724,-0.11240410482744674,0.01888088017802031,0.039276849553778935,0.004371170075426257,0.03476829451699601,-0.0012086996298064892,0.05719140589578005,0.007916103295844818
12.0,1.0,0.006043573296155739,0.022233073624363615,-0.0682023239315144,-0.008495781266960982,0.007391365801096345,-0.01589877105955113,0.005055171496500003,-0.013752924675089111,-0.0028620782991372936,0.02169275269786408,0.013067741502930037,0.0003674289095425729,-0.01167021136015612,-0.01109888442594481,0.0004027518933572337,-0.0031355038944067266,-0.008536949650111892,-0.02601894139359045,-0.7690207097910763,-0.09700124375956377,-0.005835503427082139,-0.5126065803427394,-0.0037984536785698516,0.013780062517580556,-0.0004643130044226212,-0.10378297452944173,-0.0017583569448340194
13.0,1.0,-0.10043506276044462,0.015927438807477646,-0.06358966197757383,0.0316397486208332,-0.016956126805950864,-0.008490127168294306,-0.021286315150890186,-0.005332656234742789,0.007377153232477483,-0.006343525262272833,-0.014452900234585217,-0.0038309849734064674,-0.01315452281032191,-0.014969270635489562,0.0064017179307847534,-0.013807410063657571,0.1118450672990397,-0.008346333875383133,-0.8887692122552753,0.11178080967188717,-0.014800438286810519,-0.49824709773315107,-0.020499829249826254,0.0020931052872290904,-0.008129420875719532,-0.10503018601531915,0.01100310581362322
14.0,1.0,0.08434928804422175,0.01721050272356275,-0.07539928990167699,0.025987028456755726,-0.015794654919063615,-0.019029392312436007,-0.008788532956048633,-0.01042928458809505,-0.005486572933607411,-0.006730037759080229,-0.01410993890176548,-0.013880660573752309,-0.01848763457861199,-0.01760425008776157,0.007587606165250211,-0.012260714137324023,-0.012029076740907281,-0.024583578105783137,-0.7669226464919703,-0.12686783686768408,0.016335679505049716,-0.4307765175043956,-0.02316895473572822,-0.0009658497844865121,0.0010885332482899969,-0.10052920960447194,-0.000833825357921662
15.0,1.0,-0.2759779697625083,-0.11798458119271123,-0.034845732874519024,-0.031262556050547334,-0.03128369187677585,-0.05916006531339392,-0.01471237482086597,-0.029878988572897464,-0.017612372624965466,-0.003821911311086745,7.889379551464506e-05,-0.030677366540596433,-0.016590057530295285,-0.014641406032482726,-0.01934680662972696,-0.013059420085651814,-0.022966017553842085,-0.04686413836161737,0.0330966335296868,-0.16933129283464404,-0.014092789343431361,-0.0965432186731188,0.00042070177485435917,-0.015644787957345106,-0.000524957518727841,0.04631966666761279,-0.039266681946413085
16.0,1.0,-0.012889105201637623,0.0016474146853253733,0.060508061453820795,-0.009692608117395116,0.0006441764523771032,-0.01575605499879085,0.003770128020130297,-0.014816835378102182,-0.003474313770261036,0.021094254579629226,0.009153948202782435,-0.0018264372607537309,-0.012257388963021358,-0.013159893964119564,0.0050368696905928574,-0.017603137847907898,-0.010068179868900176,-0.022620593651552348,-0.7211115064319241,-0.09730770153304756,-0.0005944129073083089,-0.47687297086929253,-0.007975267696848485,0.001870618745201961,-0.0003497517536394482,-0.08902991219883317,-0.013275812654088507
17.0,1.0,0.031766864872091044,0.010669656573999726,0.013079233604233976,-0.020163060065693062,0.04293882699650895,0.058281001375159236,0.01592557565044795,0.11308082647557956,-0.012527422532948862,0.0502653282937802,0.008058390555332121,0.07491580618000544,-0.010764412211777326,0.008669865600905075,0.0640891296613422,0.04925271548507167,0.0014087262845365765,0.03271838384226654,0.3319640731102279,0.3581661890450536,0.018511670066566985,0.2992564529466245,0.031102400816289334,0.0015856053303971707,-0.0009564597897427933,0.0682550190344175,-0.000982366257162397
18.0,1.0,-0.0664079123699216,0.023418666327482317,-0.01772423406647962,-0.019650064127517797,-0.012544873590875933,-0.004154621913966612,-0.0023834688282074403,-0.05159586701819812,-0.006739046011606831,-0.005518539720056236,0.0027081768455730617,-0.02264205257649513,-0.003135286437552335,-0.015148296099962134,0.01130476941711656,-0.0011792020684254219,-0.018036613369798952,-0.00519337181299819,0.17407499676868193,-0.15971923394657284,-0.008323080002402495,0.3603092822718731,0.03137276388626772,0.007404369684787516,-0.002632250642253869,0.04994044124553648,0.0009826615170592961
20.0,1.0,-0.04896675187555974,-0.09349839757783068,-0.025052456570106428,-0.020329322089793107,0.003039801897484567,0.019452844157190664,-0.008486378390634073,-0.04769048034368428,-0.013391556152016166,-0.004824697787560057,0.0030841287346432336,0.007896238756097322,-0.01773263880859876,0.002686446042002982,0.0025705545265577792,0.019015034219986952,-0.020412107861658136,-0.05805277123907816,0.6035085447471853,-0.22809970797703957,-0.011207430767051824,0.27552193880101405,-0.047495079136218206,-0.00032977451803316575,-0.0031854625849085092,0.049228521385964216,0.0009452750505077366
21.0,1.0,-0.01694209775019002,-0.002262529504323401,-0.026410867902099955,-0.021411594959961106,-0.017481555587668545,-0.007213069799179865,0.007459792046604474,0.006507720634308869,-0.008590425589029376,-0.026525070935576038,-0.004840723625746682,-0.007138137793025608,-0.010989051008313495,0.04909376370902181,-0.018861204205394822,-0.0056181326103589505,0.10281618045890263,-0.009428061666370498,0.25635116285393245,0.33474690613623953,0.02341594390994989,0.2317321296367051,0.01941757009050339,-0.009736346681422758,0.0033621449267253294,0.05628476187583335,-0.01721651551415387
22.0,1.0,-0.08315733166429964,-0.10075158300987738,-0.01755777703754024,-0.01361018691250695,-0.005530000555709116,-0.009415734257665193,-0.015315463460998813,-0.025684806209755162,-0.013723153330841512,-0.012956686687704765,0.0014531962914077164,0.005537695672074752,-0.015916055137761512,-0.013486875829392337,0.000419194886179926,0.017246073874962884,-0.016274807268701452,0.011720372129899011,0.0791850354455624,-0.15642634115810275,-0.008358535613189418,-0.08182415920196798,0.02068186703055015,0.0007385290954037086,-0.0020362441884698625,0.04309515019824443,-0.030445265542693077
23.0,1.0,-0.06553380021722083,0.03302138802614684,-0.010447581361615828,0.007467227655723563,-0.017895800264907776,-0.004085403321943482,-0.004869431981472184,-0.015557945897331242,-0.013253928773602115,-0.008563851393188734,-0.001515011688471618,-0.0025873088555715936,-0.007136873783885389,0.00889682340019577,0.00664914116438698,0.00012638793622398782,-0.019686808149033154,0.007457319618302823,0.24824161260030908,-0.12317663808107049,0.008800275714375506,-0.007922499908427848,-0.005208249042414479,-0.019896636818309724,-0.0009001710775826572,0.05543344393914492,0.011379526382546567
24.0,1.0,-0.1045241521859621,0.028758069474580015,-0.003943677704239603,-0.02031773282734428,-0.004091979580160221,0.0008910227292232128,-0.007807196688744003,0.01675642950601442,0.001194470646855674,-0.01107018793981921,0.00922938850453635,-0.0007577417602366437,-0.013533034031294288,-0.007098160174505151,-0.013505116219069389,-0.011525518655544712,-0.01328950227073947,0.003131241972580432,0.19740778643476609,0.25720199496093404,0.003781396391374697,-0.028902476854151586,0.018358797599645888,-0.006623964466262889,-0.0005626342843427913,0.05900793764072875,0.019642145508505276
25.0,1.0,-0.10100337078562509,0.02623110209966701,-0.015364289762428792,-0.02132299809706945,-0.020093972789191783,0.01653604252602821,-0.01552518804805273,-0.04927184834789672,-0.015648203129982146,0.029560643872102874,0.001325501115696271,-0.024483810557147646,-0.008893214609412486,-0.015700827147509012,-0.026000302797720195,-0.0012794267938261604,0.0032123487418897695,-0.008146178984269857,0.18415427809852225,0.12097192005755285,0.004388894680524212,-0.011198808388349043,0.0038585175134112134,-0.008141501963449142,-0.0018334838949882518,-0.11060927678787906,0.005999838181540033
