f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.max,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.05473552586157112,0.06363955444634428,-0.006782730190290922,0.010073353325770732,-0.0022670167438448344,0.1861199868933292,0.00267265740563381,0.02243071911411594,-0.017255469047153384,0.012565717128717641,0.00023080900482719594,0.0270035782808146,-0.0015943344772985917,0.013746419259450521,0.003295960517322866,0.04631325285572887,0.001951221171425232,-0.050771493733109636,0.035587773936154324,-0.11113715970792303,-0.03106218078921124,-0.010005132301936667,0.011577867608037322,0.0032079487155962745,0.17254034944319774,0.04007052178283004
12.0,1.0,0.009382755680447058,0.04386768070449404,-0.1479244457402179,0.007280397157765106,-0.0039963177452498585,-0.024851978407301495,-0.0027561271311329675,-0.0023943999237133065,-0.020662173955477012,0.0006957304353871228,-0.0005718521242848359,-0.010422374434175905,-0.009971907040138683,-0.004016832678378293,-0.010795228326257483,0.008635392069680009,-0.03528355442408791,-0.10345270797177207,-0.005990736763489748,-0.22081959266390688,-0.5525002981678874,-0.06829031609896666,-0.0008927357475076028,0.0008099796983968968,-0.3217379152579294,-0.022568878174936264
13.0,1.0,-0.1366863237787861,0.03884112465997736,-0.13165255185827868,-0.004975638133390277,-0.019441470293397482,-0.02837751007604782,-0.004395960877945671,-0.009393080068318757,-0.005873833773126717,-0.031075798431282824,-0.00410917023698687,0.0027738488886377157,-0.013332395862773001,-0.007865693924994928,-0.007512107098447412,-0.011433490625384752,-0.031012320010675422,0.06293620604653885,-0.010511744268336605,-0.27372645451649164,-0.5015083447015656,-0.036535638492188285,-0.0028302226962190497,-0.004919789645956892,-0.290231391799387,0.021614694456015045
14.0,1.0,0.1372950117268613,0.0371454453446876,-0.1478667588449229,-0.001633826382701264,-0.023257863947701567,-0.028438375674515726,-0.002470639389235648,-0.0019228165851984135,-9.538997895701704e-05,-0.033445271525194484,-0.007331608088653538,-0.007331125509761887,-0.023231679736936676,0.06906393432011464,-0.006008686974712576,-0.04148079804260282,-0.019359020470969185,-0.1334030595264293,0.004114172695138043,-0.25286983843514704,-0.509673058280442,-0.07143751288267611,-0.005102484771730596,0.001238460109368639,-0.25164279635362174,-0.01716075428888211
15.0,1.0,-0.22813061621406608,-0.14185388337487773,0.015855592563783324,-0.023895655532130057,-0.013894745505064695,-0.02038961085296217,-0.0026816891854730667,-0.019090291529876402,-0.01210479461610749,0.0014628194707371346,-0.0016456203491056502,-0.015369127297812148,-0.01935139379355202,-0.02106668741297985,-0.010701018930386993,-0.01675285366956945,-0.0655633993643715,-0.11011080336244093,-0.013368558633807648,-0.22552959665095215,0.012811960994876026,0.013646322723531784,-0.013209116254372872,0.0017906484521820077,0.09973432760010725,-0.07470686125046179
16.0,1.0,-0.08076003201468064,-0.004154763662028418,-0.023621552529617354,0.0036058977791888543,-0.013467161972328877,-0.026031132872074883,0.00010574766407529047,0.002670591791497196,-0.017838263053393096,0.00019705996777961531,-0.0004303510227101887,-0.013559843308660387,-0.016687638660790493,-0.022604114913026992,-0.0095814183886131,0.0068324027648681285,-0.03617160957096309,-0.10355167400093752,0.009079759225692577,-0.20149705911644367,-0.4923165793855193,-0.06364662613388442,0.007390504138691161,0.0007314243131678969,-0.2901060926555277,-0.03730142649980598
17.0,1.0,-0.02296452582437906,-0.0005050585092735156,0.1042806316846897,0.0024591762379338497,0.04812585364596847,-0.0005533531123933943,0.0014515714722177996,0.011472970625607504,0.10224405108314813,0.0013611328318631254,-0.004073346833300986,0.0310502182174816,0.11492648669608294,0.03449593214914811,0.05562354614552098,0.014284159397914113,0.03240348018286731,0.24066277476789444,0.021092779295087488,0.3911589999557834,0.36889838953490206,0.05778392354094078,0.009395179036202905,-0.007672900610104267,0.14739018620026598,-0.01450613066300348
18.0,1.0,-0.0936159576396288,-0.010277974964133713,-0.03325000150869549,-0.00459065005071804,-0.002881343411090861,-0.0132586968220437,0.011341084273681832,-0.009710041195546436,-0.0002899624323799974,-0.00010216935765602864,0.0027078101663899476,0.0015204061786971274,-0.015110847902253961,0.01880430230169289,-0.010053934165603778,-0.02758587281174767,-0.06861945226443965,-0.08883328465537517,-0.07022400696178574,0.38472002958406276,0.4904542055133839,-0.011488746910985894,0.004979806010975003,-0.0008850093969483534,0.10510860668046874,-0.032926827602933605
19.0,1.0,-0.14218581306826128,-0.12133348916077843,-0.09780005043910989,-0.01325429311418421,-0.014646554914660201,-0.021017774389782203,-0.006248988934586589,-0.009010899976070685,-0.005960375320490659,-0.031580539013410874,-0.001216298479518394,-0.019857916925667612,-0.010553803339425941,-0.013630581027412051,0.04319521974686332,-0.027382276688416262,-0.06407016044532247,-0.17723667100917523,-0.06451465341274744,-0.224752566656608,-0.10080129482730611,6.331496053733031e-05,-0.012635159123268364,-0.011623316006094356,0.1104983620074941,0.021992437516125604
20.0,1.0,-0.09041090262426155,-0.1425178804316342,-0.009054516149427476,-0.0018403489705549915,0.023948580381268642,-0.06034839767626288,4.6109258115838506e-05,-0.013640817260038128,-0.011051436285062858,-0.005857444300595106,-0.004585599064698463,-0.008940923057103691,0.1128405631043546,-0.005796221586157131,0.03733911475035845,-0.051189328089458704,-0.05951175600087199,-0.14344266321800136,-0.08742844514338294,0.3725007699078638,0.39157389133636017,-0.029123536060603025,0.004887137820903188,-0.009047172682732642,0.10653372314062991,-0.02961312585154957
21.0,1.0,-0.05811025761763738,-0.02742562838378886,0.011851514331909705,-0.008371433587055959,-0.014201250427271326,-0.004215643290483644,-0.0018337995318609534,0.008336472344420443,-0.028091400729448174,-4.138034385791354e-05,-0.0058943938856145656,-0.002170722928285142,-0.02065606302598492,0.03422869017607832,0.003739428217950966,0.06967066661490214,-0.061255298920873336,0.25062087375162934,-0.06449629365330257,0.3552493060768443,0.2582562709590789,0.03848098877207109,0.003438710027952696,0.0022400577409922465,0.11188778581144311,-0.025694005829006453
22.0,1.0,-0.07368733221982603,-0.11095671143890316,0.032220805902068314,0.015237893021144401,0.02802576159111129,-0.01280076689569366,0.00849686412300119,-0.005840542265598831,0.0044140664509623225,-0.0011406816780544001,0.0011227405141956608,-0.003919208948441605,-0.01236205392086295,-0.005211934342903486,0.03720761719642427,-0.00975970561482112,-0.04689355823509959,-0.09984864553320925,-0.06252122280614597,-0.19558230811290042,-0.029309648110761255,0.03590400867997983,0.011206705784621978,0.001317982551277461,0.11816597836526124,-0.05541642048949686
23.0,1.0,-0.10857483240616973,0.05594504330337815,-0.04145986126459179,-0.007893133103300174,-0.013511825541488887,-0.01666260980539333,-0.00038741277883448335,-0.0034809008653944227,-0.005914906892674789,0.057929622774988816,-0.0026671599374378787,-0.010299376637317175,-0.017069324453864648,0.016137355195885095,0.010095692817120529,0.007594986916272734,-0.008325495775854569,-0.05905675217016335,0.019229046860710593,-0.1769681553505177,-0.07011232285779952,-0.011473226671000715,-0.010206000799950647,0.0034119610491985313,0.15624747664529232,0.02938568346841229
24.0,1.0,-0.10414466140327333,0.022154150971740685,0.09404552719005922,-0.0004975821710991625,-0.00653665681075729,-0.009444293252968066,0.004882105687685366,-0.005014792826574807,-0.01631955065227595,0.0579766110514652,0.0022138122495396493,0.04414242010124452,-0.009643826152527847,0.05809093532112413,-0.009028371404553582,-0.01945365847099453,-0.002421509154072847,0.17267880764956775,0.024618692118054456,-0.18010812706606893,-0.11041428690468319,0.06431472264535112,-0.01075281160488815,0.0020858276862684736,0.16293062713456974,0.055830946020251494
25.0,1.0,-0.0662407903041529,0.0162389694690293,0.07563909291352283,0.007941475788500062,-0.0220284658055179,-0.02508902613616682,0.0010785891018008514,-0.004267713553586013,0.00177254653353373,0.006117195084213277,0.0030834689605407136,0.0033083460891247056,-0.009327593759611008,0.0737580463298002,-0.008614324486317524,0.035585949121966526,0.11672029358887659,0.051313591368168224,0.01733627463922079,-0.18373758337816404,-0.1100706914845262,-0.018635126887467927,0.011499764969020063,0.0028733045638297213,-0.15093657305281635,0.03580586497542979
27.0,1.0,-0.07186421937470394,0.021335224169657697,0.07594421125139135,-0.008824291645397586,-0.0051623783495083975,-0.008780189650088784,0.006418390214701551,0.01512898023695448,-0.007633488837575056,-0.025781263010075516,0.0006276662579245915,-0.007738195464186092,-0.012048005189568216,0.0037540139508083215,-0.0035420367268570487,0.0030400329126035325,0.08832270136381752,0.055293962004497564,0.012083534479577097,-0.16311777885024636,-0.04699571918957173,0.0559560394856045,0.008790801032424902,0.0003856125784094704,0.14099961134098174,0.04939616713746772
28.0,1.0,0.03390212799880685,0.0635342931101723,0.06404096825294572,-0.015152639543964917,0.001886419143614598,-0.008324928259739427,0.010035660823184156,0.008180089402106037,-0.00996718839477145,0.008743444381735178,-0.0007632427813935903,0.021417715956233697,-0.007238449627803888,0.00973027550255055,-0.008514419454219541,0.011979063576804755,0.08494740910077633,-0.09880091259137815,0.01914033753877784,-0.11404853212558304,-0.015992470188961088,0.06179573520832005,0.005866713796890844,0.001373384544303698,0.15116674353457124,-0.01191586223840346
29.0,1.0,0.037676318724210255,0.010105404327114128,0.10515715809067135,0.0048713835479972266,0.007049920078691756,-0.012528774126471727,0.005789826894609358,0.008017943754533711,0.004158636906299889,-0.009044393991787233,0.0018346576123410246,0.0010245392493766527,-0.005603097072486205,0.003120917626758783,-0.006908737726092201,0.0020722146177216795,0.02625451486096868,0.14323288990816388,0.052597408705946015,0.3296191073493509,0.29846368884561847,0.06522293664084737,-0.013339697451225036,-1.0396736613385495e-05,0.15924741325863148,-0.02358602436972504
30.0,1.0,-0.06121183949881167,-0.0015920482267507135,0.10430924038137347,0.0030456241380230386,-0.0037310860159428276,0.0010223173184951192,-0.004139437596169828,0.004525290796515763,-0.029403292870013482,0.006320732621515953,-0.0006636929407019164,0.00848581296049689,-0.001567528171994024,0.0782035699208609,-0.005754504166241499,-0.028003084666606778,0.06972112680072297,0.11602936184216335,0.03845315773016727,0.14863039647856396,0.19745711880506722,0.05671404617973222,0.0032698365695609834,-0.0007659898942573469,0.1287983815215851,0.0518583017484526
