f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
2.0,1.0,-0.23862488865714648,0.09009863782041411,-0.11417564477457444,-0.021923642113499037,-0.028707119832788886,-0.044634659256900036,-0.020005870328213618,-0.018326311979090733,-0.040354239453938213,-0.012632450535554784,0.003907386038959701,-0.009957134664021724,-0.039323008023066576,-0.015964647266212478,0.00015543083601931066,-0.0018379127340649786,-0.011238949554621456,0.024331210629544468,0.25839088348162664,-0.19472628034856704,0.007503410209189912,0.21387417365917544,-0.015242335036983261,-0.0038936718878774712,-0.0065230903789453235,0.06860770886313047,0.004542649167851139
