f_id,i_id,disp.diff_median_25,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.2649792220248975,0.04713257329764567,0.029211105468623225,0.008530737243700669,-0.0057089484143355625,0.061491546861964036,0.014994435656791644,-0.000463152972131545,0.014526209759425679,0.009182744088987716,-0.0020565530137586566,0.02188178334819526,0.004130173953202842,-0.022980083867696927,0.005933834758165747,0.0026575456502109,0.021775715916303996,-0.00610175504130068,-0.06952701530994132,-0.06649546862481508,0.03285046728553975,0.07895843592350527,-0.038182751308899344,0.02512054425148114,-0.0015421622451335356,0.02247282279051957,0.043381685626249965
12.0,1.0,0.1877032694557439,0.01939763341211067,-0.07958842535523328,0.006083611698225827,-0.013855566043191866,-0.0253027152426173,0.00842516790310962,-0.005168449032695619,-0.008817220450258727,0.00813888903141117,0.0007169184523274693,0.0036882980005616822,-0.01354384088113429,-0.023898276018849852,-0.006533762323709403,-0.01034224531906854,0.014027375968483155,-0.008713679693959612,-0.5712634417418306,-0.07839234122133844,0.0003793773548903393,-0.5759950338778536,-0.050794551739249544,-0.02286821305692242,-0.0024534034126255226,-0.0767776264101931,-0.024343439099601634
13.0,1.0,-0.19990313245125765,0.020049973511341947,-0.08329268246319523,-0.03820673152539417,-0.011121483898676081,-0.02307604078546594,-0.010953382711118061,-0.012016749966865362,-0.025333121169959418,-0.02427867663431035,-0.02041494478978936,-0.001032084663659243,-0.019346064859762088,-0.021002535870579046,-0.0006774721154227561,-0.007350778568890592,-0.05089618836686755,-0.02248154314440545,-0.6253427314540347,0.02101653222349835,-0.018664697502747667,-0.5108520503563686,-0.026667821471655587,-0.04314137025926919,0.002111631939509981,-0.07106596295409247,0.026637889663495836
14.0,1.0,0.07413861036415517,0.019873681052982067,-0.09330992527842497,-0.039996223344067945,-0.011609582018965597,-0.025134968076432264,-0.011883781967393493,-0.01220714530552992,-0.0003530580161410224,-0.020784047119941328,0.0036725695671332697,-0.019213129537877162,-0.013045465831876052,-0.02097506462692731,0.012874442233181585,0.002701857924957257,-0.040173183192977864,-0.02133082430028369,-0.5425309042603227,-0.15046840684016966,-0.021569910772041467,-0.4772157990265432,-0.04652393835478522,-0.042251361486558434,-0.002636586192056619,-0.057221588640716595,-0.015746865975693785
15.0,1.0,-0.26863398430640517,-0.14781766868113935,-0.004711795611456031,-0.03524561128291929,-0.018165603169264105,-0.03586429540846107,-0.01028202620981022,-0.008684063962821538,-0.023887394529618536,0.009769662562878595,0.0008095256206300603,-0.022793347305525676,-0.01160342873447463,-0.0324760593536053,-0.02982625455900921,-0.02516111380983341,0.005485295440748021,-0.04138955310412713,-0.13263689800320258,-0.09833696033276902,-0.007268497853788174,0.017821305850849917,0.013473050746344245,0.019258347127427824,-0.0028808799973318367,0.01608313346672141,-0.025711058843941065
17.0,1.0,0.30165321750068474,0.014561491585756066,0.06208750377371362,0.02059293932907121,0.031434335725885526,0.01736624576216989,-0.006162390968396441,0.025325187097970363,0.08461547306558775,0.011497335338785171,-0.0029197200976552513,0.014220651305722243,0.08321216405971882,0.009375865861338485,0.03005929664595065,0.03073841163816932,0.002139521990995034,0.013924626802921973,0.2240595667463005,0.30098905335272025,0.030904964674315322,0.1601905488349667,0.09264699924772997,0.014229122247582264,0.002172541457718342,0.023206984646262547,-0.028096542180724746
18.0,1.0,-0.15714465157378085,0.02858020196264923,0.01531730071600533,9.192762535889629e-05,-0.001216034537193163,0.010549063691373322,-0.0020421502740682424,-0.006876179942854461,0.002422937678846984,0.006211896475489546,0.0073935099810195195,-0.006196505117192086,-0.008181365707103923,-0.01208513676519947,0.007770756097167715,0.006967928008756577,-0.01726207712114478,-0.037047446792178036,0.20216036086423422,-0.05863835397210686,-0.06176411058518058,0.13119731375992633,-0.02428983508970559,0.01604290174413286,-0.0024201830803612322,0.016756502062044036,-0.03130218694973789
19.0,1.0,-0.23211328513618315,-0.1319542924659349,-0.04095546169835814,-0.029538708498247267,-0.017683964603689793,0.0023073900981659917,-0.009419669433233982,-0.006884380419081984,-0.025168847390982567,-0.01722195879999929,-0.02114538131298216,-0.013050144274251045,-0.01688862693277397,-0.016932299701083408,-0.03140709027461543,-0.008551902838701195,-0.05273686852462246,-0.04290377467323804,-0.13972331647942746,-0.1797795141524887,-0.07735883550759001,-0.015114984473065932,-0.0029955106314386486,0.02078036015297441,0.00023210041792302724,0.022408797609810144,0.02705182269691359
20.0,1.0,0.02044921740502611,-0.09507371197270627,0.002007191209947812,0.01346566103019017,0.00843119568078723,0.005952240082955888,-0.008242176159859957,-0.004775268957798663,-0.004458046105101478,0.005497490721674236,-0.00025696883964970653,-0.004101920345895485,0.02145054646306693,-0.007538279732696651,-0.018090625457449196,0.010707206196404386,-0.031302837062398364,-0.06836626077736489,0.6002443582106941,-0.1862228983993573,-0.06280013081600193,0.43409407927341925,-0.06218775776634534,0.006132646935157525,-0.0012566755339240574,0.014352278861014062,-0.03338451503512342
21.0,1.0,-0.08485173747939187,0.019411941589768843,0.046291830549004535,0.029213573949860065,-0.005665196165962566,-0.01159571285674438,0.008756176273957578,0.03746933610104861,0.00023335799401337019,0.005652963755601698,-0.0038573506721800628,0.03336758421830351,-0.006316931678369572,-0.01247039595048485,0.009297593003299071,-0.010968138945436757,0.024839152074828303,-0.034458716291444105,0.1789437332858292,0.3126377884612186,-0.008775240487646326,0.261959870214072,0.0543661308519939,0.010616328650942829,0.0029668266029793935,0.022764159556896882,-0.03652881879569224
22.0,1.0,-0.2077043409638829,-0.1318375674507127,0.014081493192947794,0.027552887903501633,0.00024149742512250103,0.005575176277180188,-0.004365341986962527,0.006315113974098388,-0.018562822640716414,0.006806088299270497,-0.0002791505399884391,-0.02023717597252644,-0.012712428618307067,-0.011244444071770126,-0.022292525436173775,-0.010780576838045132,0.014382296564498498,-0.03338337307067159,-0.12075049208999897,-0.07051263457558017,-0.054229045025130665,-0.005784680006050689,0.038755233224241376,0.018880021207720088,-0.001113432928475822,0.0187833313689838,-0.02243105757840722
23.0,1.0,-0.15875296965571845,0.052462649378506795,-0.02158814543475078,-0.019745131277818462,-0.0037411419517357908,0.01041814561806823,0.002497077774095644,-0.0053224753503423,0.007196313572363201,0.018015287079214605,0.002584456857810998,-0.014942116406690641,-0.0006751904783295739,-0.009108051420703964,0.016612440712132956,-0.0055977681477641355,0.030183157685496478,-0.005214634542622761,-0.06262371518722765,-0.015698454549662826,0.0443097930663187,0.05748016834666052,-0.007699698419372213,0.0441271281587059,-0.0022782533962280517,0.021841671404781788,0.041699671621466046
24.0,1.0,-0.24815143636865838,0.0407983903647672,0.05993579139497442,0.006557994030577019,0.0002514714272794463,-0.01459145240596316,-0.0070745164410507535,-0.008732320872744451,-0.023631941683035087,0.020298464098595172,0.014343574400563058,0.025888139876855704,-0.010889630661606916,-0.013399759699513049,0.01587483632304775,0.003623068310787497,-0.033528222400792916,0.0030466700310286614,-0.15351104957136252,0.23207522241816297,0.03832902337867309,0.045872044921592546,0.06290905309398079,0.01650316634517486,-0.0006528013400557487,0.026088533988585856,0.05408097181228691
25.0,1.0,-0.13776790464266708,0.03078054834192329,0.04444176392550145,0.014438898710651406,-0.011695969260337889,0.006367089993971284,-0.01571366420281401,-0.00433345494510556,0.027276248600677303,0.01004532717390498,-0.002017415946581655,0.0007311427651821535,-0.017474983577586988,-0.010127429611926406,0.01713278363934503,-0.0006017342809413121,0.02001640841553873,0.01551928331587735,-0.1570179890389442,0.04723688596441669,0.008592395838797952,-0.040930172630031035,-0.017645935070315734,0.003463448488510764,-0.0011332504727225006,-0.06618960827320997,0.021250371881317363
26.0,1.0,-0.10717042483934966,0.03664319267381614,0.03205922121747254,-0.025706739500526463,-0.0011520187607445775,0.004425977839703035,0.007153387691980586,-0.008259775288840598,0.0022767836711706964,-0.022461226001120844,-0.009650329099146733,-0.014196902134193657,-0.023847335944109285,-0.00984787357246452,0.007790848006697042,-0.0050274205724111995,0.008905548495351738,-0.005186080143243078,-0.06834077039083797,-0.04560014623400653,0.02937837048520201,0.043815530130485426,0.044985479734987135,0.03330014460226247,-0.002236921712903553,0.01928290853654479,-0.011777849670731538
27.0,1.0,-0.057241164072691496,0.036894978727353714,0.0489969712171664,-0.023804764132283454,-0.006686432256819559,-0.002752672105442605,-0.00789636052291575,-0.0033561641395012066,-0.0008060994227351199,-0.024834814826353843,-0.008727176626199854,-0.012484253718946396,-0.015517298645513274,-0.004915659664338231,0.02157547322708489,-0.009348827229405447,0.013404236557747739,0.06380774629106543,-0.10365811854503974,0.06105835530018941,0.01571227241361035,0.048528248288871687,0.07224167692858267,0.00620309224045331,-0.00032222626144443034,0.022741167799480697,0.04532876086459668
28.0,1.0,0.23513528303502462,0.05091004150101478,0.022193540963292867,-0.0364615514855049,-0.0039482196903748165,-0.006637491962180766,-0.0043648577841810705,-0.009869593458932971,-0.015192185008450466,0.009884553580590939,-0.005924354215780998,0.015485432643340643,-0.004424034504737913,-0.0003109990384224853,0.00597505057893147,-0.013670028020779233,0.014032381651581645,0.05990374611549436,-0.0591133756750987,-0.08975536081421287,0.02765436754817821,0.06978211004491372,0.039985727696075925,0.006985241535975562,-0.0014626437021592119,0.022867482835304015,-0.016817052132206096
29.0,1.0,0.31753590266185483,0.03662338451794178,0.05858752429713778,0.03787927603392199,-0.000829698894565402,-0.014902433517706157,-0.0014250589999020287,-0.00979303109345134,-0.005105617987894153,-0.01535202694447387,0.007178096939435297,0.00020096702652639884,0.00358080174496897,-0.008807498991706747,-0.0016142930605464135,0.005872392047175617,-0.010914154562101866,0.005325343790119737,0.23385156667971305,0.10678733383129133,0.04527401573705825,0.07243603452610067,0.0804199848506539,-0.022204344170483906,0.010162238451849687,0.021969023512800008,-0.023881115880873313
30.0,1.0,0.15048102231508317,0.03766023250321094,0.058841950957607046,0.014295204749991564,0.00018610760669221407,-0.01414404405983615,0.00215992209506305,-0.010217806593016252,0.003206966845222363,0.0260480297131471,-0.009299621262555088,0.028349833284524863,0.0003282122672833474,-0.009110927435883397,0.026074727604163763,-0.004934911750453344,-0.01352223815199269,0.0364618227574751,-0.07811375670952096,0.10054119372626695,0.02538006624089936,0.07072158171451838,0.08211573679414322,0.01219311467701138,0.008453160345701104,0.028998357785006604,0.032444698614488704
