f_id,i_id,disp.diff_median_25,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.12819486108919345,0.040280168690960017,0.0032210804492307015,0.07405789967022432,-0.0036424059436148673,0.0013284906836904128,0.03642715795912154,-0.0009068987521827566,-0.020606233364329454,0.011032387199883498,-0.009089288529774458,-0.007484483531270392,0.030849754293501588,0.2528607571055048,-0.00533771920419213,-0.006045557402166718,0.051880537963753796,-0.04496685330573807,0.8572473779923182,0.3469651365869993,0.008163964479795324,0.29360470956392165,0.011561508378935235,0.0050937735398696666,0.0030163105619073166,0.017710728697950782,0.09030853622894502
2.0,1.0,0.10362195651245991,0.0488203435097074,0.011664781147920175,-0.02439801099952879,-0.0047460034195380115,-0.02103756562529687,-0.003483007071473945,-0.004727705801945125,-0.004828046835056211,-0.010679730806418668,0.011260346922161962,-0.0028093371371473736,-0.012061631751325862,-0.008395402643062702,0.009329174358630397,-0.003932279861464781,0.05110869113820886,-0.0027476087651585584,1.7413794455121847,-0.0706063194889671,0.009972000914247093,1.2219846965905015,-0.012710439778206671,0.0166470583734781,0.008019118980339753,0.013158843945008599,0.08433078590313454
3.0,1.0,0.2671526589253617,0.005073637962819953,0.035529589602302625,0.014332589081103374,0.011530041810174503,0.01372237288862538,-0.0002934829193366685,0.018773791682302306,0.05285222490477162,0.009313212922757566,-0.0038180866965438834,0.016124875555993935,0.010700957595230407,-0.00905853632467932,0.009758876940773206,0.00756781618053946,0.011322189599065079,0.03810250612580232,0.17257992722339094,0.06182027252353786,0.027136498185458265,0.11834647459598042,-0.005043111556442928,0.011411167461061182,0.0003658612891617115,0.019959667022440553,-0.0258275734075722
4.0,1.0,-0.1854209052301959,0.03942983587734672,-0.02448160335566902,-0.027866498677868605,-0.004318536317455093,-0.01173724533127007,-0.0060683410688737414,-0.008539241462188577,-0.00491147018143747,-0.015269432453153152,-0.01160626460643991,-0.01589897312051488,-0.019233564114092116,-0.0077046048968369574,0.005646165760373473,-0.008781887023691818,0.015601637197075085,-0.01577938568447027,-0.12545795007600374,-0.05433299317467711,0.0009070110769460696,0.00648004943720087,-0.044385584670426595,0.03274638895672963,-0.002416216161882088,0.019682543802096893,-0.012527851029204685
5.0,1.0,0.18757769885474135,0.0205963034682227,0.028748872476033343,0.00638291728476937,-0.01222757386711791,-0.02439317941174957,0.011241295692880486,-0.002663218269260434,-0.0005483508041524965,0.005830377455267524,0.0008627106789309402,0.012756086499444026,-0.002565894839686637,-0.021759790837368266,-0.0017072347551854838,0.0009207536239386724,0.01446945911126238,-0.011150856912663404,-0.5217235874770719,-0.07731470942497325,0.004628011813335256,-0.46471594381183395,-0.044815607391145915,0.02403737791797052,-0.002274307927722849,-0.0646716157869027,-0.02455699890457734
6.0,1.0,-0.03116336301319631,0.016902737847867756,0.005231362969252687,0.006995691524663873,-0.016817194181406446,-0.02417131632775606,-0.004749317725266976,-0.004420783478228722,-0.022443521101109903,0.003783822341552097,0.012843646721005603,-0.012844705324065153,-0.010415711767688171,-0.026820333715196223,-0.012751334474087274,0.005984676096475188,-0.0008707399396109005,-0.008285492415028812,-0.5070709462670988,-0.07110663039988387,-0.002163641581346794,-0.4546670825874979,-0.056846143189544784,0.016243042495705684,-0.0027314841558561042,-0.06455746239330397,-0.020230939536973313
7.0,1.0,-0.22460819914989186,0.0227944461029878,-0.055409100001685314,-0.03957401132421714,-0.011984143143786869,-0.02233239067529134,-0.012038821857823002,-0.010980820982160931,-0.025101372607552217,-0.01696307399479059,-0.021221840057398484,0.005684935512985486,-0.018608059911742934,-0.01631627480200559,-0.014824710062399275,-0.010450155415884989,-0.06268380324083796,0.00022840509154954843,-0.5913347450070758,0.01787118552483509,-0.009111438983684909,-0.18704606312623173,-0.042098461639764745,-0.04844536371136299,0.001997326964747274,-0.06555323918961359,-0.016169549534445878
8.0,1.0,-0.1275041788491724,0.02140578654458285,0.005638866658793623,-0.01330732013667047,-0.0024239782015539517,-0.01672454847574227,0.004172041763741492,-0.0005292901434986841,-0.018929127930953617,-0.011191600294641882,0.00503528859666388,-0.007837342948446551,-0.00826678634864869,-0.005595678568160938,0.0013617275373725975,0.00922303595859003,-0.003826575847489286,0.041761578270526935,-0.5070387003802987,-0.020013240280160414,0.04511590825615592,-0.39865032782391935,-0.032391783774849914,0.02273887366969591,0.005357518683096078,-0.06506995814876934,-0.015868380680181503
9.0,1.0,-0.13559997216653816,0.02466594389394615,-0.056112438158847505,-0.007411505062381662,-0.0012878242770783146,-0.02045564098750479,0.00043633805176280724,4.032866271545842e-05,-0.013258491890520668,0.012610865024947024,0.010194918752960878,-0.009962719525194962,-0.007540090904485765,-0.013264012069114633,-0.005108349959789673,-0.0037996693560804133,0.020501062093966613,0.0567412437969855,-0.5207620888216623,-0.01200571407036542,0.04781876407491854,-0.24854871018765778,-0.032262221396527374,0.02601966731215602,-0.0023655977701792404,-0.0584292828386049,0.04033767613708326
10.0,1.0,0.23317276671770903,0.04204903425159856,0.022484535676502264,0.008703684541333715,-0.003960867485758773,0.04330196734295666,0.012782244558872637,-0.0061387175417812415,0.0037391449547916366,0.004239261436391161,-0.0031534344107909647,0.0017009654393972022,-0.011469071449831825,-0.02202700679456726,-0.0019265563422071526,-0.00937628071677932,0.01696499531909493,0.008566085713221852,-0.05593947660042124,-0.08210943734847943,0.044784143075846036,0.0673524652359914,-0.04113509662367308,0.011089086836397402,-0.0022687065814239868,0.023828179995422468,-0.027400387880155235
