f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.max,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.08535084031609019,0.04522628298961334,0.0037747662014368326,-0.003734478618093137,0.025219333228600115,0.08966619604970007,0.00023380663150146966,0.008812358570629772,0.0015987483627485253,0.002254388221011685,0.028403938712773042,0.009545854099990751,-0.010350671823922691,0.012890501474019125,0.00031166208717798975,0.029061774984711602,0.03639667204010881,-0.03225150308171717,0.01799172684272723,-0.12548359628256886,0.20908417078471261,-0.009573918310006238,0.016787501195982685,-0.00258091475307237,0.0934731899310503,0.01713501325312421
12.0,1.0,0.03393386369377329,0.021868960107174283,-0.10135536106175413,-0.008341525407197514,0.010463046908315166,-0.011049655330182599,-0.0002588368470300626,-0.009723051688029212,0.0017239852199963683,0.007150099721556004,-0.01939359984377255,-0.005604318323022664,-0.013156323870094494,0.0047356494161918715,0.001505005785971988,0.024459068441567172,-0.023304032778170176,-0.05740556736694611,-0.009716355410758742,-0.17718240049362863,-0.9036651886585728,-0.026974283704117478,-0.01733640273329477,-0.0024554624134220937,-0.16384670945780397,0.004759862396988862
13.0,1.0,-0.11137667232380032,0.018646177061301946,-0.10869430050340301,-0.0013995918244528126,0.0033952054533912916,-0.007408634552751932,-0.013682125976533739,-0.02698207566328092,-0.0025736032491864855,-0.04386447765103078,-0.011343859501330614,-0.017115216274893357,0.0011569949390495163,-0.007680537805305373,-0.007788116004763874,0.03426898910173216,-0.02904936070266716,0.05084618228023035,-0.00014813115104059268,-0.24159607998612143,-0.835417748462625,-0.037871524941408344,0.054466304702074926,0.002077186914651577,-0.153783568606575,0.009776653439741125
14.0,1.0,0.1851949947291096,0.022319574184861413,-0.1163640523093123,0.00999599513167326,-0.0038025985449299275,-0.0012711707367297088,-0.01516281443375386,-0.01838147594875998,-0.0032033489012524867,-0.01527474446290271,-0.011366254925100142,-0.015516036769043262,-0.005604320532461138,0.017479106045281658,-0.005560834923436648,-0.05007199520916524,-0.01934172503973441,-0.13418431872455527,0.00444426555404241,-0.221359719671628,-0.7999811887604976,-0.02547081692927035,0.062217544869935026,-0.0023501024682914557,-0.15293842055139667,-0.0018947005675235772
15.0,1.0,-0.2333681935827781,-0.1369657468641795,-0.005091954424310953,-0.01182088148560721,-0.008494803296026686,-0.012439944756318277,-0.005509142706632573,-0.048675144746470785,-0.005583636935503693,0.002868785106603296,-0.010136353142059207,-0.0034145771010805383,-0.009122135359072796,-0.012665857524033753,-0.007939211541340392,-0.021279763139850402,-0.1324800544513403,-0.11229335764807022,-0.019308522871208135,-0.2669714481733939,0.11295781066264489,0.004183650951399268,-0.024036020981279067,-0.0036736635176361594,0.05919220856809162,-0.020168476856505167
16.0,1.0,-0.05748828274794527,0.006448645600369757,0.024191973198514103,-0.009530146393783218,0.0011949616070024052,-0.011415209842543468,-0.00011238329343072001,-0.015067233095454652,0.0010480757414157676,0.0026247684714720337,-0.009627338119554041,-0.007468120772950699,-0.015266241939852243,-0.012197410777501768,-0.007081330334040933,0.0187798572210505,-0.020603207944952788,-0.06538249497683511,-0.009694208585380264,-0.16208126739135106,-0.7872705561773218,-0.03316411217680139,-0.005388137175949016,-0.0018372873958326461,-0.157786605185088,-0.019062537681232592
17.0,1.0,0.022741343272787415,0.034251880813381784,0.055766815446208255,-0.00964760232461344,-0.001957398811091306,0.016755037715643063,-0.0012451444196436253,0.08733011256997932,-0.0004995117949514057,-0.001938726191516662,0.02735496723341211,0.08154793910501328,0.00033329507063229987,0.023594365920639078,0.03203456587939522,0.016136077570399376,0.04201565285602788,0.3664222457059853,0.011962496592480734,0.3682877045576602,0.4214934379984411,0.038047049439295516,0.0009549300949214957,-0.015189992340022692,0.09568095493699115,0.006293596049987479
18.0,1.0,-0.07031702241446015,0.012645928369583838,0.03382653639285551,-0.013519570118993077,-0.02494914473514675,-0.005500345925092638,0.0022605215831938423,-0.0028853214263410637,0.0010835366505058998,0.0038721310026640795,0.005680032319431813,-0.0032530901551819074,-0.00777715511303106,0.012307672493897092,-0.007073581733879558,-0.01613696542652065,-0.07495962214998249,-0.11045703090085637,-0.03675407020164101,0.37281471960324175,0.33293947899961546,-0.04154216247677239,-0.00030038591162484367,-0.0127903485904114,0.06734261384771385,-0.0051783720394050934
19.0,1.0,-0.11438791461762285,-0.11556610939042254,-0.04814902744349216,-0.0016090799472834186,-0.03428762134354505,-0.007704268400365995,-0.013263781860624551,-0.0325774036829761,0.0012726225805730369,-0.012091496035515962,-0.021826900085165274,-0.002176522979811187,0.00042049423311178247,-0.018488723167254303,0.0040571955684156145,0.028470751393408055,-0.10666870344435037,-0.14516192043750695,-0.0327858590497274,-0.2437924563938928,0.022988167797927207,-0.009338709132654971,-0.04465019473107921,0.0035696781349643506,0.0628702941857791,0.001230446083650045
20.0,1.0,-0.06868304340532717,-0.13825080544062318,-0.01428363616413605,-0.011541142759784942,-0.01984918652588844,-0.003111038748552704,0.0012203454890724853,-0.0037333354149439433,-0.003102506383394313,0.0058918925777554365,0.0025313578266070898,0.09931843257489156,-0.020354293788379843,-0.05201845556380776,0.009133764420008574,-0.02437668858874447,-0.09471679852678477,-0.2268890952570542,-0.06666291616266964,0.30050524121371763,0.7178705163521161,-0.06388520568089014,-0.00582380433009721,-0.013477832214898754,0.055397653254207244,-0.00670910823479324
22.0,1.0,-0.05719704041052355,-0.11044222746328282,0.007234074700883607,0.00669480640324482,-0.01907733293798333,-0.00570417837104536,-0.005005299088009053,-0.027137223062458332,0.0011243452921420687,0.003218076429784624,-0.0029164725500934303,-0.011485440220695888,0.009492828341039093,-0.01643223917351969,-0.00012811354968928325,0.0077165896939286275,-0.08527149774140025,-0.11480160540511555,-0.048508746262341855,-0.2328064241996711,0.08041886308508231,0.005085263884762263,0.008507057621999497,-0.003042580868986951,0.06426917127133785,-0.012908558120200243
23.0,1.0,-0.07387554000470588,0.044946857712295764,-0.0034139524678347614,0.00891604802338251,-0.02068837229664628,-0.009240902934800167,0.0186478880114019,-0.002121578195351444,0.0069540616107688445,-0.00165363691250531,-0.0013431667726489308,-0.0044252790897403565,0.011188113984391132,0.009223025679399295,-0.0002310772019404805,0.008000341612654702,0.03612468904029877,-0.04809811329121231,0.02681721713736202,-0.167618225026149,0.15317234677786798,-0.01976156521744572,-0.02721707194846943,-0.002313921209297547,0.09173058725312079,0.02285019911023889
24.0,1.0,-0.11928859911943027,0.027623151043980377,0.052066143924998816,-0.013302448235007496,0.02917824064861047,-0.009677400767694024,-0.004702838265201145,-0.00969211583756056,0.011412918514309638,0.02236645579288259,-0.0094557093815721,-0.0045375964676730805,-0.004797717293841288,0.024007209961472962,0.003745710178804889,-0.04198776864348129,0.029894500308600226,0.2539604343445635,0.012722299679314363,-0.17601597943599506,0.13829360791415243,0.014553579771184912,-0.03425430544830752,-0.0052763797307194245,0.09514835511984995,0.01014842844819865
25.0,1.0,-0.0703808774610861,0.020344626022871022,0.04615067067694407,-0.004377416431999004,-0.016678185725358452,-0.0005236989807913979,-0.009366401728514683,-0.00486753017033086,0.00029232890949482836,0.00029455604414229796,0.004555753695886823,-0.009359287916593252,0.008519411372949329,0.008044113288953176,0.007681472937851009,0.032774942344518436,0.030653959593352462,0.08938855168386477,0.0031200099471978154,-0.1528469272942403,0.05406250206189995,-0.00813681910075985,-0.020242371228618536,-0.0055693907295260095,-0.13415435253951866,0.023900042470677226
26.0,1.0,-0.08867614769447006,0.022799003054598966,0.014671863113174477,0.009829937684434808,0.018386407432337968,-0.00754271332128063,-6.179664087911882e-05,0.0010834612367529035,0.004711705619327503,-0.0026176570341264116,0.0008366244711049746,-0.0011077977082207962,0.0036183332966928296,0.000662089528010903,-0.004364097712294486,0.002764225557459439,0.02464856846872006,-0.07671142383326691,0.022952389348098585,-0.17493766141095993,0.17062512960168277,0.003928241251445554,-0.02255860133447411,-0.0056789212540769365,0.08213713124075019,0.0047571812439044766
27.0,1.0,-0.03937414482076488,0.023712405269505476,0.050374250865344306,0.009180931436152024,0.013957842945164872,-0.0041972777230976175,-0.001024872808097065,0.002672073095347957,0.0046832927255613145,0.0027602850970399303,-0.003703012507074899,-0.0060805270141295106,0.004966737424400585,0.009694499436107782,0.0015984853607092508,0.006191904343633477,0.07024629017261087,0.06908546259819154,0.008475882164880263,-0.1679166823273671,0.11473565046697468,0.009338142912209756,0.007003658932133933,-0.006320155144831573,0.083885893923732,0.011862892849954629
28.0,1.0,0.08197797694476167,0.042478092636151106,0.02623999050220585,-0.004725777960077445,0.0304571839147448,0.0006286184737135007,-0.0011758547500534259,-0.0039061471089255353,0.002519329806166563,0.0019553395269188705,-0.006904488807189121,-0.00933433109325106,0.010272180296442864,0.00854196495761835,-0.004755255875898827,0.009627195241279009,0.07687823095464592,-0.07907795345023154,0.028718649315963764,-0.12776321416462233,0.19977552742083865,0.015262840957812709,0.0033156607940134477,-0.005218570583233025,0.08889213347719352,0.0035106077959509946
29.0,1.0,0.09249417323486767,0.02245643324716803,0.05638281971925658,-0.005905584869983533,0.034312473017210826,-0.001382977846116104,-0.0008214365945935224,-0.016345436732190858,0.0010184583430487308,-0.01612916534501048,-0.010541104831040574,-0.006019544183243251,0.007175915652345049,-0.004869298308082302,-0.008542505026828937,0.003980678366591679,0.06346763432623417,0.1659421508110648,0.015304335200301415,0.3391694828430663,0.27622048476966443,0.02321703431344299,-0.024592743187052304,0.014332742146293017,0.09104720455653746,-0.0010580298100498096
30.0,1.0,-0.06753707598351177,0.012421675936709531,0.03633306928190615,-0.022328203618724927,0.02853791554705877,-0.009257404256069246,0.014553394434393694,-0.00979305629290219,0.00030202667770117973,-0.0088825602985655,-0.01279643508735359,-0.013470168478630532,-0.004673362582892394,0.012905902037036994,-0.00027581448953453486,-0.04158212916724547,0.06855801856558286,0.13771900796269762,0.012195818144540934,0.1352936506398751,0.23189542051590828,0.02315509852235317,0.001745998198271189,0.014490114854899941,0.08676201049840929,0.009801113850609352
